# columns: T_lo[K]  T_hi[K]  T_mid[K]  dP/dT[1/K]  dP/dlnT
  1.04309E+001   1.04805E+001   1.04557E+001   1.34207E-004   1.40322E-003
  1.04805E+001   1.05303E+001   1.05054E+001   1.73822E-004   1.82607E-003
  1.05303E+001   1.05804E+001   1.05553E+001   1.70693E-004   1.80172E-003
  1.05804E+001   1.06307E+001   1.06055E+001   1.79660E-004   1.90538E-003
  1.06307E+001   1.06812E+001   1.06559E+001   2.45383E-004   2.61479E-003
  1.06812E+001   1.07320E+001   1.07066E+001   2.82612E-004   3.02581E-003
  1.07320E+001   1.07830E+001   1.07575E+001   3.61945E-004   3.89363E-003
  1.07830E+001   1.08343E+001   1.08086E+001   3.40594E-004   3.68135E-003
  1.08343E+001   1.08858E+001   1.08600E+001   3.77833E-004   4.10327E-003
  1.08858E+001   1.09376E+001   1.09117E+001   4.65050E-004   5.07447E-003
  1.09376E+001   1.09896E+001   1.09635E+001   4.82249E-004   5.28715E-003
  1.09896E+001   1.10418E+001   1.10157E+001   5.21418E-004   5.74377E-003
  1.10418E+001   1.10943E+001   1.10680E+001   6.22853E-004   6.89376E-003
  1.10943E+001   1.11471E+001   1.11206E+001   6.53441E-004   7.26670E-003
  1.11471E+001   1.12001E+001   1.11735E+001   7.49199E-004   8.37120E-003
  1.12001E+001   1.12533E+001   1.12266E+001   8.83568E-004   9.91951E-003
  1.12533E+001   1.13068E+001   1.12800E+001   1.00558E-003   1.13430E-002
  1.13068E+001   1.13606E+001   1.13336E+001   1.08894E-003   1.23417E-002
  1.13606E+001   1.14146E+001   1.13875E+001   1.18939E-003   1.35442E-002
  1.14146E+001   1.14688E+001   1.14417E+001   1.36031E-003   1.55643E-002
  1.14688E+001   1.15234E+001   1.14961E+001   1.41648E-003   1.62839E-002
  1.15234E+001   1.15782E+001   1.15507E+001   1.59133E-003   1.83811E-002
  1.15782E+001   1.16332E+001   1.16056E+001   1.74696E-003   2.02746E-002
  1.16332E+001   1.16885E+001   1.16608E+001   1.91289E-003   2.23059E-002
  1.16885E+001   1.17441E+001   1.17163E+001   2.12346E-003   2.48791E-002
  1.17441E+001   1.17999E+001   1.17720E+001   2.35841E-003   2.77631E-002
  1.17999E+001   1.18560E+001   1.18279E+001   2.62340E-003   3.10294E-002
  1.18560E+001   1.19124E+001   1.18842E+001   2.66470E-003   3.16677E-002
  1.19124E+001   1.19690E+001   1.19407E+001   3.09554E-003   3.69629E-002
  1.19690E+001   1.20259E+001   1.19974E+001   3.38256E-003   4.05822E-002
  1.20259E+001   1.20831E+001   1.20545E+001   3.62722E-003   4.37243E-002
  1.20831E+001   1.21406E+001   1.21118E+001   3.87615E-003   4.69472E-002
  1.21406E+001   1.21983E+001   1.21694E+001   4.32867E-003   5.26772E-002
  1.21983E+001   1.22563E+001   1.22272E+001   4.47959E-003   5.47731E-002
  1.22563E+001   1.23145E+001   1.22854E+001   4.91110E-003   6.03347E-002
  1.23145E+001   1.23731E+001   1.23438E+001   5.22265E-003   6.44673E-002
  1.23731E+001   1.24319E+001   1.24025E+001   5.80605E-003   7.20094E-002
  1.24319E+001   1.24910E+001   1.24614E+001   6.13800E-003   7.64884E-002
  1.24910E+001   1.25504E+001   1.25207E+001   6.40662E-003   8.02153E-002
  1.25504E+001   1.26101E+001   1.25802E+001   7.11460E-003   8.95033E-002
  1.26101E+001   1.26700E+001   1.26400E+001   7.30998E-003   9.23984E-002
  1.26700E+001   1.27303E+001   1.27001E+001   7.95086E-003   1.00977E-001
  1.27303E+001   1.27908E+001   1.27605E+001   8.37845E-003   1.06913E-001
  1.27908E+001   1.28516E+001   1.28212E+001   9.05078E-003   1.16042E-001
  1.28516E+001   1.29127E+001   1.28821E+001   9.69657E-003   1.24912E-001
  1.29127E+001   1.29741E+001   1.29434E+001   1.01960E-002   1.31970E-001
  1.29741E+001   1.30358E+001   1.30049E+001   1.08970E-002   1.41715E-001
  1.30358E+001   1.30978E+001   1.30667E+001   1.16238E-002   1.51885E-001
  1.30978E+001   1.31600E+001   1.31289E+001   1.23809E-002   1.62547E-001
  1.31600E+001   1.32226E+001   1.31913E+001   1.32528E-002   1.74822E-001
  1.32226E+001   1.32855E+001   1.32540E+001   1.39950E-002   1.85489E-001
  1.32855E+001   1.33486E+001   1.33170E+001   1.47966E-002   1.97046E-001
  1.33486E+001   1.34121E+001   1.33803E+001   1.56503E-002   2.09406E-001
  1.34121E+001   1.34759E+001   1.34439E+001   1.64387E-002   2.21001E-001
  1.34759E+001   1.35399E+001   1.35079E+001   1.74396E-002   2.35572E-001
  1.35399E+001   1.36043E+001   1.35721E+001   1.85101E-002   2.51220E-001
  1.36043E+001   1.36690E+001   1.36366E+001   1.92137E-002   2.62010E-001
  1.36690E+001   1.37340E+001   1.37014E+001   2.03407E-002   2.78697E-001
  1.37340E+001   1.37993E+001   1.37666E+001   2.16356E-002   2.97849E-001
  1.37993E+001   1.38649E+001   1.38320E+001   2.22594E-002   3.07894E-001
  1.38649E+001   1.39308E+001   1.38978E+001   2.36943E-002   3.29299E-001
  1.39308E+001   1.39970E+001   1.39639E+001   2.47600E-002   3.45746E-001
  1.39970E+001   1.40636E+001   1.40303E+001   2.57697E-002   3.61556E-001
  1.40636E+001   1.41304E+001   1.40970E+001   2.71452E-002   3.82665E-001
  1.41304E+001   1.41976E+001   1.41640E+001   2.83340E-002   4.01323E-001
  1.41976E+001   1.42651E+001   1.42313E+001   2.94388E-002   4.18954E-001
  1.42651E+001   1.43329E+001   1.42990E+001   3.10302E-002   4.43700E-001
  1.43329E+001   1.44011E+001   1.43670E+001   3.22438E-002   4.63246E-001
  1.44011E+001   1.44695E+001   1.44353E+001   3.36276E-002   4.85425E-001
  1.44695E+001   1.45383E+001   1.45039E+001   3.52002E-002   5.10541E-001
  1.45383E+001   1.46075E+001   1.45729E+001   3.65001E-002   5.31911E-001
  1.46075E+001   1.46769E+001   1.46421E+001   3.81628E-002   5.58786E-001
  1.46769E+001   1.47467E+001   1.47118E+001   3.95379E-002   5.81672E-001
  1.47467E+001   1.48168E+001   1.47817E+001   4.07089E-002   6.01747E-001
  1.48168E+001   1.48872E+001   1.48520E+001   4.25204E-002   6.31513E-001
  1.48872E+001   1.49580E+001   1.49226E+001   4.39306E-002   6.55558E-001
  1.49580E+001   1.50291E+001   1.49935E+001   4.56171E-002   6.83963E-001
  1.50291E+001   1.51006E+001   1.50648E+001   4.71665E-002   7.10556E-001
  1.51006E+001   1.51724E+001   1.51365E+001   4.86147E-002   7.35855E-001
  1.51724E+001   1.52445E+001   1.52084E+001   5.03795E-002   7.66194E-001
  1.52445E+001   1.53170E+001   1.52807E+001   5.19397E-002   7.93677E-001
  1.53170E+001   1.53898E+001   1.53534E+001   5.36283E-002   8.23376E-001
  1.53898E+001   1.54630E+001   1.54264E+001   5.54654E-002   8.55631E-001
  1.54630E+001   1.55365E+001   1.54997E+001   5.68247E-002   8.80767E-001
  1.55365E+001   1.56104E+001   1.55734E+001   5.84831E-002   9.10781E-001
  1.56104E+001   1.56846E+001   1.56474E+001   6.03086E-002   9.43677E-001
  1.56846E+001   1.57592E+001   1.57218E+001   6.18449E-002   9.72317E-001
  1.57592E+001   1.58341E+001   1.57966E+001   6.37551E-002   1.00711E+000
  1.58341E+001   1.59094E+001   1.58717E+001   6.53931E-002   1.03790E+000
  1.59094E+001   1.59850E+001   1.59471E+001   6.69192E-002   1.06717E+000
  1.59850E+001   1.60610E+001   1.60230E+001   6.88004E-002   1.10239E+000
  1.60610E+001   1.61374E+001   1.60991E+001   7.05301E-002   1.13548E+000
  1.61374E+001   1.62141E+001   1.61757E+001   7.21121E-002   1.16646E+000
  1.62141E+001   1.62912E+001   1.62526E+001   7.39625E-002   1.20208E+000
  1.62912E+001   1.63686E+001   1.63299E+001   7.53775E-002   1.23091E+000
  1.63686E+001   1.64465E+001   1.64075E+001   7.72955E-002   1.26823E+000
  1.64465E+001   1.65247E+001   1.64855E+001   7.92215E-002   1.30601E+000
  1.65247E+001   1.66032E+001   1.65639E+001   8.05133E-002   1.33361E+000
  1.66032E+001   1.66822E+001   1.66426E+001   8.22344E-002   1.36860E+000
  1.66822E+001   1.67615E+001   1.67218E+001   8.37678E-002   1.40075E+000
  1.67615E+001   1.68412E+001   1.68013E+001   8.54611E-002   1.43586E+000
  1.68412E+001   1.69212E+001   1.68811E+001   8.69544E-002   1.46789E+000
  1.69212E+001   1.70017E+001   1.69614E+001   8.84039E-002   1.49946E+000
  1.70017E+001   1.70825E+001   1.70420E+001   8.98603E-002   1.53140E+000
  1.70825E+001   1.71637E+001   1.71231E+001   9.14361E-002   1.56567E+000
  1.71637E+001   1.72453E+001   1.72045E+001   9.28390E-002   1.59725E+000
  1.72453E+001   1.73273E+001   1.72863E+001   9.45488E-002   1.63440E+000
  1.73273E+001   1.74097E+001   1.73685E+001   9.57010E-002   1.66218E+000
  1.74097E+001   1.74925E+001   1.74510E+001   9.67743E-002   1.68881E+000
  1.74925E+001   1.75756E+001   1.75340E+001   9.83322E-002   1.72416E+000
  1.75756E+001   1.76592E+001   1.76174E+001   9.97641E-002   1.75758E+000
  1.76592E+001   1.77432E+001   1.77011E+001   1.00825E-001   1.78473E+000
  1.77432E+001   1.78275E+001   1.77853E+001   1.01998E-001   1.81406E+000
  1.78275E+001   1.79123E+001   1.78698E+001   1.02801E-001   1.83704E+000
  1.79123E+001   1.79974E+001   1.79548E+001   1.03899E-001   1.86549E+000
  1.79974E+001   1.80830E+001   1.80402E+001   1.04728E-001   1.88931E+000
  1.80830E+001   1.81690E+001   1.81259E+001   1.05681E-001   1.91558E+000
  1.81690E+001   1.82554E+001   1.82121E+001   1.06595E-001   1.94132E+000
  1.82554E+001   1.83422E+001   1.82987E+001   1.07324E-001   1.96389E+000
  1.83422E+001   1.84294E+001   1.83857E+001   1.07726E-001   1.98062E+000
  1.84294E+001   1.85170E+001   1.84731E+001   1.08553E-001   2.00531E+000
  1.85170E+001   1.86050E+001   1.85609E+001   1.08994E-001   2.02303E+000
  1.86050E+001   1.86935E+001   1.86492E+001   1.09568E-001   2.04336E+000
  1.86935E+001   1.87823E+001   1.87379E+001   1.09968E-001   2.06056E+000
  1.87823E+001   1.88716E+001   1.88269E+001   1.09779E-001   2.06681E+000
  1.88716E+001   1.89614E+001   1.89165E+001   1.10172E-001   2.08406E+000
  1.89614E+001   1.90515E+001   1.90064E+001   1.10449E-001   2.09925E+000
  1.90515E+001   1.91421E+001   1.90968E+001   1.10445E-001   2.10914E+000
  1.91421E+001   1.92331E+001   1.91875E+001   1.10421E-001   2.11871E+000
  1.92331E+001   1.93245E+001   1.92788E+001   1.10194E-001   2.12440E+000
  1.93245E+001   1.94164E+001   1.93704E+001   1.10032E-001   2.13138E+000
  1.94164E+001   1.95087E+001   1.94625E+001   1.09745E-001   2.13591E+000
  1.95087E+001   1.96015E+001   1.95551E+001   1.09672E-001   2.14465E+000
  1.96015E+001   1.96947E+001   1.96480E+001   1.09182E-001   2.14522E+000
  1.96947E+001   1.97883E+001   1.97414E+001   1.08779E-001   2.14746E+000
  1.97883E+001   1.98824E+001   1.98353E+001   1.08143E-001   2.14505E+000
  1.98824E+001   1.99769E+001   1.99296E+001   1.07522E-001   2.14288E+000
  1.99769E+001   2.00719E+001   2.00244E+001   1.07062E-001   2.14385E+000
  2.00719E+001   2.01673E+001   2.01196E+001   1.06252E-001   2.13775E+000
  2.01673E+001   2.02632E+001   2.02152E+001   1.05281E-001   2.12828E+000
  2.02632E+001   2.03596E+001   2.03113E+001   1.04165E-001   2.11573E+000
  2.03596E+001   2.04563E+001   2.04079E+001   1.03434E-001   2.11088E+000
  2.04563E+001   2.05536E+001   2.05049E+001   1.02478E-001   2.10131E+000
  2.05536E+001   2.06513E+001   2.06024E+001   1.01308E-001   2.08718E+000
  2.06513E+001   2.07495E+001   2.07004E+001   1.00189E-001   2.07395E+000
  2.07495E+001   2.08482E+001   2.07988E+001   9.87993E-002   2.05491E+000
  2.08482E+001   2.09473E+001   2.08977E+001   9.76587E-002   2.04084E+000
  2.09473E+001   2.10469E+001   2.09970E+001   9.64241E-002   2.02462E+000
  2.10469E+001   2.11469E+001   2.10968E+001   9.50045E-002   2.00430E+000
  2.11469E+001   2.12475E+001   2.11971E+001   9.37360E-002   1.98694E+000
  2.12475E+001   2.13485E+001   2.12979E+001   9.21127E-002   1.96181E+000
  2.13485E+001   2.14500E+001   2.13992E+001   9.06508E-002   1.93986E+000
  2.14500E+001   2.15520E+001   2.15009E+001   8.94529E-002   1.92332E+000
  2.15520E+001   2.16544E+001   2.16031E+001   8.77378E-002   1.89541E+000
  2.16544E+001   2.17574E+001   2.17059E+001   8.62755E-002   1.87269E+000
  2.17574E+001   2.18608E+001   2.18091E+001   8.43606E-002   1.83983E+000
  2.18608E+001   2.19648E+001   2.19127E+001   8.28904E-002   1.81636E+000
  2.19648E+001   2.20692E+001   2.20169E+001   8.12627E-002   1.78916E+000
  2.20692E+001   2.21741E+001   2.21216E+001   7.96375E-002   1.76171E+000
  2.21741E+001   2.22796E+001   2.22268E+001   7.79210E-002   1.73193E+000
  2.22796E+001   2.23855E+001   2.23325E+001   7.63442E-002   1.70496E+000
  2.23855E+001   2.24919E+001   2.24386E+001   7.44114E-002   1.66969E+000
  2.24919E+001   2.25988E+001   2.25453E+001   7.29224E-002   1.64406E+000
  2.25988E+001   2.27063E+001   2.26525E+001   7.12028E-002   1.61292E+000
  2.27063E+001   2.28142E+001   2.27602E+001   6.94418E-002   1.58051E+000
  2.28142E+001   2.29227E+001   2.28684E+001   6.78467E-002   1.55155E+000
  2.29227E+001   2.30317E+001   2.29771E+001   6.58989E-002   1.51417E+000
  2.30317E+001   2.31412E+001   2.30864E+001   6.42988E-002   1.48443E+000
  2.31412E+001   2.32512E+001   2.31961E+001   6.24711E-002   1.44909E+000
  2.32512E+001   2.33618E+001   2.33064E+001   6.07722E-002   1.41638E+000
  2.33618E+001   2.34728E+001   2.34172E+001   5.92131E-002   1.38661E+000
  2.34728E+001   2.35844E+001   2.35286E+001   5.74991E-002   1.35287E+000
  2.35844E+001   2.36966E+001   2.36404E+001   5.58625E-002   1.32061E+000
  2.36966E+001   2.38092E+001   2.37528E+001   5.42803E-002   1.28931E+000
  2.38092E+001   2.39224E+001   2.38657E+001   5.26347E-002   1.25617E+000
  2.39224E+001   2.40362E+001   2.39792E+001   5.12104E-002   1.22799E+000
  2.40362E+001   2.41504E+001   2.40932E+001   4.94516E-002   1.19145E+000
  2.41504E+001   2.42652E+001   2.42078E+001   4.78825E-002   1.15913E+000
  2.42652E+001   2.43806E+001   2.43229E+001   4.66396E-002   1.13441E+000
  2.43806E+001   2.44965E+001   2.44385E+001   4.50234E-002   1.10031E+000
  2.44965E+001   2.46130E+001   2.45547E+001   4.36202E-002   1.07108E+000
  2.46130E+001   2.47300E+001   2.46714E+001   4.22458E-002   1.04227E+000
  2.47300E+001   2.48476E+001   2.47887E+001   4.08156E-002   1.01177E+000
  2.48476E+001   2.49657E+001   2.49066E+001   3.96138E-002   9.86645E-001
  2.49657E+001   2.50844E+001   2.50250E+001   3.82488E-002   9.57178E-001
  2.50844E+001   2.52037E+001   2.51440E+001   3.70272E-002   9.31013E-001
  2.52037E+001   2.53235E+001   2.52635E+001   3.57929E-002   9.04256E-001
  2.53235E+001   2.54439E+001   2.53836E+001   3.45178E-002   8.76188E-001
  2.54439E+001   2.55649E+001   2.55043E+001   3.33762E-002   8.51239E-001
  2.55649E+001   2.56864E+001   2.56256E+001   3.21850E-002   8.24760E-001
  2.56864E+001   2.58085E+001   2.57474E+001   3.11109E-002   8.01026E-001
  2.58085E+001   2.59312E+001   2.58698E+001   3.00359E-002   7.77024E-001
  2.59312E+001   2.60545E+001   2.59928E+001   2.90282E-002   7.54526E-001
  2.60545E+001   2.61784E+001   2.61164E+001   2.80327E-002   7.32114E-001
  2.61784E+001   2.63029E+001   2.62406E+001   2.70309E-002   7.09307E-001
  2.63029E+001   2.64279E+001   2.63653E+001   2.60039E-002   6.85602E-001
  2.64279E+001   2.65536E+001   2.64907E+001   2.52191E-002   6.68073E-001
  2.65536E+001   2.66798E+001   2.66166E+001   2.42135E-002   6.44483E-001
  2.66798E+001   2.68067E+001   2.67432E+001   2.33276E-002   6.23854E-001
  2.68067E+001   2.69341E+001   2.68703E+001   2.25303E-002   6.05398E-001
  2.69341E+001   2.70622E+001   2.69981E+001   2.16540E-002   5.84615E-001
  2.70622E+001   2.71908E+001   2.71264E+001   2.09350E-002   5.67892E-001
  2.71908E+001   2.73201E+001   2.72554E+001   2.00935E-002   5.47657E-001
  2.73201E+001   2.74500E+001   2.73850E+001   1.92987E-002   5.28495E-001
  2.74500E+001   2.75805E+001   2.75152E+001   1.85597E-002   5.10675E-001
  2.75805E+001   2.77116E+001   2.76460E+001   1.77936E-002   4.91922E-001
  2.77116E+001   2.78434E+001   2.77774E+001   1.71197E-002   4.75542E-001
  2.78434E+001   2.79758E+001   2.79095E+001   1.63323E-002   4.55827E-001
  2.79758E+001   2.81088E+001   2.80422E+001   1.56065E-002   4.37641E-001
  2.81088E+001   2.82424E+001   2.81755E+001   1.49745E-002   4.21915E-001
  2.82424E+001   2.83767E+001   2.83095E+001   1.43477E-002   4.06175E-001
  2.83767E+001   2.85116E+001   2.84441E+001   1.36757E-002   3.88992E-001
  2.85116E+001   2.86472E+001   2.85793E+001   1.30883E-002   3.74054E-001
  2.86472E+001   2.87834E+001   2.87152E+001   1.24532E-002   3.57596E-001
  2.87834E+001   2.89202E+001   2.88517E+001   1.18878E-002   3.42984E-001
  2.89202E+001   2.90577E+001   2.89889E+001   1.12971E-002   3.27492E-001
  2.90577E+001   2.91958E+001   2.91267E+001   1.07484E-002   3.13066E-001
  2.91958E+001   2.93347E+001   2.92652E+001   1.02586E-002   3.00221E-001
  2.93347E+001   2.94741E+001   2.94043E+001   9.70365E-003   2.85329E-001
  2.94741E+001   2.96143E+001   2.95441E+001   9.22863E-003   2.72652E-001
  2.96143E+001   2.97551E+001   2.96846E+001   8.77666E-003   2.60532E-001
  2.97551E+001   2.98965E+001   2.98257E+001   8.33256E-003   2.48525E-001
  2.98965E+001   3.00387E+001   2.99675E+001   7.90044E-003   2.36757E-001
  3.00387E+001   3.01815E+001   3.01100E+001   7.50117E-003   2.25860E-001
  3.01815E+001   3.03250E+001   3.02531E+001   7.10504E-003   2.14950E-001
  3.03250E+001   3.04691E+001   3.03970E+001   6.74551E-003   2.05043E-001
  3.04691E+001   3.06140E+001   3.05415E+001   6.37576E-003   1.94725E-001
  3.06140E+001   3.07596E+001   3.06867E+001   6.07647E-003   1.86467E-001
  3.07596E+001   3.09058E+001   3.08326E+001   5.74074E-003   1.77002E-001
  3.09058E+001   3.10527E+001   3.09792E+001   5.45571E-003   1.69014E-001
  3.10527E+001   3.12004E+001   3.11265E+001   5.17356E-003   1.61035E-001
  3.12004E+001   3.13487E+001   3.12745E+001   4.91020E-003   1.53564E-001
  3.13487E+001   3.14978E+001   3.14231E+001   4.65700E-003   1.46338E-001
  3.14978E+001   3.16475E+001   3.15725E+001   4.41048E-003   1.39250E-001
  3.16475E+001   3.17980E+001   3.17226E+001   4.18300E-003   1.32696E-001
  3.17980E+001   3.19491E+001   3.18735E+001   3.99017E-003   1.27181E-001
  3.19491E+001   3.21010E+001   3.20250E+001   3.76609E-003   1.20609E-001
  3.21010E+001   3.22537E+001   3.21773E+001   3.59867E-003   1.15795E-001
  3.22537E+001   3.24070E+001   3.23303E+001   3.38717E-003   1.09508E-001
  3.24070E+001   3.25611E+001   3.24840E+001   3.21566E-003   1.04457E-001
  3.25611E+001   3.27159E+001   3.26384E+001   3.06646E-003   1.00084E-001
  3.27159E+001   3.28714E+001   3.27936E+001   2.91537E-003   9.56056E-002
  3.28714E+001   3.30277E+001   3.29495E+001   2.75611E-003   9.08125E-002
  3.30277E+001   3.31848E+001   3.31061E+001   2.62748E-003   8.69857E-002
  3.31848E+001   3.33425E+001   3.32635E+001   2.48262E-003   8.25807E-002
  3.33425E+001   3.35010E+001   3.34217E+001   2.33145E-003   7.79211E-002
  3.35010E+001   3.36603E+001   3.35806E+001   2.23008E-003   7.48876E-002
  3.36603E+001   3.38204E+001   3.37402E+001   2.09544E-003   7.07006E-002
  3.38204E+001   3.39812E+001   3.39007E+001   1.97516E-003   6.69592E-002
  3.39812E+001   3.41427E+001   3.40618E+001   1.83781E-003   6.25994E-002
  3.41427E+001   3.43050E+001   3.42238E+001   1.73530E-003   5.93885E-002
  3.43050E+001   3.44681E+001   3.43865E+001   1.61846E-003   5.56531E-002
  3.44681E+001   3.46320E+001   3.45500E+001   1.50127E-003   5.18690E-002
  3.46320E+001   3.47967E+001   3.47142E+001   1.39873E-003   4.85558E-002
  3.47967E+001   3.49621E+001   3.48793E+001   1.27873E-003   4.46012E-002
  3.49621E+001   3.51283E+001   3.50451E+001   1.16381E-003   4.07857E-002
  3.51283E+001   3.52953E+001   3.52117E+001   1.08051E-003   3.80466E-002
  3.52953E+001   3.54631E+001   3.53791E+001   9.60534E-004   3.39829E-002
  3.54631E+001   3.56317E+001   3.55473E+001   8.81267E-004   3.13267E-002
  3.56317E+001   3.58012E+001   3.57164E+001   7.79447E-004   2.78390E-002
  3.58012E+001   3.59714E+001   3.58862E+001   6.98590E-004   2.50697E-002
  3.59714E+001   3.61424E+001   3.60568E+001   6.17426E-004   2.22624E-002
  3.61424E+001   3.63142E+001   3.62282E+001   5.40444E-004   1.95793E-002
  3.63142E+001   3.64869E+001   3.64004E+001   4.79809E-004   1.74653E-002
  3.64869E+001   3.66603E+001   3.65735E+001   4.25888E-004   1.55762E-002
  3.66603E+001   3.68346E+001   3.67474E+001   3.64813E-004   1.34059E-002
  3.68346E+001   3.70098E+001   3.69221E+001   3.31421E-004   1.22368E-002
  3.70098E+001   3.71857E+001   3.70976E+001   2.87108E-004   1.06510E-002
  3.71857E+001   3.73625E+001   3.72740E+001   2.52235E-004   9.40184E-003
  3.73625E+001   3.75402E+001   3.74512E+001   2.20250E-004   8.24863E-003
  3.75402E+001   3.77186E+001   3.76293E+001   1.92050E-004   7.22670E-003
  3.77186E+001   3.78980E+001   3.78082E+001   1.66632E-004   6.30005E-003
  3.78980E+001   3.80781E+001   3.79880E+001   1.48973E-004   5.65919E-003
  3.80781E+001   3.82592E+001   3.81686E+001   1.32284E-004   5.04909E-003
  3.82592E+001   3.84411E+001   3.83500E+001   1.13213E-004   4.34173E-003
  3.84411E+001   3.86238E+001   3.85324E+001   9.93688E-005   3.82892E-003
  3.86238E+001   3.88075E+001   3.87156E+001   8.95006E-005   3.46507E-003
  3.88075E+001   3.89920E+001   3.88996E+001   7.96974E-005   3.10020E-003
  3.89920E+001   3.91774E+001   3.90846E+001   7.26552E-005   2.83970E-003
  3.91774E+001   3.93636E+001   3.92704E+001   6.06705E-005   2.38256E-003
  3.93636E+001   3.95508E+001   3.94571E+001   5.53686E-005   2.18469E-003
  3.95508E+001   3.97388E+001   3.96447E+001   4.98225E-005   1.97520E-003
  3.97388E+001   3.99278E+001   3.98332E+001   4.63746E-005   1.84725E-003
  3.99278E+001   4.01176E+001   4.00226E+001   4.22420E-005   1.69063E-003
  4.01176E+001   4.03083E+001   4.02128E+001   3.73252E-005   1.50096E-003
  4.03083E+001   4.05000E+001   4.04040E+001   3.42940E-005   1.38562E-003
  4.05000E+001   4.06925E+001   4.05961E+001   3.14821E-005   1.27805E-003
  4.06925E+001   4.08860E+001   4.07891E+001   3.04419E-005   1.24170E-003
  4.08860E+001   4.10804E+001   4.09831E+001   2.68059E-005   1.09859E-003
  4.10804E+001   4.12757E+001   4.11779E+001   2.40069E-005   9.88556E-004
  4.12757E+001   4.14719E+001   4.13737E+001   2.25936E-005   9.34780E-004
  4.14719E+001   4.16691E+001   4.15704E+001   2.09247E-005   8.69848E-004
  4.16691E+001   4.18672E+001   4.17680E+001   2.03293E-005   8.49116E-004
  4.18672E+001   4.20663E+001   4.19666E+001   1.84955E-005   7.76193E-004
  4.20663E+001   4.22663E+001   4.21661E+001   1.75991E-005   7.42088E-004
  4.22663E+001   4.24672E+001   4.23666E+001   1.61502E-005   6.84231E-004
  4.24672E+001   4.26691E+001   4.25680E+001   1.44666E-005   6.15817E-004
  4.26691E+001   4.28720E+001   4.27704E+001   1.46774E-005   6.27757E-004
  4.28720E+001   4.30758E+001   4.29738E+001   1.29769E-005   5.57668E-004
  4.30758E+001   4.32806E+001   4.31781E+001   1.25729E-005   5.42873E-004
  4.32806E+001   4.34864E+001   4.33834E+001   1.19463E-005   5.18272E-004
  4.34864E+001   4.36931E+001   4.35896E+001   1.10969E-005   4.83711E-004
  4.36931E+001   4.39009E+001   4.37969E+001   1.10367E-005   4.83375E-004
  4.39009E+001   4.41096E+001   4.40051E+001   1.00883E-005   4.43937E-004
  4.41096E+001   4.43193E+001   4.42143E+001   9.97717E-006   4.41134E-004
  4.43193E+001   4.45300E+001   4.44245E+001   1.00869E-005   4.48106E-004
  4.45300E+001   4.47417E+001   4.46357E+001   8.39770E-006   3.74838E-004
  4.47417E+001   4.49544E+001   4.48480E+001   9.05536E-006   4.06115E-004
  4.49544E+001   4.51682E+001   4.50612E+001   7.91618E-006   3.56713E-004
  4.51682E+001   4.53829E+001   4.52754E+001   8.25070E-006   3.73554E-004
  4.53829E+001   4.55987E+001   4.54907E+001   7.62078E-006   3.46675E-004
  4.55987E+001   4.58155E+001   4.57069E+001   7.04654E-006   3.22076E-004
