# columns: T_lo[K]  T_hi[K]  T_mid[K]  dP/dT[1/K]  dP/dlnT
  1.96687E+001   1.97234E+001   1.96960E+001   8.66508E-002   1.70668E+000
  1.97234E+001   1.97782E+001   1.97508E+001   9.10106E-002   1.79753E+000
  1.97782E+001   1.98331E+001   1.98056E+001   9.71933E-002   1.92497E+000
  1.98331E+001   1.98882E+001   1.98607E+001   1.01834E-001   2.02249E+000
  1.98882E+001   1.99435E+001   1.99158E+001   1.08342E-001   2.15772E+000
  1.99435E+001   1.99989E+001   1.99712E+001   1.14098E-001   2.27868E+000
  1.99989E+001   2.00545E+001   2.00267E+001   1.19313E-001   2.38944E+000
  2.00545E+001   2.01102E+001   2.00823E+001   1.23975E-001   2.48970E+000
  2.01102E+001   2.01661E+001   2.01381E+001   1.31421E-001   2.64658E+000
  2.01661E+001   2.02221E+001   2.01941E+001   1.36450E-001   2.75549E+000
  2.02221E+001   2.02783E+001   2.02502E+001   1.43521E-001   2.90632E+000
  2.02783E+001   2.03346E+001   2.03064E+001   1.48989E-001   3.02543E+000
  2.03346E+001   2.03911E+001   2.03628E+001   1.54517E-001   3.14640E+000
  2.03911E+001   2.04478E+001   2.04194E+001   1.60346E-001   3.27418E+000
  2.04478E+001   2.05046E+001   2.04762E+001   1.65229E-001   3.38325E+000
  2.05046E+001   2.05615E+001   2.05330E+001   1.71994E-001   3.53156E+000
  2.05615E+001   2.06187E+001   2.05901E+001   1.77303E-001   3.65068E+000
  2.06187E+001   2.06760E+001   2.06473E+001   1.81653E-001   3.75064E+000
  2.06760E+001   2.07334E+001   2.07047E+001   1.88842E-001   3.90991E+000
  2.07334E+001   2.07910E+001   2.07622E+001   1.93012E-001   4.00735E+000
  2.07910E+001   2.08488E+001   2.08199E+001   1.98959E-001   4.14231E+000
  2.08488E+001   2.09067E+001   2.08777E+001   2.04119E-001   4.26155E+000
  2.09067E+001   2.09648E+001   2.09357E+001   2.11067E-001   4.41885E+000
  2.09648E+001   2.10230E+001   2.09939E+001   2.14416E-001   4.50143E+000
  2.10230E+001   2.10814E+001   2.10522E+001   2.20164E-001   4.63495E+000
  2.10814E+001   2.11400E+001   2.11107E+001   2.24359E-001   4.73638E+000
  2.11400E+001   2.11988E+001   2.11694E+001   2.27838E-001   4.82319E+000
  2.11988E+001   2.12577E+001   2.12282E+001   2.31385E-001   4.91188E+000
  2.12577E+001   2.13167E+001   2.12872E+001   2.35193E-001   5.00659E+000
  2.13167E+001   2.13759E+001   2.13463E+001   2.37625E-001   5.07243E+000
  2.13759E+001   2.14353E+001   2.14056E+001   2.40499E-001   5.14802E+000
  2.14353E+001   2.14949E+001   2.14651E+001   2.42882E-001   5.21349E+000
  2.14949E+001   2.15546E+001   2.15247E+001   2.44990E-001   5.27334E+000
  2.15546E+001   2.16145E+001   2.15845E+001   2.46675E-001   5.32436E+000
  2.16145E+001   2.16746E+001   2.16445E+001   2.49089E-001   5.39141E+000
  2.16746E+001   2.17348E+001   2.17046E+001   2.48325E-001   5.38982E+000
  2.17348E+001   2.17952E+001   2.17649E+001   2.49682E-001   5.43431E+000
  2.17952E+001   2.18557E+001   2.18254E+001   2.50691E-001   5.47144E+000
  2.18557E+001   2.19164E+001   2.18861E+001   2.49725E-001   5.46550E+000
  2.19164E+001   2.19773E+001   2.19469E+001   2.49079E-001   5.46650E+000
  2.19773E+001   2.20384E+001   2.20078E+001   2.48552E-001   5.47010E+000
  2.20384E+001   2.20996E+001   2.20690E+001   2.47228E-001   5.45607E+000
  2.20996E+001   2.21610E+001   2.21303E+001   2.47287E-001   5.47255E+000
  2.21610E+001   2.22226E+001   2.21918E+001   2.44899E-001   5.43476E+000
  2.22226E+001   2.22843E+001   2.22534E+001   2.44147E-001   5.43312E+000
  2.22843E+001   2.23463E+001   2.23153E+001   2.40098E-001   5.35784E+000
  2.23463E+001   2.24083E+001   2.23773E+001   2.39285E-001   5.35456E+000
  2.24083E+001   2.24706E+001   2.24395E+001   2.35134E-001   5.27628E+000
  2.24706E+001   2.25330E+001   2.25018E+001   2.32165E-001   5.22414E+000
  2.25330E+001   2.25956E+001   2.25643E+001   2.28812E-001   5.16299E+000
  2.25956E+001   2.26584E+001   2.26270E+001   2.24361E-001   5.07662E+000
  2.26584E+001   2.27214E+001   2.26899E+001   2.21934E-001   5.03567E+000
  2.27214E+001   2.27845E+001   2.27529E+001   2.17063E-001   4.93881E+000
  2.27845E+001   2.28478E+001   2.28161E+001   2.12951E-001   4.85872E+000
  2.28478E+001   2.29113E+001   2.28795E+001   2.08328E-001   4.76646E+000
  2.29113E+001   2.29749E+001   2.29431E+001   2.02268E-001   4.64066E+000
  2.29749E+001   2.30388E+001   2.30068E+001   1.97635E-001   4.54695E+000
  2.30388E+001   2.31028E+001   2.30708E+001   1.92493E-001   4.44097E+000
  2.31028E+001   2.31670E+001   2.31349E+001   1.86507E-001   4.31482E+000
  2.31670E+001   2.32313E+001   2.31991E+001   1.80597E-001   4.18969E+000
  2.32313E+001   2.32959E+001   2.32636E+001   1.74734E-001   4.06495E+000
  2.32959E+001   2.33606E+001   2.33282E+001   1.68904E-001   3.94023E+000
  2.33606E+001   2.34255E+001   2.33930E+001   1.63547E-001   3.82586E+000
  2.34255E+001   2.34906E+001   2.34580E+001   1.57903E-001   3.70409E+000
  2.34906E+001   2.35559E+001   2.35232E+001   1.52317E-001   3.58299E+000
  2.35559E+001   2.36213E+001   2.35886E+001   1.46309E-001   3.45123E+000
  2.36213E+001   2.36869E+001   2.36541E+001   1.41260E-001   3.34137E+000
  2.36869E+001   2.37528E+001   2.37198E+001   1.35259E-001   3.20833E+000
  2.37528E+001   2.38188E+001   2.37857E+001   1.29292E-001   3.07531E+000
  2.38188E+001   2.38849E+001   2.38518E+001   1.24604E-001   2.97204E+000
  2.38849E+001   2.39513E+001   2.39181E+001   1.18057E-001   2.82370E+000
  2.39513E+001   2.40178E+001   2.39845E+001   1.13738E-001   2.72797E+000
  2.40178E+001   2.40846E+001   2.40512E+001   1.08058E-001   2.59891E+000
  2.40846E+001   2.41515E+001   2.41180E+001   1.03335E-001   2.49223E+000
  2.41515E+001   2.42186E+001   2.41850E+001   9.81390E-002   2.37349E+000
  2.42186E+001   2.42859E+001   2.42522E+001   9.31352E-002   2.25874E+000
  2.42859E+001   2.43534E+001   2.43196E+001   8.80129E-002   2.14044E+000
  2.43534E+001   2.44210E+001   2.43872E+001   8.40570E-002   2.04991E+000
  2.44210E+001   2.44889E+001   2.44549E+001   7.86315E-002   1.92293E+000
  2.44889E+001   2.45569E+001   2.45229E+001   7.44912E-002   1.82674E+000
  2.45569E+001   2.46251E+001   2.45910E+001   7.01818E-002   1.72584E+000
  2.46251E+001   2.46936E+001   2.46593E+001   6.56011E-002   1.61768E+000
  2.46936E+001   2.47622E+001   2.47278E+001   6.18523E-002   1.52947E+000
  2.47622E+001   2.48310E+001   2.47965E+001   5.78279E-002   1.43393E+000
  2.48310E+001   2.49000E+001   2.48654E+001   5.41703E-002   1.34697E+000
  2.49000E+001   2.49691E+001   2.49345E+001   5.10079E-002   1.27186E+000
  2.49691E+001   2.50385E+001   2.50038E+001   4.70449E-002   1.17630E+000
  2.50385E+001   2.51081E+001   2.50733E+001   4.41554E-002   1.10712E+000
  2.51081E+001   2.51778E+001   2.51429E+001   4.07194E-002   1.02380E+000
  2.51778E+001   2.52478E+001   2.52128E+001   3.77827E-002   9.52608E-001
  2.52478E+001   2.53179E+001   2.52828E+001   3.47574E-002   8.78766E-001
  2.53179E+001   2.53883E+001   2.53531E+001   3.25483E-002   8.25199E-001
  2.53883E+001   2.54588E+001   2.54235E+001   2.99958E-002   7.62598E-001
  2.54588E+001   2.55296E+001   2.54942E+001   2.75218E-002   7.01646E-001
  2.55296E+001   2.56005E+001   2.55650E+001   2.57082E-002   6.57230E-001
  2.56005E+001   2.56716E+001   2.56360E+001   2.33107E-002   5.97593E-001
  2.56716E+001   2.57429E+001   2.57073E+001   2.15069E-002   5.52884E-001
  2.57429E+001   2.58145E+001   2.57787E+001   1.96904E-002   5.07592E-001
  2.58145E+001   2.58862E+001   2.58503E+001   1.79424E-002   4.63816E-001
  2.58862E+001   2.59581E+001   2.59221E+001   1.65488E-002   4.28979E-001
  2.59581E+001   2.60302E+001   2.59941E+001   1.50602E-002   3.91477E-001
  2.60302E+001   2.61026E+001   2.60664E+001   1.37888E-002   3.59424E-001
  2.61026E+001   2.61751E+001   2.61388E+001   1.27073E-002   3.32154E-001
  2.61751E+001   2.62478E+001   2.62114E+001   1.16258E-002   3.04728E-001
  2.62478E+001   2.63207E+001   2.62842E+001   1.02601E-002   2.69679E-001
  2.63207E+001   2.63939E+001   2.63573E+001   9.44258E-003   2.48881E-001
  2.63939E+001   2.64672E+001   2.64305E+001   8.48321E-003   2.24215E-001
  2.64672E+001   2.65407E+001   2.65039E+001   7.79094E-003   2.06490E-001
  2.65407E+001   2.66145E+001   2.65776E+001   6.79851E-003   1.80688E-001
  2.66145E+001   2.66884E+001   2.66514E+001   6.15356E-003   1.64001E-001
  2.66884E+001   2.67626E+001   2.67255E+001   5.52086E-003   1.47548E-001
  2.67626E+001   2.68369E+001   2.67997E+001   5.03075E-003   1.34823E-001
  2.68369E+001   2.69115E+001   2.68742E+001   4.46717E-003   1.20052E-001
  2.69115E+001   2.69863E+001   2.69488E+001   4.02169E-003   1.08380E-001
  2.69863E+001   2.70612E+001   2.70237E+001   3.51497E-003   9.49875E-002
  2.70612E+001   2.71364E+001   2.70988E+001   3.14595E-003   8.52515E-002
  2.71364E+001   2.72118E+001   2.71741E+001   2.91725E-003   7.92736E-002
  2.72118E+001   2.72874E+001   2.72496E+001   2.49070E-003   6.78705E-002
  2.72874E+001   2.73632E+001   2.73253E+001   2.30654E-003   6.30269E-002
  2.73632E+001   2.74393E+001   2.74012E+001   2.03464E-003   5.57517E-002
  2.74393E+001   2.75155E+001   2.74774E+001   1.85089E-003   5.08575E-002
  2.75155E+001   2.75919E+001   2.75537E+001   1.63101E-003   4.49403E-002
  2.75919E+001   2.76686E+001   2.76303E+001   1.47736E-003   4.08200E-002
  2.76686E+001   2.77455E+001   2.77070E+001   1.34220E-003   3.71884E-002
  2.77455E+001   2.78226E+001   2.77840E+001   1.17390E-003   3.26157E-002
  2.78226E+001   2.78999E+001   2.78612E+001   1.11098E-003   3.09531E-002
  2.78999E+001   2.79774E+001   2.79386E+001   1.00833E-003   2.81715E-002
  2.79774E+001   2.80551E+001   2.80162E+001   9.65260E-004   2.70430E-002
  2.80551E+001   2.81331E+001   2.80941E+001   8.51387E-004   2.39189E-002
  2.81331E+001   2.82112E+001   2.81721E+001   7.93283E-004   2.23485E-002
  2.82112E+001   2.82896E+001   2.82504E+001   7.01697E-004   1.98232E-002
  2.82896E+001   2.83682E+001   2.83289E+001   6.44545E-004   1.82592E-002
  2.83682E+001   2.84470E+001   2.84076E+001   6.09678E-004   1.73195E-002
  2.84470E+001   2.85261E+001   2.84865E+001   5.51314E-004   1.57050E-002
  2.85261E+001   2.86053E+001   2.85657E+001   5.13050E-004   1.46556E-002
  2.86053E+001   2.86848E+001   2.86450E+001   4.65399E-004   1.33314E-002
  2.86848E+001   2.87645E+001   2.87246E+001   4.33544E-004   1.24534E-002
  2.87645E+001   2.88444E+001   2.88044E+001   4.05937E-004   1.16928E-002
  2.88444E+001   2.89246E+001   2.88845E+001   3.37663E-004   9.75322E-003
  2.89246E+001   2.90049E+001   2.89647E+001   3.38551E-004   9.80604E-003
  2.90049E+001   2.90855E+001   2.90452E+001   3.23936E-004   9.40877E-003
  2.90855E+001   2.91663E+001   2.91259E+001   3.08295E-004   8.97937E-003
  2.91663E+001   2.92474E+001   2.92068E+001   3.05354E-004   8.91842E-003
  2.92474E+001   2.93286E+001   2.92880E+001   2.65860E-004   7.78651E-003
  2.93286E+001   2.94101E+001   2.93693E+001   2.71659E-004   7.97843E-003
  2.94101E+001   2.94918E+001   2.94509E+001   2.63780E-004   7.76857E-003
  2.94918E+001   2.95738E+001   2.95328E+001   2.54321E-004   7.51081E-003
  2.95738E+001   2.96559E+001   2.96148E+001   2.53077E-004   7.49483E-003
  2.96559E+001   2.97383E+001   2.96971E+001   2.37043E-004   7.03949E-003
  2.97383E+001   2.98209E+001   2.97796E+001   2.39702E-004   7.13825E-003
  2.98209E+001   2.99038E+001   2.98623E+001   2.15839E-004   6.44547E-003
  2.99038E+001   2.99869E+001   2.99453E+001   2.32104E-004   6.95044E-003
  2.99869E+001   3.00702E+001   3.00285E+001   1.95227E-004   5.86238E-003
  3.00702E+001   3.01537E+001   3.01119E+001   2.29548E-004   6.91212E-003
  3.01537E+001   3.02375E+001   3.01956E+001   1.91774E-004   5.79073E-003
  3.02375E+001   3.03215E+001   3.02795E+001   1.98812E-004   6.01993E-003
  3.03215E+001   3.04058E+001   3.03636E+001   1.70574E-004   5.17925E-003
  3.04058E+001   3.04903E+001   3.04480E+001   1.99783E-004   6.08299E-003
  3.04903E+001   3.05750E+001   3.05326E+001   1.72863E-004   5.27797E-003
  3.05750E+001   3.06599E+001   3.06174E+001   1.81816E-004   5.56673E-003
  3.06599E+001   3.07451E+001   3.07025E+001   1.42808E-004   4.38455E-003
  3.07451E+001   3.08305E+001   3.07878E+001   1.69591E-004   5.22132E-003
  3.08305E+001   3.09162E+001   3.08733E+001   1.39350E-004   4.30220E-003
  3.09162E+001   3.10021E+001   3.09591E+001   1.46704E-004   4.54181E-003
  3.10021E+001   3.10882E+001   3.10451E+001   1.30580E-004   4.05386E-003
  3.10882E+001   3.11746E+001   3.11314E+001   1.38367E-004   4.30757E-003
  3.11746E+001   3.12612E+001   3.12179E+001   1.26902E-004   3.96160E-003
  3.12612E+001   3.13481E+001   3.13046E+001   1.34570E-004   4.21267E-003
  3.13481E+001   3.14352E+001   3.13916E+001   1.18443E-004   3.71812E-003
  3.14352E+001   3.15225E+001   3.14788E+001   1.22899E-004   3.86872E-003
  3.15225E+001   3.16101E+001   3.15663E+001   1.23490E-004   3.89813E-003
  3.16101E+001   3.16979E+001   3.16540E+001   1.21411E-004   3.84314E-003
  3.16979E+001   3.17860E+001   3.17419E+001   1.03230E-004   3.27673E-003
  3.17860E+001   3.18743E+001   3.18301E+001   1.12379E-004   3.57705E-003
  3.18743E+001   3.19629E+001   3.19186E+001   1.01965E-004   3.25459E-003
  3.19629E+001   3.20517E+001   3.20072E+001   1.07164E-004   3.43001E-003
  3.20517E+001   3.21407E+001   3.20962E+001   9.66693E-005   3.10272E-003
  3.21407E+001   3.22300E+001   3.21853E+001   8.63683E-005   2.77979E-003
  3.22300E+001   3.23196E+001   3.22748E+001   1.13015E-004   3.64755E-003
  3.23196E+001   3.24094E+001   3.23644E+001   8.85737E-005   2.86664E-003
  3.24094E+001   3.24994E+001   3.24544E+001   9.36193E-005   3.03836E-003
  3.24994E+001   3.25897E+001   3.25445E+001   8.51425E-005   2.77092E-003
  3.25897E+001   3.26803E+001   3.26349E+001   8.93487E-005   2.91589E-003
  3.26803E+001   3.27711E+001   3.27256E+001   9.14491E-005   2.99273E-003
  3.27711E+001   3.28621E+001   3.28165E+001   8.15430E-005   2.67596E-003
  3.28621E+001   3.29534E+001   3.29077E+001   8.50012E-005   2.79720E-003
  3.29534E+001   3.30450E+001   3.29992E+001   8.32566E-005   2.74740E-003
  3.30450E+001   3.31368E+001   3.30908E+001   7.72065E-005   2.55483E-003
  3.31368E+001   3.32288E+001   3.31828E+001   7.55245E-005   2.50611E-003
  3.32288E+001   3.33212E+001   3.32750E+001   7.85724E-005   2.61449E-003
  3.33212E+001   3.34137E+001   3.33674E+001   8.49901E-005   2.83590E-003
  3.34137E+001   3.35066E+001   3.34601E+001   6.77336E-005   2.26638E-003
  3.35066E+001   3.35997E+001   3.35531E+001   8.01282E-005   2.68855E-003
  3.35997E+001   3.36930E+001   3.36463E+001   6.65781E-005   2.24011E-003
  3.36930E+001   3.37866E+001   3.37398E+001   7.13745E-005   2.40816E-003
  3.37866E+001   3.38805E+001   3.38335E+001   7.26106E-005   2.45667E-003
  3.38805E+001   3.39746E+001   3.39275E+001   6.50795E-005   2.20799E-003
  3.39746E+001   3.40690E+001   3.40218E+001   7.18594E-005   2.44479E-003
  3.40690E+001   3.41637E+001   3.41163E+001   6.23705E-005   2.12785E-003
  3.41637E+001   3.42586E+001   3.42111E+001   7.66136E-005   2.62104E-003
  3.42586E+001   3.43538E+001   3.43062E+001   5.30542E-005   1.82009E-003
  3.43538E+001   3.44493E+001   3.44015E+001   7.19684E-005   2.47582E-003
  3.44493E+001   3.45450E+001   3.44971E+001   5.44854E-005   1.87959E-003
  3.45450E+001   3.46409E+001   3.45929E+001   6.66357E-005   2.30512E-003
  3.46409E+001   3.47372E+001   3.46890E+001   5.98451E-005   2.07597E-003
  3.47372E+001   3.48337E+001   3.47854E+001   5.81059E-005   2.02124E-003
  3.48337E+001   3.49305E+001   3.48821E+001   5.64609E-005   1.96947E-003
  3.49305E+001   3.50275E+001   3.49790E+001   5.89882E-005   2.06335E-003
  3.50275E+001   3.51249E+001   3.50762E+001   5.60521E-005   1.96609E-003
  3.51249E+001   3.52224E+001   3.51736E+001   5.52765E-005   1.94427E-003
  3.52224E+001   3.53203E+001   3.52713E+001   5.20090E-005   1.83443E-003
  3.53203E+001   3.54184E+001   3.53693E+001   4.90153E-005   1.73364E-003
  3.54184E+001   3.55168E+001   3.54676E+001   5.71675E-005   2.02759E-003
  3.55168E+001   3.56155E+001   3.55662E+001   4.35093E-005   1.54746E-003
  3.56155E+001   3.57145E+001   3.56650E+001   5.36795E-005   1.91448E-003
  3.57145E+001   3.58137E+001   3.57641E+001   4.99296E-005   1.78569E-003
  3.58137E+001   3.59132E+001   3.58634E+001   4.71427E-005   1.69070E-003
  3.59132E+001   3.60130E+001   3.59631E+001   4.48499E-005   1.61294E-003
  3.60130E+001   3.61131E+001   3.60630E+001   4.67144E-005   1.68466E-003
  3.61131E+001   3.62134E+001   3.61632E+001   4.41452E-005   1.59643E-003
  3.62134E+001   3.63140E+001   3.62637E+001   4.66791E-005   1.69276E-003
  3.63140E+001   3.64149E+001   3.63644E+001   4.26012E-005   1.54917E-003
  3.64149E+001   3.65161E+001   3.64655E+001   4.17336E-005   1.52183E-003
  3.65161E+001   3.66175E+001   3.65668E+001   4.10525E-005   1.50116E-003
  3.66175E+001   3.67193E+001   3.66684E+001   4.27447E-005   1.56738E-003
  3.67193E+001   3.68213E+001   3.67702E+001   3.74147E-005   1.37575E-003
  3.68213E+001   3.69236E+001   3.68724E+001   3.35912E-005   1.23859E-003
  3.69236E+001   3.70262E+001   3.69749E+001   4.00806E-005   1.48198E-003
  3.70262E+001   3.71291E+001   3.70776E+001   2.85925E-005   1.06014E-003
  3.71291E+001   3.72322E+001   3.71806E+001   3.69528E-005   1.37393E-003
  3.72322E+001   3.73357E+001   3.72839E+001   2.72037E-005   1.01426E-003
  3.73357E+001   3.74394E+001   3.73875E+001   3.61944E-005   1.35322E-003
  3.74394E+001   3.75434E+001   3.74914E+001   3.08664E-005   1.15722E-003
  3.75434E+001   3.76477E+001   3.75955E+001   3.21703E-005   1.20946E-003
  3.76477E+001   3.77523E+001   3.77000E+001   2.79025E-005   1.05192E-003
  3.77523E+001   3.78572E+001   3.78047E+001   3.18562E-005   1.20432E-003
  3.78572E+001   3.79624E+001   3.79098E+001   2.48697E-005   9.42806E-004
  3.79624E+001   3.80679E+001   3.80151E+001   2.85499E-005   1.08533E-003
  3.80679E+001   3.81736E+001   3.81207E+001   2.07186E-005   7.89807E-004
  3.81736E+001   3.82797E+001   3.82266E+001   2.75660E-005   1.05375E-003
  3.82797E+001   3.83861E+001   3.83328E+001   2.21059E-005   8.47381E-004
  3.83861E+001   3.84927E+001   3.84393E+001   2.86690E-005   1.10202E-003
  3.84927E+001   3.85997E+001   3.85461E+001   1.89950E-005   7.32184E-004
  3.85997E+001   3.87069E+001   3.86532E+001   2.39495E-005   9.25728E-004
  3.87069E+001   3.88144E+001   3.87606E+001   2.01426E-005   7.80740E-004
  3.88144E+001   3.89223E+001   3.88683E+001   1.78741E-005   6.94735E-004
  3.89223E+001   3.90304E+001   3.89763E+001   2.25729E-005   8.79810E-004
  3.90304E+001   3.91389E+001   3.90846E+001   1.62136E-005   6.33703E-004
  3.91389E+001   3.92476E+001   3.91932E+001   2.26138E-005   8.86309E-004
  3.92476E+001   3.93567E+001   3.93021E+001   1.75322E-005   6.89051E-004
  3.93567E+001   3.94660E+001   3.94113E+001   2.20769E-005   8.70081E-004
  3.94660E+001   3.95757E+001   3.95208E+001   1.61331E-005   6.37592E-004
  3.95757E+001   3.96856E+001   3.96306E+001   2.07605E-005   8.22750E-004
  3.96856E+001   3.97959E+001   3.97407E+001   1.49770E-005   5.95198E-004
  3.97959E+001   3.99064E+001   3.98511E+001   2.12473E-005   8.46728E-004
