# columns: T_lo[K]  T_hi[K]  T_mid[K]  dP/dT[1/K]  dP/dlnT
  5.19585E+000   5.23516E+000   5.21547E+000   3.52725E-004   1.83963E-003
  5.23516E+000   5.27477E+000   5.25493E+000   3.90497E-004   2.05204E-003
  5.27477E+000   5.31467E+000   5.29468E+000   5.33619E-004   2.82535E-003
  5.31467E+000   5.35488E+000   5.33474E+000   6.47304E-004   3.45321E-003
  5.35488E+000   5.39539E+000   5.37510E+000   7.80881E-004   4.19732E-003
  5.39539E+000   5.43621E+000   5.41576E+000   9.57136E-004   5.18364E-003
  5.43621E+000   5.47734E+000   5.45674E+000   1.08051E-003   5.89605E-003
  5.47734E+000   5.51878E+000   5.49802E+000   1.29680E-003   7.12987E-003
  5.51878E+000   5.56053E+000   5.53961E+000   1.44854E-003   8.02436E-003
  5.56053E+000   5.60260E+000   5.58152E+000   1.57839E-003   8.80985E-003
  5.60260E+000   5.64498E+000   5.62375E+000   1.77082E-003   9.95865E-003
  5.64498E+000   5.68769E+000   5.66630E+000   2.05940E-003   1.16692E-002
  5.68769E+000   5.73072E+000   5.70917E+000   2.32538E-003   1.32760E-002
  5.73072E+000   5.77408E+000   5.75236E+000   2.64427E-003   1.52108E-002
  5.77408E+000   5.81776E+000   5.79588E+000   3.03753E-003   1.76052E-002
  5.81776E+000   5.86177E+000   5.83972E+000   3.52570E-003   2.05892E-002
  5.86177E+000   5.90612E+000   5.88391E+000   3.99019E-003   2.34779E-002
  5.90612E+000   5.95080E+000   5.92842E+000   4.36050E-003   2.58509E-002
  5.95080E+000   5.99582E+000   5.97327E+000   5.31689E-003   3.17593E-002
  5.99582E+000   6.04118E+000   6.01846E+000   5.62452E-003   3.38510E-002
  6.04118E+000   6.08689E+000   6.06399E+000   6.23524E-003   3.78106E-002
  6.08689E+000   6.13294E+000   6.10987E+000   7.00914E-003   4.28251E-002
  6.13294E+000   6.17934E+000   6.15609E+000   7.77595E-003   4.78696E-002
  6.17934E+000   6.22609E+000   6.20267E+000   8.79351E-003   5.45434E-002
  6.22609E+000   6.27319E+000   6.24959E+000   9.66024E-003   6.03727E-002
  6.27319E+000   6.32065E+000   6.29687E+000   1.07155E-002   6.74743E-002
  6.32065E+000   6.36847E+000   6.34451E+000   1.18487E-002   7.51747E-002
  6.36847E+000   6.41665E+000   6.39251E+000   1.26875E-002   8.11050E-002
  6.41665E+000   6.46519E+000   6.44087E+000   1.39626E-002   8.99318E-002
  6.46519E+000   6.51410E+000   6.48960E+000   1.54381E-002   1.00187E-001
  6.51410E+000   6.56339E+000   6.53870E+000   1.63437E-002   1.06867E-001
  6.56339E+000   6.61304E+000   6.58817E+000   1.77468E-002   1.16919E-001
  6.61304E+000   6.66307E+000   6.63801E+000   1.90201E-002   1.26256E-001
  6.66307E+000   6.71348E+000   6.68823E+000   2.08591E-002   1.39511E-001
  6.71348E+000   6.76427E+000   6.73883E+000   2.21397E-002   1.49196E-001
  6.76427E+000   6.81545E+000   6.78981E+000   2.33983E-002   1.58871E-001
  6.81545E+000   6.86701E+000   6.84118E+000   2.55782E-002   1.74985E-001
  6.86701E+000   6.91896E+000   6.89294E+000   2.66690E-002   1.83828E-001
  6.91896E+000   6.97130E+000   6.94508E+000   2.84189E-002   1.97372E-001
  6.97130E+000   7.02405E+000   6.99763E+000   3.03844E-002   2.12619E-001
  7.02405E+000   7.07719E+000   7.05057E+000   3.17306E-002   2.23719E-001
  7.07719E+000   7.13073E+000   7.10391E+000   3.37014E-002   2.39412E-001
  7.13073E+000   7.18468E+000   7.15765E+000   3.54272E-002   2.53576E-001
  7.18468E+000   7.23903E+000   7.21180E+000   3.77478E-002   2.72230E-001
  7.23903E+000   7.29380E+000   7.26636E+000   3.92975E-002   2.85551E-001
  7.29380E+000   7.34898E+000   7.32134E+000   4.12599E-002   3.02078E-001
  7.34898E+000   7.40458E+000   7.37672E+000   4.34798E-002   3.20739E-001
  7.40458E+000   7.46059E+000   7.43253E+000   4.49435E-002   3.34045E-001
  7.46059E+000   7.51704E+000   7.48876E+000   4.70897E-002   3.52645E-001
  7.51704E+000   7.57391E+000   7.54542E+000   4.91521E-002   3.70874E-001
  7.57391E+000   7.63121E+000   7.60250E+000   5.08989E-002   3.86960E-001
  7.63121E+000   7.68894E+000   7.66002E+000   5.32603E-002   4.07976E-001
  7.68894E+000   7.74711E+000   7.71797E+000   5.47880E-002   4.22853E-001
  7.74711E+000   7.80572E+000   7.77636E+000   5.71380E-002   4.44327E-001
  7.80572E+000   7.86477E+000   7.83519E+000   5.90436E-002   4.62619E-001
  7.86477E+000   7.92428E+000   7.89447E+000   6.06599E-002   4.78878E-001
  7.92428E+000   7.98423E+000   7.95419E+000   6.31520E-002   5.02325E-001
  7.98423E+000   8.04463E+000   8.01437E+000   6.47439E-002   5.18883E-001
  8.04463E+000   8.10549E+000   8.07500E+000   6.66079E-002   5.37861E-001
  8.10549E+000   8.16681E+000   8.13609E+000   6.83526E-002   5.56124E-001
  8.16681E+000   8.22860E+000   8.19765E+000   7.03633E-002   5.76815E-001
  8.22860E+000   8.29085E+000   8.25967E+000   7.21433E-002   5.95881E-001
  8.29085E+000   8.35358E+000   8.32215E+000   7.34479E-002   6.11246E-001
  8.35358E+000   8.41677E+000   8.38512E+000   7.55411E-002   6.33422E-001
  8.41677E+000   8.48045E+000   8.44855E+000   7.69642E-002   6.50238E-001
  8.48045E+000   8.54461E+000   8.51247E+000   7.84626E-002   6.67912E-001
  8.54461E+000   8.60925E+000   8.57687E+000   8.02669E-002   6.88440E-001
  8.60925E+000   8.67439E+000   8.64176E+000   8.15066E-002   7.04362E-001
  8.67439E+000   8.74001E+000   8.70714E+000   8.31535E-002   7.24031E-001
  8.74001E+000   8.80613E+000   8.77301E+000   8.43266E-002   7.39800E-001
  8.80613E+000   8.87276E+000   8.83938E+000   8.58241E-002   7.58633E-001
  8.87276E+000   8.93988E+000   8.90626E+000   8.69814E-002   7.74680E-001
  8.93988E+000   9.00752E+000   8.97364E+000   8.79607E-002   7.89329E-001
  9.00752E+000   9.07566E+000   9.04152E+000   8.93208E-002   8.07598E-001
  9.07566E+000   9.14432E+000   9.10993E+000   9.05035E-002   8.24482E-001
  9.14432E+000   9.21350E+000   9.17885E+000   9.13927E-002   8.38882E-001
  9.21350E+000   9.28321E+000   9.24829E+000   9.22269E-002   8.52944E-001
  9.28321E+000   9.35344E+000   9.31826E+000   9.30282E-002   8.66863E-001
  9.35344E+000   9.42420E+000   9.38875E+000   9.39581E-002   8.82151E-001
  9.42420E+000   9.49550E+000   9.45978E+000   9.43154E-002   8.92205E-001
  9.49550E+000   9.56734E+000   9.53135E+000   9.52473E-002   9.07838E-001
  9.56734E+000   9.63972E+000   9.60346E+000   9.59094E-002   9.21064E-001
  9.63972E+000   9.71265E+000   9.67612E+000   9.62408E-002   9.31239E-001
  9.71265E+000   9.78613E+000   9.74932E+000   9.67921E-002   9.43660E-001
  9.78613E+000   9.86017E+000   9.82308E+000   9.72938E-002   9.55727E-001
  9.86017E+000   9.93476E+000   9.89739E+000   9.73156E-002   9.63173E-001
  9.93476E+000   1.00099E+001   9.97227E+000   9.75619E-002   9.72916E-001
  1.00099E+001   1.00857E+001   1.00477E+001   9.77658E-002   9.82325E-001
  1.00857E+001   1.01620E+001   1.01237E+001   9.80996E-002   9.93136E-001
  1.01620E+001   1.02388E+001   1.02003E+001   9.77781E-002   9.97371E-001
  1.02388E+001   1.03163E+001   1.02775E+001   9.79558E-002   1.00674E+000
  1.03163E+001   1.03943E+001   1.03552E+001   9.81946E-002   1.01683E+000
  1.03943E+001   1.04730E+001   1.04336E+001   9.76514E-002   1.01886E+000
  1.04730E+001   1.05522E+001   1.05125E+001   9.75925E-002   1.02595E+000
  1.05522E+001   1.06320E+001   1.05921E+001   9.75286E-002   1.03303E+000
  1.06320E+001   1.07125E+001   1.06722E+001   9.71513E-002   1.03682E+000
  1.07125E+001   1.07935E+001   1.07529E+001   9.67945E-002   1.04083E+000
  1.07935E+001   1.08752E+001   1.08343E+001   9.64966E-002   1.04547E+000
  1.08752E+001   1.09575E+001   1.09162E+001   9.61169E-002   1.04924E+000
  1.09575E+001   1.10404E+001   1.09988E+001   9.53661E-002   1.04892E+000
  1.10404E+001   1.11239E+001   1.10820E+001   9.50500E-002   1.05335E+000
  1.11239E+001   1.12080E+001   1.11659E+001   9.46547E-002   1.05691E+000
  1.12080E+001   1.12928E+001   1.12504E+001   9.37137E-002   1.05432E+000
  1.12928E+001   1.13783E+001   1.13355E+001   9.32673E-002   1.05723E+000
  1.13783E+001   1.14644E+001   1.14212E+001   9.25275E-002   1.05678E+000
  1.14644E+001   1.15511E+001   1.15076E+001   9.19310E-002   1.05791E+000
  1.15511E+001   1.16385E+001   1.15947E+001   9.10325E-002   1.05550E+000
  1.16385E+001   1.17265E+001   1.16824E+001   9.02774E-002   1.05466E+000
  1.17265E+001   1.18152E+001   1.17708E+001   8.96108E-002   1.05479E+000
  1.18152E+001   1.19046E+001   1.18598E+001   8.86328E-002   1.05117E+000
  1.19046E+001   1.19947E+001   1.19496E+001   8.76976E-002   1.04795E+000
  1.19947E+001   1.20854E+001   1.20400E+001   8.69360E-002   1.04671E+000
  1.20854E+001   1.21769E+001   1.21311E+001   8.60220E-002   1.04354E+000
  1.21769E+001   1.22690E+001   1.22228E+001   8.50484E-002   1.03954E+000
  1.22690E+001   1.23618E+001   1.23153E+001   8.41608E-002   1.03647E+000
  1.23618E+001   1.24553E+001   1.24085E+001   8.31998E-002   1.03239E+000
  1.24553E+001   1.25496E+001   1.25024E+001   8.21537E-002   1.02712E+000
  1.25496E+001   1.26445E+001   1.25969E+001   8.11319E-002   1.02202E+000
  1.26445E+001   1.27402E+001   1.26922E+001   8.01381E-002   1.01714E+000
  1.27402E+001   1.28366E+001   1.27883E+001   7.90637E-002   1.01109E+000
  1.28366E+001   1.29337E+001   1.28850E+001   7.79923E-002   1.00493E+000
  1.29337E+001   1.30315E+001   1.29825E+001   7.70411E-002   1.00019E+000
  1.30315E+001   1.31301E+001   1.30807E+001   7.59447E-002   9.93413E-001
  1.31301E+001   1.32294E+001   1.31797E+001   7.48230E-002   9.86145E-001
  1.32294E+001   1.33295E+001   1.32794E+001   7.37117E-002   9.78848E-001
  1.33295E+001   1.34304E+001   1.33799E+001   7.27435E-002   9.73299E-001
  1.34304E+001   1.35320E+001   1.34811E+001   7.15537E-002   9.64623E-001
  1.35320E+001   1.36344E+001   1.35831E+001   7.04424E-002   9.56826E-001
  1.36344E+001   1.37375E+001   1.36858E+001   6.94292E-002   9.50199E-001
  1.37375E+001   1.38414E+001   1.37894E+001   6.83371E-002   9.42328E-001
  1.38414E+001   1.39461E+001   1.38937E+001   6.72148E-002   9.33864E-001
  1.39461E+001   1.40517E+001   1.39988E+001   6.60664E-002   9.24852E-001
  1.40517E+001   1.41580E+001   1.41047E+001   6.51148E-002   9.18428E-001
  1.41580E+001   1.42651E+001   1.42114E+001   6.39089E-002   9.08238E-001
  1.42651E+001   1.43730E+001   1.43189E+001   6.28320E-002   8.99689E-001
  1.43730E+001   1.44817E+001   1.44273E+001   6.18330E-002   8.92083E-001
  1.44817E+001   1.45913E+001   1.45364E+001   6.07501E-002   8.83090E-001
  1.45913E+001   1.47017E+001   1.46464E+001   5.96747E-002   8.74021E-001
  1.47017E+001   1.48129E+001   1.47572E+001   5.86081E-002   8.64893E-001
  1.48129E+001   1.49250E+001   1.48688E+001   5.76491E-002   8.57176E-001
  1.49250E+001   1.50379E+001   1.49813E+001   5.65281E-002   8.46868E-001
  1.50379E+001   1.51517E+001   1.50947E+001   5.55111E-002   8.37924E-001
  1.51517E+001   1.52663E+001   1.52089E+001   5.46231E-002   8.30758E-001
  1.52663E+001   1.53818E+001   1.53239E+001   5.34987E-002   8.19811E-001
  1.53818E+001   1.54982E+001   1.54399E+001   5.25109E-002   8.10762E-001
  1.54982E+001   1.56154E+001   1.55567E+001   5.15525E-002   8.01988E-001
  1.56154E+001   1.57335E+001   1.56744E+001   5.05669E-002   7.92606E-001
  1.57335E+001   1.58526E+001   1.57929E+001   4.95530E-002   7.82589E-001
  1.58526E+001   1.59725E+001   1.59124E+001   4.86186E-002   7.73642E-001
  1.59725E+001   1.60933E+001   1.60328E+001   4.77746E-002   7.65963E-001
  1.60933E+001   1.62151E+001   1.61541E+001   4.67348E-002   7.54960E-001
  1.62151E+001   1.63378E+001   1.62763E+001   4.58248E-002   7.45861E-001
  1.63378E+001   1.64614E+001   1.63995E+001   4.49742E-002   7.37554E-001
  1.64614E+001   1.65859E+001   1.65235E+001   4.40186E-002   7.27344E-001
  1.65859E+001   1.67114E+001   1.66485E+001   4.31187E-002   7.17865E-001
  1.67114E+001   1.68378E+001   1.67745E+001   4.22335E-002   7.08447E-001
  1.68378E+001   1.69652E+001   1.69014E+001   4.14602E-002   7.00738E-001
  1.69652E+001   1.70936E+001   1.70293E+001   4.05406E-002   6.90378E-001
  1.70936E+001   1.72229E+001   1.71581E+001   3.96974E-002   6.81134E-001
  1.72229E+001   1.73532E+001   1.72879E+001   3.89256E-002   6.72943E-001
  1.73532E+001   1.74845E+001   1.74187E+001   3.80944E-002   6.63556E-001
  1.74845E+001   1.76167E+001   1.75505E+001   3.72804E-002   6.54290E-001
  1.76167E+001   1.77500E+001   1.76833E+001   3.64896E-002   6.45257E-001
  1.77500E+001   1.78843E+001   1.78170E+001   3.57683E-002   6.37287E-001
  1.78843E+001   1.80196E+001   1.79518E+001   3.49681E-002   6.27742E-001
  1.80196E+001   1.81559E+001   1.80876E+001   3.42022E-002   6.18639E-001
  1.81559E+001   1.82933E+001   1.82245E+001   3.35375E-002   6.11206E-001
  1.82933E+001   1.84317E+001   1.83624E+001   3.27860E-002   6.02030E-001
  1.84317E+001   1.85711E+001   1.85013E+001   3.20532E-002   5.93027E-001
  1.85711E+001   1.87116E+001   1.86412E+001   3.13671E-002   5.84723E-001
  1.87116E+001   1.88532E+001   1.87823E+001   3.07108E-002   5.76820E-001
  1.88532E+001   1.89958E+001   1.89244E+001   2.99826E-002   5.67404E-001
  1.89958E+001   1.91395E+001   1.90675E+001   2.93220E-002   5.59100E-001
  1.91395E+001   1.92843E+001   1.92118E+001   2.87329E-002   5.52012E-001
  1.92843E+001   1.94302E+001   1.93571E+001   2.80265E-002   5.42515E-001
  1.94302E+001   1.95772E+001   1.95036E+001   2.74110E-002   5.34615E-001
  1.95772E+001   1.97253E+001   1.96511E+001   2.68019E-002   5.26690E-001
  1.97253E+001   1.98746E+001   1.97998E+001   2.62140E-002   5.19034E-001
  1.98746E+001   2.00249E+001   1.99496E+001   2.55890E-002   5.10492E-001
  2.00249E+001   2.01764E+001   2.01005E+001   2.50228E-002   5.02973E-001
  2.01764E+001   2.03291E+001   2.02526E+001   2.44718E-002   4.95620E-001
  2.03291E+001   2.04829E+001   2.04058E+001   2.38889E-002   4.87475E-001
  2.04829E+001   2.06378E+001   2.05602E+001   2.33340E-002   4.79754E-001
  2.06378E+001   2.07940E+001   2.07157E+001   2.28183E-002   4.72699E-001
  2.07940E+001   2.09513E+001   2.08725E+001   2.22869E-002   4.65183E-001
  2.09513E+001   2.11098E+001   2.10304E+001   2.17592E-002   4.57605E-001
  2.11098E+001   2.12695E+001   2.11895E+001   2.12434E-002   4.50138E-001
  2.12695E+001   2.14304E+001   2.13498E+001   2.07790E-002   4.43628E-001
  2.14304E+001   2.15925E+001   2.15113E+001   2.02731E-002   4.36102E-001
  2.15925E+001   2.17559E+001   2.16741E+001   1.97732E-002   4.28566E-001
  2.17559E+001   2.19205E+001   2.18380E+001   1.93325E-002   4.22185E-001
  2.19205E+001   2.20863E+001   2.20032E+001   1.88596E-002   4.14974E-001
  2.20863E+001   2.22534E+001   2.21697E+001   1.84065E-002   4.08068E-001
  2.22534E+001   2.24218E+001   2.23374E+001   1.79395E-002   4.00723E-001
  2.24218E+001   2.25914E+001   2.25064E+001   1.75323E-002   3.94590E-001
  2.25914E+001   2.27623E+001   2.26767E+001   1.70924E-002   3.87600E-001
  2.27623E+001   2.29345E+001   2.28483E+001   1.66647E-002   3.80759E-001
  2.29345E+001   2.31080E+001   2.30211E+001   1.62710E-002   3.74578E-001
  2.31080E+001   2.32829E+001   2.31953E+001   1.58580E-002   3.67831E-001
  2.32829E+001   2.34590E+001   2.33708E+001   1.54705E-002   3.61558E-001
  2.34590E+001   2.36365E+001   2.35476E+001   1.50630E-002   3.54698E-001
  2.36365E+001   2.38153E+001   2.37257E+001   1.47025E-002   3.48829E-001
  2.38153E+001   2.39955E+001   2.39052E+001   1.43235E-002   3.42407E-001
  2.39955E+001   2.41770E+001   2.40861E+001   1.39480E-002   3.35954E-001
  2.41770E+001   2.43599E+001   2.42683E+001   1.35921E-002   3.29857E-001
  2.43599E+001   2.45442E+001   2.44519E+001   1.32536E-002   3.24075E-001
  2.45442E+001   2.47299E+001   2.46369E+001   1.28918E-002   3.17616E-001
  2.47299E+001   2.49170E+001   2.48233E+001   1.25481E-002   3.11485E-001
  2.49170E+001   2.51055E+001   2.50111E+001   1.22304E-002   3.05896E-001
  2.51055E+001   2.52954E+001   2.52003E+001   1.18997E-002   2.99876E-001
  2.52954E+001   2.54868E+001   2.53909E+001   1.15593E-002   2.93502E-001
  2.54868E+001   2.56796E+001   2.55830E+001   1.12453E-002   2.87690E-001
  2.56796E+001   2.58739E+001   2.57766E+001   1.09487E-002   2.82222E-001
  2.58739E+001   2.60696E+001   2.59716E+001   1.06251E-002   2.75952E-001
  2.60696E+001   2.62669E+001   2.61681E+001   1.03239E-002   2.70157E-001
  2.62669E+001   2.64656E+001   2.63661E+001   1.00393E-002   2.64697E-001
  2.64656E+001   2.66658E+001   2.65655E+001   9.74445E-003   2.58867E-001
  2.66658E+001   2.68676E+001   2.67665E+001   9.44867E-003   2.52908E-001
  2.68676E+001   2.70708E+001   2.69690E+001   9.17623E-003   2.47474E-001
  2.70708E+001   2.72756E+001   2.71730E+001   8.90006E-003   2.41842E-001
  2.72756E+001   2.74820E+001   2.73786E+001   8.61988E-003   2.36001E-001
  2.74820E+001   2.76899E+001   2.75857E+001   8.35453E-003   2.30467E-001
  2.76899E+001   2.78994E+001   2.77944E+001   8.09768E-003   2.25071E-001
  2.78994E+001   2.81105E+001   2.80047E+001   7.83395E-003   2.19388E-001
  2.81105E+001   2.83231E+001   2.82166E+001   7.57692E-003   2.13795E-001
  2.83231E+001   2.85374E+001   2.84301E+001   7.33053E-003   2.08408E-001
  2.85374E+001   2.87533E+001   2.86451E+001   7.08901E-003   2.03066E-001
  2.87533E+001   2.89708E+001   2.88619E+001   6.83900E-003   1.97387E-001
  2.89708E+001   2.91900E+001   2.90802E+001   6.60674E-003   1.92126E-001
  2.91900E+001   2.94108E+001   2.93002E+001   6.38355E-003   1.87040E-001
  2.94108E+001   2.96333E+001   2.95219E+001   6.14997E-003   1.81559E-001
  2.96333E+001   2.98575E+001   2.97452E+001   5.92691E-003   1.76298E-001
  2.98575E+001   3.00834E+001   2.99703E+001   5.70944E-003   1.71114E-001
  3.00834E+001   3.03110E+001   3.01970E+001   5.49824E-003   1.66031E-001
  3.03110E+001   3.05403E+001   3.04255E+001   5.28757E-003   1.60877E-001
  3.05403E+001   3.07714E+001   3.06556E+001   5.07924E-003   1.55708E-001
  3.07714E+001   3.10042E+001   3.08876E+001   4.88776E-003   1.50971E-001
  3.10042E+001   3.12387E+001   3.11212E+001   4.69139E-003   1.46002E-001
  3.12387E+001   3.14751E+001   3.13567E+001   4.50104E-003   1.41138E-001
  3.14751E+001   3.17132E+001   3.15939E+001   4.31486E-003   1.36324E-001
  3.17132E+001   3.19531E+001   3.18329E+001   4.14230E-003   1.31862E-001
  3.19531E+001   3.21949E+001   3.20738E+001   3.96707E-003   1.27239E-001
  3.21949E+001   3.24384E+001   3.23164E+001   3.79368E-003   1.22598E-001
  3.24384E+001   3.26838E+001   3.25609E+001   3.63033E-003   1.18207E-001
  3.26838E+001   3.29311E+001   3.28072E+001   3.47287E-003   1.13936E-001
  3.29311E+001   3.31802E+001   3.30554E+001   3.31711E-003   1.09649E-001
  3.31802E+001   3.34313E+001   3.33055E+001   3.16615E-003   1.05451E-001
  3.34313E+001   3.36842E+001   3.35575E+001   3.02753E-003   1.01597E-001
  3.36842E+001   3.39390E+001   3.38114E+001   2.88534E-003   9.75574E-002
  3.39390E+001   3.41958E+001   3.40672E+001   2.75163E-003   9.37404E-002
  3.41958E+001   3.44545E+001   3.43249E+001   2.61943E-003   8.99120E-002
  3.44545E+001   3.47152E+001   3.45846E+001   2.49832E-003   8.64037E-002
  3.47152E+001   3.49778E+001   3.48462E+001   2.37700E-003   8.28298E-002
  3.49778E+001   3.52424E+001   3.51099E+001   2.26121E-003   7.93910E-002
  3.52424E+001   3.55090E+001   3.53755E+001   2.15525E-003   7.62434E-002
  3.55090E+001   3.57777E+001   3.56431E+001   2.04844E-003   7.30128E-002
  3.57777E+001   3.60484E+001   3.59128E+001   1.94603E-003   6.98874E-002
  3.60484E+001   3.63211E+001   3.61845E+001   1.84871E-003   6.68949E-002
  3.63211E+001   3.65959E+001   3.64582E+001   1.76100E-003   6.42031E-002
  3.65959E+001   3.68727E+001   3.67340E+001   1.67172E-003   6.14093E-002
  3.68727E+001   3.71517E+001   3.70119E+001   1.58563E-003   5.86874E-002
  3.71517E+001   3.74328E+001   3.72920E+001   1.50639E-003   5.61763E-002
  3.74328E+001   3.77160E+001   3.75741E+001   1.43313E-003   5.38488E-002
  3.77160E+001   3.80013E+001   3.78584E+001   1.35786E-003   5.14063E-002
  3.80013E+001   3.82888E+001   3.81448E+001   1.29108E-003   4.92481E-002
  3.82888E+001   3.85785E+001   3.84334E+001   1.22732E-003   4.71700E-002
  3.85785E+001   3.88703E+001   3.87241E+001   1.16552E-003   4.51338E-002
  3.88703E+001   3.91644E+001   3.90171E+001   1.10386E-003   4.30694E-002
  3.91644E+001   3.94607E+001   3.93123E+001   1.04686E-003   4.11547E-002
  3.94607E+001   3.97592E+001   3.96097E+001   9.96802E-004   3.94831E-002
  3.97592E+001   4.00600E+001   3.99093E+001   9.42469E-004   3.76134E-002
  4.00600E+001   4.03631E+001   4.02113E+001   8.94935E-004   3.59866E-002
  4.03631E+001   4.06685E+001   4.05155E+001   8.48425E-004   3.43745E-002
  4.06685E+001   4.09761E+001   4.08220E+001   8.06522E-004   3.29239E-002
  4.09761E+001   4.12861E+001   4.11308E+001   7.64718E-004   3.14536E-002
  4.12861E+001   4.15985E+001   4.14420E+001   7.24510E-004   3.00252E-002
  4.15985E+001   4.19132E+001   4.17555E+001   6.89667E-004   2.87975E-002
  4.19132E+001   4.22303E+001   4.20714E+001   6.53397E-004   2.74894E-002
  4.22303E+001   4.25498E+001   4.23897E+001   6.20059E-004   2.62842E-002
  4.25498E+001   4.28717E+001   4.27104E+001   5.88881E-004   2.51514E-002
  4.28717E+001   4.31960E+001   4.30336E+001   5.60232E-004   2.41088E-002
  4.31960E+001   4.35228E+001   4.33591E+001   5.30876E-004   2.30184E-002
  4.35228E+001   4.38521E+001   4.36872E+001   5.04999E-004   2.20620E-002
  4.38521E+001   4.41839E+001   4.40177E+001   4.81963E-004   2.12149E-002
  4.41839E+001   4.45181E+001   4.43507E+001   4.58310E-004   2.03264E-002
  4.45181E+001   4.48549E+001   4.46862E+001   4.36635E-004   1.95116E-002
  4.48549E+001   4.51943E+001   4.50243E+001   4.16912E-004   1.87712E-002
  4.51943E+001   4.55362E+001   4.53649E+001   3.98780E-004   1.80907E-002
  4.55362E+001   4.58807E+001   4.57081E+001   3.80695E-004   1.74009E-002
  4.58807E+001   4.62278E+001   4.60539E+001   3.63149E-004   1.67245E-002
  4.62278E+001   4.65775E+001   4.64023E+001   3.47954E-004   1.61459E-002
  4.65775E+001   4.69299E+001   4.67534E+001   3.33434E-004   1.55892E-002
  4.69299E+001   4.72850E+001   4.71071E+001   3.18177E-004   1.49884E-002
  4.72850E+001   4.76427E+001   4.74635E+001   3.04366E-004   1.44463E-002
  4.76427E+001   4.80031E+001   4.78226E+001   2.92334E-004   1.39802E-002
  4.80031E+001   4.83663E+001   4.81844E+001   2.79330E-004   1.34594E-002
  4.83663E+001   4.87322E+001   4.85489E+001   2.66397E-004   1.29333E-002
  4.87322E+001   4.91009E+001   4.89162E+001   2.53487E-004   1.23996E-002
  4.91009E+001   4.94724E+001   4.92863E+001   2.42378E-004   1.19460E-002
  4.94724E+001   4.98466E+001   4.96591E+001   2.30018E-004   1.14225E-002
  4.98466E+001   5.02237E+001   5.00348E+001   2.18448E-004   1.09300E-002
  5.02237E+001   5.06037E+001   5.04134E+001   2.06187E-004   1.03946E-002
  5.06037E+001   5.09865E+001   5.07948E+001   1.94382E-004   9.87359E-003
  5.09865E+001   5.13723E+001   5.11791E+001   1.81696E-004   9.29904E-003
  5.13723E+001   5.17609E+001   5.15662E+001   1.68469E-004   8.68736E-003
  5.17609E+001   5.21525E+001   5.19564E+001   1.55551E-004   8.08189E-003
  5.21525E+001   5.25471E+001   5.23494E+001   1.42122E-004   7.44005E-003
  5.25471E+001   5.29446E+001   5.27455E+001   1.29703E-004   6.84124E-003
  5.29446E+001   5.33452E+001   5.31445E+001   1.18010E-004   6.27159E-003
  5.33452E+001   5.37488E+001   5.35466E+001   1.07184E-004   5.73935E-003
  5.37488E+001   5.41554E+001   5.39517E+001   9.75321E-005   5.26204E-003
  5.41554E+001   5.45651E+001   5.43599E+001   8.93543E-005   4.85730E-003
  5.45651E+001   5.49779E+001   5.47711E+001   8.16342E-005   4.47121E-003
