# lambda[um]  lamI_lam_total  lamI_lam_astrodust  lamI_lam_pah
  1.16100E+001   8.03781E-026   4.08534E-028   7.99696E-026
  1.17500E+001   7.38706E-026   3.91826E-028   7.34788E-026
  1.18900E+001   8.20810E-026   3.75406E-028   8.17056E-026
  1.20200E+001   8.67529E-026   3.59789E-028   8.63932E-026
  1.21600E+001   8.00515E-026   3.43412E-028   7.97080E-026
  1.23000E+001   7.88971E-026   3.28878E-028   7.85682E-026
  1.24400E+001   9.21855E-026   3.17526E-028   9.18680E-026
  1.25900E+001   1.13262E-025   3.10386E-028   1.12952E-025
  1.27300E+001   1.06488E-025   3.08263E-028   1.06180E-025
  1.28800E+001   7.65466E-026   3.08599E-028   7.62380E-026
  1.30300E+001   6.16668E-026   3.08104E-028   6.13587E-026
  1.31800E+001   5.67758E-026   3.08325E-028   5.64675E-026
  1.33400E+001   5.89479E-026   3.08685E-028   5.86393E-026
  1.34900E+001   6.09826E-026   3.09007E-028   6.06735E-026
  1.36500E+001   5.42620E-026   3.09747E-028   5.39523E-026
  1.38000E+001   4.80590E-026   3.10878E-028   4.77481E-026
  1.39600E+001   4.55616E-026   3.12709E-028   4.52489E-026
  1.41200E+001   4.72450E-026   3.15252E-028   4.69298E-026
  1.42900E+001   4.54278E-026   3.18777E-028   4.51091E-026
  1.44500E+001   4.16265E-026   3.23020E-028   4.13035E-026
  1.46200E+001   4.00869E-026   3.28621E-028   3.97583E-026
  1.47900E+001   3.95543E-026   3.35501E-028   3.92188E-026
  1.49600E+001   3.94309E-026   3.43687E-028   3.90872E-026
  1.51400E+001   3.95443E-026   3.53575E-028   3.91907E-026
  1.53100E+001   3.98267E-026   3.63973E-028   3.94628E-026
  1.54900E+001   4.03318E-026   3.75973E-028   3.99558E-026
  1.56700E+001   4.11975E-026   3.88724E-028   4.08088E-026
  1.58500E+001   4.28468E-026   4.02001E-028   4.24448E-026
  1.60300E+001   4.42833E-026   4.15714E-028   4.38676E-026
  1.62200E+001   4.81649E-026   4.30316E-028   4.77346E-026
  1.64100E+001   6.47672E-026   4.44848E-028   6.43224E-026
  1.66000E+001   5.80818E-026   4.58992E-028   5.76228E-026
  1.67900E+001   5.73626E-026   4.72522E-028   5.68901E-026
  1.69800E+001   5.98942E-026   4.85115E-028   5.94091E-026
  1.71800E+001   5.96150E-026   4.97238E-028   5.91178E-026
  1.73800E+001   5.98020E-026   5.08181E-028   5.92938E-026
  1.75800E+001   5.08777E-026   5.17994E-028   5.03597E-026
  1.77800E+001   4.81481E-026   5.26603E-028   4.76215E-026
  1.79900E+001   4.52146E-026   5.34438E-028   4.46801E-026
  1.82000E+001   4.23064E-026   5.41051E-028   4.17654E-026
  1.84100E+001   4.09101E-026   5.46337E-028   4.03637E-026
  1.86200E+001   4.00092E-026   5.50423E-028   3.94588E-026
  1.88400E+001   3.92795E-026   5.53340E-028   3.87262E-026
  1.90600E+001   3.86128E-026   5.54930E-028   3.80579E-026
  1.92700E+001   3.79865E-026   5.55806E-028   3.74307E-026
  1.95000E+001   3.73278E-026   5.55772E-028   3.67720E-026
  1.97200E+001   3.67510E-026   5.55427E-028   3.61955E-026
  1.99500E+001   3.62134E-026   5.54938E-028   3.56585E-026
  2.01800E+001   3.57403E-026   5.56406E-028   3.51839E-026
  2.04200E+001   3.53040E-026   5.58800E-028   3.47452E-026
  2.06500E+001   3.49311E-026   5.62150E-028   3.43689E-026
  2.08900E+001   3.45811E-026   5.66787E-028   3.40143E-026
  2.11400E+001   3.42515E-026   5.72614E-028   3.36788E-026
  2.13800E+001   3.39630E-026   5.78617E-028   3.33844E-026
  2.16300E+001   3.36888E-026   5.85460E-028   3.31033E-026
  2.18800E+001   3.34378E-026   5.92670E-028   3.28451E-026
  2.21300E+001   3.32072E-026   5.99758E-028   3.26075E-026
  2.23900E+001   3.29873E-026   6.06833E-028   3.23805E-026
  2.26500E+001   3.27864E-026   6.14346E-028   3.21720E-026
  2.29100E+001   3.26028E-026   6.21845E-028   3.19809E-026
  2.31700E+001   3.24352E-026   6.29361E-028   3.18058E-026
  2.34400E+001   3.22792E-026   6.38774E-028   3.16404E-026
  2.37100E+001   3.21388E-026   6.48812E-028   3.14900E-026
  2.39900E+001   3.20097E-026   6.60716E-028   3.13490E-026
  2.42700E+001   3.18971E-026   6.73903E-028   3.12232E-026
  2.45500E+001   3.17995E-026   6.88683E-028   3.11108E-026
  2.48300E+001   3.17158E-026   7.04518E-028   3.10112E-026
  2.51200E+001   3.16435E-026   7.22373E-028   3.09211E-026
  2.54100E+001   3.15847E-026   7.42290E-028   3.08424E-026
  2.57000E+001   3.15394E-026   7.63759E-028   3.07756E-026
  2.60000E+001   3.15047E-026   7.87296E-028   3.07174E-026
  2.63000E+001   3.14828E-026   8.12548E-028   3.06703E-026
  2.66100E+001   3.14724E-026   8.40513E-028   3.06318E-026
  2.69200E+001   3.14739E-026   8.70984E-028   3.06029E-026
  2.72300E+001   3.14859E-026   9.02464E-028   3.05834E-026
  2.75400E+001   3.15091E-026   9.36540E-028   3.05725E-026
  2.78600E+001   3.15426E-026   9.73484E-028   3.05691E-026
  2.81800E+001   3.15860E-026   1.01264E-027   3.05733E-026
  2.85100E+001   3.16412E-026   1.05536E-027   3.05858E-026
  2.88400E+001   3.17061E-026   1.10055E-027   3.06056E-026
  2.91700E+001   3.17795E-026   1.14856E-027   3.06309E-026
  2.95100E+001   3.18626E-026   1.19984E-027   3.06627E-026
  2.98500E+001   3.19559E-026   1.25475E-027   3.07012E-026
  3.02000E+001   3.20603E-026   1.31422E-027   3.07461E-026
  3.05500E+001   3.21716E-026   1.37615E-027   3.07955E-026
  3.09000E+001   3.22905E-026   1.44118E-027   3.08493E-026
  3.12600E+001   3.24203E-026   1.51132E-027   3.09090E-026
  3.16200E+001   3.25571E-026   1.58526E-027   3.09718E-026
  3.19900E+001   3.27057E-026   1.66487E-027   3.10408E-026
  3.23600E+001   3.28578E-026   1.74696E-027   3.11109E-026
  3.27300E+001   3.30199E-026   1.83405E-027   3.11859E-026
  3.31100E+001   3.31937E-026   1.92889E-027   3.12648E-026
  3.35000E+001   3.33755E-026   2.02825E-027   3.13473E-026
  3.38800E+001   3.35583E-026   2.12922E-027   3.14291E-026
  3.42800E+001   3.37600E-026   2.24167E-027   3.15183E-026
  3.46700E+001   3.39617E-026   2.35605E-027   3.16057E-026
  3.50800E+001   3.41786E-026   2.48020E-027   3.16984E-026
  3.54800E+001   3.43959E-026   2.60761E-027   3.17883E-026
  3.58900E+001   3.46259E-026   2.74415E-027   3.18817E-026
  3.63100E+001   3.48689E-026   2.88983E-027   3.19791E-026
  3.67300E+001   3.51138E-026   3.03924E-027   3.20745E-026
  3.71500E+001   3.53670E-026   3.19750E-027   3.21695E-026
  3.75800E+001   3.56342E-026   3.36535E-027   3.22688E-026
  3.80200E+001   3.59086E-026   3.54210E-027   3.23665E-026
  3.84600E+001   3.61933E-026   3.72838E-027   3.24649E-026
  3.89000E+001   3.64834E-026   3.92203E-027   3.25614E-026
  3.93500E+001   3.67859E-026   4.12780E-027   3.26581E-026
  3.98100E+001   3.71051E-026   4.34638E-027   3.27588E-026
  4.02700E+001   3.74303E-026   4.57682E-027   3.28535E-026
  4.07400E+001   3.77653E-026   4.81546E-027   3.29498E-026
  4.12100E+001   3.81160E-026   5.06966E-027   3.30464E-026
  4.16900E+001   3.84802E-026   5.33994E-027   3.31402E-026
  4.21700E+001   3.88489E-026   5.61722E-027   3.32317E-026
  4.26600E+001   3.92364E-026   5.91144E-027   3.33250E-026
  4.31500E+001   3.96328E-026   6.22102E-027   3.34118E-026
  4.36500E+001   4.00490E-026   6.54951E-027   3.34995E-026
  4.41600E+001   4.04830E-026   6.89794E-027   3.35851E-026
  4.46700E+001   4.09353E-026   7.26533E-027   3.36699E-026
  4.51900E+001   4.13930E-026   7.64469E-027   3.37484E-026
  4.57100E+001   4.18795E-026   8.04930E-027   3.38302E-026
  4.62400E+001   4.23814E-026   8.47868E-027   3.39027E-026
  4.67700E+001   4.29007E-026   8.92517E-027   3.39756E-026
  4.73100E+001   4.34439E-026   9.39832E-027   3.40455E-026
  4.78600E+001   4.40129E-026   9.89962E-027   3.41133E-026
  4.84200E+001   4.45966E-026   1.04233E-026   3.41733E-026
  4.89800E+001   4.52275E-026   1.09907E-026   3.42368E-026
  4.95400E+001   4.58547E-026   1.15650E-026   3.42897E-026
  5.01200E+001   4.65286E-026   1.21860E-026   3.43426E-026
  5.07000E+001   4.72317E-026   1.28407E-026   3.43910E-026
  5.12900E+001   4.79668E-026   1.35322E-026   3.44346E-026
  5.18800E+001   4.87255E-026   1.42524E-026   3.44731E-026
  5.24800E+001   4.95215E-026   1.50120E-026   3.45095E-026
  5.30900E+001   5.03513E-026   1.58160E-026   3.45353E-026
  5.37000E+001   5.12247E-026   1.66602E-026   3.45645E-026
  5.43300E+001   5.21474E-026   1.75671E-026   3.45803E-026
  5.49500E+001   5.30860E-026   1.84923E-026   3.45937E-026
  5.55900E+001   5.40899E-026   1.94844E-026   3.46055E-026
  5.62300E+001   5.51179E-026   2.05128E-026   3.46051E-026
  5.68800E+001   5.62145E-026   2.16071E-026   3.46074E-026
  5.75400E+001   5.73401E-026   2.27468E-026   3.45933E-026
  5.82100E+001   5.85376E-026   2.39575E-026   3.45800E-026
  5.88800E+001   5.97709E-026   2.52119E-026   3.45590E-026
  5.95700E+001   6.10773E-026   2.65465E-026   3.45308E-026
  6.02600E+001   6.24360E-026   2.79427E-026   3.44933E-026
  6.09500E+001   6.38209E-026   2.93671E-026   3.44538E-026
  6.16600E+001   6.53028E-026   3.08974E-026   3.44054E-026
  6.23700E+001   6.68038E-026   3.24513E-026   3.43525E-026
  6.31000E+001   6.84088E-026   3.41204E-026   3.42884E-026
  6.38300E+001   7.00475E-026   3.58351E-026   3.42124E-026
  6.45700E+001   7.17823E-026   3.76485E-026   3.41338E-026
  6.53100E+001   7.35306E-026   3.94814E-026   3.40492E-026
  6.60700E+001   7.54009E-026   4.14406E-026   3.39603E-026
  6.68300E+001   7.72765E-026   4.34166E-026   3.38598E-026
  6.76100E+001   7.92724E-026   4.55228E-026   3.37496E-026
  6.83900E+001   8.13024E-026   4.76726E-026   3.36298E-026
  6.91800E+001   8.33975E-026   4.98964E-026   3.35011E-026
  6.99800E+001   8.55598E-026   5.21877E-026   3.33720E-026
  7.07900E+001   8.77783E-026   5.45514E-026   3.32269E-026
  7.16100E+001   9.01012E-026   5.70251E-026   3.30761E-026
  7.24400E+001   9.24398E-026   5.95237E-026   3.29162E-026
  7.32800E+001   9.48809E-026   6.21314E-026   3.27496E-026
  7.41300E+001   9.73695E-026   6.47994E-026   3.25701E-026
  7.49900E+001   9.98746E-026   6.74872E-026   3.23874E-026
  7.58600E+001   1.02477E-025   7.02815E-026   3.21957E-026
  7.67400E+001   1.05131E-025   7.31352E-026   3.19955E-026
  7.76200E+001   1.07838E-025   7.60516E-026   3.17864E-026
  7.85200E+001   1.10559E-025   7.89943E-026   3.15649E-026
  7.94300E+001   1.13332E-025   8.19952E-026   3.13366E-026
  8.03500E+001   1.16191E-025   8.50852E-026   3.11062E-026
  8.12800E+001   1.19010E-025   8.81466E-026   3.08634E-026
  8.22200E+001   1.21926E-025   9.13150E-026   3.06110E-026
  8.31800E+001   1.24827E-025   9.44743E-026   3.03531E-026
  8.41400E+001   1.27772E-025   9.76872E-026   3.00849E-026
  8.51100E+001   1.30721E-025   1.00908E-025   2.98132E-026
  8.61000E+001   1.33708E-025   1.04176E-025   2.95318E-026
  8.71000E+001   1.36701E-025   1.07458E-025   2.92429E-026
  8.81100E+001   1.39671E-025   1.10725E-025   2.89457E-026
  8.91200E+001   1.42619E-025   1.13973E-025   2.86456E-026
  9.01600E+001   1.45675E-025   1.17341E-025   2.83339E-026
  9.12000E+001   1.48587E-025   1.20566E-025   2.80206E-026
  9.22600E+001   1.51499E-025   1.23803E-025   2.76965E-026
  9.33200E+001   1.54436E-025   1.27063E-025   2.73731E-026
  9.44100E+001   1.57307E-025   1.30270E-025   2.70367E-026
  9.55000E+001   1.60172E-025   1.33474E-025   2.66982E-026
  9.66100E+001   1.63015E-025   1.36661E-025   2.63534E-026
  9.77200E+001   1.65692E-025   1.39684E-025   2.60078E-026
  9.88600E+001   1.68423E-025   1.42773E-025   2.56500E-026
  1.00000E+002   1.71067E-025   1.45773E-025   2.52940E-026
  1.01200E+002   1.73738E-025   1.48818E-025   2.49200E-026
  1.02300E+002   1.76090E-025   1.51515E-025   2.45745E-026
  1.03500E+002   1.78553E-025   1.54352E-025   2.42014E-026
  1.04700E+002   1.80875E-025   1.57049E-025   2.38263E-026
  1.05900E+002   1.83116E-025   1.59662E-025   2.34542E-026
  1.07200E+002   1.85382E-025   1.62328E-025   2.30542E-026
  1.08400E+002   1.87355E-025   1.64669E-025   2.26860E-026
  1.09700E+002   1.89457E-025   1.67165E-025   2.22925E-026
  1.10900E+002   1.91195E-025   1.69267E-025   2.19275E-026
  1.12200E+002   1.92917E-025   1.71380E-025   2.15370E-026
  1.13500E+002   1.94510E-025   1.73360E-025   2.11505E-026
  1.14800E+002   1.96096E-025   1.75327E-025   2.07693E-026
  1.16100E+002   1.97419E-025   1.77030E-025   2.03893E-026
  1.17500E+002   1.98804E-025   1.78818E-025   1.99858E-026
  1.18800E+002   1.99887E-025   1.80271E-025   1.96157E-026
  1.20200E+002   2.00969E-025   1.81747E-025   1.92217E-026
  1.21600E+002   2.01789E-025   1.82956E-025   1.88332E-026
  1.23000E+002   2.02625E-025   1.84175E-025   1.84495E-026
  1.24400E+002   2.03270E-025   1.85198E-025   1.80726E-026
  1.25900E+002   2.03742E-025   1.86069E-025   1.76731E-026
  1.27300E+002   2.04135E-025   1.86827E-025   1.73076E-026
  1.28800E+002   2.04399E-025   1.87477E-025   1.69219E-026
  1.30300E+002   2.04539E-025   1.87996E-025   1.65439E-026
  1.31800E+002   2.04443E-025   1.88271E-025   1.61725E-026
  1.33400E+002   2.04293E-025   1.88509E-025   1.57840E-026
  1.34900E+002   2.04046E-025   1.88619E-025   1.54273E-026
  1.36500E+002   2.03632E-025   1.88581E-025   1.50515E-026
  1.38000E+002   2.03133E-025   1.88423E-025   1.47096E-026
  1.39600E+002   2.02468E-025   1.88116E-025   1.43523E-026
  1.41200E+002   2.01704E-025   1.87704E-025   1.39997E-026
  1.42900E+002   2.00757E-025   1.87120E-025   1.36374E-026
  1.44500E+002   1.99770E-025   1.86467E-025   1.33023E-026
  1.46200E+002   1.98595E-025   1.85640E-025   1.29552E-026
  1.47900E+002   1.97342E-025   1.84724E-025   1.26175E-026
  1.49600E+002   1.95965E-025   1.83678E-025   1.22871E-026
  1.51400E+002   1.94439E-025   1.82493E-025   1.19462E-026
  1.53100E+002   1.92887E-025   1.81254E-025   1.16336E-026
  1.54900E+002   1.91193E-025   1.79881E-025   1.13111E-026
  1.56700E+002   1.89393E-025   1.78396E-025   1.09970E-026
  1.58500E+002   1.87545E-025   1.76853E-025   1.06918E-026
  1.60300E+002   1.85729E-025   1.75335E-025   1.03940E-026
  1.62200E+002   1.83606E-025   1.73517E-025   1.00893E-026
  1.64100E+002   1.81452E-025   1.71656E-025   9.79520E-027
  1.66000E+002   1.79271E-025   1.69763E-025   9.50858E-027
  1.67900E+002   1.76976E-025   1.67746E-025   9.23054E-027
  1.69800E+002   1.74824E-025   1.65864E-025   8.95982E-027
  1.71800E+002   1.72344E-025   1.63657E-025   8.68700E-027
  1.73800E+002   1.69857E-025   1.61437E-025   8.42031E-027
  1.75800E+002   1.67371E-025   1.59208E-025   8.16320E-027
  1.77800E+002   1.64953E-025   1.57039E-025   7.91402E-027
  1.79900E+002   1.62270E-025   1.54609E-025   7.66059E-027
  1.82000E+002   1.59604E-025   1.52188E-025   7.41613E-027
  1.84100E+002   1.57006E-025   1.49826E-025   7.17993E-027
  1.86200E+002   1.54299E-025   1.47347E-025   6.95211E-027
  1.88400E+002   1.51495E-025   1.44773E-025   6.72182E-027
  1.90600E+002   1.48762E-025   1.42262E-025   6.49957E-027
  1.92800E+002   1.45999E-025   1.39714E-025   6.28542E-027
  1.95000E+002   1.43221E-025   1.37143E-025   6.07812E-027
  1.97200E+002   1.40538E-025   1.34658E-025   5.87963E-027
  1.99500E+002   1.37692E-025   1.32013E-025   5.67900E-027
  2.01800E+002   1.34859E-025   1.29373E-025   5.48574E-027
  2.04200E+002   1.32003E-025   1.26711E-025   5.29159E-027
  2.06500E+002   1.29241E-025   1.24128E-025   5.11355E-027
  2.08900E+002   1.26469E-025   1.21535E-025   4.93413E-027
  2.11400E+002   1.23527E-025   1.18772E-025   4.75521E-027
  2.13800E+002   1.20844E-025   1.16254E-025   4.58954E-027
  2.16300E+002   1.18005E-025   1.13581E-025   4.42413E-027
  2.18800E+002   1.15199E-025   1.10934E-025   4.26550E-027
  2.21300E+002   1.12546E-025   1.08432E-025   4.11322E-027
  2.23900E+002   1.09751E-025   1.05790E-025   3.96130E-027
  2.26500E+002   1.07069E-025   1.03253E-025   3.81532E-027
  2.29100E+002   1.04400E-025   1.00725E-025   3.67567E-027
  2.31700E+002   1.01844E-025   9.83018E-026   3.54175E-027
  2.34400E+002   9.91680E-026   9.57593E-026   3.40862E-027
  2.37100E+002   9.66066E-026   9.33257E-026   3.28082E-027
  2.39900E+002   9.39785E-026   9.08243E-026   3.15416E-027
  2.42700E+002   9.14656E-026   8.84323E-026   3.03330E-027
  2.45500E+002   8.89792E-026   8.60614E-026   2.91786E-027
  2.48300E+002   8.65716E-026   8.37646E-026   2.80694E-027
  2.51200E+002   8.41133E-026   8.14161E-026   2.69717E-027
  2.54100E+002   8.17660E-026   7.91737E-026   2.59227E-027
  2.57000E+002   7.94549E-026   7.69627E-026   2.49212E-027
  2.60000E+002   7.71437E-026   7.47501E-026   2.39356E-027
  2.63000E+002   7.48730E-026   7.25741E-026   2.29891E-027
  2.66100E+002   7.26392E-026   7.04332E-026   2.20599E-027
  2.69100E+002   7.05207E-026   6.84010E-026   2.11977E-027
  2.72300E+002   6.83343E-026   6.63018E-026   2.03248E-027
  2.75400E+002   6.63067E-026   6.43552E-026   1.95142E-027
  2.78600E+002   6.42305E-026   6.23583E-026   1.87218E-027
  2.81800E+002   6.22850E-026   6.04884E-026   1.79657E-027
  2.85100E+002   6.02971E-026   5.85749E-026   1.72221E-027
  2.88400E+002   5.83816E-026   5.67303E-026   1.65124E-027
  2.91700E+002   5.65139E-026   5.49301E-026   1.58384E-027
  2.95100E+002   5.47130E-026   5.31958E-026   1.51720E-027
  2.98500E+002   5.29108E-026   5.14564E-026   1.45441E-027
  3.02000E+002   5.11738E-026   4.97809E-026   1.39288E-027
  3.05500E+002   4.94938E-026   4.81598E-026   1.33401E-027
  3.09000E+002   4.78397E-026   4.65612E-026   1.27848E-027
  3.12600E+002   4.62496E-026   4.50258E-026   1.22380E-027
  3.16200E+002   4.46623E-026   4.34903E-026   1.17200E-027
  3.19900E+002   4.31396E-026   4.20183E-026   1.12123E-027
  3.23600E+002   4.16429E-026   4.05698E-026   1.07315E-027
  3.27300E+002   4.02267E-026   3.91992E-026   1.02744E-027
  3.31100E+002   3.88438E-026   3.78608E-026   9.83071E-028
  3.35000E+002   3.74511E-026   3.65116E-026   9.39559E-028
  3.38800E+002   3.61508E-026   3.52514E-026   8.99388E-028
  3.42800E+002   3.48278E-026   3.39685E-026   8.59278E-028
  3.46700E+002   3.36271E-026   3.28049E-026   8.22206E-028
  3.50800E+002   3.23945E-026   3.16092E-026   7.85258E-028
  3.54800E+002   3.12343E-026   3.04833E-026   7.51041E-028
  3.58900E+002   3.00948E-026   2.93770E-026   7.17835E-028
  3.63100E+002   2.89710E-026   2.82855E-026   6.85516E-028
  3.67300E+002   2.79107E-026   2.72557E-026   6.55014E-028
  3.71500E+002   2.69078E-026   2.62817E-026   6.26031E-028
  3.75800E+002   2.58892E-026   2.52913E-026   5.97850E-028
  3.80200E+002   2.49215E-026   2.43509E-026   5.70633E-028
  3.84600E+002   2.39638E-026   2.34190E-026   5.44856E-028
  3.89000E+002   2.30744E-026   2.25539E-026   5.20452E-028
  3.93500E+002   2.22023E-026   2.17055E-026   4.96793E-028
  3.98100E+002   2.13469E-026   2.08730E-026   4.73941E-028
  4.02700E+002   2.05291E-026   2.00768E-026   4.52301E-028
  4.07400E+002   1.97281E-026   1.92968E-026   4.31376E-028
  4.12100E+002   1.89745E-026   1.85629E-026   4.11615E-028
  4.16900E+002   1.82268E-026   1.78342E-026   3.92528E-028
  4.21700E+002   1.75104E-026   1.71359E-026   3.74482E-028
  4.26600E+002   1.68332E-026   1.64762E-026   3.57042E-028
  4.31500E+002   1.61755E-026   1.58350E-026   3.40568E-028
  4.36500E+002   1.55235E-026   1.51988E-026   3.24684E-028
  4.41600E+002   1.49087E-026   1.45993E-026   3.09385E-028
  4.46700E+002   1.43112E-026   1.40163E-026   2.94909E-028
  4.51900E+002   1.37391E-026   1.34581E-026   2.81014E-028
  4.57100E+002   1.31930E-026   1.29251E-026   2.67851E-028
  4.62400E+002   1.26533E-026   1.23981E-026   2.55206E-028
  4.67700E+002   1.21462E-026   1.19029E-026   2.43261E-028
  4.73100E+002   1.16609E-026   1.14292E-026   2.31747E-028
  4.78600E+002   1.11744E-026   1.09537E-026   2.20706E-028
  4.84200E+002   1.07172E-026   1.05071E-026   2.10091E-028
  4.89800E+002   1.02744E-026   1.00743E-026   2.00071E-028
  4.95500E+002   9.85169E-027   9.66124E-027   1.90452E-028
  5.01200E+002   9.44868E-027   9.26729E-027   1.81390E-028
  5.07000E+002   9.05192E-027   8.87924E-027   1.72680E-028
  5.12900E+002   8.67358E-027   8.50925E-027   1.64335E-028
  5.18800E+002   8.31934E-027   8.16287E-027   1.56462E-028
  5.24800E+002   7.96489E-027   7.81598E-027   1.48912E-028
  5.30900E+002   7.63301E-027   7.49134E-027   1.41673E-028
  5.37000E+002   7.31699E-027   7.18214E-027   1.34848E-028
  5.43200E+002   7.00656E-027   6.87824E-027   1.28316E-028
  5.49500E+002   6.71104E-027   6.58899E-027   1.22057E-028
  5.55900E+002   6.42127E-027   6.30520E-027   1.16071E-028
  5.62300E+002   6.14988E-027   6.03946E-027   1.10426E-028
  5.68800E+002   5.89237E-027   5.78734E-027   1.05031E-028
  5.75400E+002   5.63547E-027   5.53559E-027   9.98789E-029
  5.82100E+002   5.39569E-027   5.30075E-027   9.49363E-029
  5.88800E+002   5.16364E-027   5.07334E-027   9.02960E-029
  5.95700E+002   4.93737E-027   4.85158E-027   8.57902E-029
  6.02600E+002   4.72573E-027   4.64417E-027   8.15552E-029
  6.09500E+002   4.52462E-027   4.44706E-027   7.75636E-029
  6.16600E+002   4.32511E-027   4.25143E-027   7.36888E-029
  6.23700E+002   4.13853E-027   4.06847E-027   7.00564E-029
  6.31000E+002   3.95652E-027   3.88998E-027   6.65396E-029
  6.38300E+002   3.78423E-027   3.72100E-027   6.32318E-029
  6.45700E+002   3.61809E-027   3.55801E-027   6.00752E-029
  6.53100E+002   3.46312E-027   3.40601E-027   5.71068E-029
  6.60700E+002   3.30709E-027   3.25286E-027   5.42346E-029
  6.68300E+002   3.16395E-027   3.11241E-027   5.15380E-029
  6.76100E+002   3.02251E-027   2.97358E-027   4.89297E-029
  6.83900E+002   2.89042E-027   2.84394E-027   4.64859E-029
  6.91800E+002   2.76348E-027   2.71933E-027   4.41564E-029
  6.99800E+002   2.63981E-027   2.59787E-027   4.19352E-029
  7.08000E+002   2.52149E-027   2.48169E-027   3.97951E-029
  7.16100E+002   2.41058E-027   2.37277E-027   3.78096E-029
  7.24400E+002   2.30345E-027   2.26756E-027   3.58935E-029
  7.32800E+002   2.20018E-027   2.16610E-027   3.40776E-029
  7.41300E+002   2.10312E-027   2.07077E-027   3.23507E-029
  7.49900E+002   2.00685E-027   1.97614E-027   3.07041E-029
  7.58600E+002   1.91770E-027   1.88856E-027   2.91413E-029
  7.67400E+002   1.83229E-027   1.80464E-027   2.76536E-029
  7.76200E+002   1.75023E-027   1.72397E-027   2.62567E-029
  7.85200E+002   1.67025E-027   1.64534E-027   2.49187E-029
  7.94300E+002   1.59526E-027   1.57162E-027   2.36430E-029
  8.03500E+002   1.52246E-027   1.50002E-027   2.24341E-029
  8.12800E+002   1.45465E-027   1.43336E-027   2.12864E-029
  8.22200E+002   1.38904E-027   1.36884E-027   2.02011E-029
  8.31800E+002   1.32501E-027   1.30586E-027   1.91560E-029
  8.41400E+002   1.26541E-027   1.24723E-027   1.81744E-029
  8.51100E+002   1.20839E-027   1.19115E-027   1.72445E-029
  8.61000E+002   1.15255E-027   1.13620E-027   1.63558E-029
  8.71000E+002   1.10019E-027   1.08468E-027   1.55077E-029
  8.81000E+002   1.05062E-027   1.03591E-027   1.47158E-029
  8.91200E+002   1.00222E-027   9.88266E-028   1.39530E-029
  9.01600E+002   9.56218E-028   9.42989E-028   1.32286E-029
  9.12000E+002   9.12887E-028   9.00338E-028   1.25485E-029
  9.22600E+002   8.70450E-028   8.58555E-028   1.18958E-029
  9.33300E+002   8.30691E-028   8.19414E-028   1.12769E-029
  9.44100E+002   7.92724E-028   7.82029E-028   1.06944E-029
  9.55000E+002   7.56093E-028   7.45954E-028   1.01395E-029
  9.66000E+002   7.21617E-028   7.12001E-028   9.61566E-030
  9.77200E+002   6.88504E-028   6.79386E-028   9.11726E-030
  9.88500E+002   6.56546E-028   6.47904E-028   8.64206E-030
  1.00000E+003   6.26244E-028   6.18055E-028   8.18842E-030
  1.01200E+003   5.96369E-028   5.88622E-028   7.74697E-030
  1.02300E+003   5.70249E-028   5.62882E-028   7.36687E-030
  1.03500E+003   5.43663E-028   5.36686E-028   6.97760E-030
  1.04700E+003   5.18545E-028   5.11934E-028   6.61149E-030
  1.05900E+003   4.94583E-028   4.88314E-028   6.26909E-030
  1.07200E+003   4.70397E-028   4.64475E-028   5.92172E-030
  1.08400E+003   4.49338E-028   4.43716E-028   5.62164E-030
  1.09600E+003   4.29198E-028   4.23858E-028   5.34019E-030
  1.10900E+003   4.08853E-028   4.03800E-028   5.05265E-030
  1.12200E+003   3.89701E-028   3.84917E-028   4.78415E-030
  1.13500E+003   3.71417E-028   3.66885E-028   4.53242E-030
  1.14800E+003   3.54382E-028   3.50085E-028   4.29691E-030
  1.16100E+003   3.38275E-028   3.34200E-028   4.07512E-030
  1.17500E+003   3.21728E-028   3.17876E-028   3.85193E-030
  1.18800E+003   3.07415E-028   3.03757E-028   3.65757E-030
  1.20200E+003   2.92880E-028   2.89418E-028   3.46152E-030
  1.21600E+003   2.79012E-028   2.75734E-028   3.27764E-030
  1.23000E+003   2.66101E-028   2.62995E-028   3.10549E-030
  1.24400E+003   2.53900E-028   2.50956E-028   2.94391E-030
  1.25900E+003   2.41439E-028   2.38658E-028   2.78161E-030
  1.27400E+003   2.29857E-028   2.27227E-028   2.63038E-030
  1.28800E+003   2.19670E-028   2.17173E-028   2.49768E-030
  1.30300E+003   2.09214E-028   2.06849E-028   2.36490E-030
  1.31800E+003   1.99507E-028   1.97267E-028   2.24015E-030
  1.33400E+003   1.89767E-028   1.87651E-028   2.11564E-030
  1.34900E+003   1.81012E-028   1.79006E-028   2.00649E-030
  1.36500E+003   1.72347E-028   1.70450E-028   1.89712E-030
  1.38000E+003   1.64691E-028   1.62890E-028   1.80132E-030
  1.39600E+003   1.56870E-028   1.55165E-028   1.70541E-030
  1.41200E+003   1.49592E-028   1.47977E-028   1.61533E-030
  1.42900E+003   1.42316E-028   1.40790E-028   1.52608E-030
  1.44500E+003   1.35768E-028   1.34321E-028   1.44728E-030
  1.46200E+003   1.29308E-028   1.27940E-028   1.36886E-030
  1.47900E+003   1.23218E-028   1.21923E-028   1.29554E-030
  1.49600E+003   1.17409E-028   1.16182E-028   1.22689E-030
