# lambda[um]  lamI_lam_total  lamI_lam_astrodust  lamI_lam_pah
  1.13500E+001   1.71920E-025   4.44691E-028   1.71475E-025
  1.14800E+001   1.12532E-025   4.25432E-028   1.12107E-025
  1.16100E+001   7.99475E-026   4.08534E-028   7.95389E-026
  1.17500E+001   7.34719E-026   3.91826E-028   7.30800E-026
  1.18900E+001   8.16436E-026   3.75406E-028   8.12682E-026
  1.20200E+001   8.62908E-026   3.59789E-028   8.59310E-026
  1.21600E+001   7.96160E-026   3.43412E-028   7.92725E-026
  1.23000E+001   7.84612E-026   3.28878E-028   7.81323E-026
  1.24400E+001   9.16776E-026   3.17526E-028   9.13601E-026
  1.25900E+001   1.12640E-025   3.10386E-028   1.12330E-025
  1.27300E+001   1.05891E-025   3.08263E-028   1.05583E-025
  1.28800E+001   7.61003E-026   3.08599E-028   7.57917E-026
  1.30300E+001   6.12931E-026   3.08104E-028   6.09850E-026
  1.31800E+001   5.64224E-026   3.08325E-028   5.61140E-026
  1.33400E+001   5.85752E-026   3.08685E-028   5.82665E-026
  1.34900E+001   6.05922E-026   3.09007E-028   6.02832E-026
  1.36500E+001   5.39069E-026   3.09747E-028   5.35972E-026
  1.38000E+001   4.77375E-026   3.10878E-028   4.74266E-026
  1.39600E+001   4.52515E-026   3.12709E-028   4.49388E-026
  1.41200E+001   4.69200E-026   3.15252E-028   4.66048E-026
  1.42900E+001   4.51105E-026   3.18777E-028   4.47917E-026
  1.44500E+001   4.13306E-026   3.23020E-028   4.10076E-026
  1.46200E+001   3.97978E-026   3.28621E-028   3.94691E-026
  1.47900E+001   3.92653E-026   3.35501E-028   3.89298E-026
  1.49600E+001   3.91394E-026   3.43687E-028   3.87957E-026
  1.51400E+001   3.92484E-026   3.53575E-028   3.88948E-026
  1.53100E+001   3.95254E-026   3.63973E-028   3.91615E-026
  1.54900E+001   4.00232E-026   3.75973E-028   3.96472E-026
  1.56700E+001   4.08788E-026   3.88724E-028   4.04901E-026
  1.58500E+001   4.25119E-026   4.02001E-028   4.21099E-026
  1.60300E+001   4.39336E-026   4.15714E-028   4.35179E-026
  1.62200E+001   4.77810E-026   4.30316E-028   4.73507E-026
  1.64100E+001   6.42498E-026   4.44848E-028   6.38050E-026
  1.66000E+001   5.76100E-026   4.58992E-028   5.71510E-026
  1.67900E+001   5.68903E-026   4.72522E-028   5.64178E-026
  1.69800E+001   5.93953E-026   4.85115E-028   5.89101E-026
  1.71800E+001   5.91115E-026   4.97238E-028   5.86142E-026
  1.73800E+001   5.92900E-026   5.08181E-028   5.87818E-026
  1.75800E+001   5.04339E-026   5.17994E-028   4.99160E-026
  1.77800E+001   4.77217E-026   5.26603E-028   4.71951E-026
  1.79900E+001   4.48075E-026   5.34438E-028   4.42731E-026
  1.82000E+001   4.19192E-026   5.41051E-028   4.13781E-026
  1.84100E+001   4.05297E-026   5.46337E-028   3.99834E-026
  1.86200E+001   3.96317E-026   5.50423E-028   3.90813E-026
  1.88400E+001   3.89032E-026   5.53340E-028   3.83499E-026
  1.90600E+001   3.82378E-026   5.54930E-028   3.76828E-026
  1.92700E+001   3.76128E-026   5.55806E-028   3.70570E-026
  1.95000E+001   3.69558E-026   5.55772E-028   3.64001E-026
  1.97200E+001   3.63802E-026   5.55427E-028   3.58248E-026
  1.99500E+001   3.58435E-026   5.54938E-028   3.52885E-026
  2.01800E+001   3.53706E-026   5.56406E-028   3.48142E-026
  2.04200E+001   3.49341E-026   5.58800E-028   3.43753E-026
  2.06500E+001   3.45606E-026   5.62150E-028   3.39985E-026
  2.08900E+001   3.42098E-026   5.66787E-028   3.36430E-026
  2.11400E+001   3.38791E-026   5.72614E-028   3.33064E-026
  2.13800E+001   3.35894E-026   5.78617E-028   3.30108E-026
  2.16300E+001   3.33137E-026   5.85460E-028   3.27282E-026
  2.18800E+001   3.30611E-026   5.92670E-028   3.24684E-026
  2.21300E+001   3.28289E-026   5.99758E-028   3.22291E-026
  2.23900E+001   3.26071E-026   6.06833E-028   3.20003E-026
  2.26500E+001   3.24043E-026   6.14346E-028   3.17899E-026
  2.29100E+001   3.22187E-026   6.21845E-028   3.15969E-026
  2.31700E+001   3.20491E-026   6.29361E-028   3.14197E-026
  2.34400E+001   3.18909E-026   6.38774E-028   3.12522E-026
  2.37100E+001   3.17483E-026   6.48812E-028   3.10995E-026
  2.39900E+001   3.16169E-026   6.60716E-028   3.09562E-026
  2.42700E+001   3.15020E-026   6.73903E-028   3.08281E-026
  2.45500E+001   3.14019E-026   6.88683E-028   3.07133E-026
  2.48300E+001   3.13158E-026   7.04518E-028   3.06113E-026
  2.51200E+001   3.12410E-026   7.22373E-028   3.05187E-026
  2.54100E+001   3.11798E-026   7.42290E-028   3.04375E-026
  2.57000E+001   3.11319E-026   7.63759E-028   3.03681E-026
  2.60000E+001   3.10946E-026   7.87296E-028   3.03073E-026
  2.63000E+001   3.10701E-026   8.12548E-028   3.02576E-026
  2.66100E+001   3.10570E-026   8.40513E-028   3.02165E-026
  2.69200E+001   3.10558E-026   8.70984E-028   3.01848E-026
  2.72300E+001   3.10651E-026   9.02464E-028   3.01627E-026
  2.75400E+001   3.10857E-026   9.36540E-028   3.01492E-026
  2.78600E+001   3.11165E-026   9.73484E-028   3.01431E-026
  2.81800E+001   3.11572E-026   1.01264E-027   3.01446E-026
  2.85100E+001   3.12097E-026   1.05536E-027   3.01544E-026
  2.88400E+001   3.12720E-026   1.10055E-027   3.01714E-026
  2.91700E+001   3.13427E-026   1.14856E-027   3.01942E-026
  2.95100E+001   3.14231E-026   1.19984E-027   3.02233E-026
  2.98500E+001   3.15139E-026   1.25475E-027   3.02591E-026
  3.02000E+001   3.16156E-026   1.31422E-027   3.03014E-026
  3.05500E+001   3.17244E-026   1.37615E-027   3.03482E-026
  3.09000E+001   3.18407E-026   1.44118E-027   3.03995E-026
  3.12600E+001   3.19681E-026   1.51132E-027   3.04568E-026
  3.16200E+001   3.21024E-026   1.58526E-027   3.05171E-026
  3.19900E+001   3.22485E-026   1.66487E-027   3.05837E-026
  3.23600E+001   3.23984E-026   1.74696E-027   3.06514E-026
  3.27300E+001   3.25582E-026   1.83405E-027   3.07242E-026
  3.31100E+001   3.27297E-026   1.92889E-027   3.08009E-026
  3.35000E+001   3.29094E-026   2.02825E-027   3.08811E-026
  3.38800E+001   3.30901E-026   2.12922E-027   3.09609E-026
  3.42800E+001   3.32898E-026   2.24167E-027   3.10481E-026
  3.46700E+001   3.34896E-026   2.35605E-027   3.11336E-026
  3.50800E+001   3.37046E-026   2.48020E-027   3.12244E-026
  3.54800E+001   3.39202E-026   2.60761E-027   3.13126E-026
  3.58900E+001   3.41484E-026   2.74415E-027   3.14043E-026
  3.63100E+001   3.43898E-026   2.88983E-027   3.15000E-026
  3.67300E+001   3.46332E-026   3.03924E-027   3.15940E-026
  3.71500E+001   3.48851E-026   3.19750E-027   3.16876E-026
  3.75800E+001   3.51509E-026   3.36535E-027   3.17855E-026
  3.80200E+001   3.54241E-026   3.54210E-027   3.18820E-026
  3.84600E+001   3.57077E-026   3.72838E-027   3.19793E-026
  3.89000E+001   3.59968E-026   3.92203E-027   3.20747E-026
  3.93500E+001   3.62984E-026   4.12780E-027   3.21706E-026
  3.98100E+001   3.66168E-026   4.34638E-027   3.22704E-026
  4.02700E+001   3.69412E-026   4.57682E-027   3.23644E-026
  4.07400E+001   3.72757E-026   4.81546E-027   3.24602E-026
  4.12100E+001   3.76259E-026   5.06966E-027   3.25563E-026
  4.16900E+001   3.79897E-026   5.33994E-027   3.26498E-026
  4.21700E+001   3.83583E-026   5.61722E-027   3.27410E-026
  4.26600E+001   3.87456E-026   5.91144E-027   3.28342E-026
  4.31500E+001   3.91420E-026   6.22102E-027   3.29210E-026
  4.36500E+001   3.95583E-026   6.54951E-027   3.30088E-026
  4.41600E+001   3.99926E-026   6.89794E-027   3.30947E-026
  4.46700E+001   4.04452E-026   7.26533E-027   3.31799E-026
  4.51900E+001   4.09035E-026   7.64469E-027   3.32588E-026
  4.57100E+001   4.13905E-026   8.04930E-027   3.33412E-026
  4.62400E+001   4.18932E-026   8.47868E-027   3.34145E-026
  4.67700E+001   4.24134E-026   8.92517E-027   3.34882E-026
  4.73100E+001   4.29575E-026   9.39832E-027   3.35592E-026
  4.78600E+001   4.35277E-026   9.89962E-027   3.36280E-026
  4.84200E+001   4.41126E-026   1.04233E-026   3.36893E-026
  4.89800E+001   4.47448E-026   1.09907E-026   3.37541E-026
  4.95400E+001   4.53735E-026   1.15650E-026   3.38085E-026
  5.01200E+001   4.60490E-026   1.21860E-026   3.38630E-026
  5.07000E+001   4.67538E-026   1.28407E-026   3.39131E-026
  5.12900E+001   4.74908E-026   1.35322E-026   3.39585E-026
  5.18800E+001   4.82514E-026   1.42524E-026   3.39991E-026
  5.24800E+001   4.90495E-026   1.50120E-026   3.40375E-026
  5.30900E+001   4.98816E-026   1.58160E-026   3.40656E-026
  5.37000E+001   5.07572E-026   1.66602E-026   3.40970E-026
  5.43300E+001   5.16825E-026   1.75671E-026   3.41154E-026
  5.49500E+001   5.26236E-026   1.84923E-026   3.41313E-026
  5.55900E+001   5.36302E-026   1.94844E-026   3.41458E-026
  5.62300E+001   5.46610E-026   2.05128E-026   3.41482E-026
  5.68800E+001   5.57604E-026   2.16071E-026   3.41533E-026
  5.75400E+001   5.68891E-026   2.27468E-026   3.41423E-026
  5.82100E+001   5.80897E-026   2.39575E-026   3.41322E-026
  5.88800E+001   5.93263E-026   2.52119E-026   3.41144E-026
  5.95700E+001   6.06361E-026   2.65465E-026   3.40896E-026
  6.02600E+001   6.19983E-026   2.79427E-026   3.40556E-026
  6.09500E+001   6.33867E-026   2.93671E-026   3.40196E-026
  6.16600E+001   6.48723E-026   3.08974E-026   3.39749E-026
  6.23700E+001   6.63771E-026   3.24513E-026   3.39258E-026
  6.31000E+001   6.79859E-026   3.41204E-026   3.38655E-026
  6.38300E+001   6.96287E-026   3.58351E-026   3.37936E-026
  6.45700E+001   7.13675E-026   3.76485E-026   3.37190E-026
  6.53100E+001   7.31200E-026   3.94814E-026   3.36386E-026
  6.60700E+001   7.49945E-026   4.14406E-026   3.35539E-026
  6.68300E+001   7.68744E-026   4.34166E-026   3.34577E-026
  6.76100E+001   7.88747E-026   4.55228E-026   3.33519E-026
  6.83900E+001   8.09093E-026   4.76726E-026   3.32367E-026
  6.91800E+001   8.30089E-026   4.98964E-026   3.31125E-026
  6.99800E+001   8.51758E-026   5.21877E-026   3.29881E-026
  7.07900E+001   8.73991E-026   5.45514E-026   3.28476E-026
  7.16100E+001   8.97268E-026   5.70251E-026   3.27017E-026
  7.24400E+001   9.20702E-026   5.95237E-026   3.25466E-026
  7.32800E+001   9.45163E-026   6.21314E-026   3.23849E-026
  7.41300E+001   9.70099E-026   6.47994E-026   3.22105E-026
  7.49900E+001   9.95199E-026   6.74872E-026   3.20328E-026
  7.58600E+001   1.02128E-025   7.02815E-026   3.18461E-026
  7.67400E+001   1.04786E-025   7.31352E-026   3.16510E-026
  7.76200E+001   1.07499E-025   7.60516E-026   3.14471E-026
  7.85200E+001   1.10225E-025   7.89943E-026   3.12308E-026
  7.94300E+001   1.13003E-025   8.19952E-026   3.10078E-026
  8.03500E+001   1.15868E-025   8.50852E-026   3.07826E-026
  8.12800E+001   1.18692E-025   8.81466E-026   3.05452E-026
  8.22200E+001   1.21613E-025   9.13150E-026   3.02981E-026
  8.31800E+001   1.24520E-025   9.44743E-026   3.00456E-026
  8.41400E+001   1.27470E-025   9.76872E-026   2.97828E-026
  8.51100E+001   1.30424E-025   1.00908E-025   2.95164E-026
  8.61000E+001   1.33417E-025   1.04176E-025   2.92405E-026
  8.71000E+001   1.36415E-025   1.07458E-025   2.89569E-026
  8.81100E+001   1.39390E-025   1.10725E-025   2.86652E-026
  8.91200E+001   1.42344E-025   1.13973E-025   2.83704E-026
  9.01600E+001   1.45405E-025   1.17341E-025   2.80641E-026
  9.12000E+001   1.48322E-025   1.20566E-025   2.77562E-026
  9.22600E+001   1.51240E-025   1.23803E-025   2.74375E-026
  9.33200E+001   1.54183E-025   1.27063E-025   2.71195E-026
  9.44100E+001   1.57059E-025   1.30270E-025   2.67885E-026
  9.55000E+001   1.59929E-025   1.33474E-025   2.64552E-026
  9.66100E+001   1.62777E-025   1.36661E-025   2.61158E-026
  9.77200E+001   1.65459E-025   1.39684E-025   2.57754E-026
  9.88600E+001   1.68196E-025   1.42773E-025   2.54229E-026
  1.00000E+002   1.70845E-025   1.45773E-025   2.50721E-026
  1.01200E+002   1.73522E-025   1.48818E-025   2.47034E-026
  1.02300E+002   1.75878E-025   1.51515E-025   2.43627E-026
  1.03500E+002   1.78346E-025   1.54352E-025   2.39947E-026
  1.04700E+002   1.80674E-025   1.57049E-025   2.36247E-026
  1.05900E+002   1.82919E-025   1.59662E-025   2.32574E-026
  1.07200E+002   1.85190E-025   1.62328E-025   2.28626E-026
  1.08400E+002   1.87169E-025   1.64669E-025   2.24992E-026
  1.09700E+002   1.89275E-025   1.67165E-025   2.21106E-026
  1.10900E+002   1.91018E-025   1.69267E-025   2.17501E-026
  1.12200E+002   1.92744E-025   1.71380E-025   2.13644E-026
  1.13500E+002   1.94342E-025   1.73360E-025   2.09826E-026
  1.14800E+002   1.95933E-025   1.75327E-025   2.06059E-026
  1.16100E+002   1.97260E-025   1.77030E-025   2.02302E-026
  1.17500E+002   1.98649E-025   1.78818E-025   1.98314E-026
  1.18800E+002   1.99737E-025   1.80271E-025   1.94654E-026
  1.20200E+002   2.00823E-025   1.81747E-025   1.90758E-026
  1.21600E+002   2.01648E-025   1.82956E-025   1.86916E-026
  1.23000E+002   2.02487E-025   1.84175E-025   1.83119E-026
  1.24400E+002   2.03137E-025   1.85198E-025   1.79390E-026
  1.25900E+002   2.03613E-025   1.86069E-025   1.75437E-026
  1.27300E+002   2.04009E-025   1.86827E-025   1.71819E-026
  1.28800E+002   2.04277E-025   1.87477E-025   1.68002E-026
  1.30300E+002   2.04422E-025   1.87996E-025   1.64259E-026
  1.31800E+002   2.04329E-025   1.88271E-025   1.60582E-026
  1.33400E+002   2.04182E-025   1.88509E-025   1.56735E-026
  1.34900E+002   2.03939E-025   1.88619E-025   1.53202E-026
  1.36500E+002   2.03529E-025   1.88581E-025   1.49479E-026
  1.38000E+002   2.03032E-025   1.88423E-025   1.46093E-026
  1.39600E+002   2.02371E-025   1.88116E-025   1.42553E-026
  1.41200E+002   2.01610E-025   1.87704E-025   1.39059E-026
  1.42900E+002   2.00667E-025   1.87120E-025   1.35469E-026
  1.44500E+002   1.99682E-025   1.86467E-025   1.32147E-026
  1.46200E+002   1.98511E-025   1.85640E-025   1.28706E-026
  1.47900E+002   1.97260E-025   1.84724E-025   1.25359E-026
  1.49600E+002   1.95887E-025   1.83678E-025   1.22083E-026
  1.51400E+002   1.94363E-025   1.82493E-025   1.18703E-026
  1.53100E+002   1.92814E-025   1.81254E-025   1.15602E-026
  1.54900E+002   1.91122E-025   1.79881E-025   1.12404E-026
  1.56700E+002   1.89325E-025   1.78396E-025   1.09288E-026
  1.58500E+002   1.87479E-025   1.76853E-025   1.06261E-026
  1.60300E+002   1.85666E-025   1.75335E-025   1.03307E-026
  1.62200E+002   1.83545E-025   1.73517E-025   1.00283E-026
  1.64100E+002   1.81393E-025   1.71656E-025   9.73654E-027
  1.66000E+002   1.79215E-025   1.69763E-025   9.45211E-027
  1.67900E+002   1.76922E-025   1.67746E-025   9.17618E-027
  1.69800E+002   1.74772E-025   1.65864E-025   8.90748E-027
  1.71800E+002   1.72294E-025   1.63657E-025   8.63669E-027
  1.73800E+002   1.69809E-025   1.61437E-025   8.37195E-027
  1.75800E+002   1.67325E-025   1.59208E-025   8.11670E-027
  1.77800E+002   1.64908E-025   1.57039E-025   7.86931E-027
  1.79900E+002   1.62227E-025   1.54609E-025   7.61767E-027
  1.82000E+002   1.59563E-025   1.52188E-025   7.37492E-027
  1.84100E+002   1.56967E-025   1.49826E-025   7.14036E-027
  1.86200E+002   1.54261E-025   1.47347E-025   6.91410E-027
  1.88400E+002   1.51458E-025   1.44773E-025   6.68538E-027
  1.90600E+002   1.48727E-025   1.42262E-025   6.46461E-027
  1.92800E+002   1.45965E-025   1.39714E-025   6.25189E-027
  1.95000E+002   1.43189E-025   1.37143E-025   6.04595E-027
  1.97200E+002   1.40507E-025   1.34658E-025   5.84875E-027
  1.99500E+002   1.37662E-025   1.32013E-025   5.64941E-027
  2.01800E+002   1.34831E-025   1.29373E-025   5.45739E-027
  2.04200E+002   1.31976E-025   1.26711E-025   5.26446E-027
  2.06500E+002   1.29215E-025   1.24128E-025   5.08753E-027
  2.08900E+002   1.26444E-025   1.21535E-025   4.90922E-027
  2.11400E+002   1.23503E-025   1.18772E-025   4.73140E-027
  2.13800E+002   1.20821E-025   1.16254E-025   4.56673E-027
  2.16300E+002   1.17983E-025   1.13581E-025   4.40231E-027
  2.18800E+002   1.15178E-025   1.10934E-025   4.24463E-027
  2.21300E+002   1.12526E-025   1.08432E-025   4.09325E-027
  2.23900E+002   1.09732E-025   1.05790E-025   3.94221E-027
  2.26500E+002   1.07051E-025   1.03253E-025   3.79708E-027
  2.29100E+002   1.04383E-025   1.00725E-025   3.65823E-027
  2.31700E+002   1.01827E-025   9.83018E-026   3.52506E-027
  2.34400E+002   9.91520E-026   9.57593E-026   3.39268E-027
  2.37100E+002   9.65913E-026   9.33257E-026   3.26559E-027
  2.39900E+002   9.39639E-026   9.08243E-026   3.13963E-027
  2.42700E+002   9.14517E-026   8.84323E-026   3.01942E-027
  2.45500E+002   8.89660E-026   8.60614E-026   2.90461E-027
  2.48300E+002   8.65589E-026   8.37646E-026   2.79429E-027
  2.51200E+002   8.41012E-026   8.14161E-026   2.68511E-027
  2.54100E+002   8.17545E-026   7.91737E-026   2.58075E-027
  2.57000E+002   7.94439E-026   7.69627E-026   2.48112E-027
  2.60000E+002   7.71332E-026   7.47501E-026   2.38308E-027
  2.63000E+002   7.48630E-026   7.25741E-026   2.28891E-027
  2.66100E+002   7.26297E-026   7.04332E-026   2.19646E-027
  2.69100E+002   7.05116E-026   6.84010E-026   2.11069E-027
  2.72300E+002   6.83256E-026   6.63018E-026   2.02382E-027
  2.75400E+002   6.62984E-026   6.43552E-026   1.94317E-027
  2.78600E+002   6.42226E-026   6.23583E-026   1.86432E-027
  2.81800E+002   6.22775E-026   6.04884E-026   1.78908E-027
  2.85100E+002   6.02900E-026   5.85749E-026   1.71508E-027
  2.88400E+002   5.83748E-026   5.67303E-026   1.64445E-027
  2.91700E+002   5.65074E-026   5.49301E-026   1.57737E-027
  2.95100E+002   5.47068E-026   5.31958E-026   1.51104E-027
  2.98500E+002   5.29050E-026   5.14564E-026   1.44855E-027
  3.02000E+002   5.11682E-026   4.97809E-026   1.38730E-027
  3.05500E+002   4.94885E-026   4.81598E-026   1.32871E-027
  3.09000E+002   4.78346E-026   4.65612E-026   1.27342E-027
  3.12600E+002   4.62448E-026   4.50258E-026   1.21900E-027
  3.16200E+002   4.46577E-026   4.34903E-026   1.16743E-027
  3.19900E+002   4.31352E-026   4.20183E-026   1.11688E-027
  3.23600E+002   4.16388E-026   4.05698E-026   1.06902E-027
  3.27300E+002   4.02228E-026   3.91992E-026   1.02351E-027
  3.31100E+002   3.88401E-026   3.78608E-026   9.79332E-028
  3.35000E+002   3.74476E-026   3.65116E-026   9.36009E-028
  3.38800E+002   3.61474E-026   3.52514E-026   8.96010E-028
  3.42800E+002   3.48246E-026   3.39685E-026   8.56071E-028
  3.46700E+002   3.36240E-026   3.28049E-026   8.19156E-028
  3.50800E+002   3.23916E-026   3.16092E-026   7.82363E-028
  3.54800E+002   3.12316E-026   3.04833E-026   7.48289E-028
  3.58900E+002   3.00922E-026   2.93770E-026   7.15220E-028
  3.63100E+002   2.89685E-026   2.82855E-026   6.83034E-028
  3.67300E+002   2.79084E-026   2.72557E-026   6.52657E-028
  3.71500E+002   2.69055E-026   2.62817E-026   6.23792E-028
  3.75800E+002   2.58870E-026   2.52913E-026   5.95723E-028
  3.80200E+002   2.49195E-026   2.43509E-026   5.68615E-028
  3.84600E+002   2.39619E-026   2.34190E-026   5.42940E-028
  3.89000E+002   2.30725E-026   2.25539E-026   5.18632E-028
  3.93500E+002   2.22005E-026   2.17055E-026   4.95066E-028
  3.98100E+002   2.13453E-026   2.08730E-026   4.72303E-028
  4.02700E+002   2.05275E-026   2.00768E-026   4.50747E-028
  4.07400E+002   1.97267E-026   1.92968E-026   4.29902E-028
  4.12100E+002   1.89731E-026   1.85629E-026   4.10216E-028
  4.16900E+002   1.82254E-026   1.78342E-026   3.91201E-028
  4.21700E+002   1.75091E-026   1.71359E-026   3.73223E-028
  4.26600E+002   1.68320E-026   1.64762E-026   3.55848E-028
  4.31500E+002   1.61744E-026   1.58350E-026   3.39435E-028
  4.36500E+002   1.55225E-026   1.51988E-026   3.23610E-028
  4.41600E+002   1.49077E-026   1.45993E-026   3.08367E-028
  4.46700E+002   1.43102E-026   1.40163E-026   2.93944E-028
  4.51900E+002   1.37382E-026   1.34581E-026   2.80099E-028
  4.57100E+002   1.31921E-026   1.29251E-026   2.66983E-028
  4.62400E+002   1.26525E-026   1.23981E-026   2.54383E-028
  4.67700E+002   1.21454E-026   1.19029E-026   2.42481E-028
  4.73100E+002   1.16602E-026   1.14292E-026   2.31008E-028
  4.78600E+002   1.11737E-026   1.09537E-026   2.20005E-028
  4.84200E+002   1.07165E-026   1.05071E-026   2.09427E-028
  4.89800E+002   1.02738E-026   1.00743E-026   1.99442E-028
  4.95500E+002   9.85109E-027   9.66124E-027   1.89856E-028
  5.01200E+002   9.44811E-027   9.26729E-027   1.80825E-028
  5.07000E+002   9.05139E-027   8.87924E-027   1.72145E-028
  5.12900E+002   8.67308E-027   8.50925E-027   1.63829E-028
  5.18800E+002   8.31886E-027   8.16287E-027   1.55982E-028
  5.24800E+002   7.96444E-027   7.81598E-027   1.48457E-028
  5.30900E+002   7.63258E-027   7.49134E-027   1.41242E-028
  5.37000E+002   7.31658E-027   7.18214E-027   1.34440E-028
  5.43200E+002   7.00617E-027   6.87824E-027   1.27929E-028
  5.49500E+002   6.71068E-027   6.58899E-027   1.21691E-028
  5.55900E+002   6.42093E-027   6.30520E-027   1.15725E-028
  5.62300E+002   6.14955E-027   6.03946E-027   1.10098E-028
  5.68800E+002   5.89206E-027   5.78734E-027   1.04720E-028
  5.75400E+002   5.63518E-027   5.53559E-027   9.95846E-029
  5.82100E+002   5.39541E-027   5.30075E-027   9.46578E-029
  5.88800E+002   5.16337E-027   5.07334E-027   9.00322E-029
  5.95700E+002   4.93712E-027   4.85158E-027   8.55406E-029
  6.02600E+002   4.72549E-027   4.64417E-027   8.13190E-029
  6.09500E+002   4.52440E-027   4.44706E-027   7.73399E-029
  6.16600E+002   4.32490E-027   4.25143E-027   7.34772E-029
  6.23700E+002   4.13833E-027   4.06847E-027   6.98560E-029
  6.31000E+002   3.95633E-027   3.88998E-027   6.63500E-029
  6.38300E+002   3.78405E-027   3.72100E-027   6.30524E-029
  6.45700E+002   3.61792E-027   3.55801E-027   5.99054E-029
  6.53100E+002   3.46296E-027   3.40601E-027   5.69461E-029
  6.60700E+002   3.30694E-027   3.25286E-027   5.40825E-029
  6.68300E+002   3.16380E-027   3.11241E-027   5.13941E-029
  6.76100E+002   3.02238E-027   2.97358E-027   4.87936E-029
  6.83900E+002   2.89029E-027   2.84394E-027   4.63571E-029
  6.91800E+002   2.76336E-027   2.71933E-027   4.40345E-029
  6.99800E+002   2.63969E-027   2.59787E-027   4.18199E-029
  7.08000E+002   2.52138E-027   2.48169E-027   3.96861E-029
  7.16100E+002   2.41047E-027   2.37277E-027   3.77064E-029
  7.24400E+002   2.30335E-027   2.26756E-027   3.57959E-029
  7.32800E+002   2.20009E-027   2.16610E-027   3.39853E-029
  7.41300E+002   2.10303E-027   2.07077E-027   3.22634E-029
  7.49900E+002   2.00676E-027   1.97614E-027   3.06215E-029
  7.58600E+002   1.91762E-027   1.88856E-027   2.90632E-029
  7.67400E+002   1.83222E-027   1.80464E-027   2.75798E-029
  7.76200E+002   1.75016E-027   1.72397E-027   2.61868E-029
  7.85200E+002   1.67019E-027   1.64534E-027   2.48526E-029
  7.94300E+002   1.59520E-027   1.57162E-027   2.35805E-029
  8.03500E+002   1.52240E-027   1.50002E-027   2.23750E-029
  8.12800E+002   1.45459E-027   1.43336E-027   2.12305E-029
  8.22200E+002   1.38899E-027   1.36884E-027   2.01482E-029
  8.31800E+002   1.32496E-027   1.30586E-027   1.91060E-029
  8.41400E+002   1.26536E-027   1.24723E-027   1.81271E-029
  8.51100E+002   1.20835E-027   1.19115E-027   1.71999E-029
  8.61000E+002   1.15251E-027   1.13620E-027   1.63136E-029
  8.71000E+002   1.10015E-027   1.08468E-027   1.54678E-029
  8.81000E+002   1.05059E-027   1.03591E-027   1.46781E-029
  8.91200E+002   1.00218E-027   9.88266E-028   1.39173E-029
  9.01600E+002   9.56184E-028   9.42989E-028   1.31949E-029
  9.12000E+002   9.12855E-028   9.00338E-028   1.25166E-029
  9.22600E+002   8.70420E-028   8.58555E-028   1.18656E-029
  9.33300E+002   8.30662E-028   8.19414E-028   1.12484E-029
  9.44100E+002   7.92697E-028   7.82029E-028   1.06674E-029
  9.55000E+002   7.56068E-028   7.45954E-028   1.01140E-029
  9.66000E+002   7.21593E-028   7.12001E-028   9.59157E-030
  9.77200E+002   6.88481E-028   6.79386E-028   9.09448E-030
  9.88500E+002   6.56525E-028   6.47904E-028   8.62053E-030
  1.00000E+003   6.26223E-028   6.18055E-028   8.16808E-030
  1.01200E+003   5.96350E-028   5.88622E-028   7.72778E-030
  1.02300E+003   5.70231E-028   5.62882E-028   7.34868E-030
  1.03500E+003   5.43646E-028   5.36686E-028   6.96041E-030
  1.04700E+003   5.18529E-028   5.11934E-028   6.59524E-030
  1.05900E+003   4.94568E-028   4.88314E-028   6.25373E-030
  1.07200E+003   4.70383E-028   4.64475E-028   5.90725E-030
  1.08400E+003   4.49324E-028   4.43716E-028   5.60795E-030
  1.09600E+003   4.29185E-028   4.23858E-028   5.32722E-030
  1.10900E+003   4.08841E-028   4.03800E-028   5.04041E-030
  1.12200E+003   3.89689E-028   3.84917E-028   4.77258E-030
  1.13500E+003   3.71406E-028   3.66885E-028   4.52149E-030
  1.14800E+003   3.54371E-028   3.50085E-028   4.28658E-030
  1.16100E+003   3.38266E-028   3.34200E-028   4.06535E-030
  1.17500E+003   3.21719E-028   3.17876E-028   3.84271E-030
  1.18800E+003   3.07406E-028   3.03757E-028   3.64884E-030
  1.20200E+003   2.92872E-028   2.89418E-028   3.45327E-030
  1.21600E+003   2.79004E-028   2.75734E-028   3.26986E-030
  1.23000E+003   2.66093E-028   2.62995E-028   3.09813E-030
  1.24400E+003   2.53893E-028   2.50956E-028   2.93696E-030
  1.25900E+003   2.41433E-028   2.38658E-028   2.77505E-030
  1.27400E+003   2.29851E-028   2.27227E-028   2.62419E-030
  1.28800E+003   2.19664E-028   2.17173E-028   2.49181E-030
  1.30300E+003   2.09209E-028   2.06849E-028   2.35936E-030
  1.31800E+003   1.99502E-028   1.97267E-028   2.23492E-030
  1.33400E+003   1.89762E-028   1.87651E-028   2.11071E-030
  1.34900E+003   1.81008E-028   1.79006E-028   2.00183E-030
  1.36500E+003   1.72343E-028   1.70450E-028   1.89272E-030
  1.38000E+003   1.64687E-028   1.62890E-028   1.79715E-030
  1.39600E+003   1.56866E-028   1.55165E-028   1.70147E-030
  1.41200E+003   1.49589E-028   1.47977E-028   1.61161E-030
  1.42900E+003   1.42313E-028   1.40790E-028   1.52257E-030
  1.44500E+003   1.35765E-028   1.34321E-028   1.44396E-030
  1.46200E+003   1.29305E-028   1.27940E-028   1.36572E-030
