# aeff[um]=   0.00501  comp=ad_s2  Teq[K]=  19.06974 (calc_Teq output)
# block 1 (GD): N=250   blocks 2-4 (MC fixed/2pass/buffered): N=600
# === GD block: T[K]   P(T_i)   dP/dlnT
  4.76829E+001   8.07487E-005   3.85034E-003
  4.78731E+001   7.44192E-005   3.56268E-003
  4.80640E+001   6.77404E-005   3.25588E-003
  4.82557E+001   6.14199E-005   2.96386E-003
  4.84482E+001   5.58806E-005   2.70731E-003
  4.86414E+001   4.99338E-005   2.42885E-003
  4.88354E+001   4.44987E-005   2.17311E-003
  4.90301E+001   4.00421E-005   1.96327E-003
  4.92257E+001   3.48339E-005   1.71472E-003
  4.94220E+001   3.04705E-005   1.50592E-003
  4.96191E+001   2.64258E-005   1.31122E-003
  4.98170E+001   2.24190E-005   1.11685E-003
  5.00157E+001   1.86738E-005   9.33984E-004
  5.02152E+001   1.54875E-005   7.77707E-004
  5.04154E+001   1.24269E-005   6.26508E-004
  5.06165E+001   9.33623E-006   4.72567E-004
  5.08184E+001   6.84601E-006   3.47903E-004
  5.10210E+001   4.17057E-006   2.12787E-004
  5.12245E+001   2.88085E-006   1.47570E-004
  5.14288E+001   2.16484E-006   1.11335E-004
  5.16339E+001   1.80073E-006   9.29789E-005
  5.18398E+001   1.44806E-006   7.50674E-005
  5.20466E+001   1.23026E-006   6.40310E-005
  5.22542E+001   1.06575E-006   5.56899E-005
  5.24626E+001   9.21340E-007   4.83359E-005
  5.26718E+001   8.02575E-007   4.22731E-005
  5.28819E+001   7.36397E-007   3.89421E-005
  5.30928E+001   6.17302E-007   3.27743E-005
  5.33045E+001   5.72137E-007   3.04975E-005
  5.35171E+001   5.17817E-007   2.77121E-005
  5.37305E+001   4.67027E-007   2.50936E-005
  5.39448E+001   4.00382E-007   2.15986E-005
  5.41600E+001   3.94503E-007   2.13663E-005
  5.43760E+001   3.08212E-007   1.67593E-005
  5.45928E+001   2.95552E-007   1.61350E-005
  5.48106E+001   2.71926E-007   1.49044E-005
  5.50292E+001   2.45042E-007   1.34845E-005
  5.52486E+001   2.01861E-007   1.11525E-005
  5.54690E+001   2.03669E-007   1.12973E-005
  5.56902E+001   1.79383E-007   9.98987E-006
  5.59123E+001   1.48294E-007   8.29146E-006
  5.61353E+001   1.39895E-007   7.85305E-006
  5.63592E+001   1.36729E-007   7.70594E-006
  5.65840E+001   1.12957E-007   6.39156E-006
  5.68096E+001   9.73135E-008   5.52835E-006
  5.70362E+001   9.87642E-008   5.63314E-006
  5.72637E+001   7.11512E-008   4.07438E-006
  5.74920E+001   5.76588E-008   3.31493E-006
  5.77213E+001   5.96388E-008   3.44243E-006
  5.79515E+001   5.51326E-008   3.19502E-006
  5.81827E+001   4.49462E-008   2.61509E-006
  5.84147E+001   3.22811E-008   1.88569E-006
  5.86477E+001   3.43141E-008   2.01244E-006
  5.88816E+001   2.65252E-008   1.56185E-006
  5.91164E+001   1.63217E-008   9.64879E-007
  5.93522E+001   2.01367E-008   1.19516E-006
  5.95889E+001   1.16937E-008   6.96814E-007
  5.98265E+001   7.60310E-009   4.54868E-007
  6.00651E+001   9.22387E-009   5.54033E-007
  6.03047E+001   5.92581E-009   3.57355E-007
  6.05452E+001   3.67250E-009   2.22352E-007
  6.07867E+001   3.70251E-009   2.25064E-007
  6.10291E+001   2.09666E-009   1.27957E-007
  6.12725E+001   1.38669E-009   8.49659E-008
  6.15169E+001   6.98852E-010   4.29912E-008
  6.17622E+001   2.07177E-009   1.27957E-007
  6.20085E+001   1.37023E-009   8.49659E-008
  6.22558E+001   0.00000E+000   0.00000E+000
  6.25041E+001   0.00000E+000   0.00000E+000
  6.27534E+001   0.00000E+000   0.00000E+000
  6.30037E+001   0.00000E+000   0.00000E+000
  6.32550E+001   0.00000E+000   0.00000E+000
  6.35072E+001   0.00000E+000   0.00000E+000
  6.37605E+001   0.00000E+000   0.00000E+000
  6.40148E+001   0.00000E+000   0.00000E+000
  6.42701E+001   0.00000E+000   0.00000E+000
  6.45264E+001   0.00000E+000   0.00000E+000
  6.47838E+001   0.00000E+000   0.00000E+000
  6.50421E+001   0.00000E+000   0.00000E+000
# === MC buffered block (log=T, range=[  6.2975E+00,  6.2068E+01 K], n_samp=200000, buf_full=T)
#     T_mid[K]   dP/dT [1/K]   dP/dlnT
  5.99451E+000   0.00000E+000   0.00000E+000
  6.01841E+000   0.00000E+000   0.00000E+000
  6.04242E+000   0.00000E+000   0.00000E+000
  6.06652E+000   0.00000E+000   0.00000E+000
  6.09071E+000   0.00000E+000   0.00000E+000
  6.11500E+000   0.00000E+000   0.00000E+000
  6.13939E+000   0.00000E+000   0.00000E+000
  6.16387E+000   0.00000E+000   0.00000E+000
  6.18846E+000   0.00000E+000   0.00000E+000
  6.21314E+000   0.00000E+000   0.00000E+000
  6.23792E+000   0.00000E+000   0.00000E+000
  6.26280E+000   0.00000E+000   0.00000E+000
  6.28777E+000   0.00000E+000   0.00000E+000
  6.31285E+000   0.00000E+000   0.00000E+000
  6.33803E+000   0.00000E+000   0.00000E+000
  6.36330E+000   0.00000E+000   0.00000E+000
  6.38868E+000   0.00000E+000   0.00000E+000
  6.41416E+000   0.00000E+000   0.00000E+000
  6.43974E+000   0.00000E+000   0.00000E+000
  6.46543E+000   0.00000E+000   0.00000E+000
  6.49121E+000   0.00000E+000   0.00000E+000
  6.51710E+000   3.64942E-003   2.37836E-002
  6.54309E+000   9.99109E-003   6.53727E-002
  6.56919E+000   1.26618E-002   8.31781E-002
  6.59539E+000   9.00545E-003   5.93945E-002
  6.62169E+000   1.14349E-002   7.57185E-002
  6.64810E+000   1.38954E-002   9.23778E-002
  6.67461E+000   1.25666E-002   8.38770E-002
  6.70123E+000   1.25166E-002   8.38770E-002
  6.72796E+000   1.24669E-002   8.38770E-002
  6.75479E+000   1.27668E-002   8.62372E-002
  6.78173E+000   1.46039E-002   9.90398E-002
  6.80878E+000   8.56113E-003   5.82909E-002
  6.83593E+000   2.29336E-002   1.56773E-001
  6.86320E+000   2.06748E-002   1.41896E-001
  6.89057E+000   2.96223E-002   2.04114E-001
  6.91805E+000   2.68308E-002   1.85617E-001
  6.94564E+000   2.69773E-002   1.87375E-001
  6.97334E+000   3.65807E-002   2.55090E-001
  7.00115E+000   3.52278E-002   2.46636E-001
  7.02907E+000   3.85670E-002   2.71091E-001
  7.05711E+000   4.13320E-002   2.91684E-001
  7.08525E+000   3.89873E-002   2.76235E-001
  7.11351E+000   4.14752E-002   2.95034E-001
  7.14188E+000   4.61233E-002   3.29407E-001
  7.17036E+000   4.18405E-002   3.00012E-001
  7.19896E+000   4.38171E-002   3.15438E-001
  7.22767E+000   5.62795E-002   4.06770E-001
  7.25650E+000   5.25512E-002   3.81338E-001
  7.28544E+000   5.07436E-002   3.69690E-001
  7.31449E+000   5.06817E-002   3.70711E-001
  7.34367E+000   6.20263E-002   4.55501E-001
  7.37295E+000   5.16004E-002   3.80448E-001
  7.40236E+000   5.90664E-002   4.37231E-001
  7.43188E+000   6.38123E-002   4.74246E-001
  7.46152E+000   5.38926E-002   4.02121E-001
  7.49128E+000   6.47864E-002   4.85333E-001
  7.52116E+000   6.27803E-002   4.72181E-001
  7.55115E+000   6.99226E-002   5.27997E-001
  7.58127E+000   6.26299E-002   4.74815E-001
  7.61150E+000   7.66290E-002   5.83262E-001
  7.64186E+000   8.05911E-002   6.15867E-001
  7.67234E+000   7.64294E-002   5.86393E-001
  7.70294E+000   7.10496E-002   5.47291E-001
  7.73366E+000   7.60344E-002   5.88024E-001
  7.76450E+000   8.04241E-002   6.24453E-001
  7.79547E+000   7.66079E-002   5.97195E-001
  7.82656E+000   7.78888E-002   6.09602E-001
  7.85777E+000   8.12842E-002   6.38713E-001
  7.88911E+000   8.96507E-002   7.07265E-001
  7.92057E+000   7.79508E-002   6.17416E-001
  7.95216E+000   8.62770E-002   6.86090E-001
  7.98388E+000   9.90239E-002   7.90595E-001
  8.01572E+000   8.45774E-002   6.77949E-001
  8.04769E+000   9.49716E-002   7.64302E-001
  8.07978E+000   1.01848E-001   8.22907E-001
  8.11201E+000   9.49512E-002   7.70246E-001
  8.14436E+000   9.42676E-002   7.67750E-001
  8.17684E+000   9.96607E-002   8.14910E-001
  8.20945E+000   1.07801E-001   8.84990E-001
  8.24219E+000   9.89283E-002   8.15386E-001
  8.27507E+000   8.97788E-002   7.42926E-001
  8.30807E+000   1.12864E-001   9.37684E-001
  8.34120E+000   1.02057E-001   8.51279E-001
  8.37447E+000   9.89407E-002   8.28577E-001
  8.40787E+000   1.06073E-001   8.91850E-001
  8.44140E+000   1.11273E-001   9.39304E-001
  8.47507E+000   1.05558E-001   8.94608E-001
  8.50887E+000   1.05898E-001   9.01073E-001
  8.54280E+000   1.21874E-001   1.04115E+000
  8.57687E+000   1.07627E-001   9.23107E-001
  8.61108E+000   1.09909E-001   9.46439E-001
  8.64542E+000   1.15745E-001   1.00066E+000
  8.67990E+000   1.13838E-001   9.88106E-001
  8.71452E+000   1.11124E-001   9.68397E-001
  8.74927E+000   1.12714E-001   9.86168E-001
  8.78417E+000   1.23279E-001   1.08290E+000
  8.81920E+000   1.19536E-001   1.05421E+000
  8.85438E+000   1.15149E-001   1.01957E+000
  8.88969E+000   1.26772E-001   1.12696E+000
  8.92514E+000   1.16391E-001   1.03881E+000
  8.96074E+000   1.18958E-001   1.06595E+000
  8.99648E+000   1.29032E-001   1.16083E+000
  9.03235E+000   1.21268E-001   1.09533E+000
  9.06838E+000   1.25220E-001   1.13554E+000
  9.10454E+000   1.27511E-001   1.16093E+000
  9.14086E+000   1.30835E-001   1.19594E+000
  9.17731E+000   1.24498E-001   1.14256E+000
  9.21391E+000   1.20070E-001   1.10631E+000
  9.25066E+000   1.34149E-001   1.24097E+000
  9.28755E+000   1.22887E-001   1.14132E+000
  9.32459E+000   1.24571E-001   1.16157E+000
  9.36178E+000   1.33414E-001   1.24900E+000
  9.39912E+000   1.24967E-001   1.17458E+000
  9.43661E+000   1.25076E-001   1.18029E+000
  9.47424E+000   1.25215E-001   1.18631E+000
  9.51203E+000   1.27607E-001   1.21380E+000
  9.54996E+000   1.26120E-001   1.20444E+000
  9.58805E+000   1.22012E-001   1.16986E+000
  9.62629E+000   1.31541E-001   1.26625E+000
  9.66468E+000   1.24508E-001   1.20333E+000
  9.70322E+000   1.19182E-001   1.15645E+000
  9.74192E+000   1.32813E-001   1.29385E+000
  9.78078E+000   1.23022E-001   1.20325E+000
  9.81978E+000   1.20859E-001   1.18681E+000
  9.85895E+000   1.35207E-001   1.33300E+000
  9.89827E+000   1.22046E-001   1.20804E+000
  9.93774E+000   1.23402E-001   1.22634E+000
  9.97738E+000   1.29062E-001   1.28770E+000
  1.00172E+001   1.23581E-001   1.23793E+000
  1.00571E+001   1.25247E-001   1.25963E+000
  1.00972E+001   1.21176E-001   1.22354E+000
  1.01375E+001   1.27163E-001   1.28912E+000
  1.01779E+001   1.21495E-001   1.23657E+000
  1.02185E+001   1.22091E-001   1.24759E+000
  1.02593E+001   1.28137E-001   1.31459E+000
  1.03002E+001   1.20483E-001   1.24099E+000
  1.03413E+001   1.17229E-001   1.21230E+000
  1.03825E+001   1.30433E-001   1.35423E+000
  1.04239E+001   1.20485E-001   1.25593E+000
  1.04655E+001   1.21034E-001   1.26668E+000
  1.05072E+001   1.19720E-001   1.25792E+000
  1.05491E+001   1.22690E-001   1.29428E+000
  1.05912E+001   1.19834E-001   1.26919E+000
  1.06335E+001   1.17709E-001   1.25166E+000
  1.06759E+001   1.21928E-001   1.30169E+000
  1.07184E+001   1.16080E-001   1.24419E+000
  1.07612E+001   1.15723E-001   1.24532E+000
  1.08041E+001   1.18831E-001   1.28386E+000
  1.08472E+001   1.15983E-001   1.25809E+000
  1.08905E+001   1.10432E-001   1.20266E+000
  1.09339E+001   1.18268E-001   1.29313E+000
  1.09775E+001   1.13980E-001   1.25121E+000
  1.10213E+001   1.12326E-001   1.23798E+000
  1.10652E+001   1.13186E-001   1.25244E+000
  1.11094E+001   1.13095E-001   1.25642E+000
  1.11537E+001   1.07773E-001   1.20207E+000
  1.11982E+001   1.10343E-001   1.23564E+000
  1.12428E+001   1.07875E-001   1.21282E+000
  1.12876E+001   1.06448E-001   1.20155E+000
  1.13327E+001   1.04997E-001   1.18989E+000
  1.13779E+001   1.07010E-001   1.21754E+000
  1.14232E+001   1.05325E-001   1.20316E+000
  1.14688E+001   1.00592E-001   1.15367E+000
  1.15145E+001   1.07620E-001   1.23919E+000
  1.15605E+001   1.04760E-001   1.21108E+000
  1.16066E+001   1.01820E-001   1.18178E+000
  1.16529E+001   1.01966E-001   1.18820E+000
  1.16993E+001   1.02052E-001   1.19394E+000
  1.17460E+001   9.80793E-002   1.15204E+000
  1.17928E+001   1.01960E-001   1.20239E+000
  1.18399E+001   9.81339E-002   1.16189E+000
  1.18871E+001   9.88324E-002   1.17483E+000
  1.19345E+001   9.86351E-002   1.17716E+000
  1.19821E+001   9.83751E-002   1.17874E+000
  1.20299E+001   9.63787E-002   1.15943E+000
  1.20779E+001   9.62499E-002   1.16249E+000
  1.21260E+001   9.58124E-002   1.16183E+000
  1.21744E+001   9.59545E-002   1.16819E+000
  1.22229E+001   9.12500E-002   1.11534E+000
  1.22717E+001   9.43658E-002   1.15803E+000
  1.23206E+001   9.44343E-002   1.16349E+000
  1.23698E+001   9.05400E-002   1.11996E+000
  1.24191E+001   9.39283E-002   1.16651E+000
  1.24686E+001   9.08378E-002   1.13262E+000
  1.25184E+001   8.80376E-002   1.10209E+000
  1.25683E+001   8.84056E-002   1.11111E+000
  1.26184E+001   8.82143E-002   1.11313E+000
  1.26687E+001   8.65680E-002   1.09671E+000
  1.27193E+001   8.59823E-002   1.09363E+000
  1.27700E+001   8.64468E-002   1.10393E+000
  1.28209E+001   8.43031E-002   1.08084E+000
  1.28721E+001   8.22181E-002   1.05832E+000
  1.29234E+001   8.41132E-002   1.08703E+000
  1.29749E+001   8.43230E-002   1.09409E+000
  1.30267E+001   8.06718E-002   1.05089E+000
  1.30786E+001   8.34268E-002   1.09111E+000
  1.31308E+001   8.29536E-002   1.08925E+000
  1.31832E+001   7.78561E-002   1.02639E+000
  1.32357E+001   8.10553E-002   1.07283E+000
  1.32885E+001   8.00990E-002   1.06440E+000
  1.33415E+001   7.70053E-002   1.02737E+000
  1.33947E+001   7.80222E-002   1.04509E+000
  1.34482E+001   7.84597E-002   1.05514E+000
  1.35018E+001   7.27198E-002   9.81848E-001
  1.35556E+001   7.56479E-002   1.02546E+000
  1.36097E+001   7.35612E-002   1.00115E+000
  1.36640E+001   7.19551E-002   9.83193E-001
  1.37185E+001   7.26607E-002   9.96795E-001
  1.37732E+001   7.13010E-002   9.82042E-001
  1.38281E+001   7.11825E-002   9.84320E-001
  1.38833E+001   6.97746E-002   9.68699E-001
  1.39386E+001   6.93608E-002   9.66796E-001
  1.39942E+001   6.99689E-002   9.79162E-001
  1.40500E+001   6.62888E-002   9.31361E-001
  1.41061E+001   6.73585E-002   9.50164E-001
  1.41623E+001   6.67879E-002   9.45873E-001
  1.42188E+001   6.39553E-002   9.09369E-001
  1.42755E+001   6.66884E-002   9.52012E-001
  1.43325E+001   6.34845E-002   9.09890E-001
  1.43896E+001   6.24366E-002   8.98440E-001
  1.44470E+001   6.30354E-002   9.10673E-001
  1.45046E+001   6.21102E-002   9.00886E-001
  1.45625E+001   6.09181E-002   8.87119E-001
  1.46205E+001   5.99025E-002   8.75809E-001
  1.46789E+001   6.11717E-002   8.97931E-001
  1.47374E+001   5.81384E-002   8.56810E-001
  1.47962E+001   5.74197E-002   8.49592E-001
  1.48552E+001   5.90298E-002   8.76899E-001
  1.49144E+001   5.59660E-002   8.34701E-001
  1.49739E+001   5.57220E-002   8.34377E-001
  1.50336E+001   5.60189E-002   8.42169E-001
  1.50936E+001   5.44172E-002   8.21351E-001
  1.51538E+001   5.12457E-002   7.76567E-001
  1.52142E+001   5.34805E-002   8.13665E-001
  1.52749E+001   5.34058E-002   8.15768E-001
  1.53358E+001   5.00946E-002   7.68242E-001
  1.53970E+001   5.16021E-002   7.94517E-001
  1.54584E+001   5.05974E-002   7.82155E-001
  1.55200E+001   4.81380E-002   7.47104E-001
  1.55819E+001   4.91947E-002   7.66549E-001
  1.56441E+001   4.80696E-002   7.52005E-001
  1.57065E+001   4.76513E-002   7.48434E-001
  1.57691E+001   4.70725E-002   7.42292E-001
  1.58320E+001   4.68016E-002   7.40963E-001
  1.58951E+001   4.55950E-002   7.24739E-001
  1.59585E+001   4.55052E-002   7.26197E-001
  1.60222E+001   4.40096E-002   7.05131E-001
  1.60861E+001   4.45711E-002   7.16975E-001
  1.61502E+001   4.30161E-002   6.94721E-001
  1.62147E+001   4.39170E-002   7.12099E-001
  1.62793E+001   4.17294E-002   6.79327E-001
  1.63442E+001   4.04164E-002   6.60577E-001
  1.64094E+001   4.20797E-002   6.90505E-001
  1.64749E+001   3.93560E-002   6.48385E-001
  1.65406E+001   3.93632E-002   6.51091E-001
  1.66065E+001   3.92033E-002   6.51032E-001
  1.66728E+001   3.80166E-002   6.33843E-001
  1.67393E+001   3.78886E-002   6.34229E-001
  1.68060E+001   3.74415E-002   6.29244E-001
  1.68731E+001   3.63739E-002   6.13739E-001
  1.69404E+001   3.66289E-002   6.20506E-001
  1.70079E+001   3.56778E-002   6.06806E-001
  1.70757E+001   3.51388E-002   6.00021E-001
  1.71438E+001   3.42706E-002   5.87531E-001
  1.72122E+001   3.37002E-002   5.80056E-001
  1.72809E+001   3.37529E-002   5.83279E-001
  1.73498E+001   3.28958E-002   5.70735E-001
  1.74190E+001   3.13101E-002   5.45390E-001
  1.74885E+001   3.21815E-002   5.62804E-001
  1.75582E+001   3.21077E-002   5.63754E-001
  1.76282E+001   3.01218E-002   5.30993E-001
  1.76985E+001   3.05346E-002   5.40418E-001
  1.77691E+001   3.04432E-002   5.40948E-001
  1.78400E+001   2.88997E-002   5.15570E-001
  1.79111E+001   2.91298E-002   5.21747E-001
  1.79826E+001   2.89828E-002   5.21185E-001
  1.80543E+001   2.81900E-002   5.08950E-001
  1.81263E+001   2.77597E-002   5.03182E-001
  1.81986E+001   2.78276E-002   5.06423E-001
  1.82712E+001   2.75234E-002   5.02886E-001
  1.83440E+001   2.55879E-002   4.69386E-001
  1.84172E+001   2.56517E-002   4.72433E-001
  1.84906E+001   2.63000E-002   4.86304E-001
  1.85644E+001   2.45025E-002   4.54873E-001
  1.86384E+001   2.54248E-002   4.73878E-001
  1.87128E+001   2.38529E-002   4.46354E-001
  1.87874E+001   2.34363E-002   4.40307E-001
  1.88623E+001   2.33815E-002   4.41029E-001
  1.89375E+001   2.28524E-002   4.32769E-001
  1.90131E+001   2.25760E-002   4.29240E-001
  1.90889E+001   2.19646E-002   4.19280E-001
  1.91650E+001   2.13485E-002   4.09145E-001
  1.92415E+001   2.15297E-002   4.14264E-001
  1.93182E+001   2.03323E-002   3.92783E-001
  1.93953E+001   1.99735E-002   3.87392E-001
  1.94726E+001   2.05794E-002   4.00735E-001
  1.95503E+001   1.89897E-002   3.71254E-001
  1.96282E+001   1.95778E-002   3.84278E-001
  1.97065E+001   1.86436E-002   3.67400E-001
  1.97851E+001   1.79131E-002   3.54413E-001
  1.98640E+001   1.85838E-002   3.69148E-001
  1.99432E+001   1.74755E-002   3.48519E-001
  2.00228E+001   1.70836E-002   3.42061E-001
  2.01026E+001   1.71228E-002   3.44214E-001
  2.01828E+001   1.67844E-002   3.38756E-001
  2.02633E+001   1.59643E-002   3.23489E-001
  2.03441E+001   1.63026E-002   3.31662E-001
  2.04253E+001   1.52052E-002   3.10571E-001
  2.05067E+001   1.55374E-002   3.18621E-001
  2.05885E+001   1.53025E-002   3.15055E-001
  2.06706E+001   1.46620E-002   3.03072E-001
  2.07530E+001   1.43851E-002   2.98535E-001
  2.08358E+001   1.40449E-002   2.92638E-001
  2.09189E+001   1.42246E-002   2.97562E-001
  2.10023E+001   1.36808E-002   2.87329E-001
  2.10861E+001   1.29193E-002   2.72417E-001
  2.11702E+001   1.31099E-002   2.77539E-001
  2.12546E+001   1.30542E-002   2.77463E-001
  2.13394E+001   1.18316E-002   2.52480E-001
  2.14245E+001   1.25071E-002   2.67960E-001
  2.15100E+001   1.18505E-002   2.54904E-001
  2.15957E+001   1.13320E-002   2.44723E-001
  2.16819E+001   1.14011E-002   2.47197E-001
  2.17683E+001   1.08866E-002   2.36984E-001
  2.18552E+001   1.06623E-002   2.33027E-001
  2.19423E+001   1.06259E-002   2.33157E-001
  2.20298E+001   1.03614E-002   2.28261E-001
  2.21177E+001   1.00137E-002   2.21479E-001
  2.22059E+001   9.84010E-003   2.18508E-001
  2.22945E+001   9.43887E-003   2.10435E-001
  2.23834E+001   9.21443E-003   2.06250E-001
  2.24726E+001   9.15813E-003   2.05807E-001
  2.25623E+001   9.01089E-003   2.03306E-001
  2.26523E+001   8.63417E-003   1.95584E-001
  2.27426E+001   8.26151E-003   1.87888E-001
  2.28333E+001   8.54893E-003   1.95200E-001
  2.29244E+001   8.04465E-003   1.84419E-001
  2.30158E+001   7.81108E-003   1.79778E-001
  2.31076E+001   7.81686E-003   1.80629E-001
  2.31997E+001   7.60812E-003   1.76506E-001
  2.32923E+001   7.26783E-003   1.69284E-001
  2.33852E+001   7.46759E-003   1.74631E-001
  2.34784E+001   7.01483E-003   1.64697E-001
  2.35721E+001   6.89781E-003   1.62596E-001
  2.36661E+001   6.88131E-003   1.62854E-001
  2.37605E+001   6.79270E-003   1.61398E-001
  2.38552E+001   6.32287E-003   1.50834E-001
  2.39504E+001   6.30452E-003   1.50996E-001
  2.40459E+001   6.24402E-003   1.50143E-001
  2.41418E+001   6.08187E-003   1.46827E-001
  2.42381E+001   5.86616E-003   1.42184E-001
  2.43347E+001   5.83170E-003   1.41913E-001
  2.44318E+001   5.60735E-003   1.36998E-001
  2.45292E+001   5.35890E-003   1.31450E-001
  2.46271E+001   5.52158E-003   1.35980E-001
  2.47253E+001   5.20061E-003   1.28587E-001
  2.48239E+001   5.04637E-003   1.25271E-001
  2.49229E+001   4.96596E-003   1.23766E-001
  2.50223E+001   5.01127E-003   1.25393E-001
  2.51221E+001   4.78329E-003   1.20166E-001
  2.52223E+001   4.60087E-003   1.16044E-001
  2.53229E+001   4.55141E-003   1.15255E-001
  2.54239E+001   4.57205E-003   1.16239E-001
  2.55252E+001   4.31456E-003   1.10130E-001
  2.56270E+001   4.34399E-003   1.11324E-001
  2.57293E+001   4.21280E-003   1.08392E-001
  2.58319E+001   3.88605E-003   1.00384E-001
  2.59349E+001   4.17148E-003   1.08187E-001
  2.60383E+001   3.78706E-003   9.86088E-002
  2.61422E+001   3.74302E-003   9.78507E-002
  2.62464E+001   3.76733E-003   9.88790E-002
  2.63511E+001   3.51836E-003   9.27127E-002
  2.64562E+001   3.42041E-003   9.04911E-002
  2.65617E+001   3.55762E-003   9.44965E-002
  2.66676E+001   3.24156E-003   8.64447E-002
  2.67740E+001   3.25127E-003   8.70495E-002
  2.68808E+001   3.22678E-003   8.67385E-002
  2.69880E+001   3.21166E-003   8.66762E-002
  2.70956E+001   2.92763E-003   7.93260E-002
  2.72037E+001   2.91315E-003   7.92485E-002
  2.73122E+001   3.02747E-003   8.26868E-002
  2.74211E+001   2.71693E-003   7.45014E-002
  2.75305E+001   2.66214E-003   7.32902E-002
  2.76403E+001   2.72207E-003   7.52387E-002
  2.77505E+001   2.61523E-003   7.25740E-002
  2.78612E+001   2.49470E-003   6.95053E-002
  2.79723E+001   2.59536E-003   7.25982E-002
  2.80839E+001   2.42375E-003   6.80683E-002
  2.81959E+001   2.33480E-003   6.58316E-002
  2.83083E+001   2.39576E-003   6.78199E-002
  2.84212E+001   2.33132E-003   6.62590E-002
  2.85346E+001   2.16227E-003   6.16994E-002
  2.86484E+001   2.16684E-003   6.20764E-002
  2.87626E+001   2.20821E-003   6.35140E-002
  2.88773E+001   2.02063E-003   5.83506E-002
  2.89925E+001   1.99038E-003   5.77061E-002
  2.91081E+001   1.94757E-003   5.66902E-002
  2.92242E+001   1.95104E-003   5.70178E-002
  2.93408E+001   1.80999E-003   5.31065E-002
  2.94578E+001   1.87967E-003   5.53711E-002
  2.95753E+001   1.73571E-003   5.13342E-002
  2.96932E+001   1.72808E-003   5.13122E-002
  2.98116E+001   1.73538E-003   5.17345E-002
  2.99305E+001   1.68943E-003   5.05657E-002
  3.00499E+001   1.59372E-003   4.78913E-002
  3.01698E+001   1.61463E-003   4.87129E-002
  3.02901E+001   1.60263E-003   4.85437E-002
  3.04109E+001   1.51115E-003   4.59554E-002
  3.05322E+001   1.48249E-003   4.52636E-002
  3.06539E+001   1.42775E-003   4.37661E-002
  3.07762E+001   1.47096E-003   4.52707E-002
  3.08989E+001   1.33683E-003   4.13066E-002
  3.10222E+001   1.36372E-003   4.23056E-002
  3.11459E+001   1.33839E-003   4.16854E-002
  3.12701E+001   1.26851E-003   3.96663E-002
  3.13948E+001   1.27881E-003   4.01480E-002
  3.15200E+001   1.22353E-003   3.85657E-002
  3.16457E+001   1.16140E-003   3.67533E-002
  3.17719E+001   1.24449E-003   3.95400E-002
  3.18987E+001   1.13178E-003   3.61022E-002
  3.20259E+001   1.10638E-003   3.54330E-002
  3.21536E+001   1.15434E-003   3.71163E-002
  3.22818E+001   1.08585E-003   3.50531E-002
  3.24106E+001   1.06712E-003   3.45859E-002
  3.25399E+001   1.04783E-003   3.40963E-002
  3.26696E+001   1.03029E-003   3.36591E-002
  3.27999E+001   1.01472E-003   3.32826E-002
  3.29307E+001   9.30453E-004   3.06405E-002
  3.30621E+001   1.00044E-003   3.30765E-002
  3.31939E+001   9.33814E-004   3.09970E-002
  3.33263E+001   8.93534E-004   2.97782E-002
  3.34592E+001   9.27573E-004   3.10359E-002
  3.35927E+001   8.87066E-004   2.97989E-002
  3.37266E+001   7.98605E-004   2.69343E-002
  3.38612E+001   8.78370E-004   2.97426E-002
  3.39962E+001   8.39424E-004   2.85373E-002
  3.41318E+001   7.77964E-004   2.65533E-002
  3.42679E+001   8.13281E-004   2.78695E-002
  3.44046E+001   8.26499E-004   2.84354E-002
  3.45418E+001   7.37643E-004   2.54795E-002
  3.46795E+001   7.30631E-004   2.53380E-002
  3.48179E+001   7.59888E-004   2.64577E-002
  3.49567E+001   7.35499E-004   2.57107E-002
  3.50961E+001   6.99064E-004   2.45345E-002
  3.52361E+001   7.07785E-004   2.49396E-002
  3.53766E+001   6.89742E-004   2.44008E-002
  3.55177E+001   6.46016E-004   2.29450E-002
  3.56594E+001   6.86693E-004   2.44871E-002
  3.58016E+001   6.42702E-004   2.30098E-002
  3.59444E+001   6.16438E-004   2.21575E-002
  3.60877E+001   6.37805E-004   2.30170E-002
  3.62317E+001   6.07354E-004   2.20055E-002
  3.63762E+001   6.03828E-004   2.19649E-002
  3.65212E+001   5.67347E-004   2.07202E-002
  3.66669E+001   5.73363E-004   2.10235E-002
  3.68131E+001   5.85709E-004   2.15618E-002
  3.69599E+001   5.26579E-004   1.94624E-002
  3.71073E+001   5.50829E-004   2.04398E-002
  3.72553E+001   5.17500E-004   1.92796E-002
  3.74039E+001   5.16256E-004   1.93100E-002
  3.75531E+001   5.29551E-004   1.98863E-002
  3.77029E+001   4.99985E-004   1.88509E-002
  3.78532E+001   4.68930E-004   1.77505E-002
  3.80042E+001   4.99281E-004   1.89748E-002
  3.81558E+001   4.86474E-004   1.85618E-002
  3.83079E+001   4.46182E-004   1.70923E-002
  3.84607E+001   4.64551E-004   1.78670E-002
  3.86141E+001   4.48972E-004   1.73367E-002
  3.87681E+001   4.37970E-004   1.69793E-002
  3.89227E+001   4.33886E-004   1.68880E-002
  3.90780E+001   4.32596E-004   1.69050E-002
  3.92338E+001   4.11542E-004   1.61464E-002
