# aeff[um]=   0.00501  comp=ad_s2  Teq[K]=  19.06974 (calc_Teq output)
# block 1 (GD): N=250   blocks 2-4 (MC fixed/2pass/buffered): N=600
# === GD block: T[K]   P(T_i)   dP/dlnT
  3.35924E+003   0.00000E+000   0.00000E+000
  3.40333E+003   0.00000E+000   0.00000E+000
  3.44800E+003   0.00000E+000   0.00000E+000
  3.49326E+003   0.00000E+000   0.00000E+000
  3.53911E+003   0.00000E+000   0.00000E+000
  3.58556E+003   0.00000E+000   0.00000E+000
  3.63263E+003   0.00000E+000   0.00000E+000
  3.68031E+003   0.00000E+000   0.00000E+000
  3.72861E+003   0.00000E+000   0.00000E+000
  3.77755E+003   0.00000E+000   0.00000E+000
  3.82713E+003   0.00000E+000   0.00000E+000
  3.87737E+003   0.00000E+000   0.00000E+000
  3.92826E+003   0.00000E+000   0.00000E+000
  3.97982E+003   0.00000E+000   0.00000E+000
  4.03206E+003   0.00000E+000   0.00000E+000
  4.08498E+003   0.00000E+000   0.00000E+000
  4.13860E+003   0.00000E+000   0.00000E+000
  4.19292E+003   0.00000E+000   0.00000E+000
  4.24795E+003   0.00000E+000   0.00000E+000
  4.30371E+003   0.00000E+000   0.00000E+000
  4.36020E+003   0.00000E+000   0.00000E+000
  4.41743E+003   0.00000E+000   0.00000E+000
  4.47541E+003   0.00000E+000   0.00000E+000
  4.53415E+003   0.00000E+000   0.00000E+000
  4.59366E+003   0.00000E+000   0.00000E+000
  4.65396E+003   0.00000E+000   0.00000E+000
  4.71504E+003   0.00000E+000   0.00000E+000
  4.77693E+003   0.00000E+000   0.00000E+000
  4.83963E+003   0.00000E+000   0.00000E+000
  4.90315E+003   0.00000E+000   0.00000E+000
  4.96751E+003   0.00000E+000   0.00000E+000
# === MC 2pass block (log=T, range=[  6.2975E+00,  6.2068E+01 K])
#     T_mid[K]   dP/dT [1/K]   dP/dlnT
  5.99451E+000   0.00000E+000   0.00000E+000
  6.01841E+000   0.00000E+000   0.00000E+000
  6.04242E+000   0.00000E+000   0.00000E+000
  6.06652E+000   0.00000E+000   0.00000E+000
  6.09071E+000   0.00000E+000   0.00000E+000
  6.11500E+000   0.00000E+000   0.00000E+000
  6.13939E+000   0.00000E+000   0.00000E+000
  6.16387E+000   0.00000E+000   0.00000E+000
  6.18846E+000   0.00000E+000   0.00000E+000
  6.21314E+000   0.00000E+000   0.00000E+000
  6.23792E+000   0.00000E+000   0.00000E+000
  6.26280E+000   0.00000E+000   0.00000E+000
  6.28777E+000   4.72883E-005   2.97338E-004
  6.31285E+000   1.15951E-003   7.31985E-003
  6.33803E+000   2.65334E-003   1.68169E-002
  6.36330E+000   4.47746E-003   2.84915E-002
  6.38868E+000   5.50206E-003   3.51509E-002
  6.41416E+000   6.79549E-003   4.35874E-002
  6.43974E+000   8.30484E-003   5.34811E-002
  6.46543E+000   9.79242E-003   6.33122E-002
  6.49121E+000   1.07919E-002   7.00524E-002
  6.51710E+000   1.22224E-002   7.96545E-002
  6.54309E+000   1.42270E-002   9.30888E-002
  6.56919E+000   1.63457E-002   1.07378E-001
  6.59539E+000   1.82510E-002   1.20372E-001
  6.62169E+000   1.97352E-002   1.30680E-001
  6.64810E+000   2.18340E-002   1.45155E-001
  6.67461E+000   2.32821E-002   1.55399E-001
  6.70123E+000   2.55743E-002   1.71379E-001
  6.72796E+000   2.77764E-002   1.86878E-001
  6.75479E+000   2.92844E-002   1.97810E-001
  6.78173E+000   3.09940E-002   2.10193E-001
  6.80878E+000   3.27142E-002   2.22744E-001
  6.83593E+000   3.47721E-002   2.37700E-001
  6.86320E+000   3.67802E-002   2.52430E-001
  6.89057E+000   3.84710E-002   2.65088E-001
  6.91805E+000   4.03331E-002   2.79027E-001
  6.94564E+000   4.24082E-002   2.94553E-001
  6.97334E+000   4.43972E-002   3.09597E-001
  7.00115E+000   4.61535E-002   3.23128E-001
  7.02907E+000   4.78658E-002   3.36452E-001
  7.05711E+000   4.96482E-002   3.50373E-001
  7.08525E+000   5.14008E-002   3.64188E-001
  7.11351E+000   5.37476E-002   3.82334E-001
  7.14188E+000   5.49235E-002   3.92258E-001
  7.17036E+000   5.63284E-002   4.03895E-001
  7.19896E+000   5.85847E-002   4.21749E-001
  7.22767E+000   6.02727E-002   4.35631E-001
  7.25650E+000   6.20833E-002   4.50508E-001
  7.28544E+000   6.33752E-002   4.61717E-001
  7.31449E+000   6.55408E-002   4.79398E-001
  7.34367E+000   6.71465E-002   4.93102E-001
  7.37295E+000   6.90194E-002   5.08877E-001
  7.40236E+000   7.03490E-002   5.20749E-001
  7.43188E+000   7.25952E-002   5.39519E-001
  7.46152E+000   7.35706E-002   5.48949E-001
  7.49128E+000   7.49823E-002   5.61714E-001
  7.52116E+000   7.66168E-002   5.76248E-001
  7.55115E+000   7.81657E-002   5.90241E-001
  7.58127E+000   7.97766E-002   6.04808E-001
  7.61150E+000   8.13670E-002   6.19326E-001
  7.64186E+000   8.24003E-002   6.29692E-001
  7.67234E+000   8.41673E-002   6.45760E-001
  7.70294E+000   8.50941E-002   6.55475E-001
  7.73366E+000   8.62690E-002   6.67176E-001
  7.76450E+000   8.84434E-002   6.86719E-001
  7.79547E+000   8.94746E-002   6.97497E-001
  7.82656E+000   9.01950E-002   7.05917E-001
  7.85777E+000   9.22297E-002   7.24720E-001
  7.88911E+000   9.34488E-002   7.37229E-001
  7.92057E+000   9.42002E-002   7.46120E-001
  7.95216E+000   9.55670E-002   7.59965E-001
  7.98388E+000   9.73690E-002   7.77383E-001
  8.01572E+000   9.80578E-002   7.86004E-001
  8.04769E+000   9.87849E-002   7.94991E-001
  8.07978E+000   1.00170E-001   8.09356E-001
  8.11201E+000   1.01347E-001   8.22131E-001
  8.14436E+000   1.02025E-001   8.30927E-001
  8.17684E+000   1.03168E-001   8.43591E-001
  8.20945E+000   1.03930E-001   8.53213E-001
  8.24219E+000   1.04864E-001   8.64307E-001
  8.27507E+000   1.06070E-001   8.77739E-001
  8.30807E+000   1.06363E-001   8.83670E-001
  8.34120E+000   1.07699E-001   8.98336E-001
  8.37447E+000   1.08426E-001   9.08010E-001
  8.40787E+000   1.08962E-001   9.16140E-001
  8.44140E+000   1.10236E-001   9.30548E-001
  8.47507E+000   1.10435E-001   9.35947E-001
  8.50887E+000   1.11385E-001   9.47761E-001
  8.54280E+000   1.12146E-001   9.58038E-001
  8.57687E+000   1.12966E-001   9.68894E-001
  8.61108E+000   1.13105E-001   9.73957E-001
  8.64542E+000   1.13651E-001   9.82566E-001
  8.67990E+000   1.15017E-001   9.98339E-001
  8.71452E+000   1.15211E-001   1.00401E+000
  8.74927E+000   1.15408E-001   1.00974E+000
  8.78417E+000   1.16379E-001   1.02230E+000
  8.81920E+000   1.16838E-001   1.03042E+000
  8.85438E+000   1.17275E-001   1.03840E+000
  8.88969E+000   1.17780E-001   1.04703E+000
  8.92514E+000   1.17992E-001   1.05309E+000
  8.96074E+000   1.18630E-001   1.06301E+000
  8.99648E+000   1.18319E-001   1.06445E+000
  9.03235E+000   1.19416E-001   1.07861E+000
  9.06838E+000   1.19598E-001   1.08456E+000
  9.10454E+000   1.19596E-001   1.08887E+000
  9.14086E+000   1.20037E-001   1.09725E+000
  9.17731E+000   1.20018E-001   1.10145E+000
  9.21391E+000   1.20484E-001   1.11013E+000
  9.25066E+000   1.20413E-001   1.11390E+000
  9.28755E+000   1.20384E-001   1.11808E+000
  9.32459E+000   1.20819E-001   1.12659E+000
  9.36178E+000   1.20793E-001   1.13084E+000
  9.39912E+000   1.21045E-001   1.13771E+000
  9.43661E+000   1.21056E-001   1.14236E+000
  9.47424E+000   1.20755E-001   1.14406E+000
  9.51203E+000   1.21346E-001   1.15425E+000
  9.54996E+000   1.20998E-001   1.15552E+000
  9.58805E+000   1.20591E-001   1.15623E+000
  9.62629E+000   1.21153E-001   1.16625E+000
  9.66468E+000   1.20713E-001   1.16665E+000
  9.70322E+000   1.20665E-001   1.17084E+000
  9.74192E+000   1.20673E-001   1.17559E+000
  9.78078E+000   1.20369E-001   1.17730E+000
  9.81978E+000   1.20217E-001   1.18050E+000
  9.85895E+000   1.20163E-001   1.18468E+000
  9.89827E+000   1.19820E-001   1.18601E+000
  9.93774E+000   1.19751E-001   1.19006E+000
  9.97738E+000   1.19382E-001   1.19112E+000
  1.00172E+001   1.19065E-001   1.19269E+000
  1.00571E+001   1.18774E-001   1.19453E+000
  1.00972E+001   1.18523E-001   1.19675E+000
  1.01375E+001   1.18359E-001   1.19987E+000
  1.01779E+001   1.17885E-001   1.19983E+000
  1.02185E+001   1.17414E-001   1.19980E+000
  1.02593E+001   1.17263E-001   1.20304E+000
  1.03002E+001   1.16796E-001   1.20302E+000
  1.03413E+001   1.16369E-001   1.20340E+000
  1.03825E+001   1.15917E-001   1.20351E+000
  1.04239E+001   1.15501E-001   1.20397E+000
  1.04655E+001   1.15285E-001   1.20651E+000
  1.05072E+001   1.14630E-001   1.20445E+000
  1.05491E+001   1.14175E-001   1.20445E+000
  1.05912E+001   1.13705E-001   1.20427E+000
  1.06335E+001   1.13232E-001   1.20404E+000
  1.06759E+001   1.12908E-001   1.20539E+000
  1.07184E+001   1.12242E-001   1.20306E+000
  1.07612E+001   1.11697E-001   1.20199E+000
  1.08041E+001   1.11304E-001   1.20254E+000
  1.08472E+001   1.10668E-001   1.20044E+000
  1.08905E+001   1.10070E-001   1.19872E+000
  1.09339E+001   1.09877E-001   1.20138E+000
  1.09775E+001   1.08869E-001   1.19511E+000
  1.10213E+001   1.08478E-001   1.19556E+000
  1.10652E+001   1.07975E-001   1.19477E+000
  1.11094E+001   1.07264E-001   1.19164E+000
  1.11537E+001   1.06613E-001   1.18912E+000
  1.11982E+001   1.05986E-001   1.18685E+000
  1.12428E+001   1.05499E-001   1.18611E+000
  1.12876E+001   1.04803E-001   1.18298E+000
  1.13327E+001   1.04070E-001   1.17940E+000
  1.13779E+001   1.03552E-001   1.17820E+000
  1.14232E+001   1.02972E-001   1.17628E+000
  1.14688E+001   1.01968E-001   1.16945E+000
  1.15145E+001   1.01682E-001   1.17082E+000
  1.15605E+001   1.00766E-001   1.16490E+000
  1.16066E+001   1.00251E-001   1.16357E+000
  1.16529E+001   9.94902E-002   1.15935E+000
  1.16993E+001   9.88083E-002   1.15599E+000
  1.17460E+001   9.81469E-002   1.15283E+000
  1.17928E+001   9.74981E-002   1.14978E+000
  1.18399E+001   9.67236E-002   1.14520E+000
  1.18871E+001   9.60797E-002   1.14211E+000
  1.19345E+001   9.53039E-002   1.13741E+000
  1.19821E+001   9.47016E-002   1.13472E+000
  1.20299E+001   9.39392E-002   1.13008E+000
  1.20779E+001   9.31399E-002   1.12493E+000
  1.21260E+001   9.24017E-002   1.12047E+000
  1.21744E+001   9.17504E-002   1.11701E+000
  1.22229E+001   9.09324E-002   1.11146E+000
  1.22717E+001   9.04451E-002   1.10992E+000
  1.23206E+001   8.96106E-002   1.10406E+000
  1.23698E+001   8.86850E-002   1.09701E+000
  1.24191E+001   8.83162E-002   1.09681E+000
  1.24686E+001   8.73240E-002   1.08881E+000
  1.25184E+001   8.65960E-002   1.08404E+000
  1.25683E+001   8.59986E-002   1.08086E+000
  1.26184E+001   8.51959E-002   1.07504E+000
  1.26687E+001   8.44746E-002   1.07019E+000
  1.27193E+001   8.37981E-002   1.06585E+000
  1.27700E+001   8.29855E-002   1.05973E+000
  1.28209E+001   8.22889E-002   1.05502E+000
  1.28721E+001   8.14555E-002   1.04850E+000
  1.29234E+001   8.08385E-002   1.04471E+000
  1.29749E+001   8.01053E-002   1.03936E+000
  1.30267E+001   7.91943E-002   1.03164E+000
  1.30786E+001   7.86851E-002   1.02909E+000
  1.31308E+001   7.77751E-002   1.02125E+000
  1.31832E+001   7.70203E-002   1.01537E+000
  1.32357E+001   7.64868E-002   1.01236E+000
  1.32885E+001   7.56445E-002   1.00520E+000
  1.33415E+001   7.48544E-002   9.98673E-001
  1.33947E+001   7.41589E-002   9.93339E-001
  1.34482E+001   7.35701E-002   9.89382E-001
  1.35018E+001   7.27215E-002   9.81871E-001
  1.35556E+001   7.19235E-002   9.74969E-001
  1.36097E+001   7.13044E-002   9.70432E-001
  1.36640E+001   7.06226E-002   9.64987E-001
  1.37185E+001   6.98449E-002   9.58166E-001
  1.37732E+001   6.90724E-002   9.51348E-001
  1.38281E+001   6.84984E-002   9.47205E-001
  1.38833E+001   6.76475E-002   9.39169E-001
  1.39386E+001   6.70273E-002   9.34269E-001
  1.39942E+001   6.63508E-002   9.28529E-001
  1.40500E+001   6.55717E-002   9.21285E-001
  1.41061E+001   6.49344E-002   9.15970E-001
  1.41623E+001   6.42593E-002   9.10061E-001
  1.42188E+001   6.34589E-002   9.02311E-001
  1.42755E+001   6.28501E-002   8.97218E-001
  1.43325E+001   6.21537E-002   8.90815E-001
  1.43896E+001   6.14294E-002   8.83946E-001
  1.44470E+001   6.06980E-002   8.76904E-001
  1.45046E+001   6.00346E-002   8.70780E-001
  1.45625E+001   5.94123E-002   8.65190E-001
  1.46205E+001   5.85832E-002   8.56519E-001
  1.46789E+001   5.79901E-002   8.51228E-001
  1.47374E+001   5.73037E-002   8.44508E-001
  1.47962E+001   5.65614E-002   8.36892E-001
  1.48552E+001   5.59816E-002   8.31617E-001
  1.49144E+001   5.52894E-002   8.24610E-001
  1.49739E+001   5.45236E-002   8.16433E-001
  1.50336E+001   5.39799E-002   8.11515E-001
  1.50936E+001   5.31978E-002   8.02946E-001
  1.51538E+001   5.26562E-002   7.97942E-001
  1.52142E+001   5.19805E-002   7.90843E-001
  1.52749E+001   5.13432E-002   7.84263E-001
  1.53358E+001   5.06541E-002   7.76822E-001
  1.53970E+001   5.00519E-002   7.70649E-001
  1.54584E+001   4.94586E-002   7.64551E-001
  1.55200E+001   4.87584E-002   7.56733E-001
  1.55819E+001   4.80904E-002   7.49342E-001
  1.56441E+001   4.75634E-002   7.44087E-001
  1.57065E+001   4.69657E-002   7.37666E-001
  1.57691E+001   4.62355E-002   7.29094E-001
  1.58320E+001   4.56736E-002   7.23105E-001
  1.58951E+001   4.50747E-002   7.16469E-001
  1.59585E+001   4.43863E-002   7.08341E-001
  1.60222E+001   4.38247E-002   7.02168E-001
  1.60861E+001   4.33017E-002   6.96556E-001
  1.61502E+001   4.25668E-002   6.87464E-001
  1.62147E+001   4.20734E-002   6.82205E-001
  1.62793E+001   4.14952E-002   6.75513E-001
  1.63442E+001   4.08778E-002   6.68117E-001
  1.64094E+001   4.02880E-002   6.61103E-001
  1.64749E+001   3.97494E-002   6.54867E-001
  1.65406E+001   3.91418E-002   6.47429E-001
  1.66065E+001   3.85622E-002   6.40385E-001
  1.66728E+001   3.80625E-002   6.34608E-001
  1.67393E+001   3.74649E-002   6.27136E-001
  1.68060E+001   3.68795E-002   6.19799E-001
  1.68731E+001   3.63893E-002   6.13999E-001
  1.69404E+001   3.57930E-002   6.06346E-001
  1.70079E+001   3.52416E-002   5.99386E-001
  1.70757E+001   3.47838E-002   5.93960E-001
  1.71438E+001   3.42280E-002   5.86800E-001
  1.72122E+001   3.36450E-002   5.79106E-001
  1.72809E+001   3.32077E-002   5.73859E-001
  1.73498E+001   3.26488E-002   5.66450E-001
  1.74190E+001   3.21308E-002   5.59685E-001
  1.74885E+001   3.16701E-002   5.53861E-001
  1.75582E+001   3.11646E-002   5.47195E-001
  1.76282E+001   3.06378E-002   5.40090E-001
  1.76985E+001   3.01755E-002   5.34062E-001
  1.77691E+001   2.96937E-002   5.27631E-001
  1.78400E+001   2.91862E-002   5.20681E-001
  1.79111E+001   2.87240E-002   5.14479E-001
  1.79826E+001   2.83106E-002   5.09097E-001
  1.80543E+001   2.78168E-002   5.02212E-001
  1.81263E+001   2.73262E-002   4.95323E-001
  1.81986E+001   2.69436E-002   4.90336E-001
  1.82712E+001   2.64462E-002   4.83203E-001
  1.83440E+001   2.60064E-002   4.77062E-001
  1.84172E+001   2.56037E-002   4.71549E-001
  1.84906E+001   2.52021E-002   4.66003E-001
  1.85644E+001   2.47139E-002   4.58799E-001
  1.86384E+001   2.43297E-002   4.53468E-001
  1.87128E+001   2.39091E-002   4.47406E-001
  1.87874E+001   2.35111E-002   4.41713E-001
  1.88623E+001   2.30792E-002   4.35327E-001
  1.89375E+001   2.27169E-002   4.30203E-001
  1.90131E+001   2.23024E-002   4.24037E-001
  1.90889E+001   2.18997E-002   4.18041E-001
  1.91650E+001   2.15416E-002   4.12846E-001
  1.92415E+001   2.11606E-002   4.07161E-001
  1.93182E+001   2.07607E-002   4.01060E-001
  1.93953E+001   2.04368E-002   3.96376E-001
  1.94726E+001   2.00433E-002   3.90296E-001
  1.95503E+001   1.96568E-002   3.84297E-001
  1.96282E+001   1.93540E-002   3.79885E-001
  1.97065E+001   1.89588E-002   3.73612E-001
  1.97851E+001   1.86259E-002   3.68516E-001
  1.98640E+001   1.82891E-002   3.63295E-001
  1.99432E+001   1.79549E-002   3.58080E-001
  2.00228E+001   1.76038E-002   3.52477E-001
  2.01026E+001   1.72970E-002   3.47715E-001
  2.01828E+001   1.69564E-002   3.42227E-001
  2.02633E+001   1.66338E-002   3.37056E-001
  2.03441E+001   1.63380E-002   3.32382E-001
  2.04253E+001   1.60091E-002   3.26990E-001
  2.05067E+001   1.57028E-002   3.22013E-001
  2.05885E+001   1.53895E-002   3.16846E-001
  2.06706E+001   1.51104E-002   3.12341E-001
  2.07530E+001   1.47799E-002   3.06729E-001
  2.08358E+001   1.45133E-002   3.02397E-001
  2.09189E+001   1.42347E-002   2.97774E-001
  2.10023E+001   1.39410E-002   2.92793E-001
  2.10861E+001   1.36528E-002   2.87884E-001
  2.11702E+001   1.34032E-002   2.83749E-001
  2.12546E+001   1.31304E-002   2.79083E-001
  2.13394E+001   1.28379E-002   2.73952E-001
  2.14245E+001   1.25854E-002   2.69636E-001
  2.15100E+001   1.23721E-002   2.66123E-001
  2.15957E+001   1.20638E-002   2.60527E-001
  2.16819E+001   1.18177E-002   2.56231E-001
  2.17683E+001   1.15971E-002   2.52450E-001
  2.18552E+001   1.13410E-002   2.47860E-001
  2.19423E+001   1.10876E-002   2.43289E-001
  2.20298E+001   1.08728E-002   2.39527E-001
  2.21177E+001   1.06446E-002   2.35433E-001
  2.22059E+001   1.03976E-002   2.30887E-001
  2.22945E+001   1.01910E-002   2.27203E-001
  2.23834E+001   9.98264E-003   2.23445E-001
  2.24726E+001   9.74574E-003   2.19013E-001
  2.25623E+001   9.54642E-003   2.15389E-001
  2.26523E+001   9.35241E-003   2.11853E-001
  2.27426E+001   9.12490E-003   2.07524E-001
  2.28333E+001   8.93116E-003   2.03928E-001
  2.29244E+001   8.76041E-003   2.00827E-001
  2.30158E+001   8.55487E-003   1.96897E-001
  2.31076E+001   8.35525E-003   1.93070E-001
  2.31997E+001   8.18945E-003   1.89993E-001
  2.32923E+001   7.99840E-003   1.86301E-001
  2.33852E+001   7.81329E-003   1.82715E-001
  2.34784E+001   7.66158E-003   1.79882E-001
  2.35721E+001   7.47908E-003   1.76298E-001
  2.36661E+001   7.29742E-003   1.72701E-001
  2.37605E+001   7.16017E-003   1.70129E-001
  2.38552E+001   6.97880E-003   1.66481E-001
  2.39504E+001   6.82301E-003   1.63414E-001
  2.40459E+001   6.66318E-003   1.60222E-001
  2.41418E+001   6.53475E-003   1.57761E-001
  2.42381E+001   6.36415E-003   1.54255E-001
  2.43347E+001   6.21937E-003   1.51347E-001
  2.44318E+001   6.08976E-003   1.48784E-001
  2.45292E+001   5.94134E-003   1.45737E-001
  2.46271E+001   5.79824E-003   1.42794E-001
  2.47253E+001   5.66741E-003   1.40128E-001
  2.48239E+001   5.53770E-003   1.37467E-001
  2.49229E+001   5.40234E-003   1.34642E-001
  2.50223E+001   5.29105E-003   1.32394E-001
  2.51221E+001   5.14915E-003   1.29357E-001
  2.52223E+001   5.03916E-003   1.27099E-001
  2.53229E+001   4.91914E-003   1.24567E-001
  2.54239E+001   4.81261E-003   1.22355E-001
  2.55252E+001   4.67636E-003   1.19365E-001
  2.56270E+001   4.58640E-003   1.17536E-001
  2.57293E+001   4.48493E-003   1.15394E-001
  2.58319E+001   4.36032E-003   1.12635E-001
  2.59349E+001   4.25099E-003   1.10249E-001
  2.60383E+001   4.17427E-003   1.08691E-001
  2.61422E+001   4.06215E-003   1.06194E-001
  2.62464E+001   3.95378E-003   1.03773E-001
  2.63511E+001   3.87828E-003   1.02197E-001
  2.64562E+001   3.78451E-003   1.00124E-001
  2.65617E+001   3.68050E-003   9.77604E-002
  2.66676E+001   3.60064E-003   9.60207E-002
  2.67740E+001   3.52735E-003   9.44413E-002
  2.68808E+001   3.42019E-003   9.19376E-002
  2.69880E+001   3.34888E-003   9.03795E-002
  2.70956E+001   3.27662E-003   8.87820E-002
  2.72037E+001   3.18508E-003   8.66460E-002
  2.73122E+001   3.10735E-003   8.48685E-002
  2.74211E+001   3.04944E-003   8.36192E-002
  2.75305E+001   2.96290E-003   8.15700E-002
  2.76403E+001   2.88944E-003   7.98650E-002
  2.77505E+001   2.83117E-003   7.85664E-002
  2.78612E+001   2.76315E-003   7.69848E-002
  2.79723E+001   2.68847E-003   7.52028E-002
  2.80839E+001   2.63025E-003   7.38675E-002
  2.81959E+001   2.56868E-003   7.24261E-002
  2.83083E+001   2.49600E-003   7.06577E-002
  2.84212E+001   2.44745E-003   6.95594E-002
  2.85346E+001   2.38735E-003   6.81220E-002
  2.86484E+001   2.32389E-003   6.65757E-002
  2.87626E+001   2.27309E-003   6.53800E-002
  2.88773E+001   2.22322E-003   6.42007E-002
  2.89925E+001   2.16784E-003   6.28513E-002
  2.91081E+001   2.11276E-003   6.14985E-002
  2.92242E+001   2.07135E-003   6.05337E-002
  2.93408E+001   2.02104E-003   5.92990E-002
  2.94578E+001   1.96884E-003   5.79978E-002
  2.95753E+001   1.92912E-003   5.70544E-002
  2.96932E+001   1.88446E-003   5.59559E-002
  2.98116E+001   1.83219E-003   5.46205E-002
  2.99305E+001   1.79778E-003   5.38085E-002
  3.00499E+001   1.75711E-003   5.28011E-002
  3.01698E+001   1.71265E-003   5.16701E-002
  3.02901E+001   1.67401E-003   5.07060E-002
  3.04109E+001   1.64168E-003   4.99250E-002
  3.05322E+001   1.59895E-003   4.88193E-002
  3.06539E+001   1.56355E-003   4.79289E-002
  3.07762E+001   1.53491E-003   4.72387E-002
  3.08989E+001   1.49349E-003   4.61473E-002
  3.10222E+001   1.45881E-003   4.52554E-002
  3.11459E+001   1.43507E-003   4.46964E-002
  3.12701E+001   1.39700E-003   4.36842E-002
  3.13948E+001   1.36274E-003   4.27831E-002
  3.15200E+001   1.33975E-003   4.22289E-002
  3.16457E+001   1.31275E-003   4.15431E-002
  3.17719E+001   1.27569E-003   4.05311E-002
  3.18987E+001   1.25014E-003   3.98777E-002
  3.20259E+001   1.22889E-003   3.93562E-002
  3.21536E+001   1.19420E-003   3.83977E-002
  3.22818E+001   1.16960E-003   3.77570E-002
  3.24106E+001   1.15279E-003   3.73626E-002
  3.25399E+001   1.11760E-003   3.63665E-002
  3.26696E+001   1.09896E-003   3.59028E-002
  3.27999E+001   1.07912E-003   3.53949E-002
  3.29307E+001   1.05021E-003   3.45843E-002
  3.30621E+001   1.02976E-003   3.40459E-002
  3.31939E+001   1.01138E-003   3.35717E-002
  3.33263E+001   9.89571E-004   3.29788E-002
  3.34592E+001   9.66656E-004   3.23436E-002
  3.35927E+001   9.50607E-004   3.19335E-002
  3.37266E+001   9.29762E-004   3.13578E-002
  3.38612E+001   9.08142E-004   3.07508E-002
  3.39962E+001   8.92006E-004   3.03248E-002
  3.41318E+001   8.77236E-004   2.99416E-002
  3.42679E+001   8.52423E-004   2.92108E-002
  3.44046E+001   8.41063E-004   2.89364E-002
  3.45418E+001   8.25800E-004   2.85246E-002
  3.46795E+001   8.05023E-004   2.79178E-002
  3.48179E+001   7.89829E-004   2.75002E-002
  3.49567E+001   7.78940E-004   2.72292E-002
  3.50961E+001   7.61053E-004   2.67100E-002
  3.52361E+001   7.44787E-004   2.62434E-002
  3.53766E+001   7.33251E-004   2.59400E-002
  3.55177E+001   7.19654E-004   2.55605E-002
  3.56594E+001   7.01447E-004   2.50132E-002
  3.58016E+001   6.92057E-004   2.47768E-002
  3.59444E+001   6.80859E-004   2.44731E-002
  3.60877E+001   6.62385E-004   2.39040E-002
  3.62317E+001   6.53901E-004   2.36919E-002
  3.63762E+001   6.43710E-004   2.34157E-002
  3.65212E+001   6.28036E-004   2.29367E-002
  3.66669E+001   6.17576E-004   2.26446E-002
  3.68131E+001   6.08713E-004   2.24086E-002
  3.69599E+001   5.95865E-004   2.20231E-002
  3.71073E+001   5.84656E-004   2.16951E-002
  3.72553E+001   5.75294E-004   2.14328E-002
  3.74039E+001   5.65221E-004   2.11415E-002
  3.75531E+001   5.52099E-004   2.07331E-002
  3.77029E+001   5.44348E-004   2.05235E-002
  3.78532E+001   5.35778E-004   2.02810E-002
  3.80042E+001   5.22020E-004   1.98390E-002
  3.81558E+001   5.16111E-004   1.96926E-002
  3.83079E+001   5.06867E-004   1.94170E-002
  3.84607E+001   4.95156E-004   1.90441E-002
  3.86141E+001   4.87314E-004   1.88172E-002
  3.87681E+001   4.79888E-004   1.86043E-002
  3.89227E+001   4.68809E-004   1.82473E-002
  3.90780E+001   4.60700E-004   1.80032E-002
  3.92338E+001   4.54625E-004   1.78367E-002
  3.93903E+001   4.43713E-004   1.74780E-002
  3.95474E+001   4.34929E-004   1.72003E-002
  3.97051E+001   4.29635E-004   1.70587E-002
  3.98635E+001   4.21444E-004   1.68002E-002
  4.00224E+001   4.11509E-004   1.64696E-002
  4.01821E+001   4.05754E-004   1.63040E-002
  4.03423E+001   3.98602E-004   1.60805E-002
  4.05032E+001   3.88751E-004   1.57457E-002
  4.06647E+001   3.83037E-004   1.55761E-002
  4.08269E+001   3.76880E-004   1.53869E-002
  4.09898E+001   3.66848E-004   1.50370E-002
  4.11532E+001   3.61094E-004   1.48602E-002
  4.13174E+001   3.55024E-004   1.46687E-002
  4.14821E+001   3.45889E-004   1.43482E-002
  4.16476E+001   3.38743E-004   1.41079E-002
  4.18137E+001   3.33475E-004   1.39438E-002
  4.19804E+001   3.25947E-004   1.36834E-002
  4.21479E+001   3.17478E-004   1.33810E-002
  4.23160E+001   3.12443E-004   1.32213E-002
  4.24847E+001   3.04814E-004   1.29499E-002
  4.26542E+001   2.96468E-004   1.26456E-002
  4.28243E+001   2.90523E-004   1.24414E-002
  4.29951E+001   2.83864E-004   1.22048E-002
  4.31666E+001   2.74601E-004   1.18536E-002
  4.33387E+001   2.68414E-004   1.16327E-002
  4.35116E+001   2.61436E-004   1.13755E-002
  4.36851E+001   2.52653E-004   1.10372E-002
  4.38593E+001   2.44300E-004   1.07148E-002
  4.40342E+001   2.37627E-004   1.04637E-002
  4.42099E+001   2.29547E-004   1.01483E-002
  4.43862E+001   2.20420E-004   9.78362E-003
  4.45632E+001   2.13411E-004   9.51029E-003
  4.47409E+001   2.04795E-004   9.16270E-003
  4.49194E+001   1.95681E-004   8.78985E-003
  4.50985E+001   1.88427E-004   8.49776E-003
  4.52784E+001   1.80049E-004   8.15234E-003
  4.54589E+001   1.71095E-004   7.77782E-003
  4.56402E+001   1.63463E-004   7.46050E-003
  4.58223E+001   1.55739E-004   7.13632E-003
  4.60050E+001   1.47398E-004   6.78105E-003
  4.61885E+001   1.39396E-004   6.43851E-003
  4.63727E+001   1.31911E-004   6.11709E-003
  4.65577E+001   1.24370E-004   5.79038E-003
  4.67433E+001   1.16187E-004   5.43096E-003
  4.69298E+001   1.08740E-004   5.10315E-003
  4.71169E+001   1.02304E-004   4.82027E-003
  4.73048E+001   9.46409E-005   4.47698E-003
  4.74935E+001   8.75605E-005   4.15856E-003
