# aeff[um]=   0.00050  comp=ad_s2  Teq[K]=  18.96159 (calc_Teq output)
# block 1 (GD): N=250   blocks 2-4 (MC fixed/2pass/buffered): N=600
# === GD block: T[K]   P(T_i)   dP/dlnT
  9.93501E+001   2.64259E-008   2.62543E-006
  1.00654E+002   2.49387E-008   2.51020E-006
  1.01975E+002   2.35362E-008   2.40013E-006
  1.03314E+002   2.21937E-008   2.29293E-006
  1.04670E+002   2.09442E-008   2.19224E-006
  1.06044E+002   1.97658E-008   2.09605E-006
  1.07435E+002   1.86399E-008   2.00260E-006
  1.08846E+002   1.75843E-008   1.91399E-006
  1.10274E+002   1.65812E-008   1.82849E-006
  1.11722E+002   1.56402E-008   1.74736E-006
  1.13188E+002   1.47400E-008   1.66840E-006
  1.14674E+002   1.38910E-008   1.59295E-006
  1.16179E+002   1.30986E-008   1.52179E-006
  1.17704E+002   1.23409E-008   1.45258E-006
  1.19249E+002   1.16280E-008   1.38663E-006
  1.20814E+002   1.09637E-008   1.32458E-006
  1.22400E+002   1.03419E-008   1.26586E-006
  1.24006E+002   9.75044E-009   1.20912E-006
  1.25634E+002   9.19262E-009   1.15491E-006
  1.27283E+002   8.67644E-009   1.10437E-006
  1.28953E+002   8.18536E-009   1.05554E-006
  1.30646E+002   7.71514E-009   1.00796E-006
  1.32361E+002   7.28175E-009   9.63826E-007
  1.34098E+002   6.86647E-009   9.20787E-007
  1.35858E+002   6.47778E-009   8.80065E-007
  1.37641E+002   6.10657E-009   8.40523E-007
  1.39448E+002   5.76180E-009   8.03477E-007
  1.41278E+002   5.43304E-009   7.67576E-007
  1.43133E+002   5.12311E-009   7.33290E-007
  1.45011E+002   4.82930E-009   7.00309E-007
  1.46915E+002   4.55412E-009   6.69072E-007
  1.48843E+002   4.29640E-009   6.39494E-007
  1.50797E+002   4.04760E-009   6.10369E-007
  1.52776E+002   3.81800E-009   5.83303E-007
  1.54781E+002   3.59862E-009   5.57002E-007
  1.56813E+002   3.39294E-009   5.32060E-007
  1.58871E+002   3.19714E-009   5.07937E-007
  1.60956E+002   3.01468E-009   4.85235E-007
  1.63069E+002   2.84167E-009   4.63392E-007
  1.65209E+002   2.67769E-009   4.42383E-007
  1.67378E+002   2.52387E-009   4.22443E-007
  1.69575E+002   2.37808E-009   4.03265E-007
  1.71800E+002   2.24076E-009   3.84967E-007
  1.74055E+002   2.11038E-009   3.67325E-007
  1.76340E+002   1.98833E-009   3.50625E-007
  1.78654E+002   1.87247E-009   3.34528E-007
  1.80999E+002   1.76292E-009   3.19090E-007
  1.83375E+002   1.65931E-009   3.04279E-007
  1.85782E+002   1.56217E-009   2.90225E-007
  1.88220E+002   1.46999E-009   2.76683E-007
  1.90691E+002   1.38376E-009   2.63871E-007
  1.93194E+002   1.30280E-009   2.51695E-007
  1.95730E+002   1.22630E-009   2.40025E-007
  1.98299E+002   1.15394E-009   2.28826E-007
  2.00901E+002   1.08609E-009   2.18200E-007
  2.03538E+002   1.02167E-009   2.07951E-007
  2.06210E+002   9.62182E-010   1.98413E-007
  2.08916E+002   9.05587E-010   1.89193E-007
  2.11659E+002   8.51802E-010   1.80293E-007
  2.14437E+002   8.01158E-010   1.71799E-007
  2.17251E+002   7.54198E-010   1.63852E-007
  2.20103E+002   7.09435E-010   1.56150E-007
  2.22992E+002   6.67337E-010   1.48812E-007
  2.25919E+002   6.27925E-010   1.41861E-007
  2.28884E+002   5.90942E-010   1.35258E-007
  2.31888E+002   5.55656E-010   1.28851E-007
  2.34932E+002   5.22888E-010   1.22844E-007
  2.38015E+002   4.91690E-010   1.17031E-007
  2.41139E+002   4.62594E-010   1.11550E-007
  2.44305E+002   4.35264E-010   1.06338E-007
  2.47511E+002   4.09197E-010   1.01282E-007
  2.50760E+002   3.84976E-010   9.65371E-008
  2.54051E+002   3.62138E-010   9.20022E-008
  2.57386E+002   3.40581E-010   8.76612E-008
  2.60764E+002   3.20180E-010   8.34921E-008
  2.64187E+002   3.01119E-010   7.95521E-008
  2.67654E+002   2.83058E-010   7.57621E-008
  2.71167E+002   2.66159E-010   7.21741E-008
  2.74727E+002   2.50170E-010   6.87288E-008
  2.78332E+002   2.35075E-010   6.54294E-008
  2.81986E+002   2.20925E-010   6.22982E-008
  2.85687E+002   2.07527E-010   5.92883E-008
  2.89437E+002   1.95014E-010   5.64446E-008
  2.93236E+002   1.83254E-010   5.37370E-008
  2.97084E+002   1.72216E-010   5.11632E-008
  3.00984E+002   1.61772E-010   4.86911E-008
  3.04934E+002   1.52007E-010   4.63526E-008
  3.08937E+002   1.42672E-010   4.40769E-008
  3.12992E+002   1.34046E-010   4.19555E-008
  3.17100E+002   1.25876E-010   3.99155E-008
  3.21262E+002   1.18171E-010   3.79642E-008
  3.25479E+002   1.11008E-010   3.61310E-008
  3.29751E+002   1.04251E-010   3.43772E-008
  3.34079E+002   9.79845E-011   3.27348E-008
  3.38464E+002   9.20107E-011   3.11425E-008
  3.42906E+002   8.64798E-011   2.96547E-008
  3.47407E+002   8.12204E-011   2.82168E-008
  3.51967E+002   7.63165E-011   2.68611E-008
  3.56587E+002   7.16551E-011   2.55514E-008
  3.61267E+002   6.72750E-011   2.43044E-008
  3.66009E+002   6.32009E-011   2.31322E-008
  3.70813E+002   5.93357E-011   2.20026E-008
  3.75680E+002   5.57619E-011   2.09488E-008
  3.80611E+002   5.23250E-011   1.99156E-008
  3.85607E+002   4.91676E-011   1.89595E-008
  3.90668E+002   4.61569E-011   1.80322E-008
  3.95796E+002   4.33759E-011   1.71681E-008
  4.00991E+002   4.07041E-011   1.63221E-008
  4.06254E+002   3.82158E-011   1.55254E-008
  4.11586E+002   3.59413E-011   1.47931E-008
  4.16988E+002   3.37798E-011   1.40859E-008
  4.22462E+002   3.17087E-011   1.33958E-008
  4.28007E+002   2.98102E-011   1.27591E-008
  4.33624E+002   2.79915E-011   1.21379E-008
  4.39316E+002   2.63160E-011   1.15611E-008
  4.45082E+002   2.47128E-011   1.09993E-008
  4.50924E+002   2.32140E-011   1.04678E-008
  4.56843E+002   2.18273E-011   9.97173E-009
  4.62839E+002   2.05154E-011   9.49541E-009
  4.68914E+002   1.93278E-011   9.06314E-009
  4.75069E+002   1.81553E-011   8.62508E-009
  4.81304E+002   1.70941E-011   8.22754E-009
  4.87622E+002   1.60637E-011   7.83305E-009
  4.94022E+002   1.51288E-011   7.47401E-009
  5.00506E+002   1.42438E-011   7.12915E-009
  5.07075E+002   1.34116E-011   6.80072E-009
  5.13731E+002   1.26316E-011   6.48930E-009
  5.20474E+002   1.19100E-011   6.19890E-009
  5.27305E+002   1.12157E-011   5.91416E-009
  5.34227E+002   1.05602E-011   5.64158E-009
  5.41239E+002   9.96055E-012   5.39107E-009
  5.48343E+002   9.38525E-012   5.14637E-009
  5.55540E+002   8.85374E-012   4.91864E-009
  5.62832E+002   8.35641E-012   4.70329E-009
  5.70219E+002   7.87925E-012   4.49293E-009
  5.77703E+002   7.43812E-012   4.29705E-009
  5.85286E+002   7.03296E-012   4.11632E-009
  5.92968E+002   6.63136E-012   3.93222E-009
  6.00751E+002   6.26881E-012   3.76602E-009
  6.08636E+002   5.92172E-012   3.60420E-009
  6.16625E+002   5.59690E-012   3.45121E-009
  6.24718E+002   5.29140E-012   3.30566E-009
  6.32918E+002   4.99751E-012   3.16303E-009
  6.41225E+002   4.73041E-012   3.03328E-009
  6.49642E+002   4.47456E-012   2.90688E-009
  6.58169E+002   4.23716E-012   2.78879E-009
  6.66807E+002   4.00407E-012   2.66996E-009
  6.75560E+002   3.79457E-012   2.56348E-009
  6.84427E+002   3.58918E-012   2.45655E-009
  6.93410E+002   3.40043E-012   2.35791E-009
  7.02511E+002   3.22009E-012   2.26217E-009
  7.11732E+002   3.05090E-012   2.17144E-009
  7.21074E+002   2.88943E-012   2.08351E-009
  7.30538E+002   2.74048E-012   2.00204E-009
  7.40127E+002   2.59957E-012   1.92402E-009
  7.49842E+002   2.46309E-012   1.84694E-009
  7.59684E+002   2.33729E-012   1.77561E-009
  7.69655E+002   2.21817E-012   1.70723E-009
  7.79757E+002   2.10213E-012   1.63916E-009
  7.89992E+002   1.99465E-012   1.57577E-009
  8.00361E+002   1.89276E-012   1.51490E-009
  8.10866E+002   1.79695E-012   1.45710E-009
  8.21509E+002   1.70596E-012   1.40147E-009
  8.32291E+002   1.61829E-012   1.34690E-009
  8.43216E+002   1.53641E-012   1.29554E-009
  8.54283E+002   1.45835E-012   1.24585E-009
  8.65496E+002   1.38523E-012   1.19892E-009
  8.76856E+002   1.31324E-012   1.15153E-009
  8.88365E+002   1.24641E-012   1.10728E-009
  9.00026E+002   1.18310E-012   1.06483E-009
  9.11839E+002   1.12267E-012   1.02370E-009
  9.23807E+002   1.06409E-012   9.83022E-010
  9.35932E+002   1.01025E-012   9.45528E-010
  9.48217E+002   9.58349E-013   9.08730E-010
  9.60663E+002   9.09477E-013   8.73707E-010
  9.73272E+002   8.61418E-013   8.38400E-010
  9.86047E+002   8.17696E-013   8.06292E-010
  9.98989E+002   7.74879E-013   7.74101E-010
  1.01210E+003   7.35208E-013   7.44110E-010
  1.02539E+003   6.95450E-013   7.13109E-010
  1.03884E+003   6.58599E-013   6.84186E-010
  1.05248E+003   6.23160E-013   6.55868E-010
  1.06629E+003   5.89522E-013   6.28608E-010
  1.08029E+003   5.56485E-013   6.01169E-010
  1.09447E+003   5.25601E-013   5.75258E-010
  1.10883E+003   4.95910E-013   5.49886E-010
  1.12339E+003   4.67834E-013   5.25562E-010
  1.13813E+003   4.39103E-013   4.99761E-010
  1.15307E+003   4.12614E-013   4.75776E-010
  1.16821E+003   3.86605E-013   4.51638E-010
  1.18354E+003   3.61915E-013   4.28343E-010
  1.19907E+003   3.36911E-013   4.03984E-010
  1.21481E+003   3.13443E-013   3.80777E-010
  1.23076E+003   2.90703E-013   3.57788E-010
  1.24691E+003   2.68698E-013   3.35045E-010
  1.26328E+003   2.47178E-013   3.12256E-010
  1.27986E+003   2.27108E-013   2.90669E-010
  1.29666E+003   2.07348E-013   2.68861E-010
  1.31368E+003   1.88859E-013   2.48101E-010
  1.33092E+003   1.71182E-013   2.27831E-010
  1.34839E+003   1.54789E-013   2.08718E-010
  1.36609E+003   1.39217E-013   1.90183E-010
  1.38402E+003   1.24699E-013   1.72586E-010
  1.40218E+003   1.11043E-013   1.55704E-010
  1.42059E+003   9.84871E-014   1.39911E-010
  1.43923E+003   8.65464E-014   1.24561E-010
  1.45812E+003   7.57405E-014   1.10440E-010
  1.47726E+003   6.55429E-014   9.68247E-011
  1.49665E+003   5.61880E-014   8.40945E-011
  1.51630E+003   4.75297E-014   7.20696E-011
  1.53620E+003   4.00488E-014   6.15233E-011
  1.55636E+003   3.31733E-014   5.16301E-011
  1.57679E+003   2.72310E-014   4.29378E-011
  1.59749E+003   2.19390E-014   3.50475E-011
  1.61845E+003   1.73262E-014   2.80418E-011
  1.63970E+003   1.33259E-014   2.18506E-011
  1.66122E+003   9.89156E-015   1.64322E-011
  1.68302E+003   6.92010E-015   1.16468E-011
  1.70511E+003   4.31143E-015   7.35152E-012
  1.72749E+003   2.10947E-015   3.64412E-012
  1.75017E+003   3.24608E-016   5.68123E-013
  1.77314E+003   0.00000E+000   0.00000E+000
  1.79641E+003   0.00000E+000   0.00000E+000
  1.81999E+003   0.00000E+000   0.00000E+000
  1.84388E+003   0.00000E+000   0.00000E+000
  1.86808E+003   0.00000E+000   0.00000E+000
  1.89260E+003   0.00000E+000   0.00000E+000
  1.91744E+003   0.00000E+000   0.00000E+000
  1.94261E+003   0.00000E+000   0.00000E+000
  1.96811E+003   0.00000E+000   0.00000E+000
  1.99394E+003   0.00000E+000   0.00000E+000
  2.02011E+003   0.00000E+000   0.00000E+000
  2.04663E+003   0.00000E+000   0.00000E+000
  2.07349E+003   0.00000E+000   0.00000E+000
  2.10070E+003   0.00000E+000   0.00000E+000
  2.12828E+003   0.00000E+000   0.00000E+000
  2.15621E+003   0.00000E+000   0.00000E+000
  2.18451E+003   0.00000E+000   0.00000E+000
  2.21319E+003   0.00000E+000   0.00000E+000
  2.24224E+003   0.00000E+000   0.00000E+000
  2.27167E+003   0.00000E+000   0.00000E+000
  2.30148E+003   0.00000E+000   0.00000E+000
  2.33169E+003   0.00000E+000   0.00000E+000
  2.36229E+003   0.00000E+000   0.00000E+000
  2.39330E+003   0.00000E+000   0.00000E+000
  2.42471E+003   0.00000E+000   0.00000E+000
  2.45654E+003   0.00000E+000   0.00000E+000
  2.48878E+003   0.00000E+000   0.00000E+000
  2.52145E+003   0.00000E+000   0.00000E+000
  2.55454E+003   0.00000E+000   0.00000E+000
  2.58807E+003   0.00000E+000   0.00000E+000
  2.62204E+003   0.00000E+000   0.00000E+000
  2.65646E+003   0.00000E+000   0.00000E+000
  2.69133E+003   0.00000E+000   0.00000E+000
  2.72665E+003   0.00000E+000   0.00000E+000
  2.76244E+003   0.00000E+000   0.00000E+000
  2.79870E+003   0.00000E+000   0.00000E+000
  2.83543E+003   0.00000E+000   0.00000E+000
  2.87265E+003   0.00000E+000   0.00000E+000
  2.91035E+003   0.00000E+000   0.00000E+000
  2.94855E+003   0.00000E+000   0.00000E+000
  2.98725E+003   0.00000E+000   0.00000E+000
  3.02646E+003   0.00000E+000   0.00000E+000
  3.06619E+003   0.00000E+000   0.00000E+000
  3.10643E+003   0.00000E+000   0.00000E+000
  3.14721E+003   0.00000E+000   0.00000E+000
  3.18851E+003   0.00000E+000   0.00000E+000
  3.23037E+003   0.00000E+000   0.00000E+000
  3.27277E+003   0.00000E+000   0.00000E+000
  3.31572E+003   0.00000E+000   0.00000E+000
  3.35924E+003   0.00000E+000   0.00000E+000
  3.40333E+003   0.00000E+000   0.00000E+000
  3.44800E+003   0.00000E+000   0.00000E+000
  3.49326E+003   0.00000E+000   0.00000E+000
  3.53911E+003   0.00000E+000   0.00000E+000
  3.58556E+003   0.00000E+000   0.00000E+000
  3.63263E+003   0.00000E+000   0.00000E+000
  3.68031E+003   0.00000E+000   0.00000E+000
  3.72861E+003   0.00000E+000   0.00000E+000
  3.77755E+003   0.00000E+000   0.00000E+000
  3.82713E+003   0.00000E+000   0.00000E+000
  3.87737E+003   0.00000E+000   0.00000E+000
  3.92826E+003   0.00000E+000   0.00000E+000
  3.97982E+003   0.00000E+000   0.00000E+000
  4.03206E+003   0.00000E+000   0.00000E+000
  4.08498E+003   0.00000E+000   0.00000E+000
  4.13860E+003   0.00000E+000   0.00000E+000
  4.19292E+003   0.00000E+000   0.00000E+000
  4.24795E+003   0.00000E+000   0.00000E+000
  4.30371E+003   0.00000E+000   0.00000E+000
  4.36020E+003   0.00000E+000   0.00000E+000
  4.41743E+003   0.00000E+000   0.00000E+000
  4.47541E+003   0.00000E+000   0.00000E+000
  4.53415E+003   0.00000E+000   0.00000E+000
  4.59366E+003   0.00000E+000   0.00000E+000
  4.65396E+003   0.00000E+000   0.00000E+000
  4.71504E+003   0.00000E+000   0.00000E+000
  4.77693E+003   0.00000E+000   0.00000E+000
  4.83963E+003   0.00000E+000   0.00000E+000
  4.90315E+003   0.00000E+000   0.00000E+000
  4.96751E+003   0.00000E+000   0.00000E+000
# === MC 2pass block (log=T, range=[  7.3927E-01,  1.7485E+03 K])
#     T_mid[K]   dP/dT [1/K]   dP/dlnT
  7.06925E-001   0.00000E+000   0.00000E+000
  7.16257E-001   0.00000E+000   0.00000E+000
  7.25712E-001   0.00000E+000   0.00000E+000
  7.35293E-001   3.17041E+000   2.33120E+000
  7.44999E-001   7.56252E+000   5.63411E+000
  7.54834E-001   4.00708E+000   3.02470E+000
  7.64798E-001   3.10621E+000   2.37564E+000
  7.74894E-001   2.64126E+000   2.04671E+000
  7.85123E-001   2.33525E+000   1.83347E+000
  7.95488E-001   2.12372E+000   1.68940E+000
  8.05989E-001   1.96096E+000   1.58052E+000
  8.16629E-001   1.83325E+000   1.49710E+000
  8.27409E-001   1.72785E+000   1.42965E+000
  8.38331E-001   1.64578E+000   1.37972E+000
  8.49398E-001   1.56860E+000   1.33238E+000
  8.60611E-001   1.50224E+000   1.29285E+000
  8.71971E-001   1.44781E+000   1.26246E+000
  8.83482E-001   1.39367E+000   1.23129E+000
  8.95145E-001   1.34660E+000   1.20541E+000
  9.06962E-001   1.30599E+000   1.18449E+000
  9.18934E-001   1.26748E+000   1.16474E+000
  9.31065E-001   1.23143E+000   1.14655E+000
  9.43356E-001   1.20060E+000   1.13260E+000
  9.55809E-001   1.18489E+000   1.13254E+000
  9.68427E-001   1.17876E+000   1.14155E+000
  9.81211E-001   1.15555E+000   1.13384E+000
  9.94163E-001   1.11244E+000   1.10595E+000
  1.00729E+000   1.05952E+000   1.06725E+000
  1.02058E+000   1.00979E+000   1.03059E+000
  1.03406E+000   9.63312E-001   9.96126E-001
  1.04771E+000   9.19012E-001   9.62862E-001
  1.06154E+000   8.78342E-001   9.32400E-001
  1.07555E+000   8.40771E-001   9.04298E-001
  1.08975E+000   8.04240E-001   8.76427E-001
  1.10414E+000   7.70029E-001   8.50222E-001
  1.11871E+000   7.38092E-001   8.25718E-001
  1.13348E+000   7.06725E-001   8.01063E-001
  1.14844E+000   6.77448E-001   7.78015E-001
  1.16360E+000   6.49148E-001   7.55356E-001
  1.17896E+000   6.23350E-001   7.34911E-001
  1.19453E+000   5.97560E-001   7.13806E-001
  1.21029E+000   5.73072E-001   6.93591E-001
  1.22627E+000   5.50008E-001   6.74464E-001
  1.24246E+000   5.28078E-001   6.56120E-001
  1.25886E+000   5.06927E-001   6.38155E-001
  1.27548E+000   4.86564E-001   6.20606E-001
  1.29232E+000   4.66961E-001   6.03465E-001
  1.30938E+000   4.48309E-001   5.87009E-001
  1.32666E+000   4.30244E-001   5.70792E-001
  1.34417E+000   4.13240E-001   5.55470E-001
  1.36192E+000   3.96518E-001   5.40029E-001
  1.37990E+000   3.80721E-001   5.25359E-001
  1.39811E+000   3.65404E-001   5.10880E-001
  1.41657E+000   3.50648E-001   4.96721E-001
  1.43527E+000   3.36635E-001   4.83165E-001
  1.45422E+000   3.23084E-001   4.69837E-001
  1.47341E+000   3.09917E-001   4.56638E-001
  1.49286E+000   2.97436E-001   4.44034E-001
  1.51257E+000   2.85520E-001   4.31872E-001
  1.53254E+000   2.73842E-001   4.19676E-001
  1.55277E+000   2.62756E-001   4.08002E-001
  1.57327E+000   2.52111E-001   3.96640E-001
  1.59403E+000   2.41821E-001   3.85474E-001
  1.61508E+000   2.31849E-001   3.74456E-001
  1.63640E+000   2.22347E-001   3.63850E-001
  1.65800E+000   2.13213E-001   3.53509E-001
  1.67989E+000   2.04507E-001   3.43551E-001
  1.70206E+000   1.95898E-001   3.33432E-001
  1.72453E+000   1.87830E-001   3.23921E-001
  1.74730E+000   1.80119E-001   3.14723E-001
  1.77036E+000   1.72542E-001   3.05464E-001
  1.79373E+000   1.65450E-001   2.96775E-001
  1.81741E+000   1.58460E-001   2.87989E-001
  1.84140E+000   1.51934E-001   2.79774E-001
  1.86571E+000   1.45437E-001   2.71345E-001
  1.89034E+000   1.39358E-001   2.63436E-001
  1.91529E+000   1.33456E-001   2.55609E-001
  1.94058E+000   1.27841E-001   2.48086E-001
  1.96619E+000   1.22454E-001   2.40769E-001
  1.99215E+000   1.17200E-001   2.33482E-001
  2.01845E+000   1.12208E-001   2.26487E-001
  2.04509E+000   1.07454E-001   2.19754E-001
  2.07209E+000   1.02858E-001   2.13132E-001
  2.09944E+000   9.84419E-002   2.06675E-001
  2.12716E+000   9.42179E-002   2.00418E-001
  2.15524E+000   9.01755E-002   1.94351E-001
  2.18369E+000   8.62843E-002   1.88419E-001
  2.21252E+000   8.25642E-002   1.82676E-001
  2.24172E+000   7.89618E-002   1.77012E-001
  2.27132E+000   7.55737E-002   1.71653E-001
  2.30130E+000   7.22880E-002   1.66358E-001
  2.33168E+000   6.91606E-002   1.61261E-001
  2.36246E+000   6.61238E-002   1.56216E-001
  2.39364E+000   6.32400E-002   1.51375E-001
  2.42524E+000   6.04776E-002   1.46674E-001
  2.45726E+000   5.78159E-002   1.42070E-001
  2.48970E+000   5.53019E-002   1.37686E-001
  2.52256E+000   5.28373E-002   1.33286E-001
  2.55586E+000   5.05388E-002   1.29171E-001
  2.58960E+000   4.82831E-002   1.25035E-001
  2.62379E+000   4.61689E-002   1.21138E-001
  2.65842E+000   4.41014E-002   1.17241E-001
  2.69352E+000   4.21584E-002   1.13555E-001
  2.72907E+000   4.02856E-002   1.09943E-001
  2.76510E+000   3.84881E-002   1.06424E-001
  2.80160E+000   3.67633E-002   1.02997E-001
  2.83858E+000   3.51312E-002   9.97237E-002
  2.87606E+000   3.35578E-002   9.65149E-002
  2.91402E+000   3.20617E-002   9.34291E-002
  2.95249E+000   3.06148E-002   9.03904E-002
  2.99147E+000   2.92490E-002   8.74981E-002
  3.03096E+000   2.79293E-002   8.46532E-002
  3.07097E+000   2.66765E-002   8.19231E-002
  3.11151E+000   2.54735E-002   7.92615E-002
  3.15258E+000   2.43267E-002   7.66923E-002
  3.19420E+000   2.32251E-002   7.41861E-002
  3.23636E+000   2.21807E-002   7.17852E-002
  3.27909E+000   2.11692E-002   6.94160E-002
  3.32237E+000   2.02167E-002   6.71677E-002
  3.36623E+000   1.92989E-002   6.49649E-002
  3.41067E+000   1.84184E-002   6.28194E-002
  3.45569E+000   1.75796E-002   6.07501E-002
  3.50131E+000   1.67787E-002   5.87478E-002
  3.54753E+000   1.60206E-002   5.68341E-002
  3.59436E+000   1.52779E-002   5.49145E-002
  3.64181E+000   1.45848E-002   5.31153E-002
  3.68988E+000   1.39127E-002   5.13365E-002
  3.73859E+000   1.32831E-002   4.96604E-002
  3.78795E+000   1.26674E-002   4.79836E-002
  3.83795E+000   1.20858E-002   4.63852E-002
  3.88862E+000   1.15274E-002   4.48261E-002
  3.93995E+000   1.10009E-002   4.33433E-002
  3.99196E+000   1.04942E-002   4.18927E-002
  4.04466E+000   1.00068E-002   4.04745E-002
  4.09805E+000   9.54437E-003   3.91136E-002
  4.15215E+000   9.10429E-003   3.78026E-002
  4.20696E+000   8.68357E-003   3.65317E-002
  4.26249E+000   8.27864E-003   3.52879E-002
  4.31876E+000   7.89559E-003   3.40994E-002
  4.37577E+000   7.52956E-003   3.29479E-002
  4.43354E+000   7.18083E-003   3.18367E-002
  4.49206E+000   6.84385E-003   3.07432E-002
  4.55136E+000   6.52490E-003   2.96974E-002
  4.61145E+000   6.22272E-003   2.86959E-002
  4.67232E+000   5.93422E-003   2.77268E-002
  4.73400E+000   5.65395E-003   2.67660E-002
  4.79649E+000   5.38983E-003   2.58524E-002
  4.85981E+000   5.13872E-003   2.49734E-002
  4.92396E+000   4.89748E-003   2.41152E-002
  4.98896E+000   4.66859E-003   2.32916E-002
  5.05482E+000   4.44797E-003   2.24839E-002
  5.12155E+000   4.24043E-003   2.17177E-002
  5.18916E+000   4.03996E-003   2.09642E-002
  5.25766E+000   3.85058E-003   2.02452E-002
  5.32707E+000   3.66822E-003   1.95410E-002
  5.39739E+000   3.49670E-003   1.88732E-002
  5.46864E+000   3.33120E-003   1.82173E-002
  5.54083E+000   3.17343E-003   1.75835E-002
  5.61397E+000   3.02300E-003   1.69712E-002
  5.68808E+000   2.88057E-003   1.63850E-002
  5.76317E+000   2.74465E-003   1.58180E-002
  5.83925E+000   2.61436E-003   1.52660E-002
  5.91633E+000   2.48947E-003   1.47286E-002
  5.99443E+000   2.37183E-003   1.42179E-002
  6.07356E+000   2.25971E-003   1.37246E-002
  6.15374E+000   2.15181E-003   1.32418E-002
  6.23498E+000   2.04911E-003   1.27762E-002
  6.31728E+000   1.95149E-003   1.23282E-002
  6.40068E+000   1.85940E-003   1.19015E-002
  6.48517E+000   1.76998E-003   1.14787E-002
  6.57078E+000   1.68560E-003   1.10758E-002
  6.65752E+000   1.60502E-003   1.06855E-002
  6.74541E+000   1.52912E-003   1.03146E-002
  6.83445E+000   1.45498E-003   9.94409E-003
  6.92467E+000   1.38542E-003   9.59366E-003
  7.01608E+000   1.31928E-003   9.25625E-003
  7.10870E+000   1.25637E-003   8.93122E-003
  7.20254E+000   1.19551E-003   8.61079E-003
  7.29762E+000   1.13806E-003   8.30518E-003
  7.39396E+000   1.08354E-003   8.01174E-003
  7.49156E+000   1.03150E-003   7.72762E-003
  7.59046E+000   9.81698E-004   7.45159E-003
  7.69066E+000   9.34444E-004   7.18654E-003
  7.79218E+000   8.89415E-004   6.93053E-003
  7.89505E+000   8.46332E-004   6.68188E-003
  7.99927E+000   8.05681E-004   6.44490E-003
  8.10486E+000   7.66398E-004   6.21159E-003
  8.21186E+000   7.29760E-004   5.99272E-003
  8.32026E+000   6.94028E-004   5.77453E-003
  8.43009E+000   6.60830E-004   5.57090E-003
  8.54138E+000   6.28309E-004   5.36666E-003
  8.65413E+000   5.98221E-004   5.17712E-003
  8.76837E+000   5.69066E-004   4.98982E-003
  8.88412E+000   5.41395E-004   4.80986E-003
  9.00140E+000   5.14975E-004   4.63553E-003
  9.12023E+000   4.90047E-004   4.46937E-003
  9.24062E+000   4.66231E-004   4.30829E-003
  9.36261E+000   4.43326E-004   4.15071E-003
  9.48620E+000   4.21831E-004   4.00160E-003
  9.61143E+000   4.01231E-004   3.85643E-003
  9.73831E+000   3.81687E-004   3.71701E-003
  9.86686E+000   3.62891E-004   3.58062E-003
  9.99711E+000   3.45244E-004   3.45147E-003
  1.01291E+001   3.28351E-004   3.32591E-003
  1.02628E+001   3.12263E-004   3.20471E-003
  1.03983E+001   2.96866E-004   3.08691E-003
  1.05355E+001   2.82345E-004   2.97468E-003
  1.06746E+001   2.68534E-004   2.86652E-003
  1.08155E+001   2.55321E-004   2.76146E-003
  1.09583E+001   2.42754E-004   2.66019E-003
  1.11030E+001   2.30814E-004   2.56274E-003
  1.12495E+001   2.19482E-004   2.46909E-003
  1.13980E+001   2.08599E-004   2.37764E-003
  1.15485E+001   1.98358E-004   2.29075E-003
  1.17010E+001   1.88596E-004   2.20677E-003
  1.18554E+001   1.79279E-004   2.12544E-003
  1.20119E+001   1.70394E-004   2.04677E-003
  1.21705E+001   1.61981E-004   1.97140E-003
  1.23311E+001   1.53976E-004   1.89871E-003
  1.24939E+001   1.46357E-004   1.82859E-003
  1.26589E+001   1.39103E-004   1.76090E-003
  1.28260E+001   1.32194E-004   1.69553E-003
  1.29953E+001   1.25630E-004   1.63261E-003
  1.31668E+001   1.19361E-004   1.57162E-003
  1.33406E+001   1.13453E-004   1.51355E-003
  1.35167E+001   1.07764E-004   1.45662E-003
  1.36952E+001   1.02436E-004   1.40289E-003
  1.38760E+001   9.72876E-005   1.34997E-003
  1.40591E+001   9.24609E-005   1.29993E-003
  1.42447E+001   8.78055E-005   1.25078E-003
  1.44328E+001   8.34967E-005   1.20510E-003
  1.46233E+001   7.92558E-005   1.15899E-003
  1.48163E+001   7.52740E-005   1.11529E-003
  1.50119E+001   7.15110E-005   1.07353E-003
  1.52101E+001   6.79645E-005   1.03375E-003
  1.54109E+001   6.44989E-005   9.93993E-004
  1.56143E+001   6.12557E-005   9.56473E-004
  1.58204E+001   5.81817E-005   9.20467E-004
  1.60293E+001   5.52617E-005   8.85812E-004
  1.62409E+001   5.24429E-005   8.51726E-004
  1.64553E+001   4.97902E-005   8.19318E-004
  1.66725E+001   4.72732E-005   7.88168E-004
  1.68926E+001   4.48838E-005   7.58210E-004
  1.71156E+001   4.25925E-005   7.29001E-004
  1.73415E+001   4.04190E-005   7.00933E-004
  1.75705E+001   3.83659E-005   6.74112E-004
  1.78024E+001   3.64082E-005   6.48158E-004
  1.80374E+001   3.45312E-005   6.22858E-004
  1.82755E+001   3.27759E-005   5.99000E-004
  1.85168E+001   3.10889E-005   5.75670E-004
  1.87612E+001   2.94905E-005   5.53281E-004
