# aeff[um]=   0.00050  comp=ad_s2  Teq[K]=  18.96159 (calc_Teq output)
# block 1 (GD): N=250   blocks 2-4 (MC fixed/2pass/buffered): N=600
# === GD block: T[K]   P(T_i)   dP/dlnT
  5.32287E+000   6.06597E-004   1.88653E-002
  5.49680E+000   5.55276E-004   1.72692E-002
  5.67642E+000   5.08341E-004   1.58095E-002
  5.86191E+000   4.65389E-004   1.44737E-002
  6.05345E+000   4.26061E-004   1.32506E-002
  6.25126E+000   3.90037E-004   1.21302E-002
  6.45553E+000   3.57030E-004   1.11037E-002
  6.66647E+000   3.26781E-004   1.01630E-002
  6.88431E+000   2.99058E-004   9.30077E-003
  7.10927E+000   2.73647E-004   8.51049E-003
  7.34157E+000   2.50356E-004   7.78612E-003
  7.58147E+000   2.29008E-004   7.12220E-003
  7.82921E+000   2.09443E-004   6.51373E-003
  8.08504E+000   1.91514E-004   5.95612E-003
  8.34923E+000   1.75085E-004   5.44520E-003
  8.62206E+000   1.60035E-004   4.97712E-003
  8.90380E+000   1.46248E-004   4.54835E-003
  9.19474E+000   1.33622E-004   4.15567E-003
  9.49520E+000   1.22060E-004   3.79610E-003
  9.80547E+000   1.11475E-004   3.46690E-003
  1.01259E+001   1.01786E-004   3.16558E-003
  1.04568E+001   9.29194E-005   2.88982E-003
  1.07984E+001   8.48065E-005   2.63750E-003
  1.11513E+001   7.73849E-005   2.40669E-003
  1.15157E+001   7.05969E-005   2.19558E-003
  1.18920E+001   6.43897E-005   2.00254E-003
  1.22806E+001   5.87147E-005   1.82604E-003
  1.26819E+001   5.35270E-005   1.66470E-003
  1.30963E+001   4.87858E-005   1.51725E-003
  1.35242E+001   4.44531E-005   1.38250E-003
  1.39661E+001   4.04944E-005   1.25939E-003
  1.44225E+001   3.68778E-005   1.14691E-003
  1.48938E+001   3.35740E-005   1.04416E-003
  1.53805E+001   3.05561E-005   9.50303E-004
  1.58830E+001   2.77996E-005   8.64575E-004
  1.64020E+001   2.52819E-005   7.86273E-004
  1.69380E+001   2.29824E-005   7.14757E-004
  1.74915E+001   2.08822E-005   6.49441E-004
  1.80630E+001   1.89642E-005   5.89792E-004
  1.86533E+001   1.72129E-005   5.35326E-004
  1.92628E+001   1.56143E-005   4.85609E-004
  1.98922E+001   1.41560E-005   4.40255E-004
  2.05423E+001   1.28266E-005   3.98909E-004
  2.12135E+001   1.16158E-005   3.61253E-004
  2.19067E+001   1.05143E-005   3.26999E-004
  2.26225E+001   9.51386E-006   2.95883E-004
  2.33618E+001   8.60653E-006   2.67665E-004
  2.41251E+001   7.78505E-006   2.42117E-004
  2.49135E+001   7.04241E-006   2.19021E-004
  2.57276E+001   6.37186E-006   1.98167E-004
  2.65682E+001   5.76682E-006   1.79349E-004
  2.74364E+001   5.22094E-006   1.62372E-004
  2.83329E+001   4.72818E-006   1.47048E-004
  2.92588E+001   4.28296E-006   1.33201E-004
  3.02148E+001   3.88022E-006   1.20676E-004
  3.12022E+001   3.51548E-006   1.09332E-004
  3.22217E+001   3.18485E-006   9.90495E-005
  3.32746E+001   2.88493E-006   8.97220E-005
  3.43619E+001   2.61278E-006   8.12582E-005
  3.54848E+001   2.36580E-006   7.35771E-005
  3.66443E+001   2.14167E-006   6.66065E-005
  3.78417E+001   1.93829E-006   6.02814E-005
  3.90782E+001   1.75377E-006   5.45426E-005
  4.03552E+001   1.58637E-006   4.93366E-005
  4.16739E+001   1.43454E-006   4.46145E-005
  4.30356E+001   1.29683E-006   4.03318E-005
  4.44419E+001   1.17196E-006   3.64481E-005
  4.58941E+001   1.05873E-006   3.29268E-005
  4.73938E+001   9.56087E-007   2.97345E-005
  4.89424E+001   8.63048E-007   2.68410E-005
  5.05417E+001   7.78731E-007   2.42187E-005
  5.21932E+001   7.02338E-007   2.18429E-005
  5.38987E+001   6.33142E-007   1.96909E-005
  5.56599E+001   5.70484E-007   1.77422E-005
  5.74787E+001   5.13770E-007   1.59784E-005
  5.93569E+001   4.62457E-007   1.43825E-005
  6.12965E+001   4.16054E-007   1.29394E-005
  6.32995E+001   3.74116E-007   1.16351E-005
  6.53679E+001   3.36235E-007   1.04570E-005
  6.75039E+001   3.02042E-007   9.39357E-006
  6.97097E+001   2.71199E-007   8.43437E-006
  7.19876E+001   2.43399E-007   7.56978E-006
  7.43399E+001   2.18360E-007   6.79106E-006
  7.67691E+001   1.95824E-007   6.09017E-006
  7.92776E+001   1.75554E-007   5.45978E-006
  8.18681E+001   1.57335E-007   4.89315E-006
  8.45433E+001   1.40967E-007   4.38410E-006
  8.73059E+001   1.26268E-007   3.92696E-006
  9.01588E+001   1.13075E-007   3.51666E-006
  9.31048E+001   1.01236E-007   3.14847E-006
  9.61472E+001   9.06241E-008   2.81843E-006
  9.92890E+001   8.11276E-008   2.52309E-006
  1.02533E+002   7.26331E-008   2.25891E-006
  1.05884E+002   6.50269E-008   2.02235E-006
  1.09344E+002   5.82085E-008   1.81030E-006
  1.12917E+002   5.20669E-008   1.61929E-006
  1.16606E+002   4.65214E-008   1.44683E-006
  1.20417E+002   4.15236E-008   1.29139E-006
  1.24352E+002   3.71078E-008   1.15406E-006
  1.28415E+002   3.32000E-008   1.03253E-006
  1.32611E+002   2.97074E-008   9.23907E-007
  1.36944E+002   2.65767E-008   8.26541E-007
  1.41419E+002   2.37702E-008   7.39258E-007
  1.46040E+002   2.12542E-008   6.61012E-007
  1.50813E+002   1.89989E-008   5.90870E-007
  1.55741E+002   1.69775E-008   5.28004E-007
  1.60830E+002   1.51663E-008   4.71675E-007
  1.66085E+002   1.35436E-008   4.21208E-007
  1.71512E+002   1.20893E-008   3.75979E-007
  1.77117E+002   1.07852E-008   3.35422E-007
  1.82904E+002   9.61522E-009   2.99036E-007
  1.88881E+002   8.55722E-009   2.66132E-007
  1.95053E+002   7.61850E-009   2.36937E-007
  2.01426E+002   6.78067E-009   2.10880E-007
  2.08008E+002   6.03404E-009   1.87660E-007
  2.14805E+002   5.36855E-009   1.66963E-007
  2.21825E+002   4.77536E-009   1.48515E-007
  2.29073E+002   4.24676E-009   1.32075E-007
  2.36558E+002   3.77589E-009   1.17431E-007
  2.44288E+002   3.35664E-009   1.04392E-007
  2.52271E+002   2.98314E-009   9.27763E-008
  2.60514E+002   2.65008E-009   8.24181E-008
  2.69027E+002   2.35288E-009   7.31751E-008
  2.77818E+002   2.08762E-009   6.49255E-008
  2.86896E+002   1.85100E-009   5.75665E-008
  2.96271E+002   1.64018E-009   5.10101E-008
  3.05952E+002   1.45270E-009   4.51795E-008
  3.15949E+002   1.28635E-009   4.00057E-008
  3.26273E+002   1.13906E-009   3.54252E-008
  3.36935E+002   1.00877E-009   3.13731E-008
  3.47945E+002   8.93528E-010   2.77889E-008
  3.59314E+002   7.91451E-010   2.46143E-008
  3.71056E+002   7.00667E-010   2.17909E-008
  3.83180E+002   6.20121E-010   1.92859E-008
  3.95701E+002   5.48768E-010   1.70668E-008
  4.08632E+002   4.85665E-010   1.51043E-008
  4.21984E+002   4.29947E-010   1.33715E-008
  4.35773E+002   3.80814E-010   1.18434E-008
  4.50013E+002   3.37531E-010   1.04973E-008
  4.64718E+002   2.99425E-010   9.31219E-009
  4.79903E+002   2.65892E-010   8.26930E-009
  4.95585E+002   2.36387E-010   7.35170E-009
  5.11779E+002   2.10420E-010   6.54411E-009
  5.28502E+002   1.87551E-010   5.83289E-009
  5.45772E+002   1.67398E-010   5.20610E-009
  5.63606E+002   1.49618E-010   4.65317E-009
  5.82023E+002   1.33916E-010   4.16482E-009
  6.01041E+002   1.20031E-010   3.73300E-009
  6.20681E+002   1.07737E-010   3.35065E-009
  6.40963E+002   9.68378E-011   3.01168E-009
  6.61907E+002   8.71620E-011   2.71076E-009
  6.83536E+002   7.85607E-011   2.44326E-009
  7.05872E+002   7.09037E-011   2.20512E-009
  7.28937E+002   6.40770E-011   1.99281E-009
  7.52757E+002   5.79806E-011   1.80321E-009
  7.77354E+002   5.25273E-011   1.63361E-009
  8.02755E+002   4.76399E-011   1.48161E-009
  8.28987E+002   4.32512E-011   1.34512E-009
  8.56075E+002   3.92924E-011   1.22200E-009
  8.84049E+002   3.56780E-011   1.10959E-009
  9.12937E+002   3.23791E-011   1.00700E-009
  9.42768E+002   2.93681E-011   9.13356E-010
  9.73575E+002   2.66208E-011   8.27913E-010
  1.00539E+003   2.41186E-011   7.50094E-010
  1.03824E+003   2.18194E-011   6.78590E-010
  1.07217E+003   1.96768E-011   6.11952E-010
  1.10720E+003   1.76753E-011   5.49705E-010
  1.14338E+003   1.57892E-011   4.91048E-010
  1.18074E+003   1.39731E-011   4.34566E-010
  1.21933E+003   1.22036E-011   3.79535E-010
  1.25917E+003   1.04762E-011   3.25812E-010
  1.30031E+003   8.80489E-012   2.73834E-010
  1.34280E+003   7.22410E-012   2.24671E-010
  1.38668E+003   5.80255E-012   1.80461E-010
  1.43199E+003   4.53711E-012   1.41105E-010
  1.47879E+003   3.42032E-012   1.06373E-010
  1.52711E+003   2.45104E-012   7.62279E-011
  1.57701E+003   1.64781E-012   5.12472E-011
  1.62854E+003   1.03655E-012   3.22368E-011
  1.68176E+003   5.79259E-013   1.80151E-011
  1.73671E+003   2.42789E-013   7.55079E-012
  1.79346E+003   2.66023E-020   8.27338E-019
  1.85206E+003   7.03410E-021   2.18762E-019
  1.91258E+003   3.35704E-021   1.04405E-019
  1.97508E+003   1.87543E-021   5.83263E-020
  2.03962E+003   1.12423E-021   3.49640E-020
  2.10627E+003   6.97437E-022   2.16905E-020
  2.17509E+003   4.34279E-022   1.35062E-020
  2.24617E+003   2.70869E-022   8.42410E-021
  2.31956E+003   1.64215E-022   5.10713E-021
  2.39536E+003   9.59131E-023   2.98292E-021
  2.47363E+003   5.35575E-023   1.66565E-021
  2.55446E+003   2.85909E-023   8.89183E-022
  2.63793E+003   1.35448E-023   4.21248E-022
  2.72413E+003   6.10562E-024   1.89886E-022
  2.81315E+003   2.38222E-024   7.40875E-023
  2.90507E+003   7.46718E-025   2.32231E-023
  3.00000E+003   1.57465E-025   9.79440E-024
# === MC fixed-grid block: T_mid[K]   dP/dT [1/K]   dP/dlnT
  2.01308E+000   2.29951E-001   4.62913E-001
  2.03951E+000   1.08393E-001   2.21070E-001
  2.06627E+000   1.03805E-001   2.14491E-001
  2.09340E+000   9.94067E-002   2.08099E-001
  2.12087E+000   9.51830E-002   2.01872E-001
  2.14871E+000   9.11013E-002   1.95752E-001
  2.17691E+000   8.71783E-002   1.89781E-001
  2.20549E+000   8.34242E-002   1.83992E-001
  2.23443E+000   7.98930E-002   1.78517E-001
  2.26376E+000   7.64164E-002   1.72990E-001
  2.29347E+000   7.31357E-002   1.67736E-001
  2.32358E+000   6.99575E-002   1.62553E-001
  2.35408E+000   6.69401E-002   1.57583E-001
  2.38497E+000   6.40327E-002   1.52717E-001
  2.41628E+000   6.12421E-002   1.47979E-001
  2.44799E+000   5.85719E-002   1.43385E-001
  2.48012E+000   5.60205E-002   1.38939E-001
  2.51268E+000   5.35664E-002   1.34596E-001
  2.54566E+000   5.12379E-002   1.30435E-001
  2.57907E+000   4.89665E-002   1.26289E-001
  2.61292E+000   4.68153E-002   1.22326E-001
  2.64722E+000   4.47715E-002   1.18521E-001
  2.68196E+000   4.27827E-002   1.14742E-001
  2.71716E+000   4.08986E-002   1.11129E-001
  2.75283E+000   3.90796E-002   1.07580E-001
  2.78896E+000   3.73589E-002   1.04193E-001
  2.82557E+000   3.57019E-002   1.00879E-001
  2.86265E+000   3.41041E-002   9.76289E-002
  2.90023E+000   3.25836E-002   9.45005E-002
  2.93829E+000   3.11435E-002   9.15094E-002
  2.97686E+000   2.97581E-002   8.85864E-002
  3.01593E+000   2.84226E-002   8.57213E-002
  3.05552E+000   2.71536E-002   8.29690E-002
  3.09562E+000   2.59360E-002   8.02886E-002
  3.13626E+000   2.47737E-002   7.76971E-002
  3.17742E+000   2.36686E-002   7.52056E-002
  3.21913E+000   2.25976E-002   7.27451E-002
  3.26138E+000   2.15798E-002   7.03804E-002
  3.30419E+000   2.06096E-002   6.80983E-002
  3.34755E+000   1.96813E-002   6.58846E-002
  3.39149E+000   1.87922E-002   6.37340E-002
  3.43601E+000   1.79384E-002   6.16369E-002
  3.48111E+000   1.71309E-002   5.96350E-002
  3.52680E+000   1.63535E-002   5.76758E-002
  3.57309E+000   1.56079E-002   5.57688E-002
  3.61999E+000   1.49034E-002   5.39507E-002
  3.66750E+000   1.42187E-002   5.21476E-002
  3.71564E+000   1.35774E-002   5.04490E-002
  3.76441E+000   1.29536E-002   4.87631E-002
  3.81382E+000   1.23635E-002   4.71524E-002
  3.86388E+000   1.17944E-002   4.55725E-002
  3.91459E+000   1.12584E-002   4.40724E-002
  3.96597E+000   1.07440E-002   4.26105E-002
  4.01803E+000   1.02485E-002   4.11790E-002
  4.07077E+000   9.77800E-003   3.98042E-002
  4.12420E+000   9.32798E-003   3.84707E-002
  4.17833E+000   8.89913E-003   3.71838E-002
  4.23317E+000   8.49072E-003   3.59429E-002
  4.28873E+000   8.09646E-003   3.47238E-002
  4.34503E+000   7.72407E-003   3.35615E-002
  4.40206E+000   7.36711E-003   3.24306E-002
  4.45984E+000   7.02909E-003   3.13488E-002
  4.51837E+000   6.69965E-003   3.02717E-002
  4.57768E+000   6.39037E-003   2.92533E-002
  4.63776E+000   6.09496E-003   2.82672E-002
  4.69864E+000   5.81248E-003   2.73109E-002
  4.76031E+000   5.54204E-003   2.63820E-002
  4.82279E+000   5.28178E-003   2.54731E-002
  4.88609E+000   5.03833E-003   2.46179E-002
  4.95022E+000   4.80513E-003   2.37866E-002
  5.01520E+000   4.57845E-003   2.29620E-002
  5.08102E+000   4.36410E-003   2.21742E-002
  5.14771E+000   4.16100E-003   2.14198E-002
  5.21528E+000   3.96750E-003   2.06918E-002
  5.28373E+000   3.78134E-003   1.99797E-002
  5.35308E+000   3.60289E-003   1.92867E-002
  5.42335E+000   3.43442E-003   1.86262E-002
  5.49453E+000   3.27383E-003   1.79883E-002
  5.56665E+000   3.12014E-003   1.73689E-002
  5.63971E+000   2.97227E-003   1.67628E-002
  5.71374E+000   2.83302E-003   1.61873E-002
  5.78873E+000   2.69912E-003   1.56246E-002
  5.86471E+000   2.57325E-003   1.50915E-002
  5.94169E+000   2.45028E-003   1.45589E-002
  6.01968E+000   2.33521E-003   1.40573E-002
  6.09869E+000   2.22520E-003   1.35709E-002
  6.17874E+000   2.11964E-003   1.30968E-002
  6.25984E+000   2.01944E-003   1.26414E-002
  6.34200E+000   1.92306E-003   1.21961E-002
  6.42524E+000   1.83271E-003   1.17757E-002
  6.50957E+000   1.74598E-003   1.13657E-002
  6.59502E+000   1.66265E-003   1.09653E-002
  6.68158E+000   1.58355E-003   1.05807E-002
  6.76928E+000   1.50807E-003   1.02086E-002
  6.85813E+000   1.43743E-003   9.85818E-003
  6.94814E+000   1.36797E-003   9.50492E-003
  7.03934E+000   1.30303E-003   9.17252E-003
  7.13174E+000   1.24048E-003   8.84686E-003
  7.22534E+000   1.18174E-003   8.53857E-003
  7.32018E+000   1.12534E-003   8.23774E-003
  7.41626E+000   1.07122E-003   7.94450E-003
  7.51360E+000   1.02002E-003   7.66409E-003
  7.61222E+000   9.71122E-004   7.39245E-003
  7.71214E+000   9.24901E-004   7.13301E-003
  7.81336E+000   8.80122E-004   6.87676E-003
  7.91591E+000   8.38073E-004   6.63416E-003
  8.01981E+000   7.97674E-004   6.39724E-003
  8.12508E+000   7.59587E-004   6.17175E-003
  8.23172E+000   7.22667E-004   5.94883E-003
  8.33977E+000   6.88055E-004   5.73826E-003
  8.44923E+000   6.55032E-004   5.53456E-003
  8.56013E+000   6.23448E-004   5.33684E-003
  8.67249E+000   5.93314E-004   5.14555E-003
  8.78632E+000   5.64501E-004   4.95992E-003
  8.90164E+000   5.37358E-004   4.78340E-003
  9.01848E+000   5.11556E-004   4.61349E-003
  9.13685E+000   4.86610E-004   4.44612E-003
  9.25678E+000   4.62975E-004   4.28569E-003
  9.37828E+000   4.40503E-004   4.13119E-003
  9.50137E+000   4.19466E-004   3.98553E-003
  9.62608E+000   3.98853E-004   3.83942E-003
  9.75243E+000   3.79467E-004   3.70075E-003
  9.88044E+000   3.60996E-004   3.56683E-003
  1.00101E+001   3.43588E-004   3.43938E-003
  1.01415E+001   3.26790E-004   3.31417E-003
  1.02746E+001   3.10820E-004   3.19358E-003
  1.04095E+001   2.95666E-004   3.07775E-003
  1.05461E+001   2.81329E-004   2.96695E-003
  1.06845E+001   2.67619E-004   2.85940E-003
  1.08248E+001   2.54406E-004   2.75391E-003
  1.09669E+001   2.42028E-004   2.65430E-003
  1.11108E+001   2.30213E-004   2.55786E-003
  1.12566E+001   2.18985E-004   2.46505E-003
  1.14044E+001   2.08144E-004   2.37377E-003
  1.15541E+001   1.97973E-004   2.28741E-003
  1.17057E+001   1.88277E-004   2.20393E-003
  1.18594E+001   1.79085E-004   2.12385E-003
  1.20150E+001   1.70219E-004   2.04520E-003
  1.21727E+001   1.61846E-004   1.97012E-003
  1.23325E+001   1.53913E-004   1.89814E-003
  1.24944E+001   1.46332E-004   1.82833E-003
  1.26584E+001   1.39140E-004   1.76130E-003
  1.28245E+001   1.32220E-004   1.69567E-003
  1.29928E+001   1.25747E-004   1.63383E-003
  1.31634E+001   1.19479E-004   1.57276E-003
  1.33361E+001   1.13597E-004   1.51496E-003
  1.35112E+001   1.07938E-004   1.45838E-003
  1.36885E+001   1.02608E-004   1.40457E-003
  1.38682E+001   9.75487E-005   1.35283E-003
  1.40502E+001   9.26708E-005   1.30206E-003
  1.42346E+001   8.80599E-005   1.25351E-003
  1.44215E+001   8.37050E-005   1.20716E-003
  1.46108E+001   7.95627E-005   1.16248E-003
  1.48025E+001   7.55683E-005   1.11861E-003
  1.49968E+001   7.17820E-005   1.07651E-003
  1.51937E+001   6.82152E-005   1.03645E-003
  1.53931E+001   6.48202E-005   9.97791E-004
  1.55951E+001   6.15719E-005   9.60229E-004
  1.57998E+001   5.84642E-005   9.23732E-004
  1.60072E+001   5.55378E-005   8.89011E-004
  1.62173E+001   5.27664E-005   8.55735E-004
  1.64302E+001   5.00910E-005   8.23010E-004
  1.66458E+001   4.75729E-005   7.91896E-004
  1.68643E+001   4.51748E-005   7.61847E-004
  1.70857E+001   4.29029E-005   7.33029E-004
  1.73099E+001   4.07082E-005   7.04660E-004
  1.75371E+001   3.86533E-005   6.77873E-004
  1.77673E+001   3.66987E-005   6.52042E-004
  1.80005E+001   3.48295E-005   6.26953E-004
  1.82368E+001   3.30505E-005   6.02738E-004
  1.84761E+001   3.13556E-005   5.79335E-004
  1.87186E+001   2.97630E-005   5.57128E-004
  1.89643E+001   2.82357E-005   5.35474E-004
  1.92133E+001   2.67883E-005   5.14694E-004
  1.94654E+001   2.53952E-005   4.94333E-004
  1.97209E+001   2.41065E-005   4.75406E-004
  1.99798E+001   2.28539E-005   4.56619E-004
  2.02420E+001   2.16740E-005   4.38729E-004
  2.05077E+001   2.05465E-005   4.21365E-004
  2.07769E+001   1.94859E-005   4.04860E-004
  2.10496E+001   1.84806E-005   3.89013E-004
  2.13259E+001   1.75085E-005   3.73386E-004
  2.16058E+001   1.65986E-005   3.58629E-004
  2.18894E+001   1.57396E-005   3.44533E-004
  2.21767E+001   1.49232E-005   3.30950E-004
  2.24678E+001   1.41388E-005   3.17669E-004
  2.27627E+001   1.33985E-005   3.04987E-004
  2.30614E+001   1.27011E-005   2.92907E-004
  2.33641E+001   1.20393E-005   2.81289E-004
  2.36708E+001   1.14089E-005   2.70060E-004
  2.39815E+001   1.08119E-005   2.59287E-004
  2.42962E+001   1.02481E-005   2.48993E-004
  2.46151E+001   9.71753E-006   2.39200E-004
  2.49382E+001   9.20466E-006   2.29550E-004
  2.52656E+001   8.72606E-006   2.20470E-004
  2.55972E+001   8.27309E-006   2.11769E-004
  2.59332E+001   7.84554E-006   2.03461E-004
  2.62735E+001   7.43282E-006   1.95288E-004
  2.66184E+001   7.04763E-006   1.87598E-004
  2.69678E+001   6.68272E-006   1.80219E-004
  2.73217E+001   6.33879E-006   1.73188E-004
  2.76803E+001   6.00656E-006   1.66265E-004
  2.80437E+001   5.69678E-006   1.59760E-004
  2.84117E+001   5.40269E-006   1.53501E-004
  2.87847E+001   5.12560E-006   1.47540E-004
  2.91625E+001   4.85773E-006   1.41664E-004
  2.95453E+001   4.60835E-006   1.36156E-004
  2.99330E+001   4.37109E-006   1.30841E-004
  3.03259E+001   4.14599E-006   1.25732E-004
  3.07240E+001   3.93170E-006   1.20798E-004
  3.11272E+001   3.72879E-006   1.16068E-004
  3.15358E+001   3.53809E-006   1.11577E-004
  3.19497E+001   3.35299E-006   1.07128E-004
  3.23691E+001   3.18027E-006   1.02943E-004
  3.27939E+001   3.01535E-006   9.88858E-005
  3.32244E+001   2.86068E-006   9.50449E-005
  3.36605E+001   2.71103E-006   9.12553E-005
  3.41023E+001   2.57026E-006   8.76523E-005
  3.45499E+001   2.43756E-006   8.42180E-005
  3.50034E+001   2.31224E-006   8.09366E-005
  3.54628E+001   2.19012E-006   7.76684E-005
  3.59283E+001   2.07713E-006   7.46283E-005
  3.63998E+001   1.96880E-006   7.16644E-005
  3.68776E+001   1.86713E-006   6.88558E-005
  3.73616E+001   1.76899E-006   6.60929E-005
  3.78520E+001   1.67667E-006   6.34659E-005
  3.83489E+001   1.58916E-006   6.09428E-005
  3.88522E+001   1.50681E-006   5.85433E-005
  3.93622E+001   1.42755E-006   5.61919E-005
  3.98788E+001   1.35279E-006   5.39482E-005
  4.04022E+001   1.28209E-006   5.17997E-005
  4.09325E+001   1.21522E-006   4.97425E-005
  4.14698E+001   1.15084E-006   4.77254E-005
  4.20141E+001   1.09080E-006   4.58295E-005
  4.25655E+001   1.03355E-006   4.39940E-005
  4.31242E+001   9.79359E-007   4.22344E-005
  4.36903E+001   9.27336E-007   4.05158E-005
  4.42637E+001   8.78587E-007   3.88898E-005
  4.48447E+001   8.32424E-007   3.73301E-005
  4.54333E+001   7.88561E-007   3.58272E-005
  4.60296E+001   7.46413E-007   3.43574E-005
  4.66338E+001   7.07073E-007   3.29737E-005
  4.72459E+001   6.69757E-007   3.16435E-005
  4.78660E+001   6.33991E-007   3.03468E-005
  4.84943E+001   6.00339E-007   2.91132E-005
  4.91308E+001   5.68519E-007   2.79320E-005
  4.97757E+001   5.38252E-007   2.67920E-005
  5.04290E+001   5.09408E-007   2.56891E-005
  5.10909E+001   4.82195E-007   2.46360E-005
  5.17615E+001   4.56472E-007   2.36278E-005
  5.24409E+001   4.32074E-007   2.26585E-005
  5.31292E+001   4.08764E-007   2.17175E-005
  5.38265E+001   3.86847E-007   2.08228E-005
  5.45330E+001   3.66012E-007   1.99599E-005
  5.52488E+001   3.46344E-007   1.91352E-005
  5.59740E+001   3.27572E-007   1.83357E-005
  5.67087E+001   3.09899E-007   1.75741E-005
  5.74530E+001   2.93163E-007   1.68432E-005
  5.82071E+001   2.77283E-007   1.61399E-005
  5.89711E+001   2.62099E-007   1.54564E-005
  5.97451E+001   2.47995E-007   1.48166E-005
  6.05293E+001   2.34383E-007   1.41871E-005
  6.13238E+001   2.21681E-007   1.35944E-005
  6.21287E+001   2.09463E-007   1.30138E-005
  6.29441E+001   1.98110E-007   1.24699E-005
  6.37703E+001   1.87140E-007   1.19341E-005
  6.46073E+001   1.76903E-007   1.14293E-005
  6.54553E+001   1.67149E-007   1.09409E-005
  6.63144E+001   1.58033E-007   1.04799E-005
  6.71849E+001   1.49214E-007   1.00250E-005
  6.80667E+001   1.40937E-007   9.59320E-006
  6.89601E+001   1.33221E-007   9.18699E-006
  6.98652E+001   1.25782E-007   8.78787E-006
  7.07822E+001   1.18874E-007   8.41424E-006
  7.17113E+001   1.12167E-007   8.04371E-006
  7.26525E+001   1.06024E-007   7.70297E-006
  7.36061E+001   1.00066E-007   7.36551E-006
  7.45723E+001   9.44709E-008   7.04496E-006
  7.55510E+001   8.92508E-008   6.74304E-006
  7.65427E+001   8.42763E-008   6.45078E-006
  7.75473E+001   7.95291E-008   6.16732E-006
  7.85652E+001   7.50766E-008   5.89845E-006
  7.95964E+001   7.08912E-008   5.64273E-006
  8.06411E+001   6.69251E-008   5.39695E-006
  8.16996E+001   6.31580E-008   5.16002E-006
  8.27719E+001   5.96018E-008   4.93339E-006
  8.38584E+001   5.63121E-008   4.72228E-006
  8.49590E+001   5.30902E-008   4.51052E-006
  8.60742E+001   5.01166E-008   4.31378E-006
  8.72039E+001   4.72938E-008   4.12423E-006
  8.83485E+001   4.46330E-008   3.94328E-006
  8.95081E+001   4.21157E-008   3.76973E-006
  9.06830E+001   3.97122E-008   3.60125E-006
  9.18732E+001   3.74918E-008   3.44451E-006
  9.30791E+001   3.53655E-008   3.29181E-006
  9.43008E+001   3.33545E-008   3.14538E-006
  9.55386E+001   3.14771E-008   3.00730E-006
  9.67925E+001   2.97095E-008   2.87568E-006
  9.80630E+001   2.80177E-008   2.74751E-006
