# DL07 PAH, cation: the DL07 absorption cross sections (not Mie)
# a_eff stride: every 1 of 84
# lambda stride: every 1 of 1129
# Written by sed/make_qtable.x from this tree's own optics
#   routines; see src/make_qtable.f90 for the grids and inputs.
#   lambda[um]     a_eff[um]      Q_abs
  1.585000E+000  4.466836E-001  9.563142E-001
  1.585000E+000  5.011872E-001  9.967081E-001
  1.585000E+000  5.623413E-001  8.919215E-001
  1.585000E+000  6.309573E-001  1.014889E+000
  1.585000E+000  7.079458E-001  9.206364E-001
  1.585000E+000  7.943282E-001  8.889091E-001
  1.585000E+000  8.912509E-001  9.271925E-001
  1.585000E+000  1.000000E+000  9.358268E-001
  1.585000E+000  1.122018E+000  8.437124E-001
  1.585000E+000  1.258925E+000  8.297782E-001
  1.585000E+000  1.412538E+000  8.446004E-001
  1.585000E+000  1.584893E+000  8.522906E-001
  1.585000E+000  1.778279E+000  8.238774E-001
  1.585000E+000  1.995262E+000  8.302728E-001
  1.585000E+000  2.238721E+000  8.176339E-001
  1.585000E+000  2.511886E+000  8.095151E-001
  1.585000E+000  2.818383E+000  8.099579E-001
  1.585000E+000  3.162278E+000  7.952618E-001
  1.585000E+000  3.548134E+000  7.967570E-001
  1.585000E+000  3.981072E+000  7.878530E-001
  1.585000E+000  4.466836E+000  7.850404E-001
  1.585000E+000  5.011872E+000  7.793958E-001
  1.603000E+000  3.548134E-004  3.240690E-005
  1.603000E+000  3.981072E-004  3.671173E-005
  1.603000E+000  4.466836E-004  4.088146E-005
  1.603000E+000  5.011872E-004  4.565670E-005
  1.603000E+000  5.623413E-004  5.157274E-005
  1.603000E+000  6.309573E-004  5.759805E-005
  1.603000E+000  7.079458E-004  6.473501E-005
  1.603000E+000  7.943282E-004  7.266552E-005
  1.603000E+000  8.912509E-004  8.146189E-005
  1.603000E+000  1.000000E-003  9.134445E-005
  1.603000E+000  1.122018E-003  1.025089E-004
  1.603000E+000  1.258925E-003  1.150295E-004
  1.603000E+000  1.412538E-003  1.290737E-004
  1.603000E+000  1.584893E-003  1.447884E-004
  1.603000E+000  1.778279E-003  1.624686E-004
  1.603000E+000  1.995262E-003  1.822853E-004
  1.603000E+000  2.238721E-003  2.045346E-004
  1.603000E+000  2.511886E-003  2.295179E-004
  1.603000E+000  2.818383E-003  2.575333E-004
  1.603000E+000  3.162278E-003  2.889738E-004
  1.603000E+000  3.548134E-003  3.242419E-004
  1.603000E+000  3.981072E-003  3.638269E-004
  1.603000E+000  4.466836E-003  4.082479E-004
  1.603000E+000  5.011872E-003  5.046915E-004
  1.603000E+000  5.623413E-003  2.706293E-003
  1.603000E+000  6.309573E-003  4.739561E-003
  1.603000E+000  7.079458E-003  6.674916E-003
  1.603000E+000  7.943282E-003  8.573129E-003
  1.603000E+000  8.912509E-003  1.048808E-002
  1.603000E+000  1.000000E-002  1.246914E-002
  1.603000E+000  1.122018E-002  1.456326E-002
  1.603000E+000  1.258925E-002  1.681698E-002
  1.603000E+000  1.412538E-002  1.927839E-002
  1.603000E+000  1.584893E-002  2.199927E-002
  1.603000E+000  1.778279E-002  2.503754E-002
  1.603000E+000  1.995262E-002  2.846029E-002
  1.603000E+000  2.238721E-002  3.234765E-002
  1.603000E+000  2.511886E-002  3.679793E-002
  1.603000E+000  2.818383E-002  4.193479E-002
  1.603000E+000  3.162278E-002  4.791709E-002
  1.603000E+000  3.548134E-002  5.495299E-002
  1.603000E+000  3.981072E-002  6.332024E-002
  1.603000E+000  4.466836E-002  7.339557E-002
  1.603000E+000  5.011872E-002  8.569768E-002
  1.603000E+000  5.623413E-002  1.009504E-001
  1.603000E+000  6.309573E-002  1.201750E-001
  1.603000E+000  7.079458E-002  1.448224E-001
  1.603000E+000  7.943282E-002  1.769529E-001
  1.603000E+000  8.912509E-002  2.194501E-001
  1.603000E+000  1.000000E-001  2.761763E-001
  1.603000E+000  1.122018E-001  3.517798E-001
  1.603000E+000  1.258925E-001  4.504756E-001
  1.603000E+000  1.412538E-001  5.729483E-001
  1.603000E+000  1.584893E-001  7.120872E-001
  1.603000E+000  1.778279E-001  8.518795E-001
  1.603000E+000  1.995262E-001  9.705788E-001
  1.603000E+000  2.238721E-001  1.041583E+000
  1.603000E+000  2.511886E-001  1.047509E+000
  1.603000E+000  2.818383E-001  1.012956E+000
  1.603000E+000  3.162278E-001  1.000465E+000
  1.603000E+000  3.548134E-001  9.698200E-001
  1.603000E+000  3.981072E-001  9.139725E-001
  1.603000E+000  4.466836E-001  9.420598E-001
  1.603000E+000  5.011872E-001  1.010337E+000
  1.603000E+000  5.623413E-001  8.917855E-001
  1.603000E+000  6.309573E-001  1.016147E+000
  1.603000E+000  7.079458E-001  9.161575E-001
  1.603000E+000  7.943282E-001  9.180510E-001
  1.603000E+000  8.912509E-001  9.211525E-001
  1.603000E+000  1.000000E+000  8.943222E-001
  1.603000E+000  1.122018E+000  8.203969E-001
  1.603000E+000  1.258925E+000  8.162318E-001
  1.603000E+000  1.412538E+000  8.249691E-001
  1.603000E+000  1.584893E+000  8.403052E-001
  1.603000E+000  1.778279E+000  8.242424E-001
  1.603000E+000  1.995262E+000  8.374512E-001
  1.603000E+000  2.238721E+000  7.999272E-001
  1.603000E+000  2.511886E+000  8.044318E-001
  1.603000E+000  2.818383E+000  8.082088E-001
  1.603000E+000  3.162278E+000  7.976748E-001
  1.603000E+000  3.548134E+000  7.948267E-001
  1.603000E+000  3.981072E+000  7.905235E-001
  1.603000E+000  4.466836E+000  7.826192E-001
  1.603000E+000  5.011872E+000  7.764747E-001
  1.622000E+000  3.548134E-004  3.014219E-005
  1.622000E+000  3.981072E-004  3.414289E-005
  1.622000E+000  4.466836E-004  3.802368E-005
  1.622000E+000  5.011872E-004  4.246709E-005
  1.622000E+000  5.623413E-004  4.796659E-005
  1.622000E+000  6.309573E-004  5.357323E-005
  1.622000E+000  7.079458E-004  6.021067E-005
  1.622000E+000  7.943282E-004  6.758686E-005
  1.622000E+000  8.912509E-004  7.576935E-005
  1.622000E+000  1.000000E-003  8.496210E-005
  1.622000E+000  1.122018E-003  9.534651E-005
  1.622000E+000  1.258925E-003  1.069925E-004
  1.622000E+000  1.412538E-003  1.200555E-004
  1.622000E+000  1.584893E-003  1.346728E-004
  1.622000E+000  1.778279E-003  1.511179E-004
  1.622000E+000  1.995262E-003  1.695504E-004
  1.622000E+000  2.238721E-003  1.902454E-004
  1.622000E+000  2.511886E-003  2.134834E-004
  1.622000E+000  2.818383E-003  2.395418E-004
  1.622000E+000  3.162278E-003  2.687861E-004
  1.622000E+000  3.548134E-003  3.015909E-004
  1.622000E+000  3.981072E-003  3.384111E-004
  1.622000E+000  4.466836E-003  3.797298E-004
  1.622000E+000  5.011872E-003  4.720377E-004
  1.622000E+000  5.623413E-003  2.639546E-003
  1.622000E+000  6.309573E-003  4.640664E-003
  1.622000E+000  7.079458E-003  6.544759E-003
  1.622000E+000  7.943282E-003  8.411674E-003
  1.622000E+000  8.912509E-003  1.029444E-002
  1.622000E+000  1.000000E-002  1.224162E-002
  1.622000E+000  1.122018E-002  1.429937E-002
  1.622000E+000  1.258925E-002  1.651340E-002
  1.622000E+000  1.412538E-002  1.893088E-002
  1.622000E+000  1.584893E-002  2.160258E-002
  1.622000E+000  1.778279E-002  2.458521E-002
  1.622000E+000  1.995262E-002  2.794440E-002
  1.622000E+000  2.238721E-002  3.175843E-002
  1.622000E+000  2.511886E-002  3.612329E-002
  1.622000E+000  2.818383E-002  4.115952E-002
  1.622000E+000  3.162278E-002  4.702189E-002
  1.622000E+000  3.548134E-002  5.391298E-002
  1.622000E+000  3.981072E-002  6.210284E-002
  1.622000E+000  4.466836E-002  7.195740E-002
  1.622000E+000  5.011872E-002  8.398012E-002
  1.622000E+000  5.623413E-002  9.887303E-002
  1.622000E+000  6.309573E-002  1.176260E-001
  1.622000E+000  7.079458E-002  1.416450E-001
  1.622000E+000  7.943282E-002  1.729274E-001
  1.622000E+000  8.912509E-002  2.142732E-001
  1.622000E+000  1.000000E-001  2.694501E-001
  1.622000E+000  1.122018E-001  3.430434E-001
  1.622000E+000  1.258925E-001  4.393513E-001
  1.622000E+000  1.412538E-001  5.594657E-001
  1.622000E+000  1.584893E-001  6.970465E-001
  1.622000E+000  1.778279E-001  8.369071E-001
  1.622000E+000  1.995262E-001  9.581326E-001
  1.622000E+000  2.238721E-001  1.034686E+000
  1.622000E+000  2.511886E-001  1.046677E+000
  1.622000E+000  2.818383E-001  1.013374E+000
  1.622000E+000  3.162278E-001  9.958546E-001
  1.622000E+000  3.548134E-001  9.738928E-001
  1.622000E+000  3.981072E-001  9.128913E-001
  1.622000E+000  4.466836E-001  9.296203E-001
  1.622000E+000  5.011872E-001  1.021610E+000
  1.622000E+000  5.623413E-001  8.932541E-001
  1.622000E+000  6.309573E-001  9.899215E-001
  1.622000E+000  7.079458E-001  9.096240E-001
  1.622000E+000  7.943282E-001  9.618351E-001
  1.622000E+000  8.912509E-001  9.287529E-001
  1.622000E+000  1.000000E+000  8.517785E-001
  1.622000E+000  1.122018E+000  8.119503E-001
  1.622000E+000  1.258925E+000  8.119780E-001
  1.622000E+000  1.412538E+000  8.127622E-001
  1.622000E+000  1.584893E+000  8.270080E-001
  1.622000E+000  1.778279E+000  8.341763E-001
  1.622000E+000  1.995262E+000  8.286856E-001
  1.622000E+000  2.238721E+000  7.957408E-001
  1.622000E+000  2.511886E+000  8.044591E-001
  1.622000E+000  2.818383E+000  8.002124E-001
  1.622000E+000  3.162278E+000  8.017955E-001
  1.622000E+000  3.548134E+000  7.897373E-001
  1.622000E+000  3.981072E+000  7.894496E-001
  1.622000E+000  4.466836E+000  7.825165E-001
  1.622000E+000  5.011872E+000  7.769195E-001
  1.641000E+000  3.548134E-004  2.808833E-005
  1.641000E+000  3.981072E-004  3.181329E-005
  1.641000E+000  4.466836E-004  3.543197E-005
  1.641000E+000  5.011872E-004  3.957439E-005
  1.641000E+000  5.623413E-004  4.469621E-005
  1.641000E+000  6.309573E-004  4.992309E-005
  1.641000E+000  7.079458E-004  5.610755E-005
  1.641000E+000  7.943282E-004  6.298105E-005
  1.641000E+000  8.912509E-004  7.060680E-005
  1.641000E+000  1.000000E-003  7.917398E-005
  1.641000E+000  1.122018E-003  8.885102E-005
  1.641000E+000  1.258925E-003  9.970372E-005
  1.641000E+000  1.412538E-003  1.118770E-004
  1.641000E+000  1.584893E-003  1.254991E-004
  1.641000E+000  1.778279E-003  1.408241E-004
  1.641000E+000  1.995262E-003  1.580013E-004
  1.641000E+000  2.238721E-003  1.772869E-004
  1.641000E+000  2.511886E-003  1.989421E-004
  1.641000E+000  2.818383E-003  2.232258E-004
  1.641000E+000  3.162278E-003  2.504785E-004
  1.641000E+000  3.548134E-003  2.810494E-004
  1.641000E+000  3.981072E-003  3.153624E-004
  1.641000E+000  4.466836E-003  3.538678E-004
  1.641000E+000  5.011872E-003  4.423653E-004
  1.641000E+000  5.623413E-003  2.576203E-003
  1.641000E+000  6.309573E-003  4.545637E-003
  1.641000E+000  7.079458E-003  6.418989E-003
  1.641000E+000  7.943282E-003  8.255184E-003
  1.641000E+000  8.912509E-003  1.010642E-002
  1.641000E+000  1.000000E-002  1.202045E-002
  1.641000E+000  1.122018E-002  1.404267E-002
  1.641000E+000  1.258925E-002  1.621795E-002
  1.641000E+000  1.412538E-002  1.859260E-002
  1.641000E+000  1.584893E-002  2.121638E-002
  1.641000E+000  1.778279E-002  2.414484E-002
  1.641000E+000  1.995262E-002  2.744219E-002
  1.641000E+000  2.238721E-002  3.118495E-002
  1.641000E+000  2.511886E-002  3.546682E-002
  1.641000E+000  2.818383E-002  4.040540E-002
  1.641000E+000  3.162278E-002  4.615149E-002
  1.641000E+000  3.548134E-002  5.290233E-002
  1.641000E+000  3.981072E-002  6.092056E-002
  1.641000E+000  4.466836E-002  7.056183E-002
  1.641000E+000  5.011872E-002  8.231498E-002
  1.641000E+000  5.623413E-002  9.686118E-002
  1.641000E+000  6.309573E-002  1.151603E-001
  1.641000E+000  7.079458E-002  1.385754E-001
  1.641000E+000  7.943282E-002  1.690434E-001
  1.641000E+000  8.912509E-002  2.092837E-001
  1.641000E+000  1.000000E-001  2.629710E-001
  1.641000E+000  1.122018E-001  3.346237E-001
  1.641000E+000  1.258925E-001  4.286048E-001
  1.641000E+000  1.412538E-001  5.463741E-001
  1.641000E+000  1.584893E-001  6.823206E-001
  1.641000E+000  1.778279E-001  8.220593E-001
  1.641000E+000  1.995262E-001  9.454719E-001
  1.641000E+000  2.238721E-001  1.027221E+000
  1.641000E+000  2.511886E-001  1.045372E+000
  1.641000E+000  2.818383E-001  1.014016E+000
  1.641000E+000  3.162278E-001  9.916695E-001
  1.641000E+000  3.548134E-001  9.770809E-001
  1.641000E+000  3.981072E-001  9.126159E-001
  1.641000E+000  4.466836E-001  9.193692E-001
  1.641000E+000  5.011872E-001  1.026335E+000
  1.641000E+000  5.623413E-001  8.961569E-001
  1.641000E+000  6.309573E-001  9.519310E-001
  1.641000E+000  7.079458E-001  9.031047E-001
  1.641000E+000  7.943282E-001  9.835589E-001
  1.641000E+000  8.912509E-001  9.317581E-001
  1.641000E+000  1.000000E+000  8.283949E-001
  1.641000E+000  1.122018E+000  8.143549E-001
  1.641000E+000  1.258925E+000  8.142565E-001
  1.641000E+000  1.412538E+000  8.071848E-001
  1.641000E+000  1.584893E+000  8.137514E-001
  1.641000E+000  1.778279E+000  8.291088E-001
  1.641000E+000  1.995262E+000  8.079421E-001
  1.641000E+000  2.238721E+000  8.070431E-001
  1.641000E+000  2.511886E+000  8.089749E-001
  1.641000E+000  2.818383E+000  7.977741E-001
  1.641000E+000  3.162278E+000  7.959263E-001
  1.641000E+000  3.548134E+000  7.896747E-001
  1.641000E+000  3.981072E+000  7.834574E-001
  1.641000E+000  4.466836E+000  7.805565E-001
  1.641000E+000  5.011872E+000  7.755259E-001
  1.660000E+000  3.548134E-004  2.620578E-005
  1.660000E+000  3.981072E-004  2.967806E-005
  1.660000E+000  4.466836E-004  3.305644E-005
  1.660000E+000  5.011872E-004  3.692294E-005
  1.660000E+000  5.623413E-004  4.169862E-005
  1.660000E+000  6.309573E-004  4.657738E-005
  1.660000E+000  7.079458E-004  5.234666E-005
  1.660000E+000  7.943282E-004  5.875940E-005
  1.660000E+000  8.912509E-004  6.587486E-005
  1.660000E+000  1.000000E-003  7.386864E-005
  1.660000E+000  1.122018E-003  8.289734E-005
  1.660000E+000  1.258925E-003  9.302300E-005
  1.660000E+000  1.412538E-003  1.043808E-004
  1.660000E+000  1.584893E-003  1.170907E-004
  1.660000E+000  1.778279E-003  1.313891E-004
  1.660000E+000  1.995262E-003  1.474158E-004
  1.660000E+000  2.238721E-003  1.654096E-004
  1.660000E+000  2.511886E-003  1.856141E-004
  1.660000E+000  2.818383E-003  2.082713E-004
  1.660000E+000  3.162278E-003  2.336985E-004
  1.660000E+000  3.548134E-003  2.622220E-004
  1.660000E+000  3.981072E-003  2.942370E-004
  1.660000E+000  4.466836E-003  3.301638E-004
  1.660000E+000  5.011872E-003  4.151179E-004
  1.660000E+000  5.623413E-003  2.515746E-003
  1.660000E+000  6.309573E-003  4.453981E-003
  1.660000E+000  7.079458E-003  6.297115E-003
  1.660000E+000  7.943282E-003  8.103161E-003
  1.660000E+000  8.912509E-003  9.923490E-003
  1.660000E+000  1.000000E-002  1.180509E-002
  1.660000E+000  1.122018E-002  1.379256E-002
  1.660000E+000  1.258925E-002  1.592999E-002
  1.660000E+000  1.412538E-002  1.826283E-002
  1.660000E+000  1.584893E-002  2.083988E-002
  1.660000E+000  1.778279E-002  2.371554E-002
  1.660000E+000  1.995262E-002  2.695266E-002
  1.660000E+000  2.238721E-002  3.062603E-002
  1.660000E+000  2.511886E-002  3.482719E-002
  1.660000E+000  2.818383E-002  3.967087E-002
  1.660000E+000  3.162278E-002  4.530408E-002
  1.660000E+000  3.548134E-002  5.191889E-002
  1.660000E+000  3.981072E-002  5.977090E-002
  1.660000E+000  4.466836E-002  6.920582E-002
  1.660000E+000  5.011872E-002  8.069856E-002
  1.660000E+000  5.623413E-002  9.491032E-002
  1.660000E+000  6.309573E-002  1.127724E-001
  1.660000E+000  7.079458E-002  1.356066E-001
  1.660000E+000  7.943282E-002  1.652921E-001
  1.660000E+000  8.912509E-002  2.044708E-001
  1.660000E+000  1.000000E-001  2.567267E-001
  1.660000E+000  1.122018E-001  3.265087E-001
  1.660000E+000  1.258925E-001  4.182286E-001
  1.660000E+000  1.412538E-001  5.336790E-001
  1.660000E+000  1.584893E-001  6.679357E-001
  1.660000E+000  1.778279E-001  8.073892E-001
  1.660000E+000  1.995262E-001  9.326804E-001
  1.660000E+000  2.238721E-001  1.019270E+000
  1.660000E+000  2.511886E-001  1.043626E+000
  1.660000E+000  2.818383E-001  1.014869E+000
  1.660000E+000  3.162278E-001  9.882119E-001
  1.660000E+000  3.548134E-001  9.792613E-001
  1.660000E+000  3.981072E-001  9.132399E-001
  1.660000E+000  4.466836E-001  9.110108E-001
  1.660000E+000  5.011872E-001  1.022390E+000
  1.660000E+000  5.623413E-001  9.005781E-001
  1.660000E+000  6.309573E-001  9.189070E-001
  1.660000E+000  7.079458E-001  8.988389E-001
  1.660000E+000  7.943282E-001  9.540272E-001
  1.660000E+000  8.912509E-001  9.169270E-001
  1.660000E+000  1.000000E+000  8.200486E-001
  1.660000E+000  1.122018E+000  8.274032E-001
  1.660000E+000  1.258925E+000  8.249530E-001
  1.660000E+000  1.412538E+000  8.083654E-001
  1.660000E+000  1.584893E+000  8.050531E-001
  1.660000E+000  1.778279E+000  8.200394E-001
  1.660000E+000  1.995262E+000  8.019781E-001
  1.660000E+000  2.238721E+000  8.192743E-001
  1.660000E+000  2.511886E+000  8.057318E-001
  1.660000E+000  2.818383E+000  8.009586E-001
  1.660000E+000  3.162278E+000  7.883091E-001
  1.660000E+000  3.548134E+000  7.923851E-001
  1.660000E+000  3.981072E+000  7.847523E-001
  1.660000E+000  4.466836E+000  7.782418E-001
  1.660000E+000  5.011872E+000  7.738402E-001
  1.679000E+000  3.548134E-004  2.445991E-005
  1.679000E+000  3.981072E-004  2.769790E-005
  1.679000E+000  4.466836E-004  3.085337E-005
  1.679000E+000  5.011872E-004  3.446394E-005
  1.679000E+000  5.623413E-004  3.891865E-005
  1.679000E+000  6.309573E-004  4.347452E-005
  1.679000E+000  7.079458E-004  4.885878E-005
  1.679000E+000  7.943282E-004  5.484422E-005
  1.679000E+000  8.912509E-004  6.148643E-005
  1.679000E+000  1.000000E-003  6.894844E-005
  1.679000E+000  1.122018E-003  7.737589E-005
  1.679000E+000  1.258925E-003  8.682729E-005
  1.679000E+000  1.412538E-003  9.742885E-005
  1.679000E+000  1.584893E-003  1.092928E-004
  1.679000E+000  1.778279E-003  1.226391E-004
  1.679000E+000  1.995262E-003  1.375989E-004
  1.679000E+000  2.238721E-003  1.543947E-004
  1.679000E+000  2.511886E-003  1.732539E-004
  1.679000E+000  2.818383E-003  1.944027E-004
  1.679000E+000  3.162278E-003  2.181371E-004
  1.679000E+000  3.548134E-003  2.447618E-004
  1.679000E+000  3.981072E-003  2.746457E-004
  1.679000E+000  4.466836E-003  3.081814E-004
  1.679000E+000  5.011872E-003  3.898087E-004
  1.679000E+000  5.623413E-003  2.457763E-003
  1.679000E+000  6.309573E-003  4.365344E-003
  1.679000E+000  7.079458E-003  6.178824E-003
  1.679000E+000  7.943282E-003  7.955322E-003
  1.679000E+000  8.912509E-003  9.745397E-003
  1.679000E+000  1.000000E-002  1.159527E-002
  1.679000E+000  1.122018E-002  1.354878E-002
  1.679000E+000  1.258925E-002  1.564926E-002
  1.679000E+000  1.412538E-002  1.794131E-002
  1.679000E+000  1.584893E-002  2.047277E-002
  1.679000E+000  1.778279E-002  2.329698E-002
  1.679000E+000  1.995262E-002  2.647542E-002
  1.679000E+000  2.238721E-002  3.008126E-002
  1.679000E+000  2.511886E-002  3.420390E-002
  1.679000E+000  2.818383E-002  3.895535E-002
  1.679000E+000  3.162278E-002  4.447894E-002
  1.679000E+000  3.548134E-002  5.096182E-002
  1.679000E+000  3.981072E-002  5.865275E-002
  1.679000E+000  4.466836E-002  6.788801E-002
  1.679000E+000  5.011872E-002  7.912909E-002
  1.679000E+000  5.623413E-002  9.301812E-002
  1.679000E+000  6.309573E-002  1.104589E-001
  1.679000E+000  7.079458E-002  1.327342E-001
  1.679000E+000  7.943282E-002  1.616675E-001
  1.679000E+000  8.912509E-002  1.998263E-001
  1.679000E+000  1.000000E-001  2.507061E-001
  1.679000E+000  1.122018E-001  3.186842E-001
  1.679000E+000  1.258925E-001  4.082078E-001
  1.679000E+000  1.412538E-001  5.213687E-001
  1.679000E+000  1.584893E-001  6.538898E-001
  1.679000E+000  1.778279E-001  7.929118E-001
  1.679000E+000  1.995262E-001  9.197961E-001
  1.679000E+000  2.238721E-001  1.010868E+000
  1.679000E+000  2.511886E-001  1.041411E+000
  1.679000E+000  2.818383E-001  1.015826E+000
  1.679000E+000  3.162278E-001  9.855196E-001
  1.679000E+000  3.548134E-001  9.802489E-001
  1.679000E+000  3.981072E-001  9.147177E-001
  1.679000E+000  4.466836E-001  9.041671E-001
  1.679000E+000  5.011872E-001  1.010099E+000
  1.679000E+000  5.623413E-001  9.064984E-001
  1.679000E+000  6.309573E-001  8.952977E-001
  1.679000E+000  7.079458E-001  8.984922E-001
  1.679000E+000  7.943282E-001  9.163944E-001
  1.679000E+000  8.912509E-001  8.896457E-001
  1.679000E+000  1.000000E+000  8.237392E-001
  1.679000E+000  1.122018E+000  8.554872E-001
  1.679000E+000  1.258925E+000  8.468618E-001
  1.679000E+000  1.412538E+000  8.187353E-001
  1.679000E+000  1.584893E+000  8.028664E-001
  1.679000E+000  1.778279E+000  8.150226E-001
  1.679000E+000  1.995262E+000  8.115632E-001
  1.679000E+000  2.238721E+000  8.227322E-001
  1.679000E+000  2.511886E+000  7.933732E-001
  1.679000E+000  2.818383E+000  7.989731E-001
  1.679000E+000  3.162278E+000  7.918661E-001
  1.679000E+000  3.548134E+000  7.870034E-001
  1.679000E+000  3.981072E+000  7.854132E-001
  1.679000E+000  4.466836E+000  7.792483E-001
  1.679000E+000  5.011872E+000  7.735255E-001
  1.698000E+000  3.548134E-004  2.281868E-005
  1.698000E+000  3.981072E-004  2.583646E-005
  1.698000E+000  4.466836E-004  2.878235E-005
  1.698000E+000  5.011872E-004  3.215231E-005
  1.698000E+000  5.623413E-004  3.630532E-005
  1.698000E+000  6.309573E-004  4.055762E-005
  1.698000E+000  7.079458E-004  4.557995E-005
  1.698000E+000  7.943282E-004  5.116371E-005
  1.698000E+000  8.912509E-004  5.736104E-005
  1.698000E+000  1.000000E-003  6.432315E-005
  1.698000E+000  1.122018E-003  7.218540E-005
  1.698000E+000  1.258925E-003  8.100298E-005
  1.698000E+000  1.412538E-003  9.089363E-005
  1.698000E+000  1.584893E-003  1.019624E-004
  1.698000E+000  1.778279E-003  1.144138E-004
  1.698000E+000  1.995262E-003  1.283706E-004
  1.698000E+000  2.238721E-003  1.440402E-004
  1.698000E+000  2.511886E-003  1.616348E-004
  1.698000E+000  2.818383E-003  1.813656E-004
  1.698000E+000  3.162278E-003  2.035088E-004
  1.698000E+000  3.548134E-003  2.283486E-004
  1.698000E+000  3.981072E-003  2.562292E-004
  1.698000E+000  4.466836E-003  2.875170E-004
  1.698000E+000  5.011872E-003  3.659882E-004
  1.698000E+000  5.623413E-003  2.401903E-003
  1.698000E+000  6.309573E-003  4.279452E-003
  1.698000E+000  7.079458E-003  6.063906E-003
  1.698000E+000  7.943282E-003  7.811506E-003
  1.698000E+000  8.912509E-003  9.572016E-003
  1.698000E+000  1.000000E-002  1.139090E-002
  1.698000E+000  1.122018E-002  1.331128E-002
  1.698000E+000  1.258925E-002  1.537572E-002
  1.698000E+000  1.412538E-002  1.762799E-002
  1.698000E+000  1.584893E-002  2.011505E-002
  1.698000E+000  1.778279E-002  2.288914E-002
  1.698000E+000  1.995262E-002  2.601047E-002
  1.698000E+000  2.238721E-002  2.955061E-002
  1.698000E+000  2.511886E-002  3.359694E-002
  1.698000E+000  2.818383E-002  3.825879E-002
  1.698000E+000  3.162278E-002  4.367600E-002
  1.698000E+000  3.548134E-002  5.003094E-002
  1.698000E+000  3.981072E-002  5.756588E-002
  1.698000E+000  4.466836E-002  6.660797E-002
  1.698000E+000  5.011872E-002  7.760589E-002
  1.698000E+000  5.623413E-002  9.118349E-002
  1.698000E+000  6.309573E-002  1.082184E-001
  1.698000E+000  7.079458E-002  1.299555E-001
  1.698000E+000  7.943282E-002  1.581654E-001
  1.698000E+000  8.912509E-002  1.953436E-001
  1.698000E+000  1.000000E-001  2.448990E-001
  1.698000E+000  1.122018E-001  3.111356E-001
  1.698000E+000  1.258925E-001  3.985225E-001
  1.698000E+000  1.412538E-001  5.094207E-001
  1.698000E+000  1.584893E-001  6.401618E-001
  1.698000E+000  1.778279E-001  7.786145E-001
  1.698000E+000  1.995262E-001  9.068235E-001
  1.698000E+000  2.238721E-001  1.002012E+000
  1.698000E+000  2.511886E-001  1.038661E+000
  1.698000E+000  2.818383E-001  1.016728E+000
  1.698000E+000  3.162278E-001  9.834653E-001
  1.698000E+000  3.548134E-001  9.798527E-001
  1.698000E+000  3.981072E-001  9.168762E-001
  1.698000E+000  4.466836E-001  8.984526E-001
  1.698000E+000  5.011872E-001  9.921210E-001
  1.698000E+000  5.623413E-001  9.138031E-001
  1.698000E+000  6.309573E-001  8.794933E-001
  1.698000E+000  7.079458E-001  9.032981E-001
  1.698000E+000  7.943282E-001  8.957098E-001
  1.698000E+000  8.912509E-001  8.637838E-001
  1.698000E+000  1.000000E+000  8.406776E-001
  1.698000E+000  1.122018E+000  8.874534E-001
  1.698000E+000  1.258925E+000  8.596788E-001
  1.698000E+000  1.412538E+000  8.362015E-001
  1.698000E+000  1.584893E+000  8.096733E-001
  1.698000E+000  1.778279E+000  8.075675E-001
  1.698000E+000  1.995262E+000  8.141737E-001
  1.698000E+000  2.238721E+000  8.038156E-001
  1.698000E+000  2.511886E+000  7.860287E-001
  1.698000E+000  2.818383E+000  7.934605E-001
  1.698000E+000  3.162278E+000  7.946017E-001
  1.698000E+000  3.548134E+000  7.796935E-001
  1.698000E+000  3.981072E+000  7.810149E-001
  1.698000E+000  4.466836E+000  7.758329E-001
  1.698000E+000  5.011872E+000  7.718027E-001
  1.718000E+000  3.548134E-004  2.116932E-005
  1.718000E+000  3.981072E-004  2.396581E-005
  1.718000E+000  4.466836E-004  2.670106E-005
  1.718000E+000  5.011872E-004  2.982920E-005
  1.718000E+000  5.623413E-004  3.367904E-005
  1.718000E+000  6.309573E-004  3.762625E-005
  1.718000E+000  7.079458E-004  4.228486E-005
  1.718000E+000  7.943282E-004  4.746495E-005
  1.718000E+000  8.912509E-004  5.321519E-005
  1.718000E+000  1.000000E-003  5.967494E-005
  1.718000E+000  1.122018E-003  6.696919E-005
  1.718000E+000  1.258925E-003  7.514982E-005
  1.718000E+000  1.412538E-003  8.432605E-005
  1.718000E+000  1.584893E-003  9.459572E-005
  1.718000E+000  1.778279E-003  1.061477E-004
  1.718000E+000  1.995262E-003  1.190966E-004
  1.718000E+000  2.238721E-003  1.336346E-004
  1.718000E+000  2.511886E-003  1.499583E-004
  1.718000E+000  2.818383E-003  1.682641E-004
  1.718000E+000  3.162278E-003  1.888082E-004
  1.718000E+000  3.548134E-003  2.118544E-004
  1.718000E+000  3.981072E-003  2.377218E-004
  1.718000E+000  4.466836E-003  2.667506E-004
  1.718000E+000  5.011872E-003  3.420333E-004
  1.718000E+000  5.623413E-003  2.344974E-003
  1.718000E+000  6.309573E-003  4.191629E-003
  1.718000E+000  7.079458E-003  5.946240E-003
  1.718000E+000  7.943282E-003  7.664145E-003
