# DL07 graphite: Mie on the D03 graphite dielectric functions, 1/3 E||c + 2/3 E-perp-c
# a_eff stride: every 1 of 84
# lambda stride: every 1 of 1129
# Written by sed/make_qtable.x from this tree's own optics
#   routines; see src/make_qtable.f90 for the grids and inputs.
#   lambda[um]     a_eff[um]      Q_ext         Q_abs          Q_sca         albedo         g
  1.549000E+000  7.079458E-004  1.041199E-003  1.041199E-003  1.229696E-010  1.181038E-007  3.110975E-006
  1.549000E+000  7.943282E-004  1.168591E-003  1.168591E-003  1.948935E-010  1.667764E-007  3.915261E-006
  1.549000E+000  8.912509E-004  1.311542E-003  1.311542E-003  3.088834E-010  2.355116E-007  4.927561E-006
  1.549000E+000  1.000000E-003  1.471948E-003  1.471947E-003  4.895422E-010  3.325812E-007  6.201993E-006
  1.549000E+000  1.122018E-003  1.651936E-003  1.651935E-003  7.758621E-010  4.696683E-007  7.806179E-006
  1.549000E+000  1.258925E-003  1.853899E-003  1.853898E-003  1.229641E-009  6.632731E-007  9.825661E-006
  1.549000E+000  1.412538E-003  2.080521E-003  2.080519E-003  1.948823E-009  9.366997E-007  1.236792E-005
  1.549000E+000  1.584893E-003  2.334818E-003  2.334815E-003  3.088637E-009  1.322860E-006  1.556826E-005
  1.549000E+000  1.778279E-003  2.620179E-003  2.620175E-003  4.895110E-009  1.868235E-006  1.959707E-005
  1.549000E+000  1.995262E-003  2.940413E-003  2.940406E-003  7.758172E-009  2.638463E-006  2.466878E-005
  1.549000E+000  2.238721E-003  3.299801E-003  3.299789E-003  1.229584E-008  3.726237E-006  3.105329E-005
  1.549000E+000  2.511886E-003  3.703156E-003  3.703137E-003  1.948764E-008  5.262441E-006  3.909034E-005
  1.549000E+000  2.818383E-003  4.155897E-003  4.155866E-003  3.088611E-008  7.431877E-006  4.920746E-005
  1.549000E+000  3.162278E-003  4.664123E-003  4.664074E-003  4.895203E-008  1.049544E-005  6.194274E-005
  1.549000E+000  3.548134E-003  5.234711E-003  5.234633E-003  7.758584E-008  1.482142E-005  7.797327E-005
  1.549000E+000  3.981072E-003  5.875419E-003  5.875296E-003  1.229701E-007  2.092958E-005  9.815097E-005
  1.549000E+000  4.466836E-003  6.595013E-003  6.594819E-003  1.949049E-007  2.955337E-005  1.235476E-004
  1.549000E+000  5.011872E-003  7.403421E-003  7.403112E-003  3.089256E-007  4.172741E-005  1.555112E-004
  1.549000E+000  5.623413E-003  8.311905E-003  8.311415E-003  4.896602E-007  5.891071E-005  1.957371E-004
  1.549000E+000  6.309573E-003  9.333280E-003  9.332504E-003  7.761540E-007  8.315983E-005  2.463564E-004
  1.549000E+000  7.079458E-003  1.048218E-002  1.048095E-002  1.230314E-006  1.173720E-004  3.100474E-004
  1.549000E+000  7.943282E-003  1.177539E-002  1.177344E-002  1.950308E-006  1.656257E-004  3.901743E-004
  1.549000E+000  8.912509E-003  1.323227E-002  1.322918E-002  3.091817E-006  2.336574E-004  4.909605E-004
  1.549000E+000  1.000000E-002  1.487526E-002  1.487036E-002  4.901784E-006  3.295258E-004  6.177046E-004
  1.549000E+000  1.122018E-002  1.673064E-002  1.672287E-002  7.771979E-006  4.645356E-004  7.770469E-004
  1.549000E+000  1.258925E-002  1.882941E-002  1.881708E-002  1.232411E-005  6.545141E-004  9.773005E-004
  1.549000E+000  1.412538E-002  2.120854E-002  2.118899E-002  1.954511E-005  9.215683E-004  1.228857E-003
  1.549000E+000  1.584893E-002  2.391271E-002  2.388171E-002  3.100232E-005  1.296479E-003  1.544679E-003
  1.549000E+000  1.778279E-002  2.699665E-002  2.694746E-002  4.918612E-005  1.821935E-003  1.940900E-003
  1.549000E+000  1.995262E-002  3.052844E-002  3.045038E-002  7.805613E-005  2.556833E-003  2.437533E-003
  1.549000E+000  2.238721E-002  3.459421E-002  3.447029E-002  1.239131E-004  3.581903E-003  3.059300E-003
  1.549000E+000  2.511886E-002  3.930483E-002  3.910804E-002  1.967935E-004  5.006852E-003  3.836564E-003
  1.549000E+000  2.818383E-002  4.480570E-002  4.449299E-002  3.127048E-004  6.979131E-003  4.806341E-003
  1.549000E+000  3.162278E-002  5.129094E-002  5.079372E-002  4.972195E-004  9.694100E-003  6.013276E-003
  1.549000E+000  3.548134E-002  5.902456E-002  5.823328E-002  7.912725E-004  1.340582E-002  7.510415E-003
  1.549000E+000  3.981072E-002  6.837193E-002  6.711138E-002  1.260556E-003  1.843674E-002  9.359394E-003
  1.549000E+000  4.466836E-002  7.984744E-002  7.783662E-002  2.010824E-003  2.518333E-002  1.162936E-002
  1.549000E+000  5.011872E-002  9.418688E-002  9.097388E-002  3.212997E-003  3.411300E-002  1.439341E-002
  1.549000E+000  5.623413E-002  1.124585E-001  1.073139E-001  5.144653E-003  4.574712E-002  1.772023E-002
  1.549000E+000  6.309573E-002  1.362338E-001  1.279745E-001  8.259271E-003  6.062573E-002  2.165724E-002
  1.549000E+000  7.079458E-002  1.678484E-001  1.545454E-001  1.330300E-002  7.925603E-002  2.619847E-002
  1.549000E+000  7.943282E-002  2.107948E-001  1.892811E-001  2.151372E-002  1.020600E-001  3.122752E-002
  1.549000E+000  8.912509E-002  2.702816E-001  2.353182E-001  3.496341E-002  1.293592E-001  3.642413E-002
  1.549000E+000  1.000000E-001  3.539431E-001  2.967957E-001  5.714732E-002  1.614591E-001  4.113546E-002
  1.549000E+000  1.122018E-001  4.724846E-001  3.785088E-001  9.397578E-002  1.988970E-001  4.427430E-002
  1.549000E+000  1.258925E-001  6.396234E-001  4.843131E-001  1.553103E-001  2.428153E-001  4.448547E-002
  1.549000E+000  1.412538E-001  8.702584E-001  6.134966E-001  2.567618E-001  2.950409E-001  4.109375E-002
  1.549000E+000  1.584893E-001  1.176137E+000  7.565214E-001  4.196156E-001  3.567744E-001  3.609780E-002
  1.549000E+000  1.778279E-001  1.557064E+000  8.948872E-001  6.621770E-001  4.252728E-001  3.560692E-002
  1.549000E+000  1.995262E-001  1.978457E+000  1.004345E+000  9.741124E-001  4.923596E-001  4.793996E-002
  1.549000E+000  2.238721E-001  2.352856E+000  1.057816E+000  1.295040E+000  5.504121E-001  8.060476E-002
  1.549000E+000  2.511886E-001  2.614502E+000  1.047654E+000  1.566848E+000  5.992913E-001  1.427110E-001
  1.549000E+000  2.818383E-001  2.861979E+000  1.013968E+000  1.848011E+000  6.457109E-001  2.503990E-001
  1.549000E+000  3.162278E-001  3.386535E+000  1.013144E+000  2.373391E+000  7.008316E-001  3.669785E-001
  1.549000E+000  3.548134E-001  3.504521E+000  9.566595E-001  2.547861E+000  7.270213E-001  3.588482E-001
  1.549000E+000  3.981072E-001  3.273224E+000  9.218178E-001  2.351406E+000  7.183762E-001  3.843436E-001
  1.549000E+000  4.466836E-001  3.476844E+000  9.932528E-001  2.483592E+000  7.143235E-001  4.537770E-001
  1.549000E+000  5.011872E-001  3.542981E+000  9.695958E-001  2.573385E+000  7.263333E-001  5.019583E-001
  1.549000E+000  5.623413E-001  3.092957E+000  8.982998E-001  2.194657E+000  7.095660E-001  4.455178E-001
  1.549000E+000  6.309573E-001  2.939638E+000  9.687074E-001  1.970931E+000  6.704672E-001  4.942062E-001
  1.549000E+000  7.079458E-001  2.667938E+000  9.234913E-001  1.744447E+000  6.538558E-001  4.611018E-001
  1.549000E+000  7.943282E-001  2.373797E+000  8.739610E-001  1.499836E+000  6.318300E-001  5.191109E-001
  1.549000E+000  8.912509E-001  2.626970E+000  9.449740E-001  1.681996E+000  6.402799E-001  5.912089E-001
  1.549000E+000  1.000000E+000  2.790557E+000  9.179185E-001  1.872638E+000  6.710626E-001  6.654089E-001
  1.549000E+000  1.122018E+000  2.848701E+000  9.111627E-001  1.937539E+000  6.801480E-001  6.700792E-001
  1.549000E+000  1.258925E+000  2.654137E+000  8.765132E-001  1.777624E+000  6.697558E-001  6.469547E-001
  1.549000E+000  1.412538E+000  2.469067E+000  8.631343E-001  1.605933E+000  6.504209E-001  6.305205E-001
  1.549000E+000  1.584893E+000  2.493337E+000  8.355461E-001  1.657791E+000  6.648884E-001  6.716190E-001
  1.549000E+000  1.778279E+000  2.569489E+000  8.438093E-001  1.725680E+000  6.716043E-001  7.025714E-001
  1.549000E+000  1.995262E+000  2.409599E+000  8.107801E-001  1.598819E+000  6.635207E-001  6.988723E-001
  1.549000E+000  2.238721E+000  2.421658E+000  8.245946E-001  1.597063E+000  6.594917E-001  7.108517E-001
  1.549000E+000  2.511886E+000  2.433276E+000  8.152794E-001  1.617996E+000  6.649458E-001  7.211231E-001
  1.549000E+000  2.818383E+000  2.335995E+000  8.061066E-001  1.529888E+000  6.549193E-001  7.208917E-001
  1.549000E+000  3.162278E+000  2.366943E+000  8.078614E-001  1.559082E+000  6.586900E-001  7.331678E-001
  1.549000E+000  3.548134E+000  2.317475E+000  7.988215E-001  1.518654E+000  6.553053E-001  7.332612E-001
  1.549000E+000  3.981072E+000  2.286513E+000  7.942898E-001  1.492223E+000  6.526196E-001  7.361924E-001
  1.549000E+000  4.466836E+000  2.291858E+000  7.866768E-001  1.505181E+000  6.567515E-001  7.431281E-001
  1.549000E+000  5.011872E+000  2.275687E+000  7.798273E-001  1.495860E+000  6.573223E-001  7.462160E-001
  1.567000E+000  3.548134E-004  5.118332E-004  5.118332E-004  7.414958E-012  1.448706E-008  7.681225E-007
  1.567000E+000  3.981072E-004  5.744620E-004  5.744620E-004  1.175256E-011  2.045837E-008  9.665270E-007
  1.567000E+000  4.466836E-004  6.447683E-004  6.447683E-004  1.862739E-011  2.889006E-008  1.216230E-006
  1.567000E+000  5.011872E-004  7.236878E-004  7.236878E-004  2.952349E-011  4.079589E-008  1.530369E-006
  1.567000E+000  5.623413E-004  8.122690E-004  8.122689E-004  4.679279E-011  5.760750E-008  1.925683E-006
  1.567000E+000  6.309573E-004  9.116868E-004  9.116867E-004  7.416277E-011  8.134677E-008  2.423162E-006
  1.567000E+000  7.079458E-004  1.023259E-003  1.023259E-003  1.175410E-010  1.148692E-007  3.049501E-006
  1.567000E+000  7.943282E-004  1.148464E-003  1.148464E-003  1.862899E-010  1.622078E-007  3.837799E-006
  1.567000E+000  8.912509E-004  1.288962E-003  1.288962E-003  2.952479E-010  2.290587E-007  4.830071E-006
  1.567000E+000  1.000000E-003  1.446615E-003  1.446614E-003  4.679318E-010  3.234667E-007  6.079159E-006
  1.567000E+000  1.122018E-003  1.623516E-003  1.623515E-003  7.416126E-010  4.567942E-007  7.651559E-006
  1.567000E+000  1.258925E-003  1.822013E-003  1.822012E-003  1.175360E-009  6.450887E-007  9.630960E-006
  1.567000E+000  1.412538E-003  2.044747E-003  2.044745E-003  1.862794E-009  9.110146E-007  1.212277E-005
  1.567000E+000  1.584893E-003  2.294681E-003  2.294678E-003  2.952292E-009  1.286580E-006  1.525961E-005
  1.567000E+000  1.778279E-003  2.575146E-003  2.575142E-003  4.679018E-009  1.816991E-006  1.920847E-005
  1.567000E+000  1.995262E-003  2.889884E-003  2.889877E-003  7.415688E-009  2.566085E-006  2.417954E-005
  1.567000E+000  2.238721E-003  3.243102E-003  3.243091E-003  1.175303E-008  3.624009E-006  3.043736E-005
  1.567000E+000  2.511886E-003  3.639532E-003  3.639513E-003  1.862734E-008  5.118059E-006  3.831492E-005
  1.567000E+000  2.818383E-003  4.084496E-003  4.084466E-003  2.952259E-008  7.227963E-006  4.823129E-005
  1.567000E+000  3.162278E-003  4.583989E-003  4.583942E-003  4.679091E-008  1.020746E-005  6.071389E-005
  1.567000E+000  3.548134E-003  5.144767E-003  5.144693E-003  7.416050E-008  1.441474E-005  7.642637E-005
  1.567000E+000  3.981072E-003  5.774453E-003  5.774335E-003  1.175409E-007  2.035533E-005  9.620378E-005
  1.567000E+000  4.466836E-003  6.481659E-003  6.481473E-003  1.862995E-007  2.874256E-005  1.210967E-004
  1.567000E+000  5.011872E-003  7.276136E-003  7.275841E-003  2.952854E-007  4.058271E-005  1.524264E-004
  1.567000E+000  5.623413E-003  8.168945E-003  8.168477E-003  4.680387E-007  5.729488E-005  1.918546E-004
  1.567000E+000  6.309573E-003  9.172671E-003  9.171929E-003  7.418798E-007  8.087936E-005  2.414704E-004
  1.567000E+000  7.079458E-003  1.030168E-002  1.030051E-002  1.175980E-006  1.141542E-004  3.038992E-004
  1.567000E+000  7.943282E-003  1.157245E-002  1.157058E-002  1.864169E-006  1.610868E-004  3.824387E-004
  1.567000E+000  8.912509E-003  1.300396E-002  1.300101E-002  2.955244E-006  2.272572E-004  4.812293E-004
  1.567000E+000  1.000000E-002  1.461824E-002  1.461356E-002  4.685226E-006  3.205054E-004  6.054653E-004
  1.567000E+000  1.122018E-002  1.644104E-002  1.643361E-002  7.428550E-006  4.518298E-004  7.616568E-004
  1.567000E+000  1.258925E-002  1.850271E-002  1.849093E-002  1.177940E-005  6.366310E-004  9.579544E-004
  1.567000E+000  1.412538E-002  2.083947E-002  2.082079E-002  1.868098E-005  8.964227E-004  1.204547E-003
  1.567000E+000  1.584893E-002  2.349502E-002  2.346539E-002  2.963111E-005  1.261165E-003  1.514147E-003
  1.567000E+000  1.778279E-002  2.652284E-002  2.647583E-002  4.700960E-005  1.772420E-003  1.902577E-003
  1.567000E+000  1.995262E-002  2.998939E-002  2.991479E-002  7.460000E-005  2.487547E-003  2.389469E-003
  1.567000E+000  2.238721E-002  3.397866E-002  3.386024E-002  1.184224E-004  3.485198E-003  2.999077E-003
  1.567000E+000  2.511886E-002  3.859867E-002  3.841060E-002  1.880651E-004  4.872320E-003  3.761203E-003
  1.567000E+000  2.818383E-002  4.399084E-002  4.369202E-002  2.988189E-004  6.792751E-003  4.712190E-003
  1.567000E+000  3.162278E-002  5.034383E-002  4.986872E-002  4.751071E-004  9.437246E-003  5.895897E-003
  1.567000E+000  3.548134E-002  5.791382E-002  5.715780E-002  7.560171E-004  1.305417E-002  7.364481E-003
  1.567000E+000  3.981072E-002  6.705498E-002  6.585072E-002  1.204260E-003  1.795930E-002  9.178618E-003
  1.567000E+000  4.466836E-002  7.826526E-002  7.634450E-002  1.920761E-003  2.454167E-002  1.140652E-002
  1.567000E+000  5.011872E-002  9.225614E-002  8.918757E-002  3.068566E-003  3.326138E-002  1.412055E-002
  1.567000E+000  5.623413E-002  1.100594E-001  1.051470E-001  4.912347E-003  4.463361E-002  1.738926E-002
  1.567000E+000  6.309573E-002  1.331912E-001  1.253069E-001  7.884249E-003  5.919499E-002  2.126116E-002
  1.567000E+000  7.079458E-002  1.639033E-001  1.512084E-001  1.269485E-002  7.745329E-002  2.573381E-002
  1.567000E+000  7.943282E-002  2.055607E-001  1.850385E-001  2.052215E-002  9.983502E-002  3.069870E-002
  1.567000E+000  8.912509E-002  2.631832E-001  2.298467E-001  3.333657E-002  1.266668E-001  3.585030E-002
  1.567000E+000  1.000000E-001  3.441392E-001  2.896786E-001  5.446058E-002  1.582516E-001  4.055854E-002
  1.567000E+000  1.122018E-001  4.588014E-001  3.692867E-001  8.951473E-002  1.951056E-001  4.375993E-002
  1.567000E+000  1.258925E-001  6.205701E-001  4.726687E-001  1.479014E-001  2.383315E-001  4.409087E-002
  1.567000E+000  1.412538E-001  8.442413E-001  5.996202E-001  2.446211E-001  2.897526E-001  4.076157E-002
  1.567000E+000  1.584893E-001  1.142016E+000  7.414512E-001  4.005651E-001  3.507525E-001  3.549706E-002
  1.567000E+000  1.778279E-001  1.515625E+000  8.805137E-001  6.351109E-001  4.190424E-001  3.411773E-002
  1.567000E+000  1.995262E-001  1.935485E+000  9.934083E-001  9.420764E-001  4.867393E-001  4.488790E-002
  1.567000E+000  2.238721E-001  2.318313E+000  1.052988E+000  1.265325E+000  5.457955E-001  7.530849E-002
  1.567000E+000  2.511886E-001  2.589925E+000  1.047929E+000  1.541996E+000  5.953824E-001  1.339254E-001
  1.567000E+000  2.818383E-001  2.826865E+000  1.013168E+000  1.813697E+000  6.415932E-001  2.364574E-001
  1.567000E+000  3.162278E-001  3.321856E+000  1.009340E+000  2.312516E+000  6.961519E-001  3.601303E-001
  1.567000E+000  3.548134E-001  3.531238E+000  9.609896E-001  2.570249E+000  7.278605E-001  3.604130E-001
  1.567000E+000  3.981072E-001  3.283937E+000  9.183673E-001  2.365569E+000  7.203456E-001  3.785333E-001
  1.567000E+000  4.466836E-001  3.411057E+000  9.733499E-001  2.437707E+000  7.146486E-001  4.445035E-001
  1.567000E+000  5.011872E-001  3.612190E+000  9.826507E-001  2.629539E+000  7.279626E-001  5.057973E-001
  1.567000E+000  5.623413E-001  3.126749E+000  8.938947E-001  2.232854E+000  7.141137E-001  4.492451E-001
  1.567000E+000  6.309573E-001  3.042377E+000  9.936100E-001  2.048767E+000  6.734100E-001  4.847808E-001
  1.567000E+000  7.079458E-001  2.699763E+000  9.227253E-001  1.777038E+000  6.582200E-001  4.638692E-001
  1.567000E+000  7.943282E-001  2.389382E+000  8.751166E-001  1.514266E+000  6.337478E-001  5.133256E-001
  1.567000E+000  8.912509E-001  2.623139E+000  9.512263E-001  1.671913E+000  6.373711E-001  5.801029E-001
  1.567000E+000  1.000000E+000  2.793325E+000  9.368596E-001  1.856465E+000  6.646077E-001  6.486665E-001
  1.567000E+000  1.122018E+000  2.802697E+000  8.869094E-001  1.915787E+000  6.835514E-001  6.640499E-001
  1.567000E+000  1.258925E+000  2.636238E+000  8.584018E-001  1.777836E+000  6.743838E-001  6.507222E-001
  1.567000E+000  1.412538E+000  2.445973E+000  8.584324E-001  1.587541E+000  6.490426E-001  6.285668E-001
  1.567000E+000  1.584893E+000  2.487813E+000  8.471437E-001  1.640670E+000  6.594826E-001  6.684904E-001
  1.567000E+000  1.778279E+000  2.568812E+000  8.355101E-001  1.733302E+000  6.747485E-001  7.042999E-001
  1.567000E+000  1.995262E+000  2.444296E+000  8.209754E-001  1.623321E+000  6.641261E-001  6.997295E-001
  1.567000E+000  2.238721E+000  2.398360E+000  8.285481E-001  1.569812E+000  6.545356E-001  7.014897E-001
  1.567000E+000  2.511886E+000  2.434295E+000  8.149140E-001  1.619381E+000  6.652362E-001  7.198333E-001
  1.567000E+000  2.818383E+000  2.333190E+000  8.070733E-001  1.526117E+000  6.540902E-001  7.201189E-001
  1.567000E+000  3.162278E+000  2.371827E+000  8.030547E-001  1.568773E+000  6.614194E-001  7.343189E-001
  1.567000E+000  3.548134E+000  2.313789E+000  7.976371E-001  1.516152E+000  6.552681E-001  7.321034E-001
  1.567000E+000  3.981072E+000  2.293567E+000  7.919339E-001  1.501633E+000  6.547152E-001  7.354134E-001
  1.567000E+000  4.466836E+000  2.299825E+000  7.857455E-001  1.514080E+000  6.583456E-001  7.433450E-001
  1.567000E+000  5.011872E+000  2.276497E+000  7.788946E-001  1.497602E+000  6.578538E-001  7.452236E-001
  1.585000E+000  3.548134E-004  5.030840E-004  5.030839E-004  7.091245E-012  1.409555E-008  7.531458E-007
  1.585000E+000  3.981072E-004  5.646426E-004  5.646426E-004  1.123949E-011  1.990550E-008  9.475873E-007
  1.585000E+000  4.466836E-004  6.337485E-004  6.337485E-004  1.781424E-011  2.810932E-008  1.192478E-006
  1.585000E+000  5.011872E-004  7.113218E-004  7.113217E-004  2.823472E-011  3.969332E-008  1.500424E-006
  1.585000E+000  5.623413E-004  7.983932E-004  7.983931E-004  4.475024E-011  5.605038E-008  1.888058E-006
  1.585000E+000  6.309573E-004  8.961179E-004  8.961178E-004  7.092560E-011  7.914762E-008  2.375829E-006
  1.585000E+000  7.079458E-004  1.005791E-003  1.005791E-003  1.124105E-010  1.117632E-007  2.989929E-006
  1.585000E+000  7.943282E-004  1.128867E-003  1.128867E-003  1.781588E-010  1.578209E-007  3.762721E-006
  1.585000E+000  8.912509E-004  1.266975E-003  1.266975E-003  2.823612E-010  2.228625E-007  4.735549E-006
  1.585000E+000  1.000000E-003  1.421948E-003  1.421948E-003  4.475081E-010  3.147148E-007  5.960124E-006
  1.585000E+000  1.122018E-003  1.595842E-003  1.595841E-003  7.092438E-010  4.444324E-007  7.501677E-006
  1.585000E+000  1.258925E-003  1.790966E-003  1.790965E-003  1.124060E-009  6.276278E-007  9.442234E-006
  1.585000E+000  1.412538E-003  2.009914E-003  2.009912E-003  1.781490E-009  8.863513E-007  1.188513E-005
  1.585000E+000  1.584893E-003  2.255600E-003  2.255597E-003  2.823434E-009  1.251744E-006  1.496044E-005
  1.585000E+000  1.778279E-003  2.531297E-003  2.531292E-003  4.474792E-009  1.767787E-006  1.883181E-005
  1.585000E+000  1.995262E-003  2.840683E-003  2.840676E-003  7.092011E-009  2.496587E-006  2.370530E-005
  1.585000E+000  2.238721E-003  3.187894E-003  3.187883E-003  1.124004E-008  3.525850E-006  2.984033E-005
  1.585000E+000  2.511886E-003  3.577579E-003  3.577562E-003  1.781428E-008  4.979422E-006  3.756330E-005
  1.585000E+000  2.818383E-003  4.014972E-003  4.014943E-003  2.823394E-008  7.032164E-006  4.728508E-005
  1.585000E+000  3.162278E-003  4.505962E-003  4.505917E-003  4.474846E-008  9.930946E-006  5.952274E-005
  1.585000E+000  3.548134E-003  5.057189E-003  5.057118E-003  7.092329E-008  1.402425E-005  7.492693E-005
  1.585000E+000  3.981072E-003  5.676143E-003  5.676031E-003  1.124099E-007  1.980393E-005  9.431634E-005
  1.585000E+000  4.466836E-003  6.371288E-003  6.371110E-003  1.781667E-007  2.796400E-005  1.187209E-004
  1.585000E+000  5.011872E-003  7.152203E-003  7.151920E-003  2.823944E-007  3.948355E-005  1.494361E-004
  1.585000E+000  5.623413E-003  8.029752E-003  8.029305E-003  4.476049E-007  5.574330E-005  1.880912E-004
  1.585000E+000  6.309573E-003  9.016297E-003  9.015588E-003  7.094885E-007  7.868956E-005  2.367343E-004
  1.585000E+000  7.079458E-003  1.012595E-002  1.012482E-002  1.124632E-006  1.110644E-004  2.979394E-004
  1.585000E+000  7.943282E-003  1.137487E-002  1.137309E-002  1.782762E-006  1.567282E-004  3.749402E-004
  1.585000E+000  8.912509E-003  1.278170E-002  1.277887E-002  2.826176E-006  2.211112E-004  4.717963E-004
  1.585000E+000  1.000000E-002  1.436804E-002  1.436356E-002  4.480571E-006  3.118429E-004  5.936007E-004
  1.585000E+000  1.122018E-002  1.615914E-002  1.615203E-002  7.104002E-006  4.396276E-004  7.467376E-004
  1.585000E+000  1.258925E-002  1.818474E-002  1.817348E-002  1.126464E-005  6.194558E-004  9.391999E-004
  1.585000E+000  1.412538E-002  2.048031E-002  2.046245E-002  1.786438E-005  8.722708E-004  1.180980E-003
  1.585000E+000  1.584893E-002  2.308860E-002  2.306027E-002  2.833536E-005  1.227245E-003  1.484547E-003
  1.585000E+000  1.778279E-002  2.606190E-002  2.601694E-002  4.495293E-005  1.724853E-003  1.865422E-003
  1.585000E+000  1.995262E-002  2.946511E-002  2.939377E-002  7.133432E-005  2.420976E-003  2.342866E-003
  1.585000E+000  2.238721E-002  3.338017E-002  3.326694E-002  1.132345E-004  3.392268E-003  2.940681E-003
  1.585000E+000  2.511886E-002  3.791234E-002  3.773252E-002  1.798186E-004  4.743009E-003  3.688121E-003
  1.585000E+000  2.818383E-002  4.319927E-002  4.291357E-002  2.857006E-004  6.613552E-003  4.620874E-003
  1.585000E+000  3.162278E-002  4.942434E-002  4.897012E-002  4.542192E-004  9.190193E-003  5.782034E-003
  1.585000E+000  3.548134E-002  5.683631E-002  5.611359E-002  7.227184E-004  1.271579E-002  7.222888E-003
  1.585000E+000  3.981072E-002  6.577860E-002  6.462750E-002  1.151097E-003  1.749957E-002  9.003172E-003
  1.585000E+000  4.466836E-002  7.673353E-002  7.489780E-002  1.835725E-003  2.392337E-002  1.119017E-002
  1.585000E+000  5.011872E-002  9.038939E-002  8.745716E-002  2.932231E-003  3.243999E-002  1.385551E-002
  1.585000E+000  5.623413E-002  1.077433E-001  1.030501E-001  4.693129E-003  4.355844E-002  1.706755E-002
  1.585000E+000  6.309573E-002  1.302588E-001  1.227283E-001  7.530482E-003  5.781171E-002  2.087575E-002
  1.585000E+000  7.079458E-002  1.601078E-001  1.479864E-001  1.212141E-002  7.570780E-002  2.528101E-002
  1.585000E+000  7.943282E-002  2.005344E-001  1.809467E-001  1.958766E-002  9.767733E-002  3.018221E-002
  1.585000E+000  8.912509E-002  2.563783E-001  2.245740E-001  3.180421E-002  1.240519E-001  3.528786E-002
  1.585000E+000  1.000000E-001  3.347530E-001  2.828219E-001  5.193116E-002  1.551328E-001  3.999000E-002
  1.585000E+000  1.122018E-001  4.457087E-001  3.603928E-001  8.531593E-002  1.914163E-001  4.324924E-002
  1.585000E+000  1.258925E-001  6.023280E-001  4.614036E-001  1.409243E-001  2.339661E-001  4.369817E-002
  1.585000E+000  1.412538E-001  8.192754E-001  5.861144E-001  2.331610E-001  2.845942E-001  4.044461E-002
  1.585000E+000  1.584893E-001  1.109117E+000  7.266442E-001  3.824727E-001  3.448444E-001  3.495372E-002
  1.585000E+000  1.778279E-001  1.475252E+000  8.661741E-001  6.090778E-001  4.128636E-001  3.275268E-002
  1.585000E+000  1.995262E-001  1.892746E+000  9.821420E-001  9.106042E-001  4.811021E-001  4.203555E-002
  1.585000E+000  2.238721E-001  2.283033E+000  1.047574E+000  1.235458E+000  5.411480E-001  7.031903E-002
  1.585000E+000  2.511886E-001  2.565121E+000  1.047900E+000  1.517221E+000  5.914811E-001  1.256638E-001
  1.585000E+000  2.818383E-001  2.795039E+000  1.012868E+000  1.782172E+000  6.376195E-001  2.231168E-001
  1.585000E+000  3.162278E-001  3.255649E+000  1.004990E+000  2.250659E+000  6.913090E-001  3.513148E-001
  1.585000E+000  3.548134E-001  3.553227E+000  9.654789E-001  2.587748E+000  7.282811E-001  3.626217E-001
  1.585000E+000  3.981072E-001  3.298079E+000  9.157740E-001  2.382305E+000  7.223311E-001  3.732449E-001
  1.585000E+000  4.466836E-001  3.359701E+000  9.563155E-001  2.403386E+000  7.153570E-001  4.360525E-001
  1.585000E+000  5.011872E-001  3.681494E+000  9.967090E-001  2.684785E+000  7.292651E-001  5.077959E-001
  1.585000E+000  5.623413E-001  3.162778E+000  8.919221E-001  2.270856E+000  7.179941E-001  4.534124E-001
  1.585000E+000  6.309573E-001  3.131506E+000  1.014889E+000  2.116616E+000  6.759102E-001  4.698560E-001
  1.585000E+000  7.079458E-001  2.720133E+000  9.206367E-001  1.799496E+000  6.615471E-001  4.675280E-001
  1.585000E+000  7.943282E-001  2.433465E+000  8.889093E-001  1.544555E+000  6.347145E-001  5.063602E-001
  1.585000E+000  8.912509E-001  2.581699E+000  9.271927E-001  1.654506E+000  6.408595E-001  5.732884E-001
  1.585000E+000  1.000000E+000  2.763989E+000  9.358269E-001  1.828162E+000  6.614216E-001  6.327129E-001
  1.585000E+000  1.122018E+000  2.740391E+000  8.437124E-001  1.896679E+000  6.921197E-001  6.632541E-001
  1.585000E+000  1.258925E+000  2.621927E+000  8.297783E-001  1.792149E+000  6.835236E-001  6.601263E-001
  1.585000E+000  1.412538E+000  2.429520E+000  8.446004E-001  1.584920E+000  6.523592E-001  6.318027E-001
  1.585000E+000  1.584893E+000  2.464491E+000  8.522906E-001  1.612200E+000  6.541717E-001  6.592743E-001
  1.585000E+000  1.778279E+000  2.561509E+000  8.238775E-001  1.737631E+000  6.783624E-001  7.088486E-001
  1.585000E+000  1.995262E+000  2.461791E+000  8.302728E-001  1.631518E+000  6.627363E-001  7.001269E-001
  1.585000E+000  2.238721E+000  2.369953E+000  8.176339E-001  1.552319E+000  6.550000E-001  6.936242E-001
  1.585000E+000  2.511886E+000  2.437521E+000  8.095151E-001  1.628006E+000  6.678941E-001  7.215209E-001
  1.585000E+000  2.818383E+000  2.328322E+000  8.099579E-001  1.518365E+000  6.521281E-001  7.158963E-001
  1.585000E+000  3.162278E+000  2.382418E+000  7.952618E-001  1.587156E+000  6.661955E-001  7.346434E-001
