# Wavelength, tau_Ad/NH, tau_PAH/NH, tau_total/NH
# [Microns] [cm^2/H] [cm^2/H] [cm^2/H]
2.1932e+01 1.2011e-23 2.5244e-26 1.2036e-23
2.2210e+01 1.1719e-23 2.4774e-26 1.1744e-23
2.2492e+01 1.1412e-23 2.4321e-26 1.1436e-23
2.2778e+01 1.1097e-23 2.3884e-26 1.1120e-23
2.3068e+01 1.0769e-23 2.3461e-26 1.0792e-23
2.3361e+01 1.0448e-23 2.3053e-26 1.0471e-23
2.3657e+01 1.0134e-23 2.2658e-26 1.0157e-23
2.3958e+01 9.8312e-24 2.2276e-26 9.8535e-24
2.4262e+01 9.5389e-24 2.1905e-26 9.5608e-24
2.4571e+01 9.2596e-24 2.1546e-26 9.2812e-24
2.4883e+01 8.9855e-24 2.1198e-26 9.0067e-24
2.5199e+01 8.7221e-24 2.0861e-26 8.7430e-24
2.5519e+01 8.4725e-24 2.0533e-26 8.4931e-24
2.5843e+01 8.2292e-24 2.0215e-26 8.2494e-24
2.6171e+01 7.9913e-24 1.9906e-26 8.0112e-24
2.6504e+01 7.7608e-24 1.9605e-26 7.7804e-24
2.6841e+01 7.5420e-24 1.9313e-26 7.5613e-24
2.7182e+01 7.3242e-24 1.9028e-26 7.3432e-24
2.7527e+01 7.1163e-24 1.8752e-26 7.1351e-24
2.7877e+01 6.9124e-24 1.8482e-26 6.9309e-24
2.8231e+01 6.7147e-24 1.8220e-26 6.7329e-24
2.8589e+01 6.5230e-24 1.7964e-26 6.5409e-24
2.8953e+01 6.3377e-24 1.7715e-26 6.3554e-24
2.9321e+01 6.1575e-24 1.7471e-26 6.1749e-24
2.9693e+01 5.9820e-24 1.7234e-26 5.9992e-24
3.0070e+01 5.8142e-24 1.7002e-26 5.8312e-24
3.0452e+01 5.6496e-24 1.6775e-26 5.6663e-24
3.0839e+01 5.4888e-24 1.6553e-26 5.5053e-24
3.1231e+01 5.3328e-24 1.6337e-26 5.3491e-24
3.1628e+01 5.1827e-24 1.6124e-26 5.1988e-24
3.2029e+01 5.0367e-24 1.5917e-26 5.0526e-24
3.2436e+01 4.8921e-24 1.5713e-26 4.9078e-24
3.2848e+01 4.7558e-24 1.5514e-26 4.7713e-24
3.3266e+01 4.6238e-24 1.5318e-26 4.6391e-24
3.3688e+01 4.4916e-24 1.5126e-26 4.5068e-24
3.4116e+01 4.3651e-24 1.4938e-26 4.3801e-24
3.4550e+01 4.2438e-24 1.4753e-26 4.2585e-24
3.4989e+01 4.1240e-24 1.4571e-26 4.1386e-24
3.5433e+01 4.0088e-24 1.4393e-26 4.0232e-24
3.5883e+01 3.8979e-24 1.4217e-26 3.9122e-24
3.6339e+01 3.7899e-24 1.4044e-26 3.8040e-24
3.6801e+01 3.6827e-24 1.3874e-26 3.6966e-24
3.7268e+01 3.5811e-24 1.3706e-26 3.5948e-24
3.7742e+01 3.4811e-24 1.3541e-26 3.4946e-24
3.8221e+01 3.3834e-24 1.3378e-26 3.3968e-24
3.8707e+01 3.2898e-24 1.3218e-26 3.3030e-24
3.9199e+01 3.1987e-24 1.3059e-26 3.2117e-24
3.9697e+01 3.1099e-24 1.2903e-26 3.1228e-24
4.0201e+01 3.0253e-24 1.2748e-26 3.0380e-24
4.0712e+01 2.9396e-24 1.2596e-26 2.9522e-24
4.1229e+01 2.8596e-24 1.2445e-26 2.8721e-24
4.1753e+01 2.7818e-24 1.2296e-26 2.7941e-24
4.2283e+01 2.7040e-24 1.2149e-26 2.7162e-24
4.2820e+01 2.6289e-24 1.2003e-26 2.6409e-24
4.3364e+01 2.5570e-24 1.1859e-26 2.5689e-24
4.3915e+01 2.4869e-24 1.1716e-26 2.4986e-24
4.4473e+01 2.4196e-24 1.1574e-26 2.4311e-24
4.5038e+01 2.3523e-24 1.1434e-26 2.3637e-24
4.5610e+01 2.2881e-24 1.1295e-26 2.2994e-24
4.6190e+01 2.2264e-24 1.1158e-26 2.2375e-24
4.6777e+01 2.1660e-24 1.1021e-26 2.1770e-24
4.7371e+01 2.1071e-24 1.0886e-26 2.1180e-24
4.7973e+01 2.0493e-24 1.0752e-26 2.0601e-24
4.8582e+01 1.9928e-24 1.0619e-26 2.0035e-24
4.9199e+01 1.9400e-24 1.0487e-26 1.9505e-24
4.9824e+01 1.8866e-24 1.0356e-26 1.8970e-24
5.0457e+01 1.8355e-24 1.0226e-26 1.8457e-24
5.1098e+01 1.7861e-24 1.0097e-26 1.7962e-24
5.1747e+01 1.7378e-24 9.9693e-27 1.7478e-24
5.2405e+01 1.6907e-24 9.8423e-27 1.7005e-24
5.3071e+01 1.6447e-24 9.7160e-27 1.6544e-24
5.3745e+01 1.6008e-24 9.5906e-27 1.6104e-24
5.4428e+01 1.5580e-24 9.4661e-27 1.5675e-24
5.5119e+01 1.5161e-24 9.3424e-27 1.5254e-24
5.5819e+01 1.4752e-24 9.2196e-27 1.4844e-24
5.6528e+01 1.4357e-24 9.0976e-27 1.4448e-24
5.7247e+01 1.3971e-24 8.9764e-27 1.4061e-24
5.7974e+01 1.3596e-24 8.8561e-27 1.3685e-24
5.8710e+01 1.3234e-24 8.7366e-27 1.3321e-24
5.9456e+01 1.2880e-24 8.6178e-27 1.2966e-24
6.0212e+01 1.2541e-24 8.4999e-27 1.2626e-24
6.0977e+01 1.2205e-24 8.3827e-27 1.2288e-24
6.1751e+01 1.1882e-24 8.2662e-27 1.1965e-24
6.2536e+01 1.1561e-24 8.1505e-27 1.1642e-24
6.3330e+01 1.1255e-24 8.0357e-27 1.1335e-24
6.4135e+01 1.0958e-24 7.9216e-27 1.1038e-24
6.4949e+01 1.0671e-24 7.8083e-27 1.0749e-24
6.5775e+01 1.0390e-24 7.6958e-27 1.0467e-24
6.6610e+01 1.0114e-24 7.5841e-27 1.0189e-24
6.7456e+01 9.8471e-25 7.4733e-27 9.9218e-25
6.8313e+01 9.5885e-25 7.3632e-27 9.6621e-25
6.9181e+01 9.3363e-25 7.2540e-27 9.4089e-25
7.0060e+01 9.0895e-25 7.1454e-27 9.1610e-25
7.0950e+01 8.8504e-25 7.0378e-27 8.9208e-25
7.1852e+01 8.6208e-25 6.9309e-27 8.6901e-25
7.2764e+01 8.3939e-25 6.8250e-27 8.4621e-25
7.3689e+01 8.1763e-25 6.7198e-27 8.2435e-25
7.4625e+01 7.9607e-25 6.6155e-27 8.0268e-25
7.5573e+01 7.7515e-25 6.5121e-27 7.8166e-25
7.6533e+01 7.5500e-25 6.4096e-27 7.6141e-25
7.7505e+01 7.3574e-25 6.3079e-27 7.4204e-25
7.8490e+01 7.1649e-25 6.2071e-27 7.2269e-25
7.9487e+01 6.9780e-25 6.1071e-27 7.0391e-25
8.0497e+01 6.7990e-25 6.0081e-27 6.8591e-25
8.1520e+01 6.6210e-25 5.9100e-27 6.6801e-25
8.2555e+01 6.4504e-25 5.8128e-27 6.5085e-25
8.3604e+01 6.2823e-25 5.7165e-27 6.3395e-25
8.4666e+01 6.1209e-25 5.6212e-27 6.1771e-25
8.5742e+01 5.9633e-25 5.5268e-27 6.0185e-25
8.6831e+01 5.8099e-25 5.4334e-27 5.8642e-25
8.7934e+01 5.6599e-25 5.3409e-27 5.7133e-25
8.9051e+01 5.5144e-25 5.2494e-27 5.5669e-25
9.0183e+01 5.3759e-25 5.1589e-27 5.4275e-25
9.1328e+01 5.2364e-25 5.0693e-27 5.2871e-25
9.2489e+01 5.1015e-25 4.9806e-27 5.1514e-25
9.3664e+01 4.9722e-25 4.8930e-27 5.0211e-25
9.4854e+01 4.8449e-25 4.8064e-27 4.8929e-25
9.6059e+01 4.7226e-25 4.7207e-27 4.7698e-25
9.7279e+01 4.6018e-25 4.6361e-27 4.6482e-25
9.8515e+01 4.4844e-25 4.5525e-27 4.5300e-25
9.9766e+01 4.3711e-25 4.4699e-27 4.4158e-25
1.0103e+02 4.2609e-25 4.3884e-27 4.3048e-25
1.0232e+02 4.1531e-25 4.3078e-27 4.1961e-25
1.0362e+02 4.0481e-25 4.2282e-27 4.0904e-25
1.0493e+02 3.9453e-25 4.1496e-27 3.9868e-25
1.0627e+02 3.8458e-25 4.0720e-27 3.8865e-25
1.0762e+02 3.7481e-25 3.9955e-27 3.7881e-25
1.0898e+02 3.6545e-25 3.9201e-27 3.6937e-25
1.1037e+02 3.5633e-25 3.8456e-27 3.6018e-25
1.1177e+02 3.4730e-25 3.7722e-27 3.5107e-25
1.1319e+02 3.3849e-25 3.6997e-27 3.4219e-25
1.1463e+02 3.3013e-25 3.6284e-27 3.3376e-25
1.1608e+02 3.2179e-25 3.5580e-27 3.2534e-25
1.1756e+02 3.1386e-25 3.4886e-27 3.1735e-25
1.1905e+02 3.0598e-25 3.4203e-27 3.0940e-25
1.2057e+02 2.9839e-25 3.3529e-27 3.0174e-25
1.2210e+02 2.9089e-25 3.2866e-27 2.9418e-25
1.2365e+02 2.8375e-25 3.2213e-27 2.8697e-25
1.2522e+02 2.7667e-25 3.1569e-27 2.7982e-25
1.2681e+02 2.6980e-25 3.0936e-27 2.7290e-25
1.2842e+02 2.6315e-25 3.0313e-27 2.6619e-25
1.3005e+02 2.5668e-25 2.9700e-27 2.5965e-25
1.3170e+02 2.5025e-25 2.9096e-27 2.5316e-25
1.3338e+02 2.4408e-25 2.8502e-27 2.4693e-25
1.3507e+02 2.3811e-25 2.7918e-27 2.4091e-25
1.3679e+02 2.3227e-25 2.7343e-27 2.3500e-25
1.3853e+02 2.2658e-25 2.6778e-27 2.2926e-25
1.4029e+02 2.2103e-25 2.6222e-27 2.2365e-25
1.4207e+02 2.1562e-25 2.5676e-27 2.1819e-25
1.4387e+02 2.1034e-25 2.5139e-27 2.1286e-25
1.4570e+02 2.0520e-25 2.4611e-27 2.0766e-25
1.4755e+02 2.0019e-25 2.4093e-27 2.0259e-25
1.4943e+02 1.9529e-25 2.3583e-27 1.9765e-25
1.5132e+02 1.9053e-25 2.3083e-27 1.9284e-25
1.5325e+02 1.8588e-25 2.2591e-27 1.8814e-25
1.5519e+02 1.8136e-25 2.2109e-27 1.8357e-25
1.5717e+02 1.7694e-25 2.1635e-27 1.7911e-25
1.5916e+02 1.7269e-25 2.1169e-27 1.7481e-25
1.6118e+02 1.6855e-25 2.0713e-27 1.7062e-25
1.6323e+02 1.6445e-25 2.0264e-27 1.6647e-25
1.6531e+02 1.6047e-25 1.9824e-27 1.6246e-25
1.6741e+02 1.5656e-25 1.9392e-27 1.5850e-25
1.6953e+02 1.5288e-25 1.8969e-27 1.5477e-25
1.7169e+02 1.4917e-25 1.8553e-27 1.5102e-25
1.7387e+02 1.4555e-25 1.8145e-27 1.4737e-25
1.7608e+02 1.4207e-25 1.7746e-27 1.4385e-25
1.7831e+02 1.3872e-25 1.7353e-27 1.4046e-25
1.8058e+02 1.3537e-25 1.6969e-27 1.3707e-25
1.8287e+02 1.3215e-25 1.6592e-27 1.3381e-25
1.8520e+02 1.2901e-25 1.6222e-27 1.3063e-25
1.8755e+02 1.2590e-25 1.5860e-27 1.2748e-25
1.8993e+02 1.2293e-25 1.5505e-27 1.2448e-25
1.9234e+02 1.2001e-25 1.5157e-27 1.2153e-25
1.9479e+02 1.1714e-25 1.4817e-27 1.1862e-25
1.9726e+02 1.1439e-25 1.4482e-27 1.1584e-25
1.9977e+02 1.1167e-25 1.4155e-27 1.1308e-25
2.0231e+02 1.0901e-25 1.3834e-27 1.1039e-25
2.0488e+02 1.0645e-25 1.3521e-27 1.0781e-25
2.0748e+02 1.0395e-25 1.3213e-27 1.0527e-25
2.1012e+02 1.0150e-25 1.2912e-27 1.0280e-25
2.1278e+02 9.9126e-26 1.2617e-27 1.0039e-25
2.1549e+02 9.6798e-26 1.2328e-27 9.8031e-26
2.1823e+02 9.4488e-26 1.2045e-27 9.5692e-26
2.2100e+02 9.2307e-26 1.1769e-27 9.3484e-26
2.2381e+02 9.0128e-26 1.1498e-27 9.1277e-26
2.2665e+02 8.8045e-26 1.1232e-27 8.9168e-26
2.2953e+02 8.5985e-26 1.0973e-27 8.7082e-26
2.3244e+02 8.4002e-26 1.0719e-27 8.5074e-26
2.3540e+02 8.2029e-26 1.0471e-27 8.3076e-26
2.3839e+02 8.0123e-26 1.0227e-27 8.1146e-26
2.4142e+02 7.8269e-26 9.9893e-28 7.9268e-26
2.4448e+02 7.6464e-26 9.7566e-28 7.7440e-26
2.4759e+02 7.4699e-26 9.5289e-28 7.5652e-26
2.5073e+02 7.2957e-26 9.3062e-28 7.3888e-26
2.5392e+02 7.1288e-26 9.0884e-28 7.2197e-26
2.5715e+02 6.9640e-26 8.8753e-28 7.0528e-26
2.6041e+02 6.8038e-26 8.6669e-28 6.8904e-26
2.6372e+02 6.6459e-26 8.4631e-28 6.7306e-26
2.6707e+02 6.4944e-26 8.2638e-28 6.5771e-26
2.7046e+02 6.3452e-26 8.0690e-28 6.4259e-26
2.7390e+02 6.2011e-26 7.8785e-28 6.2799e-26
2.7738e+02 6.0587e-26 7.6923e-28 6.1357e-26
2.8090e+02 5.9219e-26 7.5103e-28 5.9970e-26
2.8447e+02 5.7870e-26 7.3323e-28 5.8603e-26
2.8809e+02 5.6545e-26 7.1583e-28 5.7261e-26
2.9175e+02 5.5235e-26 6.9883e-28 5.5934e-26
2.9545e+02 5.4012e-26 6.8221e-28 5.4694e-26
2.9921e+02 5.2761e-26 6.6597e-28 5.3427e-26
3.0301e+02 5.1588e-26 6.5009e-28 5.2238e-26
3.0686e+02 5.0423e-26 6.3458e-28 5.1058e-26
3.1076e+02 4.9284e-26 6.1943e-28 4.9904e-26
3.1470e+02 4.8168e-26 6.0461e-28 4.8773e-26
3.1870e+02 4.7082e-26 5.9015e-28 4.7672e-26
3.2275e+02 4.6015e-26 5.7601e-28 4.6591e-26
3.2685e+02 4.4983e-26 5.6220e-28 4.5546e-26
3.3100e+02 4.4001e-26 5.4870e-28 4.4549e-26
3.3521e+02 4.3008e-26 5.3552e-28 4.3543e-26
3.3947e+02 4.2037e-26 5.2264e-28 4.2560e-26
3.4378e+02 4.1092e-26 5.1006e-28 4.1602e-26
3.4815e+02 4.0199e-26 4.9778e-28 4.0697e-26
3.5257e+02 3.9303e-26 4.8578e-28 3.9789e-26
3.5705e+02 3.8423e-26 4.7406e-28 3.8897e-26
3.6158e+02 3.7559e-26 4.6261e-28 3.8021e-26
3.6618e+02 3.6727e-26 4.5143e-28 3.7178e-26
3.7083e+02 3.5937e-26 4.4052e-28 3.6377e-26
3.7554e+02 3.5124e-26 4.2986e-28 3.5554e-26
3.8031e+02 3.4364e-26 4.1945e-28 3.4783e-26
3.8514e+02 3.3579e-26 4.0928e-28 3.3988e-26
3.9004e+02 3.2850e-26 3.9935e-28 3.3249e-26
3.9499e+02 3.2133e-26 3.8966e-28 3.2523e-26
4.0001e+02 3.1428e-26 3.8020e-28 3.1809e-26
4.0509e+02 3.0737e-26 3.7096e-28 3.1108e-26
4.1024e+02 3.0070e-26 3.6194e-28 3.0432e-26
4.1545e+02 2.9411e-26 3.5313e-28 2.9764e-26
4.2073e+02 2.8757e-26 3.4454e-28 2.9101e-26
4.2607e+02 2.8147e-26 3.3615e-28 2.8483e-26
4.3149e+02 2.7538e-26 3.2795e-28 2.7866e-26
4.3697e+02 2.6921e-26 3.1996e-28 2.7241e-26
4.4252e+02 2.6347e-26 3.1215e-28 2.6659e-26
4.4814e+02 2.5773e-26 3.0453e-28 2.6078e-26
4.5383e+02 2.5223e-26 2.9709e-28 2.5521e-26
4.5960e+02 2.4676e-26 2.8983e-28 2.4965e-26
4.6544e+02 2.4137e-26 2.8275e-28 2.4420e-26
4.7135e+02 2.3627e-26 2.7583e-28 2.3903e-26
4.7734e+02 2.3109e-26 2.6908e-28 2.3378e-26
4.8340e+02 2.2617e-26 2.6249e-28 2.2880e-26
4.8954e+02 2.2127e-26 2.5606e-28 2.2383e-26
4.9576e+02 2.1659e-26 2.4979e-28 2.1909e-26
5.0206e+02 2.1198e-26 2.4366e-28 2.1442e-26
5.0844e+02 2.0735e-26 2.3769e-28 2.0973e-26
5.1490e+02 2.0298e-26 2.3186e-28 2.0530e-26
5.2144e+02 1.9867e-26 2.2617e-28 2.0093e-26
5.2807e+02 1.9440e-26 2.2061e-28 1.9661e-26
5.3477e+02 1.9037e-26 2.1519e-28 1.9252e-26
5.4157e+02 1.8631e-26 2.0991e-28 1.8841e-26
5.4845e+02 1.8238e-26 2.0475e-28 1.8443e-26
5.5542e+02 1.7845e-26 1.9971e-28 1.8044e-26
5.6247e+02 1.7468e-26 1.9480e-28 1.7663e-26
5.6962e+02 1.7111e-26 1.9001e-28 1.7301e-26
5.7685e+02 1.6742e-26 1.8533e-28 1.6927e-26
5.8418e+02 1.6396e-26 1.8077e-28 1.6577e-26
5.9160e+02 1.6047e-26 1.7631e-28 1.6223e-26
5.9912e+02 1.5711e-26 1.7197e-28 1.5883e-26
6.0673e+02 1.5388e-26 1.6773e-28 1.5556e-26
6.1444e+02 1.5063e-26 1.6360e-28 1.5227e-26
6.2225e+02 1.4748e-26 1.5956e-28 1.4907e-26
6.3015e+02 1.4441e-26 1.5563e-28 1.4597e-26
6.3816e+02 1.4142e-26 1.5179e-28 1.4294e-26
6.4626e+02 1.3847e-26 1.4804e-28 1.3995e-26
6.5447e+02 1.3566e-26 1.4439e-28 1.3710e-26
6.6279e+02 1.3276e-26 1.4082e-28 1.3417e-26
6.7121e+02 1.3005e-26 1.3735e-28 1.3142e-26
6.7974e+02 1.2736e-26 1.3395e-28 1.2870e-26
6.8837e+02 1.2477e-26 1.3064e-28 1.2608e-26
6.9712e+02 1.2218e-26 1.2741e-28 1.2345e-26
7.0597e+02 1.1965e-26 1.2426e-28 1.2089e-26
7.1494e+02 1.1720e-26 1.2119e-28 1.1841e-26
7.2402e+02 1.1482e-26 1.1820e-28 1.1600e-26
7.3322e+02 1.1246e-26 1.1527e-28 1.1361e-26
7.4254e+02 1.1022e-26 1.1242e-28 1.1134e-26
7.5197e+02 1.0790e-26 1.0964e-28 1.0899e-26
7.6152e+02 1.0576e-26 1.0692e-28 1.0683e-26
7.7120e+02 1.0363e-26 1.0428e-28 1.0468e-26
7.8100e+02 1.0148e-26 1.0170e-28 1.0250e-26
7.9092e+02 9.9410e-27 9.9179e-29 1.0040e-26
8.0097e+02 9.7373e-27 9.6723e-29 9.8341e-27
8.1114e+02 9.5449e-27 9.4327e-29 9.6392e-27
8.2145e+02 9.3547e-27 9.1990e-29 9.4467e-27
8.3188e+02 9.1627e-27 8.9710e-29 9.2524e-27
8.4245e+02 8.9814e-27 8.7488e-29 9.0689e-27
8.5315e+02 8.8019e-27 8.5320e-29 8.8872e-27
8.6399e+02 8.6226e-27 8.3204e-29 8.7058e-27
8.7497e+02 8.4524e-27 8.1142e-29 8.5335e-27
8.8608e+02 8.2829e-27 7.9129e-29 8.3620e-27
8.9734e+02 8.1167e-27 7.7167e-29 8.1939e-27
9.0874e+02 7.9574e-27 7.5253e-29 8.0326e-27
9.2029e+02 7.7966e-27 7.3387e-29 7.8700e-27
9.3198e+02 7.6428e-27 7.1566e-29 7.7144e-27
9.4382e+02 7.4931e-27 6.9790e-29 7.5629e-27
9.5581e+02 7.3419e-27 6.8059e-29 7.4100e-27
9.6795e+02 7.1984e-27 6.6369e-29 7.2647e-27
9.8025e+02 7.0570e-27 6.4722e-29 7.1217e-27
9.9270e+02 6.9165e-27 6.3115e-29 6.9796e-27
1.0053e+03 6.7821e-27 6.1548e-29 6.8436e-27
1.0181e+03 6.6480e-27 6.0020e-29 6.7080e-27
1.0310e+03 6.5173e-27 5.8530e-29 6.5758e-27
1.0441e+03 6.3910e-27 5.7076e-29 6.4481e-27
1.0574e+03 6.2645e-27 5.5659e-29 6.3202e-27
1.0708e+03 6.1428e-27 5.4276e-29 6.1971e-27
1.0844e+03 6.0243e-27 5.2928e-29 6.0772e-27
1.0982e+03 5.9050e-27 5.1613e-29 5.9566e-27
1.1121e+03 5.7916e-27 5.0330e-29 5.8419e-27
1.1263e+03 5.6797e-27 4.9080e-29 5.7287e-27
1.1406e+03 5.5689e-27 4.7861e-29 5.6168e-27
1.1551e+03 5.4626e-27 4.6671e-29 5.5092e-27
1.1697e+03 5.3561e-27 4.5511e-29 5.4016e-27
1.1846e+03 5.2527e-27 4.4380e-29 5.2971e-27
1.1997e+03 5.1529e-27 4.3277e-29 5.1962e-27
1.2149e+03 5.0525e-27 4.2201e-29 5.0947e-27
1.2303e+03 4.9566e-27 4.1152e-29 4.9977e-27
1.2460e+03 4.8624e-27 4.0129e-29 4.9025e-27
1.2618e+03 4.7678e-27 3.9131e-29 4.8069e-27
1.2778e+03 4.6778e-27 3.8158e-29 4.7160e-27
1.2941e+03 4.5887e-27 3.7209e-29 4.6259e-27
1.3105e+03 4.5006e-27 3.6283e-29 4.5369e-27
1.3271e+03 4.4166e-27 3.5381e-29 4.4520e-27
1.3440e+03 4.3319e-27 3.4501e-29 4.3664e-27
1.3611e+03 4.2499e-27 3.3643e-29 4.2836e-27
1.3784e+03 4.1708e-27 3.2806e-29 4.2037e-27
1.3959e+03 4.0906e-27 3.1990e-29 4.1226e-27
1.4136e+03 4.0142e-27 3.1194e-29 4.0454e-27
1.4316e+03 3.9394e-27 3.0418e-29 3.9698e-27
1.4498e+03 3.8641e-27 2.9661e-29 3.8938e-27
1.4682e+03 3.7928e-27 2.8923e-29 3.8217e-27
1.4868e+03 3.7217e-27 2.8203e-29 3.7499e-27
1.5057e+03 3.6519e-27 2.7501e-29 3.6794e-27
1.5248e+03 3.5847e-27 2.6817e-29 3.6115e-27
1.5442e+03 3.5171e-27 2.6150e-29 3.5433e-27
1.5638e+03 3.4520e-27 2.5499e-29 3.4775e-27
1.5837e+03 3.3890e-27 2.4864e-29 3.4139e-27
1.6038e+03 3.3245e-27 2.4245e-29 3.3487e-27
1.6242e+03 3.2641e-27 2.3642e-29 3.2878e-27
1.6448e+03 3.2039e-27 2.3053e-29 3.2270e-27
1.6657e+03 3.1441e-27 2.2480e-29 3.1666e-27
1.6869e+03 3.0873e-27 2.1920e-29 3.1092e-27
1.7083e+03 3.0304e-27 2.1374e-29 3.0517e-27
1.7300e+03 2.9744e-27 2.0842e-29 2.9953e-27
1.7520e+03 2.9207e-27 2.0323e-29 2.9410e-27
1.7743e+03 2.8665e-27 1.9817e-29 2.8863e-27
1.7968e+03 2.8147e-27 1.9324e-29 2.8340e-27
1.8196e+03 2.7642e-27 1.8842e-29 2.7831e-27
1.8427e+03 2.7128e-27 1.8373e-29 2.7311e-27
1.8662e+03 2.6644e-27 1.7916e-29 2.6823e-27
1.8899e+03 2.6163e-27 1.7470e-29 2.6338e-27
1.9139e+03 2.5684e-27 1.7035e-29 2.5855e-27
1.9382e+03 2.5229e-27 1.6610e-29 2.5395e-27
1.9628e+03 2.4770e-27 1.6197e-29 2.4932e-27
1.9877e+03 2.4325e-27 1.5793e-29 2.4483e-27
2.0130e+03 2.3869e-27 1.5400e-29 2.4023e-27
2.0386e+03 2.3419e-27 1.5016e-29 2.3569e-27
2.0645e+03 2.2980e-27 1.4642e-29 2.3126e-27
2.0907e+03 2.2536e-27 1.4278e-29 2.2679e-27
2.1173e+03 2.2112e-27 1.3922e-29 2.2252e-27
2.1442e+03 2.1695e-27 1.3575e-29 2.1831e-27
2.1714e+03 2.1278e-27 1.3237e-29 2.1410e-27
2.1990e+03 2.0878e-27 1.2907e-29 2.1007e-27
2.2269e+03 2.0478e-27 1.2586e-29 2.0604e-27
2.2552e+03 2.0088e-27 1.2272e-29 2.0210e-27
2.2839e+03 1.9712e-27 1.1967e-29 1.9831e-27
2.3129e+03 1.9331e-27 1.1669e-29 1.9448e-27
2.3423e+03 1.8966e-27 1.1378e-29 1.9080e-27
2.3720e+03 1.8608e-27 1.1094e-29 1.8719e-27
2.4022e+03 1.8248e-27 1.0818e-29 1.8357e-27
2.4327e+03 1.7907e-27 1.0548e-29 1.8012e-27
2.4636e+03 1.7567e-27 1.0286e-29 1.7670e-27
2.4949e+03 1.7229e-27 1.0029e-29 1.7329e-27
2.5266e+03 1.6904e-27 9.7795e-30 1.7002e-27
2.5587e+03 1.6580e-27 9.5358e-30 1.6675e-27
2.5912e+03 1.6265e-27 9.2982e-30 1.6358e-27
2.6241e+03 1.5959e-27 9.0666e-30 1.6050e-27
2.6574e+03 1.5650e-27 8.8407e-30 1.5738e-27
2.6912e+03 1.5354e-27 8.6204e-30 1.5440e-27
2.7254e+03 1.5066e-27 8.4056e-30 1.5150e-27
2.7600e+03 1.4774e-27 8.1961e-30 1.4856e-27
2.7951e+03 1.4497e-27 7.9919e-30 1.4577e-27
2.8306e+03 1.4224e-27 7.7927e-30 1.4302e-27
2.8665e+03 1.3952e-27 7.5985e-30 1.4028e-27
2.9029e+03 1.3685e-27 7.4092e-30 1.3759e-27
2.9398e+03 1.3428e-27 7.2246e-30 1.3501e-27
2.9772e+03 1.3170e-27 7.0446e-30 1.3240e-27
3.0150e+03 1.2920e-27 6.8690e-30 1.2989e-27
3.0533e+03 1.2676e-27 6.6978e-30 1.2743e-27
3.0921e+03 1.2437e-27 6.5309e-30 1.2502e-27
3.1314e+03 1.2196e-27 6.3681e-30 1.2260e-27
3.1712e+03 1.1967e-27 6.2094e-30 1.2030e-27
3.2114e+03 1.1740e-27 6.0547e-30 1.1800e-27
3.2522e+03 1.1514e-27 5.9038e-30 1.1573e-27
3.2936e+03 1.1296e-27 5.7566e-30 1.1354e-27
3.3354e+03 1.1084e-27 5.6132e-30 1.1140e-27
3.3778e+03 1.0871e-27 5.4733e-30 1.0926e-27
3.4207e+03 1.0663e-27 5.3369e-30 1.0717e-27
3.4641e+03 1.0462e-27 5.2039e-30 1.0514e-27
3.5082e+03 1.0260e-27 5.0741e-30 1.0311e-27
3.5527e+03 1.0067e-27 4.9477e-30 1.0116e-27
3.5979e+03 9.8778e-28 4.8244e-30 9.9261e-28
3.6436e+03 9.6890e-28 4.7041e-30 9.7361e-28
3.6899e+03 9.5026e-28 4.5869e-30 9.5485e-28
3.7367e+03 9.3237e-28 4.4726e-30 9.3684e-28
3.7842e+03 9.1478e-28 4.3611e-30 9.1914e-28
3.8323e+03 8.9721e-28 4.2524e-30 9.0146e-28
3.8810e+03 8.8009e-28 4.1464e-30 8.8423e-28
3.9303e+03 8.6355e-28 4.0430e-30 8.6759e-28
3.9802e+03 8.4732e-28 3.9423e-30 8.5126e-28
4.0308e+03 8.3081e-28 3.8440e-30 8.3466e-28
4.0820e+03 8.1513e-28 3.7482e-30 8.1888e-28
4.1338e+03 7.9976e-28 3.6547e-30 8.0342e-28
4.1863e+03 7.8461e-28 3.5636e-30 7.8817e-28
4.2395e+03 7.6950e-28 3.4748e-30 7.7297e-28
4.2934e+03 7.5495e-28 3.3882e-30 7.5833e-28
4.3479e+03 7.4074e-28 3.3038e-30 7.4404e-28
4.4032e+03 7.2640e-28 3.2214e-30 7.2962e-28
4.4591e+03 7.1269e-28 3.1411e-30 7.1583e-28
4.5158e+03 6.9922e-28 3.0628e-30 7.0228e-28
4.5731e+03 6.8608e-28 2.9864e-30 6.8907e-28
4.6312e+03 6.7262e-28 2.9120e-30 6.7553e-28
4.6901e+03 6.5997e-28 2.8394e-30 6.6281e-28
4.7496e+03 6.4753e-28 2.7686e-30 6.5030e-28
4.8100e+03 6.3518e-28 2.6996e-30 6.3788e-28
4.8711e+03 6.2301e-28 2.6323e-30 6.2564e-28
4.9330e+03 6.1128e-28 2.5667e-30 6.1385e-28
4.9956e+03 5.9972e-28 2.5027e-30 6.0222e-28
5.0591e+03 5.8841e-28 2.4404e-30 5.9085e-28
5.1234e+03 5.7698e-28 2.3795e-30 5.7936e-28
5.1885e+03 5.6607e-28 2.3202e-30 5.6839e-28
5.2544e+03 5.5538e-28 2.2624e-30 5.5764e-28
