# Wavelength, tau_Ad/NH, tau_PAH/NH, tau_total/NH
# [Microns] [cm^2/H] [cm^2/H] [cm^2/H]
5.3211e+03 5.4491e-28 2.2060e-30 5.4712e-28
5.3887e+03 5.3432e-28 2.1510e-30 5.3647e-28
5.4572e+03 5.2430e-28 2.0973e-30 5.2640e-28
5.5265e+03 5.1439e-28 2.0451e-30 5.1643e-28
5.5967e+03 5.0464e-28 1.9941e-30 5.0663e-28
5.6678e+03 4.9489e-28 1.9444e-30 4.9684e-28
5.7398e+03 4.8553e-28 1.8959e-30 4.8743e-28
5.8128e+03 4.7636e-28 1.8486e-30 4.7821e-28
5.8866e+03 4.6732e-28 1.8026e-30 4.6912e-28
5.9614e+03 4.5825e-28 1.7576e-30 4.6001e-28
6.0371e+03 4.4965e-28 1.7138e-30 4.5136e-28
6.1138e+03 4.4119e-28 1.6711e-30 4.4286e-28
6.1915e+03 4.3287e-28 1.6294e-30 4.3450e-28
6.2702e+03 4.2456e-28 1.5888e-30 4.2615e-28
6.3498e+03 4.1637e-28 1.5492e-30 4.1792e-28
6.4305e+03 4.0854e-28 1.5106e-30 4.1005e-28
6.5122e+03 4.0081e-28 1.4729e-30 4.0229e-28
6.5949e+03 3.9327e-28 1.4362e-30 3.9470e-28
6.6787e+03 3.8564e-28 1.4004e-30 3.8704e-28
6.7635e+03 3.7836e-28 1.3655e-30 3.7973e-28
6.8495e+03 3.7122e-28 1.3314e-30 3.7255e-28
6.9365e+03 3.6420e-28 1.2982e-30 3.6550e-28
7.0246e+03 3.5722e-28 1.2659e-30 3.5848e-28
7.1138e+03 3.5032e-28 1.2343e-30 3.5155e-28
7.2042e+03 3.4371e-28 1.2036e-30 3.4491e-28
7.2957e+03 3.3722e-28 1.1735e-30 3.3839e-28
7.3884e+03 3.3088e-28 1.1443e-30 3.3202e-28
7.4823e+03 3.2447e-28 1.1158e-30 3.2559e-28
7.5774e+03 3.1831e-28 1.0879e-30 3.1940e-28
7.6736e+03 3.1229e-28 1.0608e-30 3.1335e-28
7.7711e+03 3.0637e-28 1.0344e-30 3.0741e-28
7.8698e+03 3.0057e-28 1.0086e-30 3.0158e-28
7.9698e+03 2.9486e-28 9.8344e-31 2.9585e-28
8.0711e+03 2.8914e-28 9.5892e-31 2.9010e-28
8.1736e+03 2.8371e-28 9.3501e-31 2.8464e-28
8.2774e+03 2.7837e-28 9.1171e-31 2.7928e-28
8.3826e+03 2.7312e-28 8.8898e-31 2.7401e-28
8.4891e+03 2.6782e-28 8.6682e-31 2.6869e-28
8.5969e+03 2.6271e-28 8.4520e-31 2.6356e-28
8.7061e+03 2.5773e-28 8.2414e-31 2.5855e-28
8.8168e+03 2.5291e-28 8.0359e-31 2.5371e-28
8.9288e+03 2.4810e-28 7.8355e-31 2.4888e-28
9.0422e+03 2.4341e-28 7.6402e-31 2.4417e-28
9.1571e+03 2.3869e-28 7.4497e-31 2.3943e-28
9.2734e+03 2.3414e-28 7.2639e-31 2.3487e-28
9.3912e+03 2.2973e-28 7.0829e-31 2.3044e-28
9.5105e+03 2.2539e-28 6.9063e-31 2.2608e-28
9.6313e+03 2.2117e-28 6.7341e-31 2.2185e-28
9.7537e+03 2.1688e-28 6.5663e-31 2.1753e-28
9.8776e+03 2.1273e-28 6.4025e-31 2.1337e-28
1.0003e+04 2.0874e-28 6.2429e-31 2.0937e-28
1.0130e+04 2.0476e-28 6.0873e-31 2.0537e-28
1.0259e+04 2.0092e-28 5.9354e-31 2.0151e-28
1.0389e+04 1.9710e-28 5.7875e-31 1.9768e-28
1.0521e+04 1.9327e-28 5.6432e-31 1.9383e-28
1.0655e+04 1.8961e-28 5.5025e-31 1.9016e-28
1.0790e+04 1.8606e-28 5.3653e-31 1.8660e-28
1.0927e+04 1.8253e-28 5.2316e-31 1.8305e-28
1.1066e+04 1.7906e-28 5.1011e-31 1.7957e-28
1.1207e+04 1.7560e-28 4.9740e-31 1.7610e-28
1.1349e+04 1.7225e-28 4.8500e-31 1.7273e-28
1.1493e+04 1.6902e-28 4.7290e-31 1.6949e-28
1.1639e+04 1.6578e-28 4.6111e-31 1.6625e-28
1.1787e+04 1.6267e-28 4.4962e-31 1.6312e-28
1.1937e+04 1.5956e-28 4.3841e-31 1.6000e-28
1.2089e+04 1.5648e-28 4.2748e-31 1.5691e-28
1.2242e+04 1.5352e-28 4.1682e-31 1.5394e-28
1.2398e+04 1.5061e-28 4.0643e-31 1.5102e-28
1.2555e+04 1.4779e-28 3.9629e-31 1.4819e-28
1.2715e+04 1.4499e-28 3.8642e-31 1.4538e-28
1.2876e+04 1.4213e-28 3.7678e-31 1.4251e-28
1.3040e+04 1.3947e-28 3.6739e-31 1.3984e-28
1.3205e+04 1.3685e-28 3.5823e-31 1.3720e-28
1.3373e+04 1.3423e-28 3.4930e-31 1.3458e-28
1.3543e+04 1.3170e-28 3.4059e-31 1.3204e-28
1.3715e+04 1.2922e-28 3.3210e-31 1.2955e-28
1.3889e+04 1.2673e-28 3.2382e-31 1.2706e-28
1.4066e+04 1.2429e-28 3.1574e-31 1.2461e-28
1.4245e+04 1.2194e-28 3.0787e-31 1.2224e-28
1.4425e+04 1.1966e-28 3.0019e-31 1.1996e-28
1.4609e+04 1.1739e-28 2.9271e-31 1.1768e-28
1.4794e+04 1.1514e-28 2.8541e-31 1.1543e-28
1.4982e+04 1.1292e-28 2.7830e-31 1.1320e-28
1.5173e+04 1.1079e-28 2.7136e-31 1.1107e-28
1.5365e+04 1.0868e-28 2.6459e-31 1.0894e-28
1.5561e+04 1.0664e-28 2.5800e-31 1.0689e-28
1.5758e+04 1.0463e-28 2.5157e-31 1.0488e-28
1.5958e+04 1.0265e-28 2.4529e-31 1.0290e-28
1.6161e+04 1.0066e-28 2.3918e-31 1.0090e-28
1.6367e+04 9.8735e-29 2.3321e-31 9.8968e-29
1.6574e+04 9.6859e-29 2.2740e-31 9.7086e-29
1.6785e+04 9.5058e-29 2.2173e-31 9.5279e-29
1.6998e+04 9.3244e-29 2.1620e-31 9.3460e-29
1.7214e+04 9.1469e-29 2.1081e-31 9.1679e-29
1.7433e+04 8.9745e-29 2.0556e-31 8.9951e-29
1.7654e+04 8.8009e-29 2.0043e-31 8.8209e-29
1.7879e+04 8.6333e-29 1.9543e-31 8.6529e-29
1.8106e+04 8.4712e-29 1.9056e-31 8.4903e-29
1.8336e+04 8.3117e-29 1.8581e-31 8.3303e-29
1.8569e+04 8.1550e-29 1.8118e-31 8.1731e-29
1.8805e+04 7.9964e-29 1.7666e-31 8.0140e-29
1.9044e+04 7.8441e-29 1.7225e-31 7.8613e-29
1.9285e+04 7.6952e-29 1.6796e-31 7.7120e-29
1.9530e+04 7.5487e-29 1.6377e-31 7.5651e-29
1.9779e+04 7.4057e-29 1.5969e-31 7.4217e-29
2.0030e+04 7.2653e-29 1.5571e-31 7.2809e-29
2.0284e+04 7.1246e-29 1.5183e-31 7.1398e-29
2.0542e+04 6.9899e-29 1.4804e-31 7.0047e-29
2.0803e+04 6.8576e-29 1.4435e-31 6.8721e-29
2.1067e+04 6.7293e-29 1.4075e-31 6.7434e-29
2.1335e+04 6.6030e-29 1.3724e-31 6.6167e-29
2.1606e+04 6.4749e-29 1.3382e-31 6.4883e-29
2.1880e+04 6.3492e-29 1.3048e-31 6.3623e-29
2.2158e+04 6.2297e-29 1.2723e-31 6.2424e-29
2.2440e+04 6.1147e-29 1.2406e-31 6.1271e-29
2.2725e+04 5.9976e-29 1.2097e-31 6.0097e-29
2.3014e+04 5.8808e-29 1.1795e-31 5.8926e-29
2.3306e+04 5.7704e-29 1.1501e-31 5.7819e-29
2.3602e+04 5.6618e-29 1.1214e-31 5.6730e-29
2.3902e+04 5.5535e-29 1.0935e-31 5.5645e-29
2.4206e+04 5.4466e-29 1.0662e-31 5.4573e-29
2.4513e+04 5.3445e-29 1.0396e-31 5.3549e-29
2.4825e+04 5.2419e-29 1.0137e-31 5.2520e-29
2.5140e+04 5.1439e-29 9.8842e-32 5.1538e-29
2.5459e+04 5.0470e-29 9.6378e-32 5.0566e-29
2.5783e+04 4.9495e-29 9.3975e-32 4.9589e-29
2.6110e+04 4.8564e-29 9.1631e-32 4.8656e-29
2.6442e+04 4.7635e-29 8.9347e-32 4.7724e-29
2.6778e+04 4.6718e-29 8.7119e-32 4.6805e-29
2.7118e+04 4.5834e-29 8.4948e-32 4.5919e-29
2.7463e+04 4.4962e-29 8.2829e-32 4.5045e-29
2.7812e+04 4.4107e-29 8.0764e-32 4.4188e-29
2.8165e+04 4.3292e-29 7.8751e-32 4.3370e-29
2.8523e+04 4.2439e-29 7.6788e-32 4.2516e-29
2.8885e+04 4.1651e-29 7.4873e-32 4.1726e-29
2.9252e+04 4.0851e-29 7.3007e-32 4.0924e-29
2.9624e+04 4.0081e-29 7.1186e-32 4.0152e-29
3.0000e+04 3.9184e-29 6.9411e-32 3.9254e-29
