# Wavelength, tau^sca_Ad/NH, tau^sca_PAH/NH, tau^sca_total/NH
# [Microns] [cm^2/H] [cm^2/H] [cm^2/H]
2.2210e+01 5.8704e-27 4.8263e-33 5.8704e-27
2.2492e+01 5.6476e-27 4.5908e-33 5.6476e-27
2.2778e+01 5.4240e-27 4.3667e-33 5.4240e-27
2.3068e+01 5.1983e-27 4.1537e-33 5.1983e-27
2.3361e+01 4.9774e-27 3.9510e-33 4.9774e-27
2.3657e+01 4.7597e-27 3.7583e-33 4.7597e-27
2.3958e+01 4.5462e-27 3.5751e-33 4.5462e-27
2.4262e+01 4.3416e-27 3.4008e-33 4.3416e-27
2.4571e+01 4.1426e-27 3.2350e-33 4.1426e-27
2.4883e+01 3.9502e-27 3.0774e-33 3.9502e-27
2.5199e+01 3.7669e-27 2.9275e-33 3.7669e-27
2.5519e+01 3.5921e-27 2.7848e-33 3.5921e-27
2.5843e+01 3.4245e-27 2.6492e-33 3.4245e-27
2.6171e+01 3.2638e-27 2.5202e-33 3.2638e-27
2.6504e+01 3.1108e-27 2.3976e-33 3.1108e-27
2.6841e+01 2.9649e-27 2.2809e-33 2.9649e-27
2.7182e+01 2.8248e-27 2.1699e-33 2.8248e-27
2.7527e+01 2.6909e-27 2.0644e-33 2.6909e-27
2.7877e+01 2.5621e-27 1.9639e-33 2.5621e-27
2.8231e+01 2.4395e-27 1.8685e-33 2.4395e-27
2.8589e+01 2.3231e-27 1.7777e-33 2.3231e-27
2.8953e+01 2.2119e-27 1.6913e-33 2.2119e-27
2.9321e+01 2.1052e-27 1.6091e-33 2.1052e-27
2.9693e+01 2.0040e-27 1.5309e-33 2.0040e-27
3.0070e+01 1.9076e-27 1.4566e-33 1.9076e-27
3.0452e+01 1.8154e-27 1.3859e-33 1.8154e-27
3.0839e+01 1.7275e-27 1.3186e-33 1.7275e-27
3.1231e+01 1.6440e-27 1.2546e-33 1.6440e-27
3.1628e+01 1.5637e-27 1.1937e-33 1.5637e-27
3.2029e+01 1.4874e-27 1.1358e-33 1.4874e-27
3.2436e+01 1.4152e-27 1.0808e-33 1.4152e-27
3.2848e+01 1.3463e-27 1.0284e-33 1.3463e-27
3.3266e+01 1.2806e-27 9.7853e-34 1.2806e-27
3.3688e+01 1.2180e-27 9.3111e-34 1.2180e-27
3.4116e+01 1.1585e-27 8.8600e-34 1.1585e-27
3.4550e+01 1.1019e-27 8.4310e-34 1.1019e-27
3.4989e+01 1.0478e-27 8.0227e-34 1.0478e-27
3.5433e+01 9.9663e-28 7.6343e-34 9.9663e-28
3.5883e+01 9.4764e-28 7.2649e-34 9.4764e-28
3.6339e+01 9.0109e-28 6.9133e-34 9.0109e-28
3.6801e+01 8.5694e-28 6.5789e-34 8.5694e-28
3.7268e+01 8.1460e-28 6.2607e-34 8.1460e-28
3.7742e+01 7.7466e-28 5.9580e-34 7.7467e-28
3.8221e+01 7.3649e-28 5.6699e-34 7.3649e-28
3.8707e+01 7.0017e-28 5.3959e-34 7.0017e-28
3.9199e+01 6.6570e-28 5.1352e-34 6.6570e-28
3.9697e+01 6.3298e-28 4.8871e-34 6.3298e-28
4.0201e+01 6.0181e-28 4.6511e-34 6.0181e-28
4.0712e+01 5.7211e-28 4.4265e-34 5.7211e-28
4.1229e+01 5.4397e-28 4.2128e-34 5.4397e-28
4.1753e+01 5.1700e-28 4.0094e-34 5.1700e-28
4.2283e+01 4.9149e-28 3.8160e-34 4.9149e-28
4.2820e+01 4.6724e-28 3.6319e-34 4.6724e-28
4.3364e+01 4.4414e-28 3.4566e-34 4.4415e-28
4.3915e+01 4.2223e-28 3.2899e-34 4.2223e-28
4.4473e+01 4.0136e-28 3.1313e-34 4.0136e-28
4.5038e+01 3.8150e-28 2.9803e-34 3.8150e-28
4.5610e+01 3.6265e-28 2.8366e-34 3.6265e-28
4.6190e+01 3.4476e-28 2.6999e-34 3.4476e-28
4.6777e+01 3.2761e-28 2.5698e-34 3.2761e-28
4.7371e+01 3.1147e-28 2.4460e-34 3.1147e-28
4.7973e+01 2.9601e-28 2.3282e-34 2.9601e-28
4.8582e+01 2.8138e-28 2.2160e-34 2.8138e-28
4.9199e+01 2.6745e-28 2.1093e-34 2.6745e-28
4.9824e+01 2.5421e-28 2.0077e-34 2.5421e-28
5.0457e+01 2.4163e-28 1.9111e-34 2.4163e-28
5.1098e+01 2.2966e-28 1.8191e-34 2.2966e-28
5.1747e+01 2.1829e-28 1.7315e-34 2.1829e-28
5.2405e+01 2.0749e-28 1.6482e-34 2.0749e-28
5.3071e+01 1.9723e-28 1.5689e-34 1.9723e-28
5.3745e+01 1.8745e-28 1.4933e-34 1.8745e-28
5.4428e+01 1.7816e-28 1.4215e-34 1.7816e-28
5.5119e+01 1.6933e-28 1.3531e-34 1.6933e-28
5.5819e+01 1.6096e-28 1.2880e-34 1.6096e-28
5.6528e+01 1.5298e-28 1.2260e-34 1.5298e-28
5.7247e+01 1.4541e-28 1.1671e-34 1.4541e-28
5.7974e+01 1.3821e-28 1.1109e-34 1.3821e-28
5.8710e+01 1.3137e-28 1.0575e-34 1.3137e-28
5.9456e+01 1.2486e-28 1.0066e-34 1.2486e-28
6.0212e+01 1.1866e-28 9.5820e-35 1.1866e-28
6.0977e+01 1.1280e-28 9.1211e-35 1.1280e-28
6.1751e+01 1.0720e-28 8.6824e-35 1.0720e-28
6.2536e+01 1.0191e-28 8.2648e-35 1.0191e-28
6.3330e+01 9.6861e-29 7.8672e-35 9.6862e-29
6.4135e+01 9.2058e-29 7.4889e-35 9.2058e-29
6.4949e+01 8.7494e-29 7.1286e-35 8.7494e-29
6.5775e+01 8.3158e-29 6.7857e-35 8.3158e-29
6.6610e+01 7.9045e-29 6.4593e-35 7.9045e-29
6.7456e+01 7.5131e-29 6.1486e-35 7.5131e-29
6.8313e+01 7.1408e-29 5.8528e-35 7.1408e-29
6.9181e+01 6.7873e-29 5.5711e-35 6.7873e-29
7.0060e+01 6.4514e-29 5.3031e-35 6.4514e-29
7.0950e+01 6.1322e-29 5.0479e-35 6.1323e-29
7.1852e+01 5.8282e-29 4.8050e-35 5.8282e-29
7.2764e+01 5.5400e-29 4.5738e-35 5.5400e-29
7.3689e+01 5.2653e-29 4.3536e-35 5.2653e-29
7.4625e+01 5.0050e-29 4.1440e-35 5.0050e-29
7.5573e+01 4.7577e-29 3.9445e-35 4.7577e-29
7.6533e+01 4.5223e-29 3.7546e-35 4.5223e-29
7.7505e+01 4.2977e-29 3.5738e-35 4.2977e-29
7.8490e+01 4.0851e-29 3.4017e-35 4.0851e-29
7.9487e+01 3.8833e-29 3.2378e-35 3.8833e-29
8.0497e+01 3.6908e-29 3.0818e-35 3.6908e-29
8.1520e+01 3.5084e-29 2.9333e-35 3.5084e-29
8.2555e+01 3.3349e-29 2.7920e-35 3.3349e-29
8.3604e+01 3.1702e-29 2.6574e-35 3.1702e-29
8.4666e+01 3.0132e-29 2.5293e-35 3.0132e-29
8.5742e+01 2.8641e-29 2.4074e-35 2.8641e-29
8.6831e+01 2.7225e-29 2.2913e-35 2.7225e-29
8.7934e+01 2.5879e-29 2.1808e-35 2.5879e-29
8.9051e+01 2.4600e-29 2.0756e-35 2.4600e-29
9.0183e+01 2.3380e-29 1.9754e-35 2.3380e-29
9.1328e+01 2.2226e-29 1.8801e-35 2.2226e-29
9.2489e+01 2.1128e-29 1.7894e-35 2.1128e-29
9.3664e+01 2.0082e-29 1.7030e-35 2.0082e-29
9.4854e+01 1.9090e-29 1.6208e-35 1.9090e-29
9.6059e+01 1.8145e-29 1.5425e-35 1.8145e-29
9.7279e+01 1.7249e-29 1.4680e-35 1.7249e-29
9.8515e+01 1.6397e-29 1.3971e-35 1.6397e-29
9.9766e+01 1.5586e-29 1.3295e-35 1.5586e-29
1.0103e+02 1.4815e-29 1.2653e-35 1.4815e-29
1.0232e+02 1.4083e-29 1.2041e-35 1.4083e-29
1.0362e+02 1.3387e-29 1.1459e-35 1.3387e-29
1.0493e+02 1.2726e-29 1.0904e-35 1.2726e-29
1.0627e+02 1.2098e-29 1.0377e-35 1.2098e-29
1.0762e+02 1.1500e-29 9.8748e-36 1.1500e-29
1.0898e+02 1.0932e-29 9.3969e-36 1.0932e-29
1.1037e+02 1.0391e-29 8.9419e-36 1.0391e-29
1.1177e+02 9.8786e-30 8.5089e-36 9.8787e-30
1.1319e+02 9.3917e-30 8.0968e-36 9.3918e-30
1.1463e+02 8.9270e-30 7.7045e-36 8.9270e-30
1.1608e+02 8.4869e-30 7.3312e-36 8.4869e-30
1.1756e+02 8.0669e-30 6.9759e-36 8.0669e-30
1.1905e+02 7.6695e-30 6.6377e-36 7.6695e-30
1.2057e+02 7.2904e-30 6.3158e-36 7.2904e-30
1.2210e+02 6.9310e-30 6.0094e-36 6.9310e-30
1.2365e+02 6.5882e-30 5.7180e-36 6.5883e-30
1.2522e+02 6.2633e-30 5.4405e-36 6.2633e-30
1.2681e+02 5.9544e-30 5.1764e-36 5.9544e-30
1.2842e+02 5.6601e-30 4.9252e-36 5.6601e-30
1.3005e+02 5.3804e-30 4.6860e-36 5.3804e-30
1.3170e+02 5.1159e-30 4.4584e-36 5.1159e-30
1.3338e+02 4.8632e-30 4.2418e-36 4.8632e-30
1.3507e+02 4.6231e-30 4.0357e-36 4.6231e-30
1.3679e+02 4.3949e-30 3.8396e-36 4.3949e-30
1.3853e+02 4.1780e-30 3.6529e-36 4.1780e-30
1.4029e+02 3.9718e-30 3.4753e-36 3.9718e-30
1.4207e+02 3.7758e-30 3.3063e-36 3.7758e-30
1.4387e+02 3.5895e-30 3.1455e-36 3.5895e-30
1.4570e+02 3.4125e-30 2.9925e-36 3.4125e-30
1.4755e+02 3.2442e-30 2.8468e-36 3.2442e-30
1.4943e+02 3.0843e-30 2.7083e-36 3.0843e-30
1.5132e+02 2.9322e-30 2.5764e-36 2.9322e-30
1.5325e+02 2.7877e-30 2.4510e-36 2.7877e-30
1.5519e+02 2.6503e-30 2.3316e-36 2.6503e-30
1.5717e+02 2.5198e-30 2.2180e-36 2.5198e-30
1.5916e+02 2.3954e-30 2.1099e-36 2.3954e-30
1.6118e+02 2.2771e-30 2.0071e-36 2.2771e-30
1.6323e+02 2.1649e-30 1.9093e-36 2.1649e-30
1.6531e+02 2.0583e-30 1.8162e-36 2.0583e-30
1.6741e+02 1.9570e-30 1.7276e-36 1.9570e-30
1.6953e+02 1.8602e-30 1.6434e-36 1.8602e-30
1.7169e+02 1.7686e-30 1.5632e-36 1.7686e-30
1.7387e+02 1.6816e-30 1.4869e-36 1.6816e-30
1.7608e+02 1.5988e-30 1.4144e-36 1.5988e-30
1.7831e+02 1.5198e-30 1.3454e-36 1.5198e-30
1.8058e+02 1.4450e-30 1.2797e-36 1.4450e-30
1.8287e+02 1.3738e-30 1.2172e-36 1.3738e-30
1.8520e+02 1.3060e-30 1.1578e-36 1.3060e-30
1.8755e+02 1.2418e-30 1.1012e-36 1.2418e-30
1.8993e+02 1.1805e-30 1.0474e-36 1.1805e-30
1.9234e+02 1.1224e-30 9.9626e-37 1.1224e-30
1.9479e+02 1.0672e-30 9.4758e-37 1.0672e-30
1.9726e+02 1.0144e-30 9.0127e-37 1.0144e-30
1.9977e+02 9.6459e-31 8.5722e-37 9.6459e-31
2.0231e+02 9.1713e-31 8.1531e-37 9.1713e-31
2.0488e+02 8.7187e-31 7.7544e-37 8.7187e-31
2.0748e+02 8.2895e-31 7.3753e-37 8.2895e-31
2.1012e+02 7.8809e-31 7.0146e-37 7.8809e-31
2.1278e+02 7.4925e-31 6.6714e-37 7.4925e-31
2.1549e+02 7.1237e-31 6.3451e-37 7.1237e-31
2.1823e+02 6.7737e-31 6.0346e-37 6.7737e-31
2.2100e+02 6.4395e-31 5.7393e-37 6.4395e-31
2.2381e+02 6.1230e-31 5.4584e-37 6.1230e-31
2.2665e+02 5.8208e-31 5.1912e-37 5.8208e-31
2.2953e+02 5.5347e-31 4.9370e-37 5.5347e-31
2.3244e+02 5.2617e-31 4.6953e-37 5.2617e-31
2.3540e+02 5.0029e-31 4.4654e-37 5.0029e-31
2.3839e+02 4.7565e-31 4.2467e-37 4.7565e-31
2.4142e+02 4.5223e-31 4.0387e-37 4.5223e-31
2.4448e+02 4.2998e-31 3.8409e-37 4.2998e-31
2.4759e+02 4.0879e-31 3.6527e-37 4.0879e-31
2.5073e+02 3.8870e-31 3.4737e-37 3.8870e-31
2.5392e+02 3.6952e-31 3.3035e-37 3.6953e-31
2.5715e+02 3.5138e-31 3.1416e-37 3.5138e-31
2.6041e+02 3.3405e-31 2.9876e-37 3.3405e-31
2.6372e+02 3.1764e-31 2.8412e-37 3.1764e-31
2.6707e+02 3.0199e-31 2.7019e-37 3.0199e-31
2.7046e+02 2.8714e-31 2.5695e-37 2.8714e-31
2.7390e+02 2.7297e-31 2.4435e-37 2.7297e-31
2.7738e+02 2.5954e-31 2.3236e-37 2.5954e-31
2.8090e+02 2.4676e-31 2.2097e-37 2.4676e-31
2.8447e+02 2.3464e-31 2.1013e-37 2.3464e-31
2.8809e+02 2.2308e-31 1.9982e-37 2.2308e-31
2.9175e+02 2.1212e-31 1.9002e-37 2.1213e-31
2.9545e+02 2.0167e-31 1.8070e-37 2.0167e-31
2.9921e+02 1.9176e-31 1.7183e-37 1.9176e-31
3.0301e+02 1.8231e-31 1.6340e-37 1.8231e-31
3.0686e+02 1.7333e-31 1.5538e-37 1.7333e-31
3.1076e+02 1.6481e-31 1.4776e-37 1.6481e-31
3.1470e+02 1.5670e-31 1.4050e-37 1.5671e-31
3.1870e+02 1.4899e-31 1.3361e-37 1.4899e-31
3.2275e+02 1.4167e-31 1.2705e-37 1.4167e-31
3.2685e+02 1.3470e-31 1.2081e-37 1.3470e-31
3.3100e+02 1.2805e-31 1.1488e-37 1.2805e-31
3.3521e+02 1.2177e-31 1.0924e-37 1.2177e-31
3.3947e+02 1.1577e-31 1.0388e-37 1.1577e-31
3.4378e+02 1.1009e-31 9.8776e-38 1.1009e-31
3.4815e+02 1.0466e-31 9.3926e-38 1.0466e-31
3.5257e+02 9.9510e-32 8.9313e-38 9.9510e-32
3.5705e+02 9.4618e-32 8.4926e-38 9.4618e-32
3.6158e+02 8.9968e-32 8.0755e-38 8.9968e-32
3.6618e+02 8.5540e-32 7.6788e-38 8.5540e-32
3.7083e+02 8.1324e-32 7.3017e-38 8.1324e-32
3.7554e+02 7.7333e-32 6.9429e-38 7.7333e-32
3.8031e+02 7.3523e-32 6.6018e-38 7.3523e-32
3.8514e+02 6.9916e-32 6.2775e-38 6.9916e-32
3.9004e+02 6.6469e-32 5.9690e-38 6.6469e-32
3.9499e+02 6.3198e-32 5.6757e-38 6.3198e-32
4.0001e+02 6.0094e-32 5.3968e-38 6.0094e-32
4.0509e+02 5.7140e-32 5.1316e-38 5.7140e-32
4.1024e+02 5.4331e-32 4.8794e-38 5.4331e-32
4.1545e+02 5.1652e-32 4.6396e-38 5.1652e-32
4.2073e+02 4.9117e-32 4.4116e-38 4.9117e-32
4.2607e+02 4.6698e-32 4.1948e-38 4.6699e-32
4.3149e+02 4.4397e-32 3.9886e-38 4.4397e-32
4.3697e+02 4.2220e-32 3.7925e-38 4.2220e-32
4.4252e+02 4.0141e-32 3.6061e-38 4.0141e-32
4.4814e+02 3.8171e-32 3.4288e-38 3.8171e-32
4.5383e+02 3.6289e-32 3.2602e-38 3.6290e-32
4.5960e+02 3.4505e-32 3.1000e-38 3.4505e-32
4.6544e+02 3.2810e-32 2.9476e-38 3.2810e-32
4.7135e+02 3.1193e-32 2.8026e-38 3.1193e-32
4.7734e+02 2.9662e-32 2.6648e-38 2.9662e-32
4.8340e+02 2.8202e-32 2.5338e-38 2.8202e-32
4.8954e+02 2.6819e-32 2.4092e-38 2.6819e-32
4.9576e+02 2.5497e-32 2.2907e-38 2.5497e-32
5.0206e+02 2.4242e-32 2.1781e-38 2.4242e-32
5.0844e+02 2.3052e-32 2.0710e-38 2.3052e-32
5.1490e+02 2.1916e-32 1.9691e-38 2.1917e-32
5.2144e+02 2.0839e-32 1.8723e-38 2.0839e-32
5.2807e+02 1.9815e-32 1.7802e-38 1.9815e-32
5.3477e+02 1.8839e-32 1.6926e-38 1.8839e-32
5.4157e+02 1.7914e-32 1.6094e-38 1.7914e-32
5.4845e+02 1.7033e-32 1.5302e-38 1.7033e-32
5.5542e+02 1.6197e-32 1.4550e-38 1.6197e-32
5.6247e+02 1.5399e-32 1.3834e-38 1.5400e-32
5.6962e+02 1.4641e-32 1.3153e-38 1.4641e-32
5.7685e+02 1.3923e-32 1.2506e-38 1.3923e-32
5.8418e+02 1.3237e-32 1.1891e-38 1.3237e-32
5.9160e+02 1.2586e-32 1.1306e-38 1.2586e-32
5.9912e+02 1.1968e-32 1.0750e-38 1.1968e-32
6.0673e+02 1.1378e-32 1.0221e-38 1.1378e-32
6.1444e+02 1.0820e-32 9.7183e-39 1.0820e-32
6.2225e+02 1.0288e-32 9.2402e-39 1.0288e-32
6.3015e+02 9.7808e-33 8.7854e-39 9.7808e-33
6.3816e+02 9.3013e-33 8.3533e-39 9.3013e-33
6.4626e+02 8.8431e-33 7.9422e-39 8.8431e-33
6.5447e+02 8.4078e-33 7.5514e-39 8.4078e-33
6.6279e+02 7.9954e-33 7.1799e-39 7.9954e-33
6.7121e+02 7.6022e-33 6.8266e-39 7.6022e-33
6.7974e+02 7.2290e-33 6.4907e-39 7.2290e-33
6.8837e+02 6.8728e-33 6.1713e-39 6.8728e-33
6.9712e+02 6.5353e-33 5.8676e-39 6.5353e-33
7.0597e+02 6.2140e-33 5.5789e-39 6.2140e-33
7.1494e+02 5.9078e-33 5.3044e-39 5.9079e-33
7.2402e+02 5.6182e-33 5.0434e-39 5.6182e-33
7.3322e+02 5.3415e-33 4.7951e-39 5.3415e-33
7.4254e+02 5.0786e-33 4.5592e-39 5.0786e-33
7.5197e+02 4.8295e-33 4.3348e-39 4.8295e-33
7.6152e+02 4.5916e-33 4.1215e-39 4.5916e-33
7.7120e+02 4.3659e-33 3.9186e-39 4.3659e-33
7.8100e+02 4.1514e-33 3.7258e-39 4.1514e-33
7.9092e+02 3.9470e-33 3.5424e-39 3.9470e-33
8.0097e+02 3.7532e-33 3.3681e-39 3.7532e-33
8.1114e+02 3.5686e-33 3.2023e-39 3.5686e-33
8.2145e+02 3.3928e-33 3.0447e-39 3.3928e-33
8.3188e+02 3.2266e-33 2.8948e-39 3.2266e-33
8.4245e+02 3.0676e-33 2.7524e-39 3.0676e-33
8.5315e+02 2.9167e-33 2.6169e-39 2.9167e-33
8.6399e+02 2.7736e-33 2.4881e-39 2.7736e-33
8.7497e+02 2.6370e-33 2.3656e-39 2.6370e-33
8.8608e+02 2.5074e-33 2.2492e-39 2.5074e-33
8.9734e+02 2.3842e-33 2.1385e-39 2.3842e-33
9.0874e+02 2.2668e-33 2.0332e-39 2.2668e-33
9.2029e+02 2.1556e-33 1.9331e-39 2.1556e-33
9.3198e+02 2.0495e-33 1.8380e-39 2.0495e-33
9.4382e+02 1.9486e-33 1.7475e-39 1.9486e-33
9.5581e+02 1.8531e-33 1.6615e-39 1.8531e-33
9.6795e+02 1.7618e-33 1.5797e-39 1.7618e-33
9.8025e+02 1.6751e-33 1.5020e-39 1.6751e-33
9.9270e+02 1.5929e-33 1.4280e-39 1.5929e-33
1.0053e+03 1.5145e-33 1.3577e-39 1.5145e-33
1.0181e+03 1.4401e-33 1.2909e-39 1.4401e-33
1.0310e+03 1.3693e-33 1.2273e-39 1.3693e-33
1.0441e+03 1.3019e-33 1.1669e-39 1.3019e-33
1.0574e+03 1.2380e-33 1.1095e-39 1.2380e-33
1.0708e+03 1.1771e-33 1.0549e-39 1.1771e-33
1.0844e+03 1.1191e-33 1.0029e-39 1.1191e-33
1.0982e+03 1.0643e-33 9.5356e-40 1.0643e-33
1.1121e+03 1.0119e-33 9.0661e-40 1.0119e-33
1.1263e+03 9.6210e-34 8.6199e-40 9.6210e-34
1.1406e+03 9.1487e-34 8.1955e-40 9.1487e-34
1.1551e+03 8.6981e-34 7.7920e-40 8.6981e-34
1.1697e+03 8.2711e-34 7.4084e-40 8.2711e-34
1.1846e+03 7.8645e-34 7.0437e-40 7.8645e-34
1.1997e+03 7.4771e-34 6.6970e-40 7.4772e-34
1.2149e+03 7.1106e-34 6.3673e-40 7.1106e-34
1.2303e+03 6.7606e-34 6.0538e-40 6.7606e-34
1.2460e+03 6.4277e-34 5.7557e-40 6.4277e-34
1.2618e+03 6.1126e-34 5.4724e-40 6.1126e-34
1.2778e+03 5.8116e-34 5.2029e-40 5.8116e-34
1.2941e+03 5.5258e-34 4.9468e-40 5.5259e-34
1.3105e+03 5.2546e-34 4.7032e-40 5.2546e-34
1.3271e+03 4.9958e-34 4.4717e-40 4.9958e-34
1.3440e+03 4.7506e-34 4.2516e-40 4.7506e-34
1.3611e+03 4.5170e-34 4.0422e-40 4.5170e-34
1.3784e+03 4.2945e-34 3.8432e-40 4.2945e-34
1.3959e+03 4.0840e-34 3.6540e-40 4.0840e-34
1.4136e+03 3.8829e-34 3.4741e-40 3.8829e-34
1.4316e+03 3.6918e-34 3.3031e-40 3.6918e-34
1.4498e+03 3.5108e-34 3.1404e-40 3.5108e-34
1.4682e+03 3.3379e-34 2.9858e-40 3.3379e-34
1.4868e+03 3.1739e-34 2.8388e-40 3.1739e-34
1.5057e+03 3.0180e-34 2.6990e-40 3.0180e-34
1.5248e+03 2.8693e-34 2.5661e-40 2.8693e-34
1.5442e+03 2.7286e-34 2.4398e-40 2.7286e-34
1.5638e+03 2.5943e-34 2.3197e-40 2.5943e-34
1.5837e+03 2.4666e-34 2.2055e-40 2.4666e-34
1.6038e+03 2.3457e-34 2.0969e-40 2.3457e-34
1.6242e+03 2.2302e-34 1.9936e-40 2.2302e-34
1.6448e+03 2.1205e-34 1.8955e-40 2.1205e-34
1.6657e+03 2.0165e-34 1.8021e-40 2.0165e-34
1.6869e+03 1.9171e-34 1.7134e-40 1.9171e-34
1.7083e+03 1.8230e-34 1.6290e-40 1.8230e-34
1.7300e+03 1.7334e-34 1.5488e-40 1.7334e-34
1.7520e+03 1.6480e-34 1.4726e-40 1.6480e-34
1.7743e+03 1.5672e-34 1.4001e-40 1.5672e-34
1.7968e+03 1.4901e-34 1.3311e-40 1.4901e-34
1.8196e+03 1.4167e-34 1.2656e-40 1.4167e-34
1.8427e+03 1.3473e-34 1.2033e-40 1.3473e-34
1.8662e+03 1.2809e-34 1.1440e-40 1.2809e-34
1.8899e+03 1.2180e-34 1.0877e-40 1.2180e-34
1.9139e+03 1.1582e-34 1.0341e-40 1.1582e-34
1.9382e+03 1.1011e-34 9.8322e-41 1.1011e-34
1.9628e+03 1.0471e-34 9.3482e-41 1.0471e-34
1.9877e+03 9.9560e-35 8.8879e-41 9.9560e-35
2.0130e+03 9.4676e-35 8.4502e-41 9.4676e-35
2.0386e+03 9.0019e-35 8.0341e-41 9.0019e-35
2.0645e+03 8.5586e-35 7.6385e-41 8.5586e-35
2.0907e+03 8.1392e-35 7.2625e-41 8.1392e-35
2.1173e+03 7.7383e-35 6.9048e-41 7.7383e-35
2.1442e+03 7.3578e-35 6.5649e-41 7.3578e-35
2.1714e+03 6.9967e-35 6.2416e-41 6.9967e-35
2.1990e+03 6.6521e-35 5.9342e-41 6.6521e-35
2.2269e+03 6.3254e-35 5.6421e-41 6.3254e-35
2.2552e+03 6.0146e-35 5.3643e-41 6.0146e-35
2.2839e+03 5.7184e-35 5.1002e-41 5.7184e-35
2.3129e+03 5.4379e-35 4.8490e-41 5.4379e-35
2.3423e+03 5.1703e-35 4.6102e-41 5.1703e-35
2.3720e+03 4.9157e-35 4.3832e-41 4.9157e-35
2.4022e+03 4.6748e-35 4.1674e-41 4.6748e-35
2.4327e+03 4.4446e-35 3.9622e-41 4.4446e-35
2.4636e+03 4.2261e-35 3.7671e-41 4.2261e-35
2.4949e+03 4.0186e-35 3.5816e-41 4.0186e-35
2.5266e+03 3.8207e-35 3.4052e-41 3.8207e-35
2.5587e+03 3.6331e-35 3.2376e-41 3.6331e-35
2.5912e+03 3.4546e-35 3.0781e-41 3.4546e-35
2.6241e+03 3.2844e-35 2.9266e-41 3.2845e-35
2.6574e+03 3.1234e-35 2.7825e-41 3.1234e-35
2.6912e+03 2.9697e-35 2.6455e-41 2.9697e-35
2.7254e+03 2.8235e-35 2.5152e-41 2.8235e-35
2.7600e+03 2.6851e-35 2.3914e-41 2.6851e-35
2.7951e+03 2.5529e-35 2.2736e-41 2.5529e-35
2.8306e+03 2.4271e-35 2.1616e-41 2.4271e-35
2.8665e+03 2.3079e-35 2.0552e-41 2.3079e-35
2.9029e+03 2.1945e-35 1.9540e-41 2.1945e-35
2.9398e+03 2.0865e-35 1.8578e-41 2.0865e-35
2.9772e+03 1.9841e-35 1.7663e-41 1.9841e-35
3.0150e+03 1.8865e-35 1.6793e-41 1.8865e-35
3.0533e+03 1.7936e-35 1.5966e-41 1.7936e-35
3.0921e+03 1.7053e-35 1.5180e-41 1.7053e-35
3.1314e+03 1.6217e-35 1.4433e-41 1.6217e-35
3.1712e+03 1.5418e-35 1.3722e-41 1.5418e-35
3.2114e+03 1.4660e-35 1.3046e-41 1.4660e-35
3.2522e+03 1.3941e-35 1.2404e-41 1.3941e-35
3.2936e+03 1.3254e-35 1.1793e-41 1.3254e-35
3.3354e+03 1.2601e-35 1.1213e-41 1.2601e-35
3.3778e+03 1.1983e-35 1.0660e-41 1.1983e-35
3.4207e+03 1.1394e-35 1.0135e-41 1.1394e-35
3.4641e+03 1.0833e-35 9.6363e-42 1.0833e-35
3.5082e+03 1.0302e-35 9.1619e-42 1.0302e-35
3.5527e+03 9.7944e-36 8.7106e-42 9.7944e-36
3.5979e+03 9.3121e-36 8.2817e-42 9.3121e-36
3.6436e+03 8.8541e-36 7.8740e-42 8.8542e-36
3.6899e+03 8.4197e-36 7.4862e-42 8.4197e-36
3.7367e+03 8.0050e-36 7.1176e-42 8.0050e-36
3.7842e+03 7.6108e-36 6.7671e-42 7.6108e-36
3.8323e+03 7.2373e-36 6.4339e-42 7.2373e-36
3.8810e+03 6.8814e-36 6.1170e-42 6.8814e-36
3.9303e+03 6.5425e-36 5.8158e-42 6.5425e-36
3.9802e+03 6.2204e-36 5.5294e-42 6.2204e-36
4.0308e+03 5.9155e-36 5.2572e-42 5.9155e-36
4.0820e+03 5.6242e-36 4.9983e-42 5.6242e-36
4.1338e+03 5.3473e-36 4.7522e-42 5.3473e-36
4.1863e+03 5.0844e-36 4.5181e-42 5.0844e-36
4.2395e+03 4.8348e-36 4.2957e-42 4.8348e-36
4.2934e+03 4.5967e-36 4.0842e-42 4.5967e-36
4.3479e+03 4.3704e-36 3.8830e-42 4.3704e-36
4.4032e+03 4.1559e-36 3.6918e-42 4.1559e-36
4.4591e+03 3.9515e-36 3.5100e-42 3.9515e-36
4.5158e+03 3.7569e-36 3.3372e-42 3.7569e-36
4.5731e+03 3.5719e-36 3.1729e-42 3.5719e-36
4.6312e+03 3.3969e-36 3.0166e-42 3.3969e-36
4.6901e+03 3.2295e-36 2.8681e-42 3.2296e-36
4.7496e+03 3.0705e-36 2.7269e-42 3.0705e-36
4.8100e+03 2.9196e-36 2.5926e-42 2.9196e-36
4.8711e+03 2.7762e-36 2.4649e-42 2.7763e-36
4.9330e+03 2.6395e-36 2.3435e-42 2.6395e-36
4.9956e+03 2.5096e-36 2.2281e-42 2.5096e-36
5.0591e+03 2.3860e-36 2.1184e-42 2.3860e-36
5.1234e+03 2.2690e-36 2.0141e-42 2.2690e-36
5.1885e+03 2.1573e-36 1.9149e-42 2.1573e-36
5.2544e+03 2.0511e-36 1.8206e-42 2.0511e-36
5.3211e+03 1.9502e-36 1.7310e-42 1.9502e-36
