# columns: t[s]  T_pre[K]  T_post[K]  dt_event[s]
#   T_pre  : cooling-segment endpoint (just BEFORE the photon jump)
#   T_post : grain T immediately AFTER the photon jump
0.0000000E+000 2.7250000E+000 2.7250000E+000 0.0000000E+000
1.0297994E+004 2.6990512E+000 2.9455238E+002 1.0297994E+004
2.4017731E+004 6.9080186E+000 4.0822203E+002 1.3719737E+004
2.4894741E+004 2.0768880E+001 2.2624745E+002 8.7701010E+002
2.8022805E+004 1.2093053E+001 2.7500143E+002 3.1280640E+003
2.8655156E+004 2.4127109E+001 1.6212822E+002 6.3235094E+002
3.0674818E+004 1.4430575E+001 2.7912343E+002 2.0196617E+003
3.3650587E+004 1.2339653E+001 1.0235467E+002 2.9757698E+003
3.6125633E+004 1.3226494E+001 1.1699956E+002 2.4750458E+003
3.8611371E+004 1.3223403E+001 1.6038357E+002 2.4857379E+003
4.2911372E+004 1.0660889E+001 2.4917304E+002 4.3000013E+003
4.3513852E+004 2.4667744E+001 1.3764340E+002 6.0247992E+002
4.5229587E+004 1.5424064E+001 1.5802198E+002 1.7157351E+003
5.9522572E+004 6.8047287E+000 3.1500392E+002 1.4292985E+004
6.1919673E+004 1.3470293E+001 2.7408871E+002 2.3971004E+003
6.3125751E+004 1.8008187E+001 2.7977069E+002 1.2060779E+003
6.4625320E+004 1.6389245E+001 1.5054562E+002 1.4995688E+003
6.7701387E+004 1.2160104E+001 2.2088583E+002 3.0760676E+003
6.9598912E+004 1.4828737E+001 1.3989504E+002 1.8975251E+003
6.9795988E+004 4.1388112E+001 1.5611662E+002 1.9707595E+002
7.0792697E+004 1.9512398E+001 1.8155428E+002 9.9670839E+002
7.4119718E+004 1.1794090E+001 1.7759387E+002 3.3270212E+003
7.8283434E+004 1.0798119E+001 1.5854617E+002 4.1637165E+003
9.2331119E+004 6.8474375E+000 2.8927100E+002 1.4047685E+004
9.2912322E+004 2.5109757E+001 1.2008326E+002 5.8120264E+002
9.5303855E+004 1.3434411E+001 2.1002087E+002 2.3915327E+003
9.6228585E+004 2.0235957E+001 1.6759808E+002 9.2473045E+002
1.0000000E+005 1.1222721E+001 1.1222721E+001 3.7714150E+003
