# columns: t[s]  T_pre[K]  T_post[K]  dt_event[s]
#   T_pre  : cooling-segment endpoint (just BEFORE the photon jump)
#   T_post : grain T immediately AFTER the photon jump
0.0000000E+000 2.7250000E+000 2.7250000E+000 0.0000000E+000
1.0368290E+003 2.7226653E+000 9.2297202E+001 1.0368290E+003
2.5843452E+003 1.6376733E+001 6.1304637E+001 1.5475162E+003
2.9517146E+003 2.8129042E+001 9.8567277E+001 3.6736935E+002
2.9570130E+003 9.2483297E+001 1.0937319E+002 5.2984388E+000
3.8375597E+003 2.0747318E+001 1.2897207E+002 8.8054666E+002
3.9789254E+003 4.7153863E+001 8.1645666E+001 1.4136575E+002
4.6225744E+003 2.3325366E+001 1.3160213E+002 6.4364892E+002
5.0525248E+003 2.8552445E+001 7.0761257E+001 4.2995048E+002
5.3903401E+003 2.9798805E+001 1.3632556E+002 3.3781530E+002
6.2600324E+003 2.0971699E+001 9.6294386E+001 8.6969232E+002
7.1941423E+003 2.0154375E+001 1.7115410E+002 9.3410984E+002
7.5037329E+003 3.3563621E+001 7.7144927E+001 3.0959058E+002
8.0000457E+003 2.5834961E+001 6.1972930E+001 4.9631285E+002
9.1684886E+003 1.8026518E+001 8.6829092E+001 1.1684429E+003
1.0590766E+004 1.6915018E+001 6.8907561E+001 1.4222778E+003
1.0845161E+004 3.3032228E+001 1.3495125E+002 2.5439491E+002
1.0848225E+004 1.2603852E+002 1.5552267E+002 3.0637834E+000
1.1029311E+004 4.2970902E+001 9.8961227E+001 1.8108603E+002
1.1117404E+004 5.3854343E+001 1.3466347E+002 8.8092946E+001
1.1609879E+004 2.6893367E+001 1.7856115E+002 4.9247502E+002
1.2629998E+004 1.9662564E+001 8.8448426E+001 1.0201189E+003
1.2883058E+004 3.4692962E+001 9.3854066E+001 2.5306003E+002
1.3282750E+004 2.8823076E+001 1.3267298E+002 3.9969224E+002
1.3717911E+004 2.8407894E+001 1.6495753E+002 4.3516069E+002
1.4733757E+004 1.9682857E+001 8.3483940E+001 1.0158462E+003
1.4990585E+004 3.4162615E+001 7.6721721E+001 2.5682779E+002
1.6590257E+004 1.6083250E+001 9.4473926E+001 1.5996720E+003
1.7876930E+004 1.7655277E+001 9.5423187E+001 1.2866731E+003
1.8039641E+004 4.2139787E+001 9.4227647E+001 1.6271080E+002
1.8427714E+004 2.9198683E+001 9.7405616E+001 3.8807321E+002
1.8577941E+004 4.3707591E+001 9.2203837E+001 1.5022654E+002
1.9768186E+004 1.8212426E+001 9.8749751E+001 1.1902450E+003
2.0440664E+004 2.3162453E+001 7.6447670E+001 6.7247820E+002
2.0499616E+004 5.4611786E+001 7.7316591E+001 5.8951776E+001
2.1410454E+004 2.0162749E+001 7.4730031E+001 9.1083872E+002
2.1559671E+004 4.0912012E+001 1.1625682E+002 1.4921718E+002
2.1701916E+004 4.6263057E+001 1.2501232E+002 1.4224502E+002
2.2048572E+004 3.1371395E+001 8.5101733E+001 3.4665584E+002
2.3303660E+004 1.7779433E+001 1.3030331E+002 1.2550878E+003
2.3696344E+004 2.9727624E+001 1.2736586E+002 3.9268375E+002
2.4342567E+004 2.3805493E+001 1.3117273E+002 6.4622291E+002
2.6028495E+004 1.5910435E+001 4.8798587E+001 1.6859282E+003
2.6185160E+004 3.4216629E+001 8.2675986E+001 1.5666552E+002
2.6383906E+004 3.7762500E+001 8.1652904E+001 1.9874580E+002
2.7304357E+004 2.0133677E+001 8.9054646E+001 9.2045049E+002
2.7655311E+004 3.0293778E+001 9.2728173E+001 3.5095395E+002
2.7671658E+004 7.9029430E+001 1.5673252E+002 1.6347529E+001
2.8430957E+004 2.2297696E+001 7.2188022E+001 7.5929882E+002
2.9318896E+004 2.0289298E+001 8.4935794E+001 8.8793849E+002
2.9378269E+004 5.7483262E+001 8.2823785E+001 5.9373814E+001
3.0564333E+004 1.8173557E+001 7.3848620E+001 1.1860640E+003
3.1738433E+004 1.8160810E+001 8.5431107E+001 1.1740998E+003
3.2072051E+004 3.0787957E+001 8.0185315E+001 3.3361766E+002
3.2285327E+004 3.6500835E+001 7.1960343E+001 2.1327588E+002
3.2311775E+004 6.1249613E+001 1.0041545E+002 2.6448656E+001
3.3960014E+004 1.5995614E+001 7.9753697E+001 1.6482387E+003
3.5636108E+004 1.5806427E+001 8.6059934E+001 1.6760943E+003
3.5825495E+004 3.8813517E+001 7.0653279E+001 1.8938616E+002
3.6759222E+004 1.9857370E+001 9.2346551E+001 9.3372789E+002
3.6893197E+004 4.5157316E+001 7.7418850E+001 1.3397474E+002
3.6966368E+004 5.1916197E+001 1.1584336E+002 7.3170648E+001
3.7332813E+004 3.0446553E+001 7.0459964E+001 3.6644560E+002
3.8092149E+004 2.1570177E+001 1.0246538E+002 7.5933557E+002
3.8409264E+004 3.2113781E+001 8.7194278E+001 3.1711543E+002
3.8885902E+004 2.6576901E+001 7.4631892E+001 4.7663782E+002
4.1385404E+004 1.3502844E+001 8.0571555E+001 2.4995021E+003
4.2498890E+004 1.8623542E+001 1.5830628E+002 1.1134853E+003
4.3276533E+004 2.2069644E+001 8.3112154E+001 7.7764283E+002
4.3560977E+004 3.2750159E+001 7.2300809E+001 2.8444486E+002
4.4097893E+004 2.4855105E+001 8.8019906E+001 5.3691524E+002
4.4501729E+004 2.8520006E+001 1.3394007E+002 4.0383603E+002
4.4534904E+004 8.3597312E+001 1.1021873E+002 3.3175462E+001
4.5225495E+004 2.3013907E+001 7.4632362E+001 6.9059092E+002
4.6005941E+004 2.1420998E+001 1.4103078E+002 7.8044547E+002
4.6190353E+004 4.2249167E+001 6.2246663E+001 1.8441212E+002
4.6585884E+004 2.7440615E+001 8.2729386E+001 3.9553130E+002
4.7243501E+004 2.3141056E+001 1.2954474E+002 6.5761684E+002
4.7911538E+004 2.3476784E+001 8.1211836E+001 6.6803759E+002
4.8235205E+004 3.0963173E+001 8.0236350E+001 3.2366682E+002
4.8350077E+004 4.5801767E+001 1.7671443E+002 1.1487145E+002
4.9811253E+004 1.6910771E+001 8.7799595E+001 1.4611764E+003
5.0151947E+004 3.0623732E+001 6.2362413E+001 3.4069381E+002
5.2437602E+004 1.3911416E+001 6.4588147E+001 2.2856548E+003
5.2478278E+004 5.3153506E+001 7.8383335E+001 4.0676206E+001
5.2720258E+004 3.4586203E+001 9.1136795E+001 2.4197967E+002
5.3095456E+004 2.9524408E+001 9.0307605E+001 3.7519873E+002
5.3450317E+004 3.0201176E+001 1.4524698E+002 3.5486066E+002
5.3899845E+004 2.8096432E+001 1.4198197E+002 4.4952770E+002
5.4701688E+004 2.1735212E+001 1.3054267E+002 8.0184336E+002
5.6423489E+004 1.5774746E+001 1.2104330E+002 1.7218012E+003
5.7102685E+004 2.3257291E+001 1.2470466E+002 6.7919549E+002
5.7615223E+004 2.6337708E+001 1.1118259E+002 5.1253810E+002
5.7676078E+004 6.3820394E+001 1.3851071E+002 6.0855009E+001
5.7938294E+004 3.5867913E+001 9.2257139E+001 2.6221638E+002
5.7940132E+004 9.0395797E+001 1.6606310E+002 1.8382659E+000
5.9525896E+004 1.6346421E+001 1.4709593E+002 1.5857633E+003
5.9594410E+004 6.5937436E+001 1.5316728E+002 6.8513907E+001
5.9634686E+004 8.1935270E+001 8.5703783E+001 4.0276359E+001
5.9804593E+004 4.0459487E+001 7.9064024E+001 1.6990746E+002
5.9992850E+004 3.8172460E+001 7.3260232E+001 1.8825652E+002
6.2234832E+004 1.4076501E+001 1.0588684E+002 2.2419819E+003
6.4972760E+004 1.3100631E+001 7.1006123E+001 2.7379277E+003
6.5673083E+004 2.2295118E+001 1.6674224E+002 7.0032363E+002
6.6522245E+004 2.1258785E+001 7.4032192E+001 8.4916203E+002
6.8051263E+004 1.6353876E+001 1.5274821E+002 1.5290180E+003
6.8163034E+004 5.3617724E+001 8.6215824E+001 1.1177053E+002
6.8336008E+004 4.0235832E+001 1.2156754E+002 1.7297479E+002
6.8510626E+004 4.2589168E+001 9.8782293E+001 1.7461735E+002
6.8515155E+004 9.3485169E+001 1.5368095E+002 4.5287079E+000
6.9969130E+004 1.6927488E+001 1.0702696E+002 1.4539758E+003
7.2643891E+004 1.3221339E+001 7.9446647E+001 2.6747605E+003
7.2876422E+004 3.5223852E+001 1.1315475E+002 2.3253068E+002
7.4299504E+004 1.7012380E+001 1.2198826E+002 1.4230826E+003
7.7926613E+004 1.1767148E+001 7.6586552E+001 3.6271090E+003
7.8799589E+004 2.0502676E+001 8.8198915E+001 8.7297627E+002
8.0048412E+004 1.7835309E+001 1.2660264E+002 1.2488228E+003
8.1126856E+004 1.9117747E+001 1.0423563E+002 1.0784435E+003
8.1627508E+004 2.6367154E+001 8.0343535E+001 5.0065252E+002
8.2155112E+004 2.5290811E+001 1.0249512E+002 5.2760413E+002
8.3031062E+004 2.0747782E+001 1.0580581E+002 8.7594927E+002
8.4647951E+004 1.6134346E+001 8.7039473E+001 1.6168896E+003
8.5141200E+004 2.6192002E+001 8.9919148E+001 4.9324860E+002
8.6389457E+004 1.7849667E+001 1.1352094E+002 1.2482571E+003
8.6462486E+004 6.0191707E+001 1.2565647E+002 7.3029110E+001
8.8455538E+004 1.4869704E+001 7.9909033E+001 1.9930517E+003
8.8627290E+004 3.9616653E+001 9.4905794E+001 1.7175252E+002
8.9111269E+004 2.6584838E+001 9.4710201E+001 4.8397840E+002
9.1302325E+004 1.4272863E+001 7.3778172E+001 2.1910568E+003
9.1380606E+004 4.9819723E+001 1.2861232E+002 7.8280314E+001
9.2523067E+004 1.8666564E+001 7.6421252E+001 1.1424615E+003
9.3244269E+004 2.2157023E+001 6.1333068E+001 7.2120152E+002
9.3330509E+004 4.4332060E+001 1.3445761E+002 8.6239696E+001
9.3450682E+004 5.0979041E+001 9.5845735E+001 1.2017372E+002
9.3981938E+004 2.5565426E+001 9.2023345E+001 5.3125626E+002
9.4593213E+004 2.4024328E+001 6.1987482E+001 6.1127452E+002
9.4923310E+004 2.9326692E+001 6.6789687E+001 3.3009723E+002
9.5333045E+004 2.7387890E+001 1.2333500E+002 4.0973516E+002
9.6937869E+004 1.6220450E+001 1.0048128E+002 1.6048239E+003
9.6966251E+004 7.5589483E+001 1.3988251E+002 2.8381634E+001
9.7553826E+004 2.4892960E+001 1.7446566E+002 5.8757490E+002
9.7608546E+004 7.4826025E+001 1.6965810E+002 5.4720013E+001
9.7838609E+004 3.8595123E+001 1.4235538E+002 2.3006303E+002
9.8346837E+004 2.6568333E+001 1.0582730E+002 5.0822813E+002
1.0000000E+005 1.5991626E+001 1.5991626E+001 1.6531630E+003
