# Guillet et al. (2018) Model D model SED (this work), Mathis ISRF U =  1.00
# solver = heuristic
# columns: lambda[um]  lamI_total/NH  lamI_PAH0_MC10/NH  lamI_amCBE_0.3333x/NH  lamI_aSil2001BE6pctG_0.4x/NH
#          [erg s^-1 cm^-2 sr^-1 H^-1]
  4.707600E+00  4.05456486E-027  4.05456429E-027  5.72985099E-034  3.94219900E-042
  4.732600E+00  4.10554910E-027  4.10554845E-027  6.44825806E-034  4.78945742E-042
  4.757700E+00  4.15990417E-027  4.15990344E-027  7.25020991E-034  5.81240367E-042
  4.783000E+00  4.21782603E-027  4.21782522E-027  8.14893678E-034  7.05104410E-042
  4.808400E+00  4.27978541E-027  4.27978450E-027  9.15111204E-034  8.54456967E-042
  4.834000E+00  4.34665262E-027  4.34665159E-027  1.02724509E-033  1.03500512E-041
  4.859700E+00  4.41889772E-027  4.41889657E-027  1.15214493E-033  1.25226716E-041
  4.885500E+00  4.49763732E-027  4.49763603E-027  1.29111414E-033  1.51334680E-041
  4.911500E+00  4.58464073E-027  4.58463929E-027  1.44622175E-033  1.82808781E-041
  4.937600E+00  4.68135114E-027  4.68134952E-027  1.61865419E-033  2.20569851E-041
  4.963800E+00  4.79043903E-027  4.79043722E-027  1.81030591E-033  2.65829537E-041
  4.990200E+00  4.91549544E-027  4.91549342E-027  2.02436481E-033  3.20280532E-041
  5.016700E+00  5.06139187E-027  5.06138960E-027  2.26186668E-033  3.85431164E-041
  5.043400E+00  5.23570134E-027  5.23569881E-027  2.52620246E-033  4.63643079E-041
  5.070200E+00  5.45029507E-027  5.45029225E-027  2.81903677E-033  5.57056175E-041
  5.097100E+00  5.72252862E-027  5.72252548E-027  3.14316711E-033  6.68565495E-041
  5.124200E+00  6.07996733E-027  6.07996383E-027  3.50321623E-033  8.01971932E-041
  5.151500E+00  6.56359951E-027  6.56359560E-027  3.90274093E-033  9.61566013E-041
  5.178800E+00  7.22622930E-027  7.22622496E-027  4.34251772E-033  1.15078004E-040
  5.206400E+00  8.10576593E-027  8.10576109E-027  4.83166203E-033  1.37748849E-040
  5.234000E+00  9.10975516E-027  9.10974979E-027  5.36939157E-033  1.64588301E-040
  5.261800E+00  9.85021454E-027  9.85020858E-027  5.96446019E-033  1.96554143E-040
  5.289800E+00  9.87259682E-027  9.87259019E-027  6.62242464E-033  2.34615725E-040
  5.317900E+00  9.30775554E-027  9.30774820E-027  7.34713180E-033  2.79710512E-040
  5.346200E+00  8.65917376E-027  8.65916561E-027  8.14761249E-033  3.33308785E-040
  5.374600E+00  8.20102283E-027  8.20101380E-027  9.02789566E-033  3.96699740E-040
  5.403200E+00  7.97068522E-027  7.97067523E-027  9.99891817E-033  4.71909296E-040
  5.431900E+00  7.93494531E-027  7.93493421E-027  1.10939477E-032  5.61237937E-040
  5.460800E+00  8.06504993E-027  8.06503762E-027  1.23090293E-032  6.67229305E-040
  5.489800E+00  8.35238220E-027  8.35236855E-027  1.36460933E-032  7.92275217E-040
  5.519000E+00  8.81314839E-027  8.81313326E-027  1.51217029E-032  9.40325663E-040
  5.548300E+00  9.49068294E-027  9.49066620E-027  1.67438967E-032  1.11471434E-039
  5.577800E+00  1.04579971E-026  1.04579786E-026  1.85323546E-032  1.32072398E-039
  5.607400E+00  1.18056646E-026  1.18056441E-026  2.04954847E-032  1.56298285E-039
  5.637200E+00  1.35632913E-026  1.35632686E-026  2.26570517E-032  1.84869355E-039
  5.667200E+00  1.54494936E-026  1.54494686E-026  2.50353200E-032  2.18540399E-039
  5.697300E+00  1.66646620E-026  1.66646343E-026  2.76421480E-032  2.58038453E-039
  5.727600E+00  1.65553106E-026  1.65552801E-026  3.05065445E-032  3.04514589E-039
  5.758000E+00  1.55818086E-026  1.55817749E-026  3.36422229E-032  3.58924399E-039
  5.788600E+00  1.46236661E-026  1.46236290E-026  3.70847005E-032  4.22839346E-039
  5.819400E+00  1.41009491E-026  1.41009083E-026  4.08593356E-032  4.97786779E-039
  5.850300E+00  1.40728017E-026  1.40727567E-026  4.49860072E-032  5.85390779E-039
  5.881400E+00  1.45101394E-026  1.45100899E-026  4.95067646E-032  6.87954628E-039
  5.912700E+00  1.54098294E-026  1.54097749E-026  5.44811301E-032  8.08125009E-039
  5.944100E+00  1.68295162E-026  1.68294562E-026  5.99439571E-032  9.48295720E-039
  5.975700E+00  1.89111496E-026  1.89110837E-026  6.59242609E-032  1.11209683E-038
  6.007400E+00  2.19132856E-026  2.19132131E-026  7.24438392E-032  1.30263125E-038
  6.039400E+00  2.62862751E-026  2.62861955E-026  7.95957884E-032  1.52552888E-038
  6.071500E+00  3.27851705E-026  3.27850831E-026  8.73873375E-032  1.78453509E-038
  6.103700E+00  4.26118636E-026  4.26117677E-026  9.58694249E-032  2.08503608E-038
  6.136200E+00  5.72955673E-026  5.72954622E-026  1.05156924E-031  2.43563691E-038
  6.168800E+00  7.70063814E-026  7.70062662E-026  1.15254031E-031  2.84181113E-038
  6.201600E+00  9.51606419E-026  9.51605157E-026  1.26262484E-031  3.31241935E-038
  6.234500E+00  9.75109420E-026  9.75108037E-026  1.38219665E-031  3.85649257E-038
  6.267700E+00  8.23654067E-026  8.23652555E-026  1.51281779E-031  4.48687143E-038
  6.301000E+00  6.35526710E-026  6.35525056E-026  1.65455145E-031  5.21393770E-038
  6.334500E+00  4.91496923E-026  4.91495114E-026  1.80867206E-031  6.05334747E-038
  6.368100E+00  3.96867190E-026  3.96865215E-026  1.97576347E-031  7.01927563E-038
  6.402000E+00  3.37813996E-026  3.37811838E-026  2.15780545E-031  8.13554740E-038
  6.436000E+00  3.02224233E-026  3.02221878E-026  2.35465445E-031  9.41644748E-038
  6.470200E+00  2.82287192E-026  2.82284627E-026  2.56413910E-031  1.08848746E-037
  6.504600E+00  2.73139745E-026  2.73136954E-026  2.79085962E-031  1.25710275E-037
  6.539200E+00  2.71624372E-026  2.71621336E-026  3.03638698E-031  1.45071126E-037
  6.573900E+00  2.75300468E-026  2.75297167E-026  3.30111208E-031  1.67193514E-037
  6.608900E+00  2.81879349E-026  2.81875761E-026  3.58811777E-031  1.92623246E-037
  6.644000E+00  2.88961072E-026  2.88957175E-026  3.89725651E-031  2.21633923E-037
  6.679300E+00  2.94306362E-026  2.94302131E-026  4.23119330E-031  2.54825850E-037
  6.714800E+00  2.96552892E-026  2.96548301E-026  4.59170039E-031  2.92674652E-037
  6.750500E+00  2.95683778E-026  2.95678798E-026  4.98042073E-031  3.35888299E-037
  6.786400E+00  2.92865335E-026  2.92859935E-026  5.39966109E-031  3.85211549E-037
  6.822400E+00  2.89806516E-026  2.89800665E-026  5.85026405E-031  4.41297359E-037
  6.858700E+00  2.88018457E-026  2.88012120E-026  6.33695316E-031  5.05399318E-037
  6.895100E+00  2.88535813E-026  2.88528954E-026  6.85933421E-031  5.78175222E-037
  6.931800E+00  2.91954664E-026  2.91947242E-026  7.42296026E-031  6.61326263E-037
  6.968600E+00  2.98530830E-026  2.98522802E-026  8.02782415E-031  7.55832880E-037
  7.005700E+00  3.08411825E-026  3.08403145E-026  8.67955406E-031  8.63795141E-037
  7.042900E+00  3.21640428E-026  3.21631047E-026  9.38092101E-031  9.87284348E-037
  7.080300E+00  3.38314727E-026  3.38304591E-026  1.01361352E-030  1.12764638E-036
  7.118000E+00  3.58546611E-026  3.58535662E-026  1.09489350E-030  1.28867571E-036
  7.155800E+00  3.82488324E-026  3.82476506E-026  1.18189063E-030  1.47112648E-036
  7.193800E+00  4.10463704E-026  4.10450952E-026  1.27520653E-030  1.68616743E-036
  7.232000E+00  4.42918099E-026  4.42904346E-026  1.37525111E-030  1.93288544E-036
  7.270500E+00  4.80642714E-026  4.80627886E-026  1.48275299E-030  2.22104732E-036
  7.309100E+00  5.24902126E-026  5.24886151E-026  1.59753414E-030  2.55293403E-036
  7.348000E+00  5.77729348E-026  5.77712140E-026  1.72080555E-030  2.94583443E-036
  7.387000E+00  6.42073115E-026  6.42054592E-026  1.85229524E-030  3.40975937E-036
  7.426300E+00  7.21729899E-026  7.21709966E-026  1.99330148E-030  3.95999369E-036
  7.465700E+00  8.19859914E-026  8.19838478E-026  2.14363159E-030  4.62690832E-036
  7.505400E+00  9.34630059E-026  9.34607012E-026  2.30467099E-030  5.41693193E-036
  7.545300E+00  1.05140734E-025  1.05138258E-025  2.47657684E-030  6.39955244E-036
  7.585400E+00  1.14008441E-025  1.14005781E-025  2.66016653E-030  7.56119217E-036
  7.625700E+00  1.17531585E-025  1.17528729E-025  2.85595114E-030  9.03366275E-036
  7.666300E+00  1.16566761E-025  1.16563699E-025  3.06280417E-030  1.08016216E-035
  7.707000E+00  1.14421625E-025  1.14418348E-025  3.27664990E-030  1.29760856E-035
  7.748000E+00  1.13403298E-025  1.13399793E-025  3.50434503E-030  1.56199569E-035
  7.789100E+00  1.13296940E-025  1.13293194E-025  3.74567452E-030  1.88673413E-035
  7.830500E+00  1.12063415E-025  1.12059412E-025  4.00241756E-030  2.28544847E-035
  7.872200E+00  1.07625199E-025  1.07620923E-025  4.27542974E-030  2.77210379E-035
  7.914000E+00  9.96650355E-026  9.96604710E-026  4.56441756E-030  3.36372494E-035
  7.956100E+00  8.97306766E-026  8.97258051E-026  4.87144854E-030  4.08321450E-035
  7.998300E+00  7.97958789E-026  7.97906829E-026  5.19596792E-030  4.95099198E-035
  8.040900E+00  7.11658708E-026  7.11603294E-026  5.54129539E-030  6.00717788E-035
  8.083600E+00  6.43516499E-026  6.43457435E-026  5.90624849E-030  7.26719730E-035
  8.126500E+00  5.94006661E-026  5.93943738E-026  6.29223921E-030  8.78949668E-035
  8.169700E+00  5.61682581E-026  5.61615564E-026  6.70161999E-030  1.05818465E-034
  8.213200E+00  5.44329251E-026  5.44257896E-026  7.13536823E-030  1.27382790E-034
  8.256800E+00  5.39083265E-026  5.39007333E-026  7.59301640E-030  1.51869054E-034
  8.300700E+00  5.42693477E-026  5.42612704E-026  8.07713812E-030  1.80628978E-034
  8.344800E+00  5.53102131E-026  5.53016241E-026  8.58874833E-030  2.12835278E-034
  8.389200E+00  5.72190904E-026  5.72099690E-026  9.12115625E-030  2.49363691E-034
  8.433700E+00  6.06090029E-026  6.05993226E-026  9.67994571E-030  2.90586128E-034
  8.478600E+00  6.61097003E-026  6.60994285E-026  1.02714932E-029  3.36813519E-034
  8.523600E+00  7.34622419E-026  7.34513487E-026  1.08928333E-029  3.89714389E-034
  8.568900E+00  8.02559015E-026  8.02443527E-026  1.15483157E-029  4.49891189E-034
  8.614500E+00  8.20205008E-026  8.20082606E-026  1.22397069E-029  5.19260625E-034
  8.660300E+00  7.64448521E-026  7.64318847E-026  1.29667377E-029  5.99791933E-034
  8.706300E+00  6.64175056E-026  6.64037739E-026  1.37310444E-029  6.92391920E-034
  8.752600E+00  5.61540906E-026  5.61395536E-026  1.45361257E-029  8.00842747E-034
  8.799100E+00  4.76889219E-026  4.76735391E-026  1.53818000E-029  9.25881468E-034
  8.845800E+00  4.12714358E-026  4.12551651E-026  1.62696081E-029  1.07060545E-033
  8.892800E+00  3.65230691E-026  3.65058636E-026  1.72043176E-029  1.23771992E-033
  8.940100E+00  3.30042207E-026  3.29860325E-026  1.81867350E-029  1.42884896E-033
  8.987600E+00  3.03666869E-026  3.03474683E-026  1.92169686E-029  1.64687777E-033
  9.035400E+00  2.83632016E-026  2.83429002E-026  2.02995146E-029  1.89324676E-033
  9.083400E+00  2.68212362E-026  2.67998000E-026  2.14340639E-029  2.16827126E-033
  9.131700E+00  2.56228341E-026  2.56002157E-026  2.26159337E-029  2.47710485E-033
  9.180200E+00  2.46853234E-026  2.46614802E-026  2.38403888E-029  2.81191490E-033
  9.229000E+00  2.39507210E-026  2.39255945E-026  2.51233403E-029  3.18720666E-033
  9.278100E+00  2.33766700E-026  2.33501993E-026  2.64671438E-029  3.58219632E-033
  9.327400E+00  2.29324570E-026  2.29045808E-026  2.78721254E-029  4.02147301E-033
  9.376900E+00  2.25958900E-026  2.25665478E-026  2.93377303E-029  4.47807945E-033
  9.426800E+00  2.23502257E-026  2.23193445E-026  3.08761610E-029  4.97960707E-033
  9.476900E+00  2.21822242E-026  2.21497376E-026  3.24811014E-029  5.50527847E-033
  9.527200E+00  2.20824017E-026  2.20482405E-026  3.41551153E-029  6.07010829E-033
  9.577900E+00  2.20437649E-026  2.20078480E-026  3.59101329E-029  6.67086157E-033
  9.628800E+00  2.20603670E-026  2.20226219E-026  3.77378147E-029  7.30856531E-033
  9.680000E+00  2.21290791E-026  2.20894230E-026  3.96480840E-029  7.99369272E-033
  9.731400E+00  2.22467757E-026  2.22051314E-026  4.16356245E-029  8.72121677E-033
  9.783100E+00  2.24122097E-026  2.23684888E-026  4.37113691E-029  9.50970959E-033
  9.835100E+00  2.26251919E-026  2.25793047E-026  4.58768500E-029  1.03642319E-032
  9.887400E+00  2.28860325E-026  2.28378867E-026  4.81344942E-029  1.12898266E-032
  9.939900E+00  2.31963188E-026  2.31458062E-026  5.05003512E-029  1.22969414E-032
  9.992800E+00  2.35598533E-026  2.35067238E-026  5.31161594E-029  1.33895995E-032
  1.004600E+01  2.39791381E-026  2.39232709E-026  5.58526661E-029  1.45903254E-032
  1.009900E+01  2.44590320E-026  2.44003317E-026  5.86843711E-029  1.58799988E-032
  1.015300E+01  2.50096595E-026  2.49479575E-026  6.16846475E-029  1.72962626E-032
  1.020700E+01  2.56380279E-026  2.55732104E-026  6.47986716E-029  1.88202032E-032
  1.026100E+01  2.63570709E-026  2.62890154E-026  6.80350448E-029  2.04344284E-032
  1.031600E+01  2.71869437E-026  2.71154649E-026  7.14566372E-029  2.21743858E-032
  1.037100E+01  2.81491406E-026  2.80741082E-026  7.50083652E-029  2.39993334E-032
  1.042600E+01  2.92774921E-026  2.91987732E-026  7.86930456E-029  2.58738621E-032
  1.048100E+01  3.06243553E-026  3.05418130E-026  8.25144237E-029  2.78456284E-032
  1.053700E+01  3.22752658E-026  3.21886838E-026  8.65521269E-029  2.98580676E-032
  1.059300E+01  3.43523541E-026  3.42615884E-026  9.07337249E-029  3.19886270E-032
  1.064900E+01  3.69172029E-026  3.68220969E-026  9.50718688E-029  3.41514638E-032
  1.070600E+01  3.96513522E-026  3.95516708E-026  9.96449017E-029  3.64721437E-032
  1.076300E+01  4.27012790E-026  4.25968568E-026  1.04383206E-028  3.89437196E-032
  1.082000E+01  4.68617003E-026  4.67523701E-026  1.09288663E-028  4.15510964E-032
  1.087700E+01  5.27078480E-026  5.25933762E-026  1.14427472E-028  4.43381181E-032
  1.093500E+01  6.10602344E-026  6.09403159E-026  1.19871113E-028  4.73497293E-032
  1.099300E+01  7.35039360E-026  7.33783755E-026  1.25510038E-028  5.05327092E-032
  1.105200E+01  9.33918786E-026  9.32603702E-026  1.31454369E-028  5.39512960E-032
  1.111000E+01  1.28882715E-025  1.28745163E-025  1.37493937E-028  5.74712460E-032
  1.116900E+01  2.02106036E-025  2.01962120E-025  1.43854799E-028  6.11822345E-032
  1.122900E+01  3.04240871E-025  3.04090255E-025  1.50551267E-028  6.51474344E-032
  1.128800E+01  2.71989556E-025  2.71832133E-025  1.57353890E-028  6.92391866E-032
  1.134800E+01  2.31542632E-025  2.31378049E-025  1.64510091E-028  7.36044936E-032
  1.140900E+01  1.92627146E-025  1.92455031E-025  1.72036789E-028  7.82907585E-032
  1.146900E+01  1.54290517E-025  1.54110756E-025  1.79678532E-028  8.31284212E-032
  1.153000E+01  1.25684970E-025  1.25497171E-025  1.87710214E-028  8.83381102E-032
  1.159200E+01  1.07771805E-025  1.07575563E-025  1.96148894E-028  9.39063338E-032
  1.165300E+01  9.82035352E-026  9.79987240E-026  2.04711622E-028  9.95956615E-032
  1.171500E+01  9.48645820E-026  9.46507743E-026  2.13702082E-028  1.05607480E-031
  1.177700E+01  9.63043218E-026  9.60812239E-026  2.22986023E-028  1.11794895E-031
  1.184000E+01  1.01260850E-025  1.01027954E-025  2.32776978E-028  1.18218004E-031
  1.190300E+01  1.07781561E-025  1.07538420E-025  2.43016118E-028  1.24872051E-031
  1.196600E+01  1.12904009E-025  1.12650302E-025  2.53575668E-028  1.31664660E-031
  1.203000E+01  1.14166617E-025  1.13901811E-025  2.64667306E-028  1.38818072E-031
  1.209400E+01  1.12005965E-025  1.11729723E-025  2.76095286E-028  1.46092245E-031
  1.215800E+01  1.09385114E-025  1.09097056E-025  2.87903870E-028  1.53635834E-031
  1.222300E+01  1.09259875E-025  1.08959448E-025  3.00265685E-028  1.61898682E-031
  1.228800E+01  1.13463272E-025  1.13150077E-025  3.13024781E-028  1.70495842E-031
  1.235300E+01  1.23040253E-025  1.22713908E-025  3.26164854E-028  1.79430109E-031
  1.241900E+01  1.38391775E-025  1.38051660E-025  3.39925396E-028  1.88834436E-031
  1.248500E+01  1.58283754E-025  1.57929458E-025  3.54096754E-028  1.98468386E-031
  1.255100E+01  1.78079914E-025  1.77710979E-025  3.68727029E-028  2.08343072E-031
  1.261800E+01  1.90745396E-025  1.90361187E-025  3.83990817E-028  2.18628058E-031
  1.268500E+01  1.89853303E-025  1.89453333E-025  3.99741223E-028  2.29117591E-031
  1.275200E+01  1.64761335E-025  1.64345148E-025  4.15946391E-028  2.39913255E-031
  1.282000E+01  1.37169636E-025  1.36736525E-025  4.32859272E-028  2.51135139E-031
  1.288800E+01  1.15950428E-025  1.15499864E-025  4.50301829E-028  2.62748955E-031
  1.295600E+01  1.00484506E-025  1.00017285E-025  4.66946075E-028  2.75079371E-031
  1.302500E+01  8.96569192E-026  8.91725491E-026  4.84082097E-028  2.87969842E-031
  1.309500E+01  8.24538160E-026  8.19515831E-026  5.01931207E-028  3.01690484E-031
  1.316400E+01  7.81463634E-026  7.76261374E-026  5.19910371E-028  3.15675884E-031
  1.323400E+01  7.62686487E-026  7.57296926E-026  5.38625916E-028  3.30173637E-031
  1.330400E+01  7.63885582E-026  7.58304598E-026  5.57753414E-028  3.45025910E-031
  1.337500E+01  7.76608285E-026  7.70828097E-026  5.77658113E-028  3.60686911E-031
  1.344600E+01  7.83779509E-026  7.77795910E-026  5.97982956E-028  3.76907014E-031
  1.351800E+01  7.67045043E-026  7.60850281E-026  6.19082206E-028  3.93965463E-031
  1.359000E+01  7.25604674E-026  7.19193445E-026  6.40711199E-028  4.11765766E-031
  1.366200E+01  6.75767822E-026  6.69135626E-026  6.62789288E-028  4.30377021E-031
  1.373400E+01  6.31735742E-026  6.24877341E-026  6.85389472E-028  4.50659194E-031
  1.380700E+01  5.98741882E-026  5.91648898E-026  7.08826413E-028  4.72048924E-031
  1.388100E+01  5.77190551E-026  5.69854731E-026  7.33084813E-028  4.97142567E-031
  1.395500E+01  5.66827185E-026  5.59243332E-026  7.57862032E-028  5.23263121E-031
  1.402900E+01  5.68333196E-026  5.60495374E-026  7.83228941E-028  5.53272837E-031
  1.410300E+01  5.80718219E-026  5.72615038E-026  8.09732988E-028  5.85108963E-031
  1.417800E+01  5.89551838E-026  5.81165475E-026  8.38014468E-028  6.21813395E-031
  1.425400E+01  5.73097385E-026  5.64417680E-026  8.67308205E-028  6.62250417E-031
  1.432900E+01  5.43593577E-026  5.34617536E-026  8.96897746E-028  7.06311023E-031
  1.440500E+01  5.20071213E-026  5.10788545E-026  9.27511442E-028  7.55330247E-031
  1.448200E+01  5.04779354E-026  4.95178242E-026  9.59302181E-028  8.09038098E-031
  1.455900E+01  4.95068168E-026  4.85141680E-026  9.91780650E-028  8.68151100E-031
  1.463600E+01  4.88773159E-026  4.78513906E-026  1.02499388E-027  9.31453249E-031
  1.471400E+01  4.84657830E-026  4.74053723E-026  1.05940845E-027  1.00224342E-030
  1.479200E+01  4.81982805E-026  4.71026977E-026  1.09450514E-027  1.07768359E-030
  1.487100E+01  4.80330513E-026  4.69009695E-026  1.13092248E-027  1.15938153E-030
  1.495000E+01  4.79443245E-026  4.67750018E-026  1.16807626E-027  1.24650645E-030
  1.502900E+01  4.79145876E-026  4.67072101E-026  1.20603809E-027  1.33941442E-030
  1.510900E+01  4.79387132E-026  4.66919620E-026  1.24531162E-027  1.43962621E-030
  1.519000E+01  4.80096992E-026  4.67223020E-026  1.28584849E-027  1.54872122E-030
  1.527000E+01  4.81229454E-026  4.67944590E-026  1.32682224E-027  1.66409052E-030
  1.535200E+01  4.82884626E-026  4.69170141E-026  1.36965789E-027  1.79066561E-030
  1.543300E+01  4.85053668E-026  4.70900309E-026  1.41341146E-027  1.92443051E-030
  1.551500E+01  4.87905315E-026  4.73298314E-026  1.45863112E-027  2.06896759E-030
  1.559800E+01  4.91711827E-026  4.76635905E-026  1.50536679E-027  2.22542494E-030
  1.568100E+01  4.96912052E-026  4.81357647E-026  1.55304808E-027  2.39238125E-030
  1.576400E+01  5.04309808E-026  4.88267161E-026  1.60169424E-027  2.57046746E-030
  1.584800E+01  5.14119024E-026  4.97571858E-026  1.65195399E-027  2.76258258E-030
  1.593200E+01  5.22339643E-026  5.05278192E-026  1.70317858E-027  2.96658195E-030
  1.601700E+01  5.28614508E-026  5.11021954E-026  1.75606920E-027  3.18621440E-030
  1.610200E+01  5.39812715E-026  5.21678727E-026  1.80997931E-027  3.41940455E-030
  1.618700E+01  5.60970264E-026  5.42283863E-026  1.86497323E-027  3.66691129E-030
  1.627300E+01  6.02207144E-026  5.82950952E-026  1.92168591E-027  3.93330301E-030
  1.636000E+01  6.89541593E-026  6.69698009E-026  1.98013885E-027  4.21957000E-030
  1.644700E+01  7.93996461E-026  7.73554420E-026  2.03968103E-027  4.52311127E-030
  1.653400E+01  7.32163231E-026  7.11110927E-026  2.10038625E-027  4.84417967E-030
  1.662200E+01  6.74061674E-026  6.52380598E-026  2.16291977E-027  5.18779845E-030
  1.671000E+01  6.63980470E-026  6.41659076E-026  2.22659051E-027  5.54888156E-030
  1.679900E+01  6.73183215E-026  6.50202051E-026  2.29218164E-027  5.93470479E-030
  1.688800E+01  6.87081473E-026  6.63428445E-026  2.35896641E-027  6.33633988E-030
  1.697800E+01  6.97351098E-026  6.73006230E-026  2.42772120E-027  6.76559001E-030
  1.706800E+01  6.99261328E-026  6.74212422E-026  2.49767761E-027  7.21291260E-030
  1.715900E+01  6.93127764E-026  6.67353824E-026  2.56970380E-027  7.69025496E-030
  1.725000E+01  6.87201913E-026  6.60690540E-026  2.64294515E-027  8.19214172E-030
  1.734200E+01  6.94847197E-026  6.67577250E-026  2.71826865E-027  8.72607693E-030
  1.743400E+01  6.59772596E-026  6.31730894E-026  2.79488705E-027  9.28309971E-030
  1.752700E+01  6.08537901E-026  5.79702411E-026  2.87367696E-027  9.87200994E-030
  1.762000E+01  5.79069988E-026  5.49427303E-026  2.95378340E-027  1.04850793E-029
  1.771400E+01  5.62730704E-026  5.32258363E-026  3.03610659E-027  1.11275543E-029
  1.780800E+01  5.57136168E-026  5.25820829E-026  3.11973766E-027  1.17962617E-029
  1.790200E+01  5.46486174E-026  5.14312980E-026  3.20483708E-027  1.24823128E-029
  1.799800E+01  5.22765454E-026  4.89703061E-026  3.29302512E-027  1.32142701E-029
  1.809300E+01  5.04906661E-026  4.70949519E-026  3.38175771E-027  1.39564999E-029
  1.818900E+01  4.93011468E-026  4.58135776E-026  3.47282928E-027  1.47398521E-029
  1.828600E+01  4.84290729E-026  4.48474792E-026  3.56604072E-027  1.55529548E-029
  1.838300E+01  4.77399843E-026  4.40635329E-026  3.66005203E-027  1.63993765E-029
  1.848100E+01  4.71709634E-026  4.33972059E-026  3.75648537E-027  1.72722194E-029
  1.857900E+01  4.66838205E-026  4.28113235E-026  3.85432304E-027  1.81739868E-029
  1.867800E+01  4.62546733E-026  4.22809001E-026  3.95466815E-027  1.91051131E-029
  1.877700E+01  4.58646288E-026  4.17880599E-026  4.05650988E-027  2.00589939E-029
  1.887700E+01  4.55017041E-026  4.13197979E-026  4.16086336E-027  2.10428698E-029
  1.897700E+01  4.51538210E-026  4.08651545E-026  4.26662880E-027  2.20377231E-029
  1.907800E+01  4.48181758E-026  4.04200500E-026  4.37505625E-027  2.30695400E-029
  1.918000E+01  4.44925857E-026  3.99823439E-026  4.48612086E-027  2.41209318E-029
  1.928100E+01  4.41735783E-026  3.95508207E-026  4.59756424E-027  2.51933760E-029
  1.938400E+01  4.38688770E-026  3.91297214E-026  4.71286597E-027  2.62896032E-029
  1.948700E+01  4.35761200E-026  3.87190439E-026  4.82965751E-027  2.74185953E-029
  1.959100E+01  4.32989226E-026  3.83211962E-026  4.94916700E-027  2.85594481E-029
  1.969500E+01  4.30354313E-026  3.79353515E-026  5.07035212E-027  2.97276528E-029
  1.979900E+01  4.27863947E-026  3.75624442E-026  5.19304815E-027  3.09023532E-029
  1.990500E+01  4.25554348E-026  3.72035411E-026  5.31977181E-027  3.21218978E-029
  2.001000E+01  4.23395344E-026  3.68559555E-026  5.45023731E-027  3.33416004E-029
  2.011700E+01  4.21415198E-026  3.65212693E-026  5.58565289E-027  3.45976207E-029
  2.022400E+01  4.19563778E-026  3.61977332E-026  5.72276321E-027  3.58813762E-029
  2.033100E+01  4.17822428E-026  3.58832627E-026  5.86178854E-027  3.71915996E-029
  2.043900E+01  4.16212200E-026  3.55786443E-026  6.00401941E-027  3.85562993E-029
  2.054800E+01  4.14721951E-026  3.52827767E-026  6.14940569E-027  4.00126838E-029
  2.065700E+01  4.13326464E-026  3.49945364E-026  6.29660334E-027  4.15066901E-029
  2.076700E+01  4.12038099E-026  3.47137119E-026  6.44704026E-027  4.30576462E-029
  2.087700E+01  4.10822081E-026  3.44381426E-026  6.59941954E-027  4.46459560E-029
  2.098800E+01  4.09712691E-026  3.41699293E-026  6.75507955E-027  4.62602330E-029
  2.110000E+01  4.08696614E-026  3.39076785E-026  6.91405920E-027  4.79237693E-029
  2.121200E+01  4.07752332E-026  3.36506075E-026  7.07501275E-027  4.96129382E-029
  2.132400E+01  4.06888580E-026  3.33996578E-026  7.23786659E-027  5.13336638E-029
  2.143800E+01  4.06123279E-026  3.31535453E-026  7.40563253E-027  5.31500544E-029
  2.155200E+01  4.05432228E-026  3.29128524E-026  7.57533671E-027  5.50337187E-029
  2.166600E+01  4.04810562E-026  3.26769937E-026  7.74709438E-027  5.69681113E-029
  2.178100E+01  4.04269638E-026  3.24459324E-026  7.92204741E-027  5.89839204E-029
  2.189700E+01  4.03806104E-026  3.22193742E-026  8.10017830E-027  6.10578409E-029
  2.201400E+01  4.03411932E-026  3.19961619E-026  8.28184911E-027  6.31822447E-029
  2.213100E+01  4.03075692E-026  3.17767104E-026  8.46550549E-027  6.53532895E-029
  2.224800E+01  4.02795072E-026  3.15608113E-026  8.65123590E-027  6.74599303E-029
  2.236600E+01  4.02591142E-026  3.13490109E-026  8.84048042E-027  6.96229327E-029
  2.248500E+01  4.02463700E-026  3.11411755E-026  9.03335810E-027  7.18363680E-029
  2.260500E+01  4.02414557E-026  3.09373855E-026  9.22996342E-027  7.41068550E-029
  2.272500E+01  4.02422565E-026  3.07372098E-026  9.42859081E-027  7.64558888E-029
  2.284600E+01  4.02502880E-026  3.05405107E-026  9.63088701E-027  7.88902172E-029
  2.296700E+01  4.02641219E-026  3.03473591E-026  9.83535005E-027  8.14127914E-029
  2.308900E+01  4.02850837E-026  3.01577221E-026  1.00433047E-026  8.40568750E-029
  2.321200E+01  4.03128441E-026  2.99709362E-026  1.02551265E-026  8.67814161E-029
  2.333500E+01  4.03444002E-026  2.97857913E-026  1.04690349E-026  8.95739780E-029
  2.345900E+01  4.03824171E-026  2.96032351E-026  1.06867442E-026  9.24377782E-029
  2.358400E+01  4.04269900E-026  2.94233529E-026  1.09083103E-026  9.53268170E-029
  2.370900E+01  4.04762576E-026  2.92466196E-026  1.11313651E-026  9.82729226E-029
  2.383500E+01  4.05272640E-026  2.90728408E-026  1.13531293E-026  1.01293941E-028
