# Guillet et al. (2018) Model D model SED (this work), Mathis ISRF U =  1.00
# solver = heuristic
# columns: lambda[um]  lamI_total/NH  lamI_PAH0_MC10/NH  lamI_amCBE_0.3333x/NH  lamI_aSil2001BE6pctG_0.4x/NH
#          [erg s^-1 cm^-2 sr^-1 H^-1]
  2.396200E+01  4.05845388E-026  2.89015329E-026  1.15786121E-026  1.04393726E-028
  2.408900E+01  4.06460746E-026  2.87327574E-026  1.18057452E-026  1.07572056E-028
  2.421700E+01  4.07141670E-026  2.85666414E-026  1.20366816E-026  1.10843916E-028
  2.434600E+01  4.07884067E-026  2.84029639E-026  1.22712316E-026  1.14211161E-028
  2.447600E+01  4.08687967E-026  2.82417287E-026  1.25094037E-026  1.17664351E-028
  2.460600E+01  4.09517527E-026  2.80811753E-026  1.27493967E-026  1.21180745E-028
  2.473600E+01  4.10375307E-026  2.79214917E-026  1.29912838E-026  1.24755293E-028
  2.486800E+01  4.11300202E-026  2.77630316E-026  1.32385560E-026  1.28432593E-028
  2.500000E+01  4.12260609E-026  2.76062921E-026  1.34876346E-026  1.32134188E-028
  2.659600E+01  4.26778696E-026  2.58647455E-026  1.66318291E-026  1.81294941E-028
  2.829500E+01  4.46072073E-026  2.41590094E-026  2.02043749E-026  2.43823038E-028
  3.010100E+01  4.68744693E-026  2.23783486E-026  2.41743769E-026  3.21743813E-028
  3.202300E+01  4.94405217E-026  2.04905059E-026  2.85340017E-026  4.16014062E-028
  3.406800E+01  5.23859222E-026  1.85363576E-026  3.33184436E-026  5.31120963E-028
  3.624300E+01  5.59695964E-026  1.65959173E-026  3.87008693E-026  6.72809830E-028
  3.855700E+01  6.00332535E-026  1.47510077E-026  4.44370627E-026  8.45183106E-028
  4.101900E+01  6.47454890E-026  1.30653771E-026  5.06242216E-026  1.05589019E-027
  4.363800E+01  7.02307317E-026  1.15781566E-026  5.73296723E-026  1.32290283E-027
  4.642500E+01  7.63840055E-026  1.03088838E-026  6.43936312E-026  1.68149054E-027
  4.938900E+01  8.34374926E-026  9.25969551E-027  7.19858003E-026  2.19199674E-027
  5.254300E+01  9.15347478E-026  8.41753440E-027  8.01708076E-026  2.94640584E-027
  5.589800E+01  1.00924523E-025  7.75726245E-027  8.90820466E-026  4.08521380E-027
  5.946700E+01  1.11636203E-025  7.23822662E-027  9.86007412E-026  5.79723530E-027
  6.326400E+01  1.23631287E-025  6.80274538E-027  1.08518475E-025  8.31006713E-027
  6.730300E+01  1.36871346E-025  6.37931252E-027  1.18602707E-025  1.18893264E-026
  7.160100E+01  1.52053220E-025  5.89781049E-027  1.29362032E-025  1.67933778E-026
  7.617300E+01  1.68088578E-025  5.31968426E-027  1.39556266E-025  2.32126276E-026
  8.103600E+01  1.85000079E-025  4.65745971E-027  1.49094950E-025  3.12476688E-026
  8.621100E+01  2.03465382E-025  3.96529280E-027  1.58611877E-025  4.08882118E-026
  9.171500E+01  2.21581359E-025  3.30566268E-027  1.66397874E-025  5.18778225E-026
  9.757200E+01  2.39443325E-025  2.72121648E-027  1.72862790E-025  6.38593188E-026
  1.038000E+02  2.56596352E-025  2.22923813E-027  1.78087447E-025  7.62796673E-026
  1.104300E+02  2.70952122E-025  1.82789196E-027  1.80632115E-025  8.84921151E-026
  1.174800E+02  2.83562803E-025  1.50631174E-027  1.82210813E-025  9.98456779E-026
  1.249800E+02  2.92475657E-025  1.25040310E-027  1.81497451E-025  1.09727803E-025
  1.329600E+02  2.92471378E-025  1.04641983E-027  1.74284205E-025  1.17140754E-025
  1.414500E+02  2.90573777E-025  8.81504633E-028  1.67420023E-025  1.22272249E-025
  1.504800E+02  2.84598828E-025  7.46257928E-028  1.59091695E-025  1.24760875E-025
  1.600900E+02  2.73879379E-025  6.35368586E-028  1.48758017E-025  1.24485994E-025
  1.703100E+02  2.58760266E-025  5.44676849E-028  1.36670958E-025  1.21544631E-025
  1.811900E+02  2.41669091E-025  4.69967174E-028  1.24663502E-025  1.16535621E-025
  1.927600E+02  2.22902983E-025  4.07857409E-028  1.12697814E-025  1.09797311E-025
  2.050700E+02  2.01664523E-025  3.55681487E-028  9.98270492E-026  1.01481792E-025
  2.181600E+02  1.80659605E-025  3.11474759E-028  8.79434595E-026  9.24046709E-026
  2.320900E+02  1.60084707E-025  2.73702191E-028  7.68738519E-026  8.29371524E-026
  2.469100E+02  1.40346555E-025  2.41199274E-028  6.66576750E-026  7.34476808E-026
  2.626800E+02  1.21530244E-025  2.13053546E-028  5.71595361E-026  6.41576547E-026
  2.794500E+02  1.04272344E-025  1.88563225E-028  4.86809687E-026  5.54028118E-026
  2.972900E+02  8.87254213E-026  1.67146588E-028  4.12185916E-026  4.73396831E-026
  3.162700E+02  7.50053153E-026  1.48344325E-028  3.47741370E-026  4.00828340E-026
  3.364700E+02  6.25266692E-026  1.31775944E-028  2.88572393E-026  3.35376540E-026
  3.579500E+02  5.15825472E-026  1.17148876E-028  2.36901056E-026  2.77752928E-026
  3.808100E+02  4.21989040E-026  1.04196621E-028  1.93066086E-026  2.27880988E-026
  4.051200E+02  3.49042173E-026  9.27135587E-029  1.61056367E-026  1.87058670E-026
  4.309900E+02  2.86254416E-026  8.25112409E-029  1.33014085E-026  1.52415218E-026
  4.585100E+02  2.32235895E-026  7.34387484E-029  1.08349343E-026  1.23152165E-026
  4.877900E+02  1.86144427E-026  6.53626392E-029  8.69006784E-027  9.85901222E-027
  5.189300E+02  1.48628224E-026  5.81691701E-029  6.95367104E-027  7.85098216E-027
  5.520700E+02  1.18296688E-026  5.17539249E-029  5.55476572E-027  6.22314915E-027
  5.873200E+02  9.40428265E-027  4.60324395E-029  4.44137037E-027  4.91687983E-027
  6.248200E+02  7.46685078E-027  4.09258087E-029  3.55235603E-027  3.87356895E-027
  6.647100E+02  5.90965985E-027  3.63665392E-029  2.83270524E-027  3.04058807E-027
  7.071600E+02  4.66094812E-027  3.22921985E-029  2.25061512E-027  2.37804080E-027
  7.523100E+02  3.65790725E-027  2.86520926E-029  1.77725662E-027  1.85199853E-027
  8.003500E+02  2.85645583E-027  2.53972709E-029  1.39490260E-027  1.43615596E-027
  8.514500E+02  2.22138992E-027  2.24872366E-029  1.08941592E-027  1.10948676E-027
  9.058200E+02  1.73234073E-027  1.98849918E-029  8.55587312E-028  8.56868430E-028
  9.636600E+02  1.34465623E-027  1.75582198E-029  6.67870186E-028  6.59227825E-028
  1.025200E+03  1.04169077E-027  1.54784651E-029  5.20269581E-028  5.05942721E-028
  1.090600E+03  8.05792412E-028  1.36223669E-029  4.04629041E-028  3.87541004E-028
  1.160300E+03  6.22048772E-028  1.19631356E-029  3.13992953E-028  2.96092684E-028
  1.234400E+03  4.79616061E-028  1.04854480E-029  2.43296163E-028  2.25834450E-028
  1.313200E+03  3.69369928E-028  9.17070448E-030  1.88243294E-028  1.71955929E-028
  1.397000E+03  2.84178754E-028  8.00309020E-030  1.45447428E-028  1.30728235E-028
  1.486200E+03  2.18393197E-028  6.96747822E-030  1.12209450E-028  9.92162688E-029
  1.581100E+03  1.67696594E-028  6.05141350E-030  8.64536783E-029  7.51915019E-029
  1.682100E+03  1.28667854E-028  5.24301730E-030  6.65232003E-029  5.69016363E-029
  1.789500E+03  9.86793930E-029  4.53208886E-030  5.11346804E-029  4.30126237E-029
  1.903800E+03  7.56415790E-029  3.90812725E-030  3.92602562E-029  3.24731956E-029
  2.025300E+03  5.79772676E-029  3.36261159E-030  3.01197087E-029  2.44949473E-029
  2.154600E+03  4.44263173E-029  2.88653435E-030  2.30831623E-029  1.84566206E-029
  2.292200E+03  3.40381476E-029  2.47226240E-030  1.76734618E-029  1.38924234E-029
  2.438600E+03  2.60803234E-029  2.11287432E-030  1.35199841E-029  1.04474650E-029
  2.594300E+03  1.99886118E-029  1.80208935E-030  1.03354466E-029  7.85107589E-030
  2.759900E+03  1.53255940E-029  1.53403221E-030  7.89569109E-030  5.89587067E-030
  2.936200E+03  1.17532602E-029  1.30320144E-030  6.02661310E-030  4.42344564E-030
  3.123600E+03  9.02058741E-030  1.10521597E-030  4.59802129E-030  3.31735015E-030
  3.323100E+03  6.92667908E-030  9.35552249E-031  3.50533238E-030  2.48579445E-030
  3.535300E+03  5.32325304E-030  7.90635587E-031  2.67091154E-030  1.86170591E-030
  3.761000E+03  4.09489070E-030  6.67098601E-031  2.03416630E-030  1.39362580E-030
  4.001200E+03  3.15282827E-030  5.61950495E-031  1.54828872E-030  1.04258906E-030
  4.256600E+03  2.43049924E-030  4.72693309E-031  1.17808614E-030  7.79719783E-031
  4.528400E+03  1.87573574E-030  3.97011810E-031  8.95911774E-031  5.82812157E-031
  4.817600E+03  1.44941208E-030  3.32964556E-031  6.81019135E-031  4.35428388E-031
  5.125200E+03  1.12157249E-030  2.78869308E-031  5.17495890E-031  3.25207292E-031
  5.452400E+03  8.69170844E-031  2.33252183E-031  3.93111159E-031  2.42807501E-031
  5.800600E+03  6.74525056E-031  1.94826950E-031  2.98492365E-031  1.81205742E-031
  6.171000E+03  5.24295352E-031  1.62522057E-031  2.26580893E-031  1.35192402E-031
  6.565000E+03  4.08191527E-031  1.35405322E-031  1.71948769E-031  1.00837436E-031
  6.984200E+03  3.18306980E-031  1.12669293E-031  1.30448940E-031  7.51887471E-032
  7.430100E+03  2.48632343E-031  9.36390363E-032  9.89413139E-032  5.60519933E-032
  7.904600E+03  1.94519437E-031  7.77271078E-032  7.50205609E-032  4.17717679E-032
  8.409300E+03  1.52442631E-031  6.44462968E-032  5.68720144E-032  3.11243196E-032
  8.946200E+03  1.19667748E-031  5.33762427E-032  4.31053284E-032  2.31861768E-032
  9.517400E+03  9.40917172E-032  4.41591177E-032  3.26638442E-032  1.72687553E-032
  1.012500E+04  7.41042191E-032  3.64972324E-032  2.47475500E-032  1.28594367E-032
  1.077200E+04  5.84434593E-032  3.01300378E-032  1.87416999E-032  9.57172156E-033
  1.145900E+04  4.61853789E-032  2.48597477E-032  1.41982679E-032  7.12736336E-033
  1.219100E+04  3.65413928E-032  2.04875673E-032  1.07499529E-032  5.30387259E-033
  1.297000E+04  2.89534494E-032  1.68702985E-032  8.13714055E-033  3.94601035E-033
  1.379800E+04  2.29801892E-032  1.38839656E-032  6.16007735E-033  2.93614620E-033
  1.467900E+04  1.82653191E-032  1.14184493E-032  4.66253449E-033  2.18433528E-033
  1.561600E+04  1.45396175E-032  9.38579634E-033  3.52887341E-033  1.62494779E-033
  1.661300E+04  1.15899959E-032  7.71093440E-033  2.67044402E-033  1.20861745E-033
  1.767400E+04  9.25086855E-033  6.33170473E-033  2.02039502E-033  8.98768808E-034
  1.880200E+04  7.39493518E-033  5.19779955E-033  1.52872112E-033  6.68414510E-034
  2.000300E+04  5.91821573E-033  4.26497506E-033  1.15630661E-033  4.96934062E-034
  2.128000E+04  4.74299279E-033  3.49884272E-033  8.74675908E-034  3.69474157E-034
  2.263900E+04  3.80561249E-033  2.86944327E-033  6.61513885E-034  2.74655334E-034
  2.408400E+04  3.05744044E-033  2.35291832E-033  5.00339219E-034  2.04182901E-034
  2.562200E+04  2.45883313E-033  1.92871977E-033  3.78351387E-034  1.51761968E-034
  2.725800E+04  1.97954743E-033  1.58065559E-033  2.86096374E-034  1.12795462E-034
  2.899900E+04  1.59508492E-033  1.29496157E-033  2.16302582E-034  8.38207747E-035
  3.085000E+04  1.28656164E-033  1.06071052E-033  1.63554222E-034  6.22969009E-035
  3.282000E+04  1.03839451E-033  8.68456491E-034  1.23646888E-034  4.62911274E-035
  3.491600E+04  8.38614574E-034  7.10749503E-034  9.34697505E-035  3.43953207E-035
  3.714500E+04  6.77670349E-034  5.81451369E-034  7.06611493E-035  2.55578314E-035
  3.951700E+04  5.47785754E-034  4.75386379E-034  5.34109572E-035  1.89884177E-035
  4.204000E+04  4.42932781E-034  3.88452214E-034  4.03726339E-035  1.41079329E-035
  4.472500E+04  3.58176818E-034  3.17183862E-034  3.05127236E-035  1.04802331E-035
  4.758000E+04  2.89677067E-034  2.58827530E-034  2.30632821E-035  7.78625471E-036
  5.061800E+04  2.34247348E-034  2.11032470E-034  1.74307422E-035  5.78413575E-036
  5.385000E+04  1.89390030E-034  1.71920222E-034  1.31731439E-035  4.29666404E-036
  5.728900E+04  1.53078681E-034  1.39932485E-034  9.95474049E-036  3.19145459E-036
  6.094700E+04  1.23691399E-034  1.13798103E-034  7.52273662E-036  2.37055919E-036
  6.483800E+04  9.99125885E-035  9.24668168E-035  5.68492875E-036  1.76084292E-036
  6.897800E+04  8.06695202E-035  7.50658297E-035  4.29583009E-036  1.30786037E-036
  7.338300E+04  6.51047142E-035  6.08874599E-035  3.24591847E-036  9.71335873E-037
  7.806800E+04  5.25245992E-035  4.93504087E-035  2.45274454E-036  7.21445903E-037
  8.305300E+04  4.23582450E-035  3.99691964E-035  1.85324206E-036  5.35806625E-037
  8.835600E+04  3.41498539E-035  3.23516472E-035  1.40027702E-036  3.97929668E-037
  9.399800E+04  2.75248844E-035  2.61713800E-035  1.05798369E-036  2.95520739E-037
  1.000000E+05  2.21815546E-035  2.11627407E-035  7.99345743E-037  2.19468178E-037
