# DH21 astrodust SED for Mathis ISRF, U = 1.585
# Enthalpy stage: S2
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  1.02627143E-056
  9.226000E-02  2.39833141E-056
  9.332000E-02  5.49123668E-056
  9.441000E-02  1.26157576E-055
  9.550000E-02  2.84177894E-055
  9.661000E-02  6.36686445E-055
  9.772000E-02  1.39969571E-054
  9.886000E-02  3.08403746E-054
  1.000000E-01  6.66682630E-054
  1.012000E-01  1.47124537E-053
  1.023000E-01  2.98662821E-053
  1.035000E-01  6.34973404E-053
  1.047000E-01  1.32490155E-052
  1.059000E-01  2.71498733E-052
  1.072000E-01  5.79030749E-052
  1.084000E-01  1.14470959E-051
  1.097000E-01  2.35091880E-051
  1.109000E-01  4.49384698E-051
  1.122000E-01  8.91399833E-051
  1.135000E-01  1.73946852E-050
  1.148000E-01  3.34160215E-050
  1.161000E-01  6.30967842E-050
  1.175000E-01  1.22749060E-049
  1.189000E-01  2.34571287E-049
  1.202000E-01  4.21570619E-049
  1.216000E-01  7.79959072E-049
  1.230000E-01  1.42060351E-048
  1.244000E-01  2.55028982E-048
  1.259000E-01  4.70122442E-048
  1.274000E-01  8.52464298E-048
  1.288000E-01  1.46443422E-047
  1.303000E-01  2.57659463E-047
  1.318000E-01  4.47262035E-047
  1.333000E-01  7.65027838E-047
  1.349000E-01  1.33385867E-046
  1.365000E-01  2.28827257E-046
  1.380000E-01  3.73598818E-046
  1.396000E-01  6.16871378E-046
  1.412000E-01  1.00328234E-045
  1.429000E-01  1.65469442E-045
  1.445000E-01  2.60845780E-045
  1.462000E-01  4.15975424E-045
  1.479000E-01  6.52770999E-045
  1.496000E-01  1.01061459E-044
  1.514000E-01  1.58110449E-044
  1.531000E-01  2.37696366E-044
  1.549000E-01  3.60114397E-044
  1.567000E-01  5.40508642E-044
  1.585000E-01  8.02024303E-044
  1.603000E-01  1.17614396E-043
  1.622000E-01  1.74104012E-043
  1.641000E-01  2.54483876E-043
  1.660000E-01  3.70449676E-043
  1.679000E-01  5.40709521E-043
  1.698000E-01  7.83444552E-043
  1.718000E-01  1.14928310E-042
  1.738000E-01  1.67595144E-042
  1.758000E-01  2.43332644E-042
  1.778000E-01  3.49052208E-042
  1.799000E-01  4.98444915E-042
  1.820000E-01  7.05858816E-042
  1.841000E-01  9.92388276E-042
  1.862000E-01  1.38635408E-041
  1.884000E-01  1.95759857E-041
  1.905000E-01  2.71045334E-041
  1.928000E-01  3.96097321E-041
  1.950000E-01  5.69126743E-041
  1.972000E-01  8.15404524E-041
  1.995000E-01  1.18438288E-040
  2.018000E-01  1.71601290E-040
  2.042000E-01  2.51969376E-040
  2.065000E-01  3.63158969E-040
  2.089000E-01  5.18915784E-040
  2.113000E-01  7.34783152E-040
  2.138000E-01  1.04705860E-039
  2.163000E-01  1.47999029E-039
  2.188000E-01  2.07567122E-039
  2.213000E-01  2.88922679E-039
  2.239000E-01  4.04432764E-039
  2.265000E-01  5.61827994E-039
  2.291000E-01  7.74945199E-039
