# DH21 astrodust SED for Mathis ISRF, U = 1.995
# Enthalpy stage: S1
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  9.94160730E-055
  9.226000E-02  2.20258454E-054
  9.332000E-02  4.78688649E-054
  9.441000E-02  1.04363707E-053
  9.550000E-02  2.23358781E-053
  9.661000E-02  4.75583367E-053
  9.772000E-02  9.94785279E-053
  9.886000E-02  2.08513988E-052
  1.000000E-01  4.29292042E-052
  1.012000E-01  9.01035410E-052
  1.023000E-01  1.74875186E-051
  1.035000E-01  3.54401881E-051
  1.047000E-01  7.05664790E-051
  1.059000E-01  1.38140619E-050
  1.072000E-01  2.80701572E-050
  1.084000E-01  5.31245525E-050
  1.097000E-01  1.04180720E-049
  1.109000E-01  1.91020853E-049
  1.122000E-01  3.62560784E-049
  1.135000E-01  6.77661857E-049
  1.148000E-01  1.24815012E-048
  1.161000E-01  2.26176678E-048
  1.175000E-01  4.21365138E-048
  1.189000E-01  7.71900956E-048
  1.202000E-01  1.33505903E-047
  1.216000E-01  2.37227932E-047
  1.230000E-01  4.15368339E-047
  1.244000E-01  7.17472969E-047
  1.259000E-01  1.27029128E-046
  1.274000E-01  2.21442575E-046
  1.288000E-01  3.66986883E-046
  1.303000E-01  6.21846750E-046
  1.318000E-01  1.04047399E-045
  1.333000E-01  1.71688395E-045
  1.349000E-01  2.88345822E-045
  1.365000E-01  4.76909951E-045
  1.380000E-01  7.52988882E-045
  1.396000E-01  1.20063255E-044
  1.412000E-01  1.88720050E-044
  1.429000E-01  3.00422765E-044
  1.445000E-01  4.58413500E-044
  1.462000E-01  7.06737922E-044
  1.479000E-01  1.07302418E-043
  1.496000E-01  1.60850094E-043
  1.514000E-01  2.43391562E-043
  1.531000E-01  3.54811488E-043
  1.549000E-01  5.20693897E-043
  1.567000E-01  7.57587058E-043
  1.585000E-01  1.09047425E-042
  1.603000E-01  1.55233670E-042
  1.622000E-01  2.22858357E-042
  1.641000E-01  3.16145183E-042
  1.660000E-01  4.46953515E-042
  1.679000E-01  6.34007551E-042
  1.698000E-01  8.93339637E-042
  1.718000E-01  1.27340999E-041
  1.738000E-01  1.80561753E-041
  1.758000E-01  2.55075139E-041
  1.778000E-01  3.56231537E-041
  1.799000E-01  4.94918472E-041
  1.820000E-01  6.82318873E-041
  1.841000E-01  9.34486952E-041
  1.862000E-01  1.27247056E-040
  1.884000E-01  1.75032624E-040
  1.905000E-01  2.36496457E-040
  1.928000E-01  3.36689824E-040
  1.950000E-01  4.72095804E-040
  1.972000E-01  6.60430746E-040
  1.995000E-01  9.36172584E-040
  2.018000E-01  1.32445992E-039
  2.042000E-01  1.89811611E-039
  2.065000E-01  2.67424481E-039
  2.089000E-01  3.73367628E-039
  2.113000E-01  5.16852339E-039
  2.138000E-01  7.19738103E-039
  2.163000E-01  9.94703033E-039
  2.188000E-01  1.36474354E-038
  2.213000E-01  1.85930703E-038
  2.239000E-01  2.54650414E-038
  2.265000E-01  3.46298928E-038
  2.291000E-01  4.67823481E-038
  2.317000E-01  6.27923497E-038
  2.344000E-01  8.46462516E-038
  2.371000E-01  1.13330264E-037
  2.399000E-01  1.52222712E-037
  2.427000E-01  2.03014638E-037
  2.455000E-01  2.69000622E-037
  2.483000E-01  3.54117183E-037
  2.512000E-01  4.67906461E-037
  2.541000E-01  6.14167642E-037
  2.570000E-01  8.00937137E-037
  2.600000E-01  1.04725699E-036
  2.630000E-01  1.36039765E-036
  2.661000E-01  1.77112211E-036
  2.691000E-01  2.27197216E-036
  2.723000E-01  2.94479167E-036
  2.754000E-01  3.76270987E-036
  2.786000E-01  4.81626241E-036
  2.818000E-01  6.12907133E-036
  2.851000E-01  7.80968859E-036
  2.884000E-01  9.89326268E-036
  2.917000E-01  1.24625002E-035
  2.951000E-01  1.57157547E-035
  2.985000E-01  1.97118813E-035
  3.020000E-01  2.47441375E-035
  3.055000E-01  3.08911533E-035
  3.090000E-01  3.83587806E-035
  3.126000E-01  4.76643177E-035
  3.162000E-01  5.89149886E-035
  3.199000E-01  7.28802478E-035
  3.236000E-01  8.96792556E-035
  3.273000E-01  1.09779079E-034
  3.311000E-01  1.34473212E-034
  3.350000E-01  1.64755574E-034
  3.388000E-01  1.99837708E-034
  3.428000E-01  2.43675419E-034
  3.467000E-01  2.94255411E-034
  3.507000E-01  3.55414565E-034
  3.548000E-01  4.29268186E-034
  3.589000E-01  5.16064003E-034
  3.631000E-01  6.20400829E-034
  3.673000E-01  7.42329479E-034
  3.715000E-01  8.84544597E-034
  3.758000E-01  1.05367553E-033
  3.802000E-01  1.25499580E-033
  3.846000E-01  1.48807188E-033
  3.891000E-01  1.76391867E-033
  3.936000E-01  2.08242144E-033
  3.981000E-01  2.44806430E-033
  4.027000E-01  2.87697475E-033
  4.074000E-01  3.37905547E-033
  4.121000E-01  3.95283881E-033
  4.169000E-01  4.62190366E-033
  4.217000E-01  5.38362011E-033
  4.266000E-01  6.26706349E-033
  4.315000E-01  7.26858074E-033
  4.365000E-01  8.42254644E-033
  4.416000E-01  9.75486170E-033
  4.467000E-01  1.12565697E-032
  4.519000E-01  1.29781068E-032
  4.571000E-01  1.49124458E-032
  4.624000E-01  1.71185913E-032
  4.677000E-01  1.95883544E-032
  4.732000E-01  2.24474610E-032
  4.786000E-01  2.55759859E-032
  4.842000E-01  2.91875653E-032
  4.898000E-01  3.31971653E-032
  4.954000E-01  3.76389436E-032
  5.012000E-01  4.27266945E-032
  5.070000E-01  4.83581444E-032
  5.129000E-01  5.46726957E-032
  5.188000E-01  6.16202420E-032
  5.248000E-01  6.93780969E-032
  5.309000E-01  7.80392198E-032
  5.370000E-01  8.75200262E-032
  5.433000E-01  9.82395850E-032
  5.495000E-01  1.09759804E-031
  5.559000E-01  1.22713004E-031
  5.623000E-01  1.36824227E-031
  5.688000E-01  1.52398939E-031
  5.754000E-01  1.69564539E-031
  5.821000E-01  1.88456345E-031
  5.888000E-01  2.08900613E-031
  5.957000E-01  2.31658004E-031
  6.026000E-01  2.56206799E-031
  6.095000E-01  2.82665957E-031
  6.166000E-01  3.11932731E-031
  6.237000E-01  3.43318156E-031
  6.310000E-01  3.78029483E-031
  6.383000E-01  4.15141746E-031
  6.457000E-01  4.55386072E-031
  6.531000E-01  4.98365176E-031
  6.607000E-01  5.45548997E-031
  6.683000E-01  5.95876172E-031
  6.761000E-01  6.50811922E-031
  6.839000E-01  7.09268255E-031
  6.918000E-01  7.72061867E-031
  6.998000E-01  8.39541386E-031
  7.079000E-01  9.11832199E-031
  7.161000E-01  9.89239472E-031
  7.244000E-01  1.07228019E-030
  7.328000E-01  1.16070204E-030
  7.413000E-01  1.25500738E-030
  7.499000E-01  1.35545597E-030
  7.586000E-01  1.46241723E-030
  7.674000E-01  1.57594493E-030
  7.763000E-01  1.69653349E-030
  7.852000E-01  1.82304198E-030
  7.943000E-01  1.95824235E-030
  8.035000E-01  2.10137403E-030
  8.128000E-01  2.25228862E-030
  8.222000E-01  2.41125126E-030
  8.318000E-01  2.58045943E-030
  8.414000E-01  2.75682470E-030
  8.511000E-01  2.94191051E-030
  8.610000E-01  3.13837682E-030
  8.710000E-01  3.34414997E-030
  8.810000E-01  3.55828395E-030
  8.913000E-01  3.78615998E-030
  9.016000E-01  4.02263707E-030
  9.120000E-01  4.27020873E-030
  9.226000E-01  4.53012372E-030
  9.333000E-01  4.80206543E-030
  9.441000E-01  5.08390097E-030
  9.550000E-01  5.37810700E-030
  9.661000E-01  5.68551728E-030
  9.772000E-01  5.99948478E-030
  9.886000E-01  6.32100944E-030
  1.000000E+00  6.65886366E-030
  1.012000E+00  7.06168651E-030
  1.023000E+00  7.44372945E-030
  1.035000E+00  7.87336512E-030
  1.047000E+00  8.31876634E-030
  1.059000E+00  8.77817500E-030
  1.071000E+00  9.25100282E-030
  1.084000E+00  9.78199974E-030
  1.097000E+00  1.03285585E-029
  1.109000E+00  1.08481189E-029
  1.122000E+00  1.14280450E-029
  1.135000E+00  1.20261626E-029
  1.148000E+00  1.26395973E-029
  1.161000E+00  1.32711734E-029
  1.175000E+00  1.39689158E-029
  1.189000E+00  1.46863804E-029
  1.202000E+00  1.53652695E-029
  1.216000E+00  1.61144547E-029
  1.230000E+00  1.68775050E-029
  1.245000E+00  1.77111005E-029
  1.259000E+00  1.85003576E-029
  1.273000E+00  1.92988606E-029
  1.288000E+00  2.01689980E-029
  1.303000E+00  2.10470341E-029
  1.318000E+00  2.19376018E-029
  1.334000E+00  2.29016567E-029
  1.349000E+00  2.38094341E-029
  1.365000E+00  2.47913058E-029
  1.380000E+00  2.57177833E-029
  1.396000E+00  2.67166842E-029
  1.413000E+00  2.77884512E-029
  1.429000E+00  2.88041343E-029
  1.445000E+00  2.98238988E-029
  1.462000E+00  3.09149960E-029
  1.479000E+00  3.20134030E-029
  1.496000E+00  3.31204827E-029
  1.514000E+00  3.42989619E-029
  1.531000E+00  3.54243136E-029
  1.549000E+00  3.66179292E-029
  1.567000E+00  3.78136595E-029
  1.585000E+00  3.90198164E-029
  1.603000E+00  4.02393862E-029
  1.622000E+00  4.15292175E-029
  1.641000E+00  4.28272146E-029
  1.660000E+00  4.41377289E-029
  1.679000E+00  4.54572713E-029
  1.698000E+00  4.67861390E-029
  1.718000E+00  4.81969882E-029
  1.738000E+00  4.96232178E-029
  1.758000E+00  5.10581137E-029
  1.778000E+00  5.25141310E-029
  1.799000E+00  5.40547941E-029
  1.820000E+00  5.56138003E-029
  1.841000E+00  5.71912944E-029
  1.862000E+00  5.87861877E-029
  1.884000E+00  6.04800789E-029
  1.906000E+00  6.21894078E-029
  1.928000E+00  6.39278410E-029
  1.950000E+00  6.56869312E-029
  1.972000E+00  6.74638543E-029
  1.995000E+00  6.93441990E-029
  2.018000E+00  7.12453509E-029
  2.042000E+00  7.32555696E-029
  2.065000E+00  7.51989005E-029
  2.089000E+00  7.72408949E-029
  2.114000E+00  7.93831349E-029
  2.138000E+00  8.14426273E-029
  2.163000E+00  8.36034506E-029
  2.188000E+00  8.57469649E-029
  2.213000E+00  8.79097616E-029
  2.239000E+00  9.01376649E-029
  2.265000E+00  9.23696141E-029
  2.291000E+00  9.46013368E-029
  2.317000E+00  9.68258225E-029
  2.344000E+00  9.91151182E-029
  2.371000E+00  1.01485923E-028
  2.399000E+00  1.03919086E-028
  2.427000E+00  1.06335204E-028
  2.455000E+00  1.08723380E-028
  2.483000E+00  1.11090782E-028
  2.512000E+00  1.13623215E-028
