# DH21 astrodust enthalpy table
# Stage 2 (silicate + carbonaceous, volume-weighted)
# NT = 201   NA = 169
# T[K]            a_eff[um]       U[erg]
  2.70000000E+00   3.1620E-04   5.59627084E-19
  2.70000000E+00   3.3500E-04   7.13281913E-19
  2.70000000E+00   3.5480E-04   8.94862647E-19
  2.70000000E+00   3.7580E-04   1.11090413E-18
  2.70000000E+00   3.9810E-04   1.36831903E-18
  2.70000000E+00   4.2170E-04   1.67401290E-18
  2.70000000E+00   4.4670E-04   2.03737409E-18
  2.70000000E+00   4.7310E-04   2.46785006E-18
  2.70000000E+00   5.0120E-04   2.98195416E-18
  2.70000000E+00   5.3090E-04   3.59171398E-18
  2.70000000E+00   5.6230E-04   4.31496200E-18
  2.70000000E+00   5.9570E-04   5.17818487E-18
  2.70000000E+00   6.3100E-04   6.20197334E-18
  2.70000000E+00   6.6830E-04   7.41560232E-18
  2.70000000E+00   7.0790E-04   8.86109894E-18
  2.70000000E+00   7.4990E-04   1.05813992E-17
  2.70000000E+00   7.9430E-04   1.26219560E-17
  2.70000000E+00   8.4140E-04   1.50507303E-17
  2.70000000E+00   8.9120E-04   1.79320038E-17
  2.70000000E+00   9.4410E-04   2.13662308E-17
  2.70000000E+00   1.0000E-03   2.54382294E-17
  2.70000000E+00   1.0590E-03   3.02590669E-17
  2.70000000E+00   1.1220E-03   3.60348595E-17
  2.70000000E+00   1.1880E-03   4.28225963E-17
  2.70000000E+00   1.2590E-03   5.10164289E-17
  2.70000000E+00   1.3340E-03   6.07355351E-17
  2.70000000E+00   1.4130E-03   7.22250863E-17
  2.70000000E+00   1.4960E-03   8.57620825E-17
  2.70000000E+00   1.5850E-03   1.02045034E-16
  2.70000000E+00   1.6790E-03   1.21346360E-16
  2.70000000E+00   1.7780E-03   1.44149339E-16
  2.70000000E+00   1.8840E-03   1.71546324E-16
  2.70000000E+00   1.9950E-03   2.03736251E-16
  2.70000000E+00   2.1130E-03   2.42115922E-16
  2.70000000E+00   2.2390E-03   2.88110707E-16
  2.70000000E+00   2.3710E-03   3.42177846E-16
  2.70000000E+00   2.5120E-03   4.06974442E-16
  2.70000000E+00   2.6610E-03   4.83822032E-16
  2.70000000E+00   2.8180E-03   5.74658459E-16
  2.70000000E+00   2.9850E-03   6.83046265E-16
  2.70000000E+00   3.1620E-03   8.11947965E-16
  2.70000000E+00   3.3500E-03   9.65602793E-16
  2.70000000E+00   3.5480E-03   1.14718353E-15
  2.70000000E+00   3.7580E-03   1.36322501E-15
  2.70000000E+00   3.9810E-03   1.62063991E-15
  2.70000000E+00   4.2170E-03   1.92633378E-15
  2.70000000E+00   4.4670E-03   2.28969497E-15
  2.70000000E+00   4.7320E-03   2.72189637E-15
  2.70000000E+00   5.0120E-03   3.23427504E-15
  2.70000000E+00   5.3090E-03   3.84403486E-15
  2.70000000E+00   5.6230E-03   4.56728288E-15
  2.70000000E+00   5.9570E-03   5.43050575E-15
  2.70000000E+00   6.3100E-03   6.45429422E-15
  2.70000000E+00   6.6830E-03   7.66792320E-15
  2.70000000E+00   7.0790E-03   9.11341982E-15
  2.70000000E+00   7.4990E-03   1.08337201E-14
  2.70000000E+00   7.9430E-03   1.28742768E-14
  2.70000000E+00   8.4140E-03   1.53030512E-14
  2.70000000E+00   8.9120E-03   1.81843247E-14
  2.70000000E+00   9.4410E-03   2.16185517E-14
  2.70000000E+00   1.0000E-02   2.56905503E-14
  2.70000000E+00   1.0590E-02   3.05113878E-14
  2.70000000E+00   1.1220E-02   3.62871804E-14
  2.70000000E+00   1.1890E-02   4.31837845E-14
  2.70000000E+00   1.2590E-02   5.12687498E-14
  2.70000000E+00   1.3330E-02   6.08508041E-14
  2.70000000E+00   1.4120E-02   7.23236356E-14
  2.70000000E+00   1.4960E-02   8.60144034E-14
  2.70000000E+00   1.5850E-02   1.02297355E-13
  2.70000000E+00   1.6790E-02   1.21598681E-13
  2.70000000E+00   1.7780E-02   1.44401660E-13
  2.70000000E+00   1.8840E-02   1.71798645E-13
  2.70000000E+00   1.9950E-02   2.03988572E-13
  2.70000000E+00   2.1140E-02   2.42712516E-13
  2.70000000E+00   2.2390E-02   2.88363027E-13
  2.70000000E+00   2.3710E-02   3.42430167E-13
  2.70000000E+00   2.5120E-02   4.07226763E-13
  2.70000000E+00   2.6610E-02   4.84074352E-13
  2.70000000E+00   2.8180E-02   5.74910779E-13
  2.70000000E+00   2.9850E-02   6.83298586E-13
  2.70000000E+00   3.1620E-02   8.12200286E-13
  2.70000000E+00   3.3500E-02   9.65855114E-13
  2.70000000E+00   3.5480E-02   1.14743585E-12
  2.70000000E+00   3.7580E-02   1.36347733E-12
  2.70000000E+00   3.9810E-02   1.62089223E-12
  2.70000000E+00   4.2170E-02   1.92658610E-12
  2.70000000E+00   4.4670E-02   2.28994729E-12
  2.70000000E+00   4.7320E-02   2.72214869E-12
  2.70000000E+00   5.0120E-02   3.23452736E-12
  2.70000000E+00   5.3090E-02   3.84428718E-12
  2.70000000E+00   5.6230E-02   4.56753520E-12
  2.70000000E+00   5.9570E-02   5.43075807E-12
  2.70000000E+00   6.3100E-02   6.45454654E-12
  2.70000000E+00   6.6830E-02   7.66817552E-12
  2.70000000E+00   7.0790E-02   9.11367214E-12
  2.70000000E+00   7.4990E-02   1.08339724E-11
  2.70000000E+00   7.9430E-02   1.28745292E-11
  2.70000000E+00   8.4140E-02   1.53033035E-11
  2.70000000E+00   8.9120E-02   1.81845770E-11
  2.70000000E+00   9.4410E-02   2.16188040E-11
  2.70000000E+00   1.0000E-01   2.56908026E-11
  2.70000000E+00   1.0590E-01   3.05116401E-11
  2.70000000E+00   1.1220E-01   3.62874327E-11
  2.70000000E+00   1.1890E-01   4.31840368E-11
  2.70000000E+00   1.2590E-01   5.12690021E-11
  2.70000000E+00   1.3330E-01   6.08510565E-11
  2.70000000E+00   1.4120E-01   7.23238880E-11
  2.70000000E+00   1.4960E-01   8.60146557E-11
  2.70000000E+00   1.5850E-01   1.02297607E-10
  2.70000000E+00   1.6790E-01   1.21598933E-10
  2.70000000E+00   1.7780E-01   1.44401913E-10
  2.70000000E+00   1.8840E-01   1.71798897E-10
  2.70000000E+00   1.9950E-01   2.03988825E-10
  2.70000000E+00   2.1130E-01   2.42368495E-10
  2.70000000E+00   2.2390E-01   2.88363280E-10
  2.70000000E+00   2.3710E-01   3.42430419E-10
  2.70000000E+00   2.5120E-01   4.07227015E-10
  2.70000000E+00   2.6610E-01   4.84074605E-10
  2.70000000E+00   2.8180E-01   5.74911032E-10
  2.70000000E+00   2.9850E-01   6.83298838E-10
  2.70000000E+00   3.1620E-01   8.12200538E-10
  2.70000000E+00   3.3500E-01   9.65855366E-10
  2.70000000E+00   3.5480E-01   1.14743610E-09
  2.70000000E+00   3.7580E-01   1.36347759E-09
  2.70000000E+00   3.9810E-01   1.62089249E-09
  2.70000000E+00   4.2170E-01   1.92658635E-09
  2.70000000E+00   4.4670E-01   2.28994754E-09
  2.70000000E+00   4.7320E-01   2.72214894E-09
  2.70000000E+00   5.0120E-01   3.23452761E-09
  2.70000000E+00   5.3090E-01   3.84428744E-09
  2.70000000E+00   5.6230E-01   4.56753545E-09
  2.70000000E+00   5.9570E-01   5.43075832E-09
  2.70000000E+00   6.3100E-01   6.45454680E-09
  2.70000000E+00   6.6830E-01   7.66817578E-09
  2.70000000E+00   7.0790E-01   9.11367239E-09
  2.70000000E+00   7.4990E-01   1.08339727E-08
  2.70000000E+00   7.9430E-01   1.28745294E-08
  2.70000000E+00   8.4140E-01   1.53033038E-08
  2.70000000E+00   8.9130E-01   1.81906993E-08
  2.70000000E+00   9.4410E-01   2.16188042E-08
  2.70000000E+00   1.0000E+00   2.56908028E-08
  2.70000000E+00   1.0590E+00   3.05116403E-08
  2.70000000E+00   1.1220E+00   3.62874330E-08
  2.70000000E+00   1.1890E+00   4.31840371E-08
  2.70000000E+00   1.2590E+00   5.12690023E-08
  2.70000000E+00   1.3340E+00   6.09881086E-08
  2.70000000E+00   1.4130E+00   7.24776597E-08
  2.70000000E+00   1.4960E+00   8.60146560E-08
  2.70000000E+00   1.5850E+00   1.02297607E-07
  2.70000000E+00   1.6790E+00   1.21598933E-07
  2.70000000E+00   1.7780E+00   1.44401913E-07
  2.70000000E+00   1.8840E+00   1.71798897E-07
  2.70000000E+00   1.9950E+00   2.03988825E-07
  2.70000000E+00   2.1140E+00   2.42712769E-07
  2.70000000E+00   2.2390E+00   2.88363280E-07
  2.70000000E+00   2.3710E+00   3.42430420E-07
  2.70000000E+00   2.5120E+00   4.07227015E-07
  2.70000000E+00   2.6610E+00   4.84074605E-07
  2.70000000E+00   2.8180E+00   5.74911032E-07
  2.70000000E+00   2.9850E+00   6.83298839E-07
  2.70000000E+00   3.1620E+00   8.12200538E-07
  2.70000000E+00   3.3500E+00   9.65855367E-07
  2.70000000E+00   3.5480E+00   1.14743610E-06
  2.70000000E+00   3.7580E+00   1.36347759E-06
  2.70000000E+00   3.9810E+00   1.62089249E-06
  2.70000000E+00   4.2170E+00   1.92658635E-06
  2.70000000E+00   4.4670E+00   2.28994754E-06
  2.70000000E+00   4.7320E+00   2.72214894E-06
  2.70000000E+00   5.0120E+00   3.23452761E-06
  2.80350797E+00   3.1620E-04   6.26497709E-19
  2.80350797E+00   3.3500E-04   7.98512834E-19
  2.80350797E+00   3.5480E-04   1.00179075E-18
  2.80350797E+00   3.7580E-04   1.24364715E-18
  2.80350797E+00   3.9810E-04   1.53182069E-18
  2.80350797E+00   4.2170E-04   1.87404207E-18
  2.80350797E+00   4.4670E-04   2.28082149E-18
  2.80350797E+00   4.7310E-04   2.76273526E-18
  2.80350797E+00   5.0120E-04   3.33826993E-18
  2.80350797E+00   5.3090E-04   4.02089028E-18
  2.80350797E+00   5.6230E-04   4.83055958E-18
  2.80350797E+00   5.9570E-04   5.79692942E-18
  2.80350797E+00   6.3100E-04   6.94305092E-18
  2.80350797E+00   6.6830E-04   8.30169707E-18
  2.80350797E+00   7.0790E-04   9.91991685E-18
  2.80350797E+00   7.4990E-04   1.18457768E-17
  2.80350797E+00   7.9430E-04   1.41301607E-17
  2.80350797E+00   8.4140E-04   1.68491506E-17
  2.80350797E+00   8.9120E-04   2.00747090E-17
  2.80350797E+00   9.4410E-04   2.39192935E-17
  2.80350797E+00   1.0000E-03   2.84778574E-17
  2.80350797E+00   1.0590E-03   3.38747394E-17
  2.80350797E+00   1.1220E-03   4.03406845E-17
  2.80350797E+00   1.1880E-03   4.79394916E-17
  2.80350797E+00   1.2590E-03   5.71124096E-17
  2.80350797E+00   1.3340E-03   6.79928570E-17
  2.80350797E+00   1.4130E-03   8.08553007E-17
  2.80350797E+00   1.4960E-03   9.60098398E-17
  2.80350797E+00   1.5850E-03   1.14238450E-16
  2.80350797E+00   1.6790E-03   1.35846101E-16
  2.80350797E+00   1.7780E-03   1.61373821E-16
  2.80350797E+00   1.8840E-03   1.92044486E-16
  2.80350797E+00   1.9950E-03   2.28080805E-16
  2.80350797E+00   2.1130E-03   2.71046483E-16
  2.80350797E+00   2.2390E-03   3.22537209E-16
  2.80350797E+00   2.3710E-03   3.83064859E-16
  2.80350797E+00   2.5120E-03   4.55604035E-16
  2.80350797E+00   2.6610E-03   5.41634184E-16
  2.80350797E+00   2.8180E-03   6.43324704E-16
  2.80350797E+00   2.9850E-03   7.64663827E-16
  2.80350797E+00   3.1620E-03   9.08968059E-16
  2.80350797E+00   3.3500E-03   1.08098318E-15
  2.80350797E+00   3.5480E-03   1.28426110E-15
  2.80350797E+00   3.7580E-03   1.52611750E-15
  2.80350797E+00   3.9810E-03   1.81429104E-15
  2.80350797E+00   4.2170E-03   2.15651243E-15
  2.80350797E+00   4.4670E-03   2.56329184E-15
  2.80350797E+00   4.7320E-03   3.04713721E-15
  2.80350797E+00   5.0120E-03   3.62074028E-15
  2.80350797E+00   5.3090E-03   4.30336063E-15
  2.80350797E+00   5.6230E-03   5.11302993E-15
  2.80350797E+00   5.9570E-03   6.07939977E-15
  2.80350797E+00   6.3100E-03   7.22552127E-15
  2.80350797E+00   6.6830E-03   8.58416742E-15
  2.80350797E+00   7.0790E-03   1.02023872E-14
  2.80350797E+00   7.4990E-03   1.21282471E-14
  2.80350797E+00   7.9430E-03   1.44126310E-14
  2.80350797E+00   8.4140E-03   1.71316209E-14
  2.80350797E+00   8.9120E-03   2.03571793E-14
  2.80350797E+00   9.4410E-03   2.42017639E-14
  2.80350797E+00   1.0000E-02   2.87603278E-14
  2.80350797E+00   1.0590E-02   3.41572097E-14
  2.80350797E+00   1.1220E-02   4.06231549E-14
  2.80350797E+00   1.1890E-02   4.83438379E-14
  2.80350797E+00   1.2590E-02   5.73948799E-14
  2.80350797E+00   1.3330E-02   6.81218991E-14
  2.80350797E+00   1.4120E-02   8.09656253E-14
  2.80350797E+00   1.4960E-02   9.62923102E-14
  2.80350797E+00   1.5850E-02   1.14520920E-13
  2.80350797E+00   1.6790E-02   1.36128572E-13
  2.80350797E+00   1.7780E-02   1.61656291E-13
  2.80350797E+00   1.8840E-02   1.92326956E-13
  2.80350797E+00   1.9950E-02   2.28363275E-13
  2.80350797E+00   2.1140E-02   2.71714364E-13
  2.80350797E+00   2.2390E-02   3.22819679E-13
  2.80350797E+00   2.3710E-02   3.83347330E-13
  2.80350797E+00   2.5120E-02   4.55886505E-13
  2.80350797E+00   2.6610E-02   5.41916654E-13
  2.80350797E+00   2.8180E-02   6.43607174E-13
  2.80350797E+00   2.9850E-02   7.64946297E-13
  2.80350797E+00   3.1620E-02   9.09250529E-13
  2.80350797E+00   3.3500E-02   1.08126566E-12
  2.80350797E+00   3.5480E-02   1.28454357E-12
  2.80350797E+00   3.7580E-02   1.52639997E-12
  2.80350797E+00   3.9810E-02   1.81457351E-12
  2.80350797E+00   4.2170E-02   2.15679490E-12
  2.80350797E+00   4.4670E-02   2.56357431E-12
  2.80350797E+00   4.7320E-02   3.04741968E-12
  2.80350797E+00   5.0120E-02   3.62102275E-12
  2.80350797E+00   5.3090E-02   4.30364310E-12
  2.80350797E+00   5.6230E-02   5.11331241E-12
  2.80350797E+00   5.9570E-02   6.07968224E-12
  2.80350797E+00   6.3100E-02   7.22580374E-12
  2.80350797E+00   6.6830E-02   8.58444989E-12
  2.80350797E+00   7.0790E-02   1.02026697E-11
  2.80350797E+00   7.4990E-02   1.21285296E-11
  2.80350797E+00   7.9430E-02   1.44129135E-11
  2.80350797E+00   8.4140E-02   1.71319034E-11
  2.80350797E+00   8.9120E-02   2.03574618E-11
  2.80350797E+00   9.4410E-02   2.42020464E-11
  2.80350797E+00   1.0000E-01   2.87606102E-11
  2.80350797E+00   1.0590E-01   3.41574922E-11
  2.80350797E+00   1.1220E-01   4.06234374E-11
  2.80350797E+00   1.1890E-01   4.83441203E-11
  2.80350797E+00   1.2590E-01   5.73951624E-11
  2.80350797E+00   1.3330E-01   6.81221815E-11
  2.80350797E+00   1.4120E-01   8.09659078E-11
  2.80350797E+00   1.4960E-01   9.62925927E-11
  2.80350797E+00   1.5850E-01   1.14521202E-10
  2.80350797E+00   1.6790E-01   1.36128854E-10
  2.80350797E+00   1.7780E-01   1.61656574E-10
  2.80350797E+00   1.8840E-01   1.92327238E-10
  2.80350797E+00   1.9950E-01   2.28363558E-10
  2.80350797E+00   2.1130E-01   2.71329236E-10
  2.80350797E+00   2.2390E-01   3.22819961E-10
  2.80350797E+00   2.3710E-01   3.83347612E-10
  2.80350797E+00   2.5120E-01   4.55886788E-10
  2.80350797E+00   2.6610E-01   5.41916937E-10
  2.80350797E+00   2.8180E-01   6.43607457E-10
  2.80350797E+00   2.9850E-01   7.64946580E-10
  2.80350797E+00   3.1620E-01   9.09250812E-10
  2.80350797E+00   3.3500E-01   1.08126594E-09
  2.80350797E+00   3.5480E-01   1.28454385E-09
  2.80350797E+00   3.7580E-01   1.52640025E-09
  2.80350797E+00   3.9810E-01   1.81457379E-09
  2.80350797E+00   4.2170E-01   2.15679518E-09
  2.80350797E+00   4.4670E-01   2.56357459E-09
  2.80350797E+00   4.7320E-01   3.04741997E-09
  2.80350797E+00   5.0120E-01   3.62102304E-09
  2.80350797E+00   5.3090E-01   4.30364338E-09
  2.80350797E+00   5.6230E-01   5.11331269E-09
  2.80350797E+00   5.9570E-01   6.07968252E-09
  2.80350797E+00   6.3100E-01   7.22580402E-09
  2.80350797E+00   6.6830E-01   8.58445017E-09
  2.80350797E+00   7.0790E-01   1.02026700E-08
  2.80350797E+00   7.4990E-01   1.21285299E-08
  2.80350797E+00   7.9430E-01   1.44129138E-08
  2.80350797E+00   8.4140E-01   1.71319037E-08
  2.80350797E+00   8.9130E-01   2.03643157E-08
  2.80350797E+00   9.4410E-01   2.42020467E-08
  2.80350797E+00   1.0000E+00   2.87606105E-08
  2.80350797E+00   1.0590E+00   3.41574925E-08
  2.80350797E+00   1.1220E+00   4.06234376E-08
  2.80350797E+00   1.1890E+00   4.83441206E-08
  2.80350797E+00   1.2590E+00   5.73951627E-08
  2.80350797E+00   1.3340E+00   6.82756101E-08
  2.80350797E+00   1.4130E+00   8.11380538E-08
  2.80350797E+00   1.4960E+00   9.62925929E-08
  2.80350797E+00   1.5850E+00   1.14521203E-07
  2.80350797E+00   1.6790E+00   1.36128854E-07
  2.80350797E+00   1.7780E+00   1.61656574E-07
  2.80350797E+00   1.8840E+00   1.92327239E-07
  2.80350797E+00   1.9950E+00   2.28363558E-07
  2.80350797E+00   2.1140E+00   2.71714647E-07
  2.80350797E+00   2.2390E+00   3.22819962E-07
  2.80350797E+00   2.3710E+00   3.83347613E-07
  2.80350797E+00   2.5120E+00   4.55886788E-07
  2.80350797E+00   2.6610E+00   5.41916937E-07
  2.80350797E+00   2.8180E+00   6.43607457E-07
  2.80350797E+00   2.9850E+00   7.64946580E-07
  2.80350797E+00   3.1620E+00   9.09250812E-07
  2.80350797E+00   3.3500E+00   1.08126594E-06
  2.80350797E+00   3.5480E+00   1.28454385E-06
  2.80350797E+00   3.7580E+00   1.52640025E-06
  2.80350797E+00   3.9810E+00   1.81457379E-06
  2.80350797E+00   4.2170E+00   2.15679518E-06
  2.80350797E+00   4.4670E+00   2.56357459E-06
  2.80350797E+00   4.7320E+00   3.04741997E-06
  2.80350797E+00   5.0120E+00   3.62102304E-06
  2.91098405E+00   3.1620E-04   7.01359210E-19
  2.91098405E+00   3.3500E-04   8.93928622E-19
  2.91098405E+00   3.5480E-04   1.12149645E-18
  2.91098405E+00   3.7580E-04   1.39225255E-18
  2.91098405E+00   3.9810E-04   1.71486028E-18
  2.91098405E+00   4.2170E-04   2.09797410E-18
  2.91098405E+00   4.4670E-04   2.55336005E-18
  2.91098405E+00   4.7310E-04   3.09285826E-18
  2.91098405E+00   5.0120E-04   3.73716424E-18
  2.91098405E+00   5.3090E-04   4.50135168E-18
  2.91098405E+00   5.6230E-04   5.40776930E-18
  2.91098405E+00   5.9570E-04   6.48961179E-18
  2.91098405E+00   6.3100E-04   7.77268467E-18
  2.91098405E+00   6.6830E-04   9.29367702E-18
  2.91098405E+00   7.0790E-04   1.11052598E-17
  2.91098405E+00   7.4990E-04   1.32612429E-17
  2.91098405E+00   7.9430E-04   1.58185905E-17
  2.91098405E+00   8.4140E-04   1.88624756E-17
  2.91098405E+00   8.9120E-04   2.24734597E-17
  2.91098405E+00   9.4410E-04   2.67774382E-17
  2.91098405E+00   1.0000E-03   3.18807101E-17
  2.91098405E+00   1.0590E-03   3.79224717E-17
  2.91098405E+00   1.1220E-03   4.51610402E-17
  2.91098405E+00   1.1880E-03   5.36678375E-17
  2.91098405E+00   1.2590E-03   6.39368380E-17
  2.91098405E+00   1.3340E-03   7.61174027E-17
  2.91098405E+00   1.4130E-03   9.05167947E-17
  2.91098405E+00   1.4960E-03   1.07482167E-16
  2.91098405E+00   1.5850E-03   1.27888935E-16
  2.91098405E+00   1.6790E-03   1.52078510E-16
  2.91098405E+00   1.7780E-03   1.80656566E-16
  2.91098405E+00   1.8840E-03   2.14992104E-16
  2.91098405E+00   1.9950E-03   2.55334445E-16
  2.91098405E+00   2.1130E-03   3.03434141E-16
  2.91098405E+00   2.2390E-03   3.61077553E-16
  2.91098405E+00   2.3710E-03   4.28837723E-16
  2.91098405E+00   2.5120E-03   5.10044689E-16
  2.91098405E+00   2.6610E-03   6.06354680E-16
  2.91098405E+00   2.8180E-03   7.20196317E-16
  2.91098405E+00   2.9850E-03   8.56034393E-16
  2.91098405E+00   3.1620E-03   1.01758170E-15
  2.91098405E+00   3.3500E-03   1.21015112E-15
  2.91098405E+00   3.5480E-03   1.43771894E-15
  2.91098405E+00   3.7580E-03   1.70847504E-15
  2.91098405E+00   3.9810E-03   2.03108277E-15
  2.91098405E+00   4.2170E-03   2.41419659E-15
  2.91098405E+00   4.4670E-03   2.86958254E-15
  2.91098405E+00   4.7320E-03   3.41124317E-15
  2.91098405E+00   5.0120E-03   4.05338673E-15
  2.91098405E+00   5.3090E-03   4.81757417E-15
  2.91098405E+00   5.6230E-03   5.72399180E-15
  2.91098405E+00   5.9570E-03   6.80583428E-15
  2.91098405E+00   6.3100E-03   8.08890717E-15
  2.91098405E+00   6.6830E-03   9.60989952E-15
  2.91098405E+00   7.0790E-03   1.14214823E-14
  2.91098405E+00   7.4990E-03   1.35774654E-14
  2.91098405E+00   7.9430E-03   1.61348130E-14
  2.91098405E+00   8.4140E-03   1.91786981E-14
  2.91098405E+00   8.9120E-03   2.27896822E-14
  2.91098405E+00   9.4410E-03   2.70936607E-14
  2.91098405E+00   1.0000E-02   3.21969326E-14
  2.91098405E+00   1.0590E-02   3.82386942E-14
  2.91098405E+00   1.1220E-02   4.54772627E-14
  2.91098405E+00   1.1890E-02   5.41204990E-14
  2.91098405E+00   1.2590E-02   6.42530605E-14
  2.91098405E+00   1.3330E-02   7.62618636E-14
  2.91098405E+00   1.4120E-02   9.06403015E-14
  2.91098405E+00   1.4960E-02   1.07798390E-13
  2.91098405E+00   1.5850E-02   1.28205157E-13
  2.91098405E+00   1.6790E-02   1.52394732E-13
  2.91098405E+00   1.7780E-02   1.80972789E-13
  2.91098405E+00   1.8840E-02   2.15308326E-13
  2.91098405E+00   1.9950E-02   2.55650667E-13
  2.91098405E+00   2.1140E-02   3.04181828E-13
  2.91098405E+00   2.2390E-02   3.61393776E-13
  2.91098405E+00   2.3710E-02   4.29153946E-13
  2.91098405E+00   2.5120E-02   5.10360911E-13
  2.91098405E+00   2.6610E-02   6.06670902E-13
  2.91098405E+00   2.8180E-02   7.20512540E-13
  2.91098405E+00   2.9850E-02   8.56350615E-13
  2.91098405E+00   3.1620E-02   1.01789793E-12
  2.91098405E+00   3.3500E-02   1.21046734E-12
  2.91098405E+00   3.5480E-02   1.43803516E-12
  2.91098405E+00   3.7580E-02   1.70879126E-12
  2.91098405E+00   3.9810E-02   2.03139900E-12
  2.91098405E+00   4.2170E-02   2.41451281E-12
  2.91098405E+00   4.4670E-02   2.86989877E-12
  2.91098405E+00   4.7320E-02   3.41155939E-12
  2.91098405E+00   5.0120E-02   4.05370295E-12
  2.91098405E+00   5.3090E-02   4.81789039E-12
  2.91098405E+00   5.6230E-02   5.72430802E-12
  2.91098405E+00   5.9570E-02   6.80615050E-12
  2.91098405E+00   6.3100E-02   8.08922339E-12
  2.91098405E+00   6.6830E-02   9.61021574E-12
  2.91098405E+00   7.0790E-02   1.14217985E-11
  2.91098405E+00   7.4990E-02   1.35777816E-11
  2.91098405E+00   7.9430E-02   1.61351292E-11
  2.91098405E+00   8.4140E-02   1.91790143E-11
  2.91098405E+00   8.9120E-02   2.27899985E-11
  2.91098405E+00   9.4410E-02   2.70939769E-11
  2.91098405E+00   1.0000E-01   3.21972488E-11
  2.91098405E+00   1.0590E-01   3.82390104E-11
  2.91098405E+00   1.1220E-01   4.54775789E-11
  2.91098405E+00   1.1890E-01   5.41208152E-11
  2.91098405E+00   1.2590E-01   6.42533768E-11
  2.91098405E+00   1.3330E-01   7.62621798E-11
  2.91098405E+00   1.4120E-01   9.06406178E-11
  2.91098405E+00   1.4960E-01   1.07798706E-10
  2.91098405E+00   1.5850E-01   1.28205473E-10
  2.91098405E+00   1.6790E-01   1.52395048E-10
  2.91098405E+00   1.7780E-01   1.80973105E-10
  2.91098405E+00   1.8840E-01   2.15308643E-10
  2.91098405E+00   1.9950E-01   2.55650983E-10
  2.91098405E+00   2.1130E-01   3.03750680E-10
  2.91098405E+00   2.2390E-01   3.61394092E-10
  2.91098405E+00   2.3710E-01   4.29154262E-10
  2.91098405E+00   2.5120E-01   5.10361227E-10
  2.91098405E+00   2.6610E-01   6.06671218E-10
  2.91098405E+00   2.8180E-01   7.20512856E-10
  2.91098405E+00   2.9850E-01   8.56350931E-10
  2.91098405E+00   3.1620E-01   1.01789824E-09
  2.91098405E+00   3.3500E-01   1.21046766E-09
  2.91098405E+00   3.5480E-01   1.43803548E-09
  2.91098405E+00   3.7580E-01   1.70879158E-09
  2.91098405E+00   3.9810E-01   2.03139931E-09
  2.91098405E+00   4.2170E-01   2.41451313E-09
  2.91098405E+00   4.4670E-01   2.86989908E-09
  2.91098405E+00   4.7320E-01   3.41155970E-09
  2.91098405E+00   5.0120E-01   4.05370327E-09
  2.91098405E+00   5.3090E-01   4.81789071E-09
  2.91098405E+00   5.6230E-01   5.72430834E-09
  2.91098405E+00   5.9570E-01   6.80615082E-09
  2.91098405E+00   6.3100E-01   8.08922371E-09
  2.91098405E+00   6.6830E-01   9.61021606E-09
  2.91098405E+00   7.0790E-01   1.14217988E-08
  2.91098405E+00   7.4990E-01   1.35777819E-08
  2.91098405E+00   7.9430E-01   1.61351295E-08
  2.91098405E+00   8.4140E-01   1.91790147E-08
  2.91098405E+00   8.9130E-01   2.27976713E-08
  2.91098405E+00   9.4410E-01   2.70939772E-08
  2.91098405E+00   1.0000E+00   3.21972491E-08
  2.91098405E+00   1.0590E+00   3.82390108E-08
  2.91098405E+00   1.1220E+00   4.54775792E-08
  2.91098405E+00   1.1890E+00   5.41208155E-08
  2.91098405E+00   1.2590E+00   6.42533771E-08
  2.91098405E+00   1.3340E+00   7.64339417E-08
  2.91098405E+00   1.4130E+00   9.08333337E-08
  2.91098405E+00   1.4960E+00   1.07798706E-07
  2.91098405E+00   1.5850E+00   1.28205474E-07
  2.91098405E+00   1.6790E+00   1.52395049E-07
  2.91098405E+00   1.7780E+00   1.80973105E-07
  2.91098405E+00   1.8840E+00   2.15308643E-07
  2.91098405E+00   1.9950E+00   2.55650984E-07
  2.91098405E+00   2.1140E+00   3.04182144E-07
  2.91098405E+00   2.2390E+00   3.61394092E-07
  2.91098405E+00   2.3710E+00   4.29154262E-07
  2.91098405E+00   2.5120E+00   5.10361228E-07
  2.91098405E+00   2.6610E+00   6.06671219E-07
  2.91098405E+00   2.8180E+00   7.20512856E-07
  2.91098405E+00   2.9850E+00   8.56350932E-07
  2.91098405E+00   3.1620E+00   1.01789824E-06
  2.91098405E+00   3.3500E+00   1.21046766E-06
  2.91098405E+00   3.5480E+00   1.43803548E-06
  2.91098405E+00   3.7580E+00   1.70879158E-06
  2.91098405E+00   3.9810E+00   2.03139931E-06
  2.91098405E+00   4.2170E+00   2.41451313E-06
  2.91098405E+00   4.4670E+00   2.86989908E-06
  2.91098405E+00   4.7320E+00   3.41155970E-06
  2.91098405E+00   5.0120E+00   4.05370327E-06
  3.02258037E+00   3.1620E-04   7.85166547E-19
  3.02258037E+00   3.3500E-04   1.00074643E-18
  3.02258037E+00   3.5480E-04   1.25550674E-18
  3.02258037E+00   3.7580E-04   1.55861598E-18
  3.02258037E+00   3.9810E-04   1.91977269E-18
  3.02258037E+00   4.2170E-04   2.34866547E-18
  3.02258037E+00   4.4670E-04   2.85846631E-18
  3.02258037E+00   4.7310E-04   3.46243014E-18
