# DH21 astrodust enthalpy table
# Stage 2 (silicate + carbonaceous, volume-weighted)
# NT = 201   NA = 169
# T[K]            a_eff[um]       U[erg]
  1.12773991E+01   2.3710E-01   2.49822887E-08
  1.12773991E+01   2.5120E-01   2.97095769E-08
  1.12773991E+01   2.6610E-01   3.53160551E-08
  1.12773991E+01   2.8180E-01   4.19431002E-08
  1.12773991E+01   2.9850E-01   4.98506204E-08
  1.12773991E+01   3.1620E-01   5.92547484E-08
  1.12773991E+01   3.3500E-01   7.04647609E-08
  1.12773991E+01   3.5480E-01   8.37121305E-08
  1.12773991E+01   3.7580E-01   9.94736122E-08
  1.12773991E+01   3.9810E-01   1.18253525E-07
  1.12773991E+01   4.2170E-01   1.40555668E-07
  1.12773991E+01   4.4670E-01   1.67064978E-07
  1.12773991E+01   4.7320E-01   1.98596582E-07
  1.12773991E+01   5.0120E-01   2.35977583E-07
  1.12773991E+01   5.3090E-01   2.80463105E-07
  1.12773991E+01   5.6230E-01   3.33228250E-07
  1.12773991E+01   5.9570E-01   3.96205374E-07
  1.12773991E+01   6.3100E-01   4.70896692E-07
  1.12773991E+01   6.6830E-01   5.59437977E-07
  1.12773991E+01   7.0790E-01   6.64895355E-07
  1.12773991E+01   7.4990E-01   7.90401257E-07
  1.12773991E+01   7.9430E-01   9.39271726E-07
  1.12773991E+01   8.4140E-01   1.11646493E-06
  1.12773991E+01   8.9130E-01   1.32711721E-06
  1.12773991E+01   9.4410E-01   1.57721738E-06
  1.12773991E+01   1.0000E+00   1.87429334E-06
  1.12773991E+01   1.0590E+00   2.22600145E-06
  1.12773991E+01   1.1220E+00   2.64737908E-06
  1.12773991E+01   1.1890E+00   3.15052642E-06
  1.12773991E+01   1.2590E+00   3.74037161E-06
  1.12773991E+01   1.3340E+00   4.44943688E-06
  1.12773991E+01   1.4130E+00   5.28766640E-06
  1.12773991E+01   1.4960E+00   6.27526893E-06
  1.12773991E+01   1.5850E+00   7.46320483E-06
  1.12773991E+01   1.6790E+00   8.87134870E-06
  1.12773991E+01   1.7780E+00   1.05349586E-05
  1.12773991E+01   1.8840E+00   1.25337278E-05
  1.12773991E+01   1.9950E+00   1.48821700E-05
  1.12773991E+01   2.1140E+00   1.77073067E-05
  1.12773991E+01   2.2390E+00   2.10377768E-05
  1.12773991E+01   2.3710E+00   2.49822887E-05
  1.12773991E+01   2.5120E+00   2.97095769E-05
  1.12773991E+01   2.6610E+00   3.53160551E-05
  1.12773991E+01   2.8180E+00   4.19431002E-05
  1.12773991E+01   2.9850E+00   4.98506205E-05
  1.12773991E+01   3.1620E+00   5.92547484E-05
  1.12773991E+01   3.3500E+00   7.04647609E-05
  1.12773991E+01   3.5480E+00   8.37121305E-05
  1.12773991E+01   3.7580E+00   9.94736122E-05
  1.12773991E+01   3.9810E+00   1.18253525E-04
  1.12773991E+01   4.2170E+00   1.40555668E-04
  1.12773991E+01   4.4670E+00   1.67064978E-04
  1.12773991E+01   4.7320E+00   1.98596582E-04
  1.12773991E+01   5.0120E+00   2.35977583E-04
  1.17097327E+01   3.1620E-04   4.57118121E-17
  1.17097327E+01   3.3500E-04   5.82618952E-17
  1.17097327E+01   3.5480E-04   7.30928857E-17
  1.17097327E+01   3.7580E-04   9.07385311E-17
  1.17097327E+01   3.9810E-04   1.11763437E-16
  1.17097327E+01   4.2170E-04   1.36731631E-16
  1.17097327E+01   4.4670E-04   1.66409924E-16
  1.17097327E+01   4.7310E-04   2.01569960E-16
  1.17097327E+01   5.0120E-04   2.43560500E-16
  1.17097327E+01   5.3090E-04   2.93363923E-16
  1.17097327E+01   5.6230E-04   3.52436734E-16
  1.17097327E+01   5.9570E-04   4.22942289E-16
  1.17097327E+01   6.3100E-04   5.06562378E-16
  1.17097327E+01   6.6830E-04   6.05688092E-16
  1.17097327E+01   7.0790E-04   7.23752086E-16
  1.17097327E+01   7.4990E-04   8.64261252E-16
  1.17097327E+01   7.9430E-04   1.03092804E-15
  1.17097327E+01   8.4140E-04   1.22930332E-15
  1.17097327E+01   8.9120E-04   1.46463743E-15
  1.17097327E+01   9.4410E-04   1.74513518E-15
  1.17097327E+01   1.0000E-03   2.07772428E-15
  1.17097327E+01   1.0590E-03   2.47147638E-15
  1.17097327E+01   1.1220E-03   2.94322646E-15
  1.17097327E+01   1.1880E-03   3.49762922E-15
  1.17097327E+01   1.2590E-03   4.16687783E-15
  1.17097327E+01   1.3340E-03   4.96070639E-15
  1.17097327E+01   1.4130E-03   5.89913978E-15
  1.17097327E+01   1.4960E-03   7.00480259E-15
  1.17097327E+01   1.5850E-03   8.33474708E-15
  1.17097327E+01   1.6790E-03   9.91122369E-15
  1.17097327E+01   1.7780E-03   1.17737053E-14
  1.17097327E+01   1.8840E-03   1.40114119E-14
  1.17097327E+01   1.9950E-03   1.66405924E-14
  1.17097327E+01   2.1130E-03   1.97753332E-14
  1.17097327E+01   2.2390E-03   2.35320545E-14
  1.17097327E+01   2.3710E-03   2.79481025E-14
  1.17097327E+01   2.5120E-03   3.32405015E-14
  1.17097327E+01   2.6610E-03   3.95171909E-14
  1.17097327E+01   2.8180E-03   4.69364482E-14
  1.17097327E+01   2.9850E-03   5.57892516E-14
  1.17097327E+01   3.1620E-03   6.63175706E-14
  1.17097327E+01   3.3500E-03   7.88676537E-14
  1.17097327E+01   3.5480E-03   9.36986443E-14
  1.17097327E+01   3.7580E-03   1.11344290E-13
  1.17097327E+01   3.9810E-03   1.32369196E-13
  1.17097327E+01   4.2170E-03   1.57337389E-13
  1.17097327E+01   4.4670E-03   1.87015683E-13
  1.17097327E+01   4.7320E-03   2.22316647E-13
  1.17097327E+01   5.0120E-03   2.64166258E-13
  1.17097327E+01   5.3090E-03   3.13969682E-13
  1.17097327E+01   5.6230E-03   3.73042493E-13
  1.17097327E+01   5.9570E-03   4.43548047E-13
  1.17097327E+01   6.3100E-03   5.27168136E-13
  1.17097327E+01   6.6830E-03   6.26293850E-13
  1.17097327E+01   7.0790E-03   7.44357844E-13
  1.17097327E+01   7.4990E-03   8.84867011E-13
  1.17097327E+01   7.9430E-03   1.05153380E-12
  1.17097327E+01   8.4140E-03   1.24990908E-12
  1.17097327E+01   8.9120E-03   1.48524319E-12
  1.17097327E+01   9.4410E-03   1.76574094E-12
  1.17097327E+01   1.0000E-02   2.09833004E-12
  1.17097327E+01   1.0590E-02   2.49208214E-12
  1.17097327E+01   1.1220E-02   2.96383222E-12
  1.17097327E+01   1.1890E-02   3.52712695E-12
  1.17097327E+01   1.2590E-02   4.18748359E-12
  1.17097327E+01   1.3330E-02   4.97011815E-12
  1.17097327E+01   1.4120E-02   5.90718593E-12
  1.17097327E+01   1.4960E-02   7.02540834E-12
  1.17097327E+01   1.5850E-02   8.35535283E-12
  1.17097327E+01   1.6790E-02   9.93182945E-12
  1.17097327E+01   1.7780E-02   1.17943110E-11
  1.17097327E+01   1.8840E-02   1.40320177E-11
  1.17097327E+01   1.9950E-02   1.66611981E-11
  1.17097327E+01   2.1140E-02   1.98240582E-11
  1.17097327E+01   2.2390E-02   2.35526602E-11
  1.17097327E+01   2.3710E-02   2.79687082E-11
  1.17097327E+01   2.5120E-02   3.32611072E-11
  1.17097327E+01   2.6610E-02   3.95377967E-11
  1.17097327E+01   2.8180E-02   4.69570540E-11
  1.17097327E+01   2.9850E-02   5.58098574E-11
  1.17097327E+01   3.1620E-02   6.63381763E-11
  1.17097327E+01   3.3500E-02   7.88882595E-11
  1.17097327E+01   3.5480E-02   9.37192500E-11
  1.17097327E+01   3.7580E-02   1.11364895E-10
  1.17097327E+01   3.9810E-02   1.32389802E-10
  1.17097327E+01   4.2170E-02   1.57357995E-10
  1.17097327E+01   4.4670E-02   1.87036289E-10
  1.17097327E+01   4.7320E-02   2.22337252E-10
  1.17097327E+01   5.0120E-02   2.64186864E-10
  1.17097327E+01   5.3090E-02   3.13990287E-10
  1.17097327E+01   5.6230E-02   3.73063099E-10
  1.17097327E+01   5.9570E-02   4.43568653E-10
  1.17097327E+01   6.3100E-02   5.27188742E-10
  1.17097327E+01   6.6830E-02   6.26314456E-10
  1.17097327E+01   7.0790E-02   7.44378450E-10
  1.17097327E+01   7.4990E-02   8.84887616E-10
  1.17097327E+01   7.9430E-02   1.05155440E-09
  1.17097327E+01   8.4140E-02   1.24992969E-09
  1.17097327E+01   8.9120E-02   1.48526379E-09
  1.17097327E+01   9.4410E-02   1.76576155E-09
  1.17097327E+01   1.0000E-01   2.09835064E-09
  1.17097327E+01   1.0590E-01   2.49210274E-09
  1.17097327E+01   1.1220E-01   2.96385283E-09
  1.17097327E+01   1.1890E-01   3.52714755E-09
  1.17097327E+01   1.2590E-01   4.18750419E-09
  1.17097327E+01   1.3330E-01   4.97013875E-09
  1.17097327E+01   1.4120E-01   5.90720653E-09
  1.17097327E+01   1.4960E-01   7.02542895E-09
  1.17097327E+01   1.5850E-01   8.35537344E-09
  1.17097327E+01   1.6790E-01   9.93185006E-09
  1.17097327E+01   1.7780E-01   1.17943317E-08
  1.17097327E+01   1.8840E-01   1.40320383E-08
  1.17097327E+01   1.9950E-01   1.66612187E-08
  1.17097327E+01   2.1130E-01   1.97959595E-08
  1.17097327E+01   2.2390E-01   2.35526808E-08
  1.17097327E+01   2.3710E-01   2.79687288E-08
  1.17097327E+01   2.5120E-01   3.32611279E-08
  1.17097327E+01   2.6610E-01   3.95378173E-08
  1.17097327E+01   2.8180E-01   4.69570746E-08
  1.17097327E+01   2.9850E-01   5.58098780E-08
  1.17097327E+01   3.1620E-01   6.63381969E-08
  1.17097327E+01   3.3500E-01   7.88882801E-08
  1.17097327E+01   3.5480E-01   9.37192706E-08
  1.17097327E+01   3.7580E-01   1.11364916E-07
  1.17097327E+01   3.9810E-01   1.32389822E-07
  1.17097327E+01   4.2170E-01   1.57358015E-07
  1.17097327E+01   4.4670E-01   1.87036309E-07
  1.17097327E+01   4.7320E-01   2.22337273E-07
  1.17097327E+01   5.0120E-01   2.64186885E-07
  1.17097327E+01   5.3090E-01   3.13990308E-07
  1.17097327E+01   5.6230E-01   3.73063119E-07
  1.17097327E+01   5.9570E-01   4.43568673E-07
  1.17097327E+01   6.3100E-01   5.27188763E-07
  1.17097327E+01   6.6830E-01   6.26314477E-07
  1.17097327E+01   7.0790E-01   7.44378471E-07
  1.17097327E+01   7.4990E-01   8.84887637E-07
  1.17097327E+01   7.9430E-01   1.05155442E-06
  1.17097327E+01   8.4140E-01   1.24992971E-06
  1.17097327E+01   8.9130E-01   1.48576385E-06
  1.17097327E+01   9.4410E-01   1.76576157E-06
  1.17097327E+01   1.0000E+00   2.09835066E-06
  1.17097327E+01   1.0590E+00   2.49210276E-06
  1.17097327E+01   1.1220E+00   2.96385285E-06
  1.17097327E+01   1.1890E+00   3.52714757E-06
  1.17097327E+01   1.2590E+00   4.18750421E-06
  1.17097327E+01   1.3340E+00   4.98133277E-06
  1.17097327E+01   1.4130E+00   5.91976617E-06
  1.17097327E+01   1.4960E+00   7.02542897E-06
  1.17097327E+01   1.5850E+00   8.35537346E-06
  1.17097327E+01   1.6790E+00   9.93185008E-06
  1.17097327E+01   1.7780E+00   1.17943317E-05
  1.17097327E+01   1.8840E+00   1.40320383E-05
  1.17097327E+01   1.9950E+00   1.66612188E-05
  1.17097327E+01   2.1140E+00   1.98240788E-05
  1.17097327E+01   2.2390E+00   2.35526809E-05
  1.17097327E+01   2.3710E+00   2.79687289E-05
  1.17097327E+01   2.5120E+00   3.32611279E-05
  1.17097327E+01   2.6610E+00   3.95378173E-05
  1.17097327E+01   2.8180E+00   4.69570746E-05
  1.17097327E+01   2.9850E+00   5.58098780E-05
  1.17097327E+01   3.1620E+00   6.63381970E-05
  1.17097327E+01   3.3500E+00   7.88882801E-05
  1.17097327E+01   3.5480E+00   9.37192707E-05
  1.17097327E+01   3.7580E+00   1.11364916E-04
  1.17097327E+01   3.9810E+00   1.32389822E-04
  1.17097327E+01   4.2170E+00   1.57358015E-04
  1.17097327E+01   4.4670E+00   1.87036309E-04
  1.17097327E+01   4.7320E+00   2.22337273E-04
  1.17097327E+01   5.0120E+00   2.64186885E-04
  1.21586403E+01   3.1620E-04   5.11765980E-17
  1.21586403E+01   3.3500E-04   6.52269795E-17
  1.21586403E+01   3.5480E-04   8.18309394E-17
  1.21586403E+01   3.7580E-04   1.01586032E-16
  1.21586403E+01   3.9810E-04   1.25124358E-16
  1.21586403E+01   4.2170E-04   1.53077372E-16
  1.21586403E+01   4.4670E-04   1.86303554E-16
  1.21586403E+01   4.7310E-04   2.25666793E-16
  1.21586403E+01   5.0120E-04   2.72677087E-16
  1.21586403E+01   5.3090E-04   3.28434256E-16
  1.21586403E+01   5.6230E-04   3.94568920E-16
  1.21586403E+01   5.9570E-04   4.73503054E-16
  1.21586403E+01   6.3100E-04   5.67119498E-16
  1.21586403E+01   6.6830E-04   6.78095186E-16
  1.21586403E+01   7.0790E-04   8.10273128E-16
  1.21586403E+01   7.4990E-04   9.67579449E-16
  1.21586403E+01   7.9430E-04   1.15417040E-15
  1.21586403E+01   8.4140E-04   1.37626044E-15
  1.21586403E+01   8.9120E-04   1.63972754E-15
  1.21586403E+01   9.4410E-04   1.95375736E-15
  1.21586403E+01   1.0000E-03   2.32610579E-15
  1.21586403E+01   1.0590E-03   2.76692895E-15
  1.21586403E+01   1.1220E-03   3.29507435E-15
  1.21586403E+01   1.1880E-03   3.91575313E-15
  1.21586403E+01   1.2590E-03   4.66500699E-15
  1.21586403E+01   1.3340E-03   5.55373371E-15
  1.21586403E+01   1.4130E-03   6.60435203E-15
  1.21586403E+01   1.4960E-03   7.84219118E-15
  1.21586403E+01   1.5850E-03   9.33112375E-15
  1.21586403E+01   1.6790E-03   1.10960601E-14
  1.21586403E+01   1.7780E-03   1.31811919E-14
  1.21586403E+01   1.8840E-03   1.56864049E-14
  1.21586403E+01   1.9950E-03   1.86298905E-14
  1.21586403E+01   2.1130E-03   2.21393736E-14
  1.21586403E+01   2.2390E-03   2.63451917E-14
  1.21586403E+01   2.3710E-03   3.12891558E-14
  1.21586403E+01   2.5120E-03   3.72142341E-14
  1.21586403E+01   2.6610E-03   4.42412697E-14
  1.21586403E+01   2.8180E-03   5.25474614E-14
  1.21586403E+01   2.9850E-03   6.24585723E-14
  1.21586403E+01   3.1620E-03   7.42454981E-14
  1.21586403E+01   3.3500E-03   8.82958797E-14
  1.21586403E+01   3.5480E-03   1.04899839E-13
  1.21586403E+01   3.7580E-03   1.24654932E-13
  1.21586403E+01   3.9810E-03   1.48193258E-13
  1.21586403E+01   4.2170E-03   1.76146272E-13
  1.21586403E+01   4.4670E-03   2.09372454E-13
  1.21586403E+01   4.7320E-03   2.48893468E-13
  1.21586403E+01   5.0120E-03   2.95745987E-13
  1.21586403E+01   5.3090E-03   3.51503156E-13
  1.21586403E+01   5.6230E-03   4.17637821E-13
  1.21586403E+01   5.9570E-03   4.96571954E-13
  1.21586403E+01   6.3100E-03   5.90188398E-13
  1.21586403E+01   6.6830E-03   7.01164086E-13
  1.21586403E+01   7.0790E-03   8.33342028E-13
  1.21586403E+01   7.4990E-03   9.90648349E-13
  1.21586403E+01   7.9430E-03   1.17723930E-12
  1.21586403E+01   8.4140E-03   1.39932934E-12
  1.21586403E+01   8.9120E-03   1.66279644E-12
  1.21586403E+01   9.4410E-03   1.97682626E-12
  1.21586403E+01   1.0000E-02   2.34917469E-12
  1.21586403E+01   1.0590E-02   2.78999785E-12
  1.21586403E+01   1.1220E-02   3.31814325E-12
  1.21586403E+01   1.1890E-02   3.94877698E-12
  1.21586403E+01   1.2590E-02   4.68807589E-12
  1.21586403E+01   1.3330E-02   5.56427042E-12
  1.21586403E+01   1.4120E-02   6.61335988E-12
  1.21586403E+01   1.4960E-02   7.86526008E-12
  1.21586403E+01   1.5850E-02   9.35419265E-12
  1.21586403E+01   1.6790E-02   1.11191290E-11
  1.21586403E+01   1.7780E-02   1.32042608E-11
  1.21586403E+01   1.8840E-02   1.57094738E-11
  1.21586403E+01   1.9950E-02   1.86529594E-11
  1.21586403E+01   2.1140E-02   2.21939232E-11
  1.21586403E+01   2.2390E-02   2.63682606E-11
  1.21586403E+01   2.3710E-02   3.13122247E-11
  1.21586403E+01   2.5120E-02   3.72373030E-11
  1.21586403E+01   2.6610E-02   4.42643386E-11
  1.21586403E+01   2.8180E-02   5.25705303E-11
  1.21586403E+01   2.9850E-02   6.24816412E-11
  1.21586403E+01   3.1620E-02   7.42685670E-11
  1.21586403E+01   3.3500E-02   8.83189486E-11
  1.21586403E+01   3.5480E-02   1.04922908E-10
  1.21586403E+01   3.7580E-02   1.24678001E-10
  1.21586403E+01   3.9810E-02   1.48216327E-10
  1.21586403E+01   4.2170E-02   1.76169341E-10
  1.21586403E+01   4.4670E-02   2.09395523E-10
  1.21586403E+01   4.7320E-02   2.48916537E-10
  1.21586403E+01   5.0120E-02   2.95769056E-10
  1.21586403E+01   5.3090E-02   3.51526225E-10
  1.21586403E+01   5.6230E-02   4.17660889E-10
  1.21586403E+01   5.9570E-02   4.96595023E-10
  1.21586403E+01   6.3100E-02   5.90211467E-10
  1.21586403E+01   6.6830E-02   7.01187155E-10
  1.21586403E+01   7.0790E-02   8.33365097E-10
  1.21586403E+01   7.4990E-02   9.90671418E-10
  1.21586403E+01   7.9430E-02   1.17726237E-09
  1.21586403E+01   8.4140E-02   1.39935240E-09
  1.21586403E+01   8.9120E-02   1.66281950E-09
  1.21586403E+01   9.4410E-02   1.97684933E-09
  1.21586403E+01   1.0000E-01   2.34919776E-09
  1.21586403E+01   1.0590E-01   2.79002092E-09
  1.21586403E+01   1.1220E-01   3.31816632E-09
  1.21586403E+01   1.1890E-01   3.94880005E-09
  1.21586403E+01   1.2590E-01   4.68809896E-09
  1.21586403E+01   1.3330E-01   5.56429349E-09
  1.21586403E+01   1.4120E-01   6.61338295E-09
  1.21586403E+01   1.4960E-01   7.86528315E-09
  1.21586403E+01   1.5850E-01   9.35421572E-09
  1.21586403E+01   1.6790E-01   1.11191521E-08
  1.21586403E+01   1.7780E-01   1.32042838E-08
  1.21586403E+01   1.8840E-01   1.57094969E-08
  1.21586403E+01   1.9950E-01   1.86529825E-08
  1.21586403E+01   2.1130E-01   2.21624655E-08
  1.21586403E+01   2.2390E-01   2.63682837E-08
  1.21586403E+01   2.3710E-01   3.13122477E-08
  1.21586403E+01   2.5120E-01   3.72373260E-08
  1.21586403E+01   2.6610E-01   4.42643617E-08
  1.21586403E+01   2.8180E-01   5.25705534E-08
  1.21586403E+01   2.9850E-01   6.24816642E-08
  1.21586403E+01   3.1620E-01   7.42685901E-08
  1.21586403E+01   3.3500E-01   8.83189716E-08
  1.21586403E+01   3.5480E-01   1.04922931E-07
  1.21586403E+01   3.7580E-01   1.24678024E-07
  1.21586403E+01   3.9810E-01   1.48216350E-07
  1.21586403E+01   4.2170E-01   1.76169364E-07
  1.21586403E+01   4.4670E-01   2.09395546E-07
  1.21586403E+01   4.7320E-01   2.48916560E-07
  1.21586403E+01   5.0120E-01   2.95769079E-07
  1.21586403E+01   5.3090E-01   3.51526248E-07
  1.21586403E+01   5.6230E-01   4.17660913E-07
  1.21586403E+01   5.9570E-01   4.96595046E-07
  1.21586403E+01   6.3100E-01   5.90211490E-07
  1.21586403E+01   6.6830E-01   7.01187178E-07
  1.21586403E+01   7.0790E-01   8.33365120E-07
  1.21586403E+01   7.4990E-01   9.90671441E-07
  1.21586403E+01   7.9430E-01   1.17726239E-06
  1.21586403E+01   8.4140E-01   1.39935243E-06
  1.21586403E+01   8.9130E-01   1.66337934E-06
  1.21586403E+01   9.4410E-01   1.97684936E-06
  1.21586403E+01   1.0000E+00   2.34919778E-06
  1.21586403E+01   1.0590E+00   2.79002094E-06
  1.21586403E+01   1.1220E+00   3.31816634E-06
  1.21586403E+01   1.1890E+00   3.94880008E-06
  1.21586403E+01   1.2590E+00   4.68809899E-06
  1.21586403E+01   1.3340E+00   5.57682570E-06
  1.21586403E+01   1.4130E+00   6.62744402E-06
  1.21586403E+01   1.4960E+00   7.86528317E-06
  1.21586403E+01   1.5850E+00   9.35421574E-06
  1.21586403E+01   1.6790E+00   1.11191521E-05
  1.21586403E+01   1.7780E+00   1.32042839E-05
  1.21586403E+01   1.8840E+00   1.57094969E-05
  1.21586403E+01   1.9950E+00   1.86529825E-05
  1.21586403E+01   2.1140E+00   2.21939463E-05
  1.21586403E+01   2.2390E+00   2.63682837E-05
  1.21586403E+01   2.3710E+00   3.13122477E-05
  1.21586403E+01   2.5120E+00   3.72373261E-05
  1.21586403E+01   2.6610E+00   4.42643617E-05
  1.21586403E+01   2.8180E+00   5.25705534E-05
  1.21586403E+01   2.9850E+00   6.24816643E-05
  1.21586403E+01   3.1620E+00   7.42685901E-05
  1.21586403E+01   3.3500E+00   8.83189716E-05
  1.21586403E+01   3.5480E+00   1.04922931E-04
  1.21586403E+01   3.7580E+00   1.24678024E-04
  1.21586403E+01   3.9810E+00   1.48216350E-04
  1.21586403E+01   4.2170E+00   1.76169364E-04
  1.21586403E+01   4.4670E+00   2.09395546E-04
  1.21586403E+01   4.7320E+00   2.48916560E-04
  1.21586403E+01   5.0120E+00   2.95769079E-04
  1.26247575E+01   3.1620E-04   5.72948375E-17
  1.26247575E+01   3.3500E-04   7.30249085E-17
  1.26247575E+01   3.5480E-04   9.16138320E-17
  1.26247575E+01   3.7580E-04   1.13730598E-16
  1.26247575E+01   3.9810E-04   1.40082876E-16
  1.26247575E+01   4.2170E-04   1.71377605E-16
  1.26247575E+01   4.4670E-04   2.08575898E-16
  1.26247575E+01   4.7310E-04   2.52644917E-16
  1.26247575E+01   5.0120E-04   3.05275180E-16
  1.26247575E+01   5.3090E-04   3.67697984E-16
  1.26247575E+01   5.6230E-04   4.41738890E-16
  1.26247575E+01   5.9570E-04   5.30109410E-16
  1.26247575E+01   6.3100E-04   6.34917476E-16
  1.26247575E+01   6.6830E-04   7.59160041E-16
  1.26247575E+01   7.0790E-04   9.07139540E-16
  1.26247575E+01   7.4990E-04   1.08325145E-15
  1.26247575E+01   7.9430E-04   1.29214891E-15
  1.26247575E+01   8.4140E-04   1.54078927E-15
  1.26247575E+01   8.9120E-04   1.83575324E-15
  1.26247575E+01   9.4410E-04   2.18732458E-15
  1.26247575E+01   1.0000E-03   2.60418637E-15
  1.26247575E+01   1.0590E-03   3.09770888E-15
  1.26247575E+01   1.1220E-03   3.68899279E-15
  1.26247575E+01   1.1880E-03   4.38387224E-15
  1.26247575E+01   1.2590E-03   5.22269761E-15
  1.26247575E+01   1.3340E-03   6.21766947E-15
  1.26247575E+01   1.4130E-03   7.39388670E-15
  1.26247575E+01   1.4960E-03   8.77970656E-15
  1.26247575E+01   1.5850E-03   1.04466374E-14
  1.26247575E+01   1.6790E-03   1.24225677E-14
  1.26247575E+01   1.7780E-03   1.47569720E-14
  1.26247575E+01   1.8840E-03   1.75616773E-14
  1.26247575E+01   1.9950E-03   2.08570495E-14
  1.26247575E+01   2.1130E-03   2.47860829E-14
  1.26247575E+01   2.2390E-03   2.94946965E-14
  1.26247575E+01   2.3710E-03   3.50296996E-14
  1.26247575E+01   2.5120E-03   4.16631068E-14
  1.26247575E+01   2.6610E-03   4.95302078E-14
  1.26247575E+01   2.8180E-03   5.88293848E-14
  1.26247575E+01   2.9850E-03   6.99253452E-14
  1.26247575E+01   3.1620E-03   8.31213698E-14
  1.26247575E+01   3.3500E-03   9.88514408E-14
  1.26247575E+01   3.5480E-03   1.17440364E-13
  1.26247575E+01   3.7580E-03   1.39557131E-13
  1.26247575E+01   3.9810E-03   1.65909408E-13
  1.26247575E+01   4.2170E-03   1.97204137E-13
  1.26247575E+01   4.4670E-03   2.34402430E-13
  1.26247575E+01   4.7320E-03   2.78648086E-13
  1.26247575E+01   5.0120E-03   3.31101712E-13
  1.26247575E+01   5.3090E-03   3.93524517E-13
  1.26247575E+01   5.6230E-03   4.67565422E-13
  1.26247575E+01   5.9570E-03   5.55935942E-13
  1.26247575E+01   6.3100E-03   6.60744008E-13
  1.26247575E+01   6.6830E-03   7.84986573E-13
  1.26247575E+01   7.0790E-03   9.32966072E-13
  1.26247575E+01   7.4990E-03   1.10907799E-12
  1.26247575E+01   7.9430E-03   1.31797544E-12
  1.26247575E+01   8.4140E-03   1.56661581E-12
  1.26247575E+01   8.9120E-03   1.86157977E-12
  1.26247575E+01   9.4410E-03   2.21315111E-12
  1.26247575E+01   1.0000E-02   2.63001290E-12
  1.26247575E+01   1.0590E-02   3.12353541E-12
  1.26247575E+01   1.1220E-02   3.71481933E-12
  1.26247575E+01   1.1890E-02   4.42084382E-12
  1.26247575E+01   1.2590E-02   5.24852414E-12
  1.26247575E+01   1.3330E-02   6.22946563E-12
  1.26247575E+01   1.4120E-02   7.40397121E-12
  1.26247575E+01   1.4960E-02   8.80553309E-12
  1.26247575E+01   1.5850E-02   1.04724640E-11
  1.26247575E+01   1.6790E-02   1.24483942E-11
  1.26247575E+01   1.7780E-02   1.47827985E-11
  1.26247575E+01   1.8840E-02   1.75875038E-11
  1.26247575E+01   1.9950E-02   2.08828760E-11
  1.26247575E+01   2.1140E-02   2.48471536E-11
  1.26247575E+01   2.2390E-02   2.95205231E-11
  1.26247575E+01   2.3710E-02   3.50555261E-11
  1.26247575E+01   2.5120E-02   4.16889334E-11
  1.26247575E+01   2.6610E-02   4.95560343E-11
  1.26247575E+01   2.8180E-02   5.88552113E-11
  1.26247575E+01   2.9850E-02   6.99511717E-11
  1.26247575E+01   3.1620E-02   8.31471963E-11
  1.26247575E+01   3.3500E-02   9.88772673E-11
  1.26247575E+01   3.5480E-02   1.17466191E-10
  1.26247575E+01   3.7580E-02   1.39582957E-10
  1.26247575E+01   3.9810E-02   1.65935234E-10
  1.26247575E+01   4.2170E-02   1.97229963E-10
  1.26247575E+01   4.4670E-02   2.34428256E-10
  1.26247575E+01   4.7320E-02   2.78673913E-10
  1.26247575E+01   5.0120E-02   3.31127539E-10
  1.26247575E+01   5.3090E-02   3.93550343E-10
  1.26247575E+01   5.6230E-02   4.67591249E-10
  1.26247575E+01   5.9570E-02   5.55961769E-10
  1.26247575E+01   6.3100E-02   6.60769835E-10
  1.26247575E+01   6.6830E-02   7.85012400E-10
  1.26247575E+01   7.0790E-02   9.32991899E-10
  1.26247575E+01   7.4990E-02   1.10910381E-09
  1.26247575E+01   7.9430E-02   1.31800126E-09
  1.26247575E+01   8.4140E-02   1.56664163E-09
  1.26247575E+01   8.9120E-02   1.86160559E-09
  1.26247575E+01   9.4410E-02   2.21317694E-09
  1.26247575E+01   1.0000E-01   2.63003873E-09
  1.26247575E+01   1.0590E-01   3.12356124E-09
  1.26247575E+01   1.1220E-01   3.71484515E-09
  1.26247575E+01   1.1890E-01   4.42086964E-09
  1.26247575E+01   1.2590E-01   5.24854997E-09
  1.26247575E+01   1.3330E-01   6.22949145E-09
  1.26247575E+01   1.4120E-01   7.40399704E-09
  1.26247575E+01   1.4960E-01   8.80555891E-09
  1.26247575E+01   1.5850E-01   1.04724898E-08
  1.26247575E+01   1.6790E-01   1.24484201E-08
  1.26247575E+01   1.7780E-01   1.47828244E-08
  1.26247575E+01   1.8840E-01   1.75875296E-08
  1.26247575E+01   1.9950E-01   2.08829019E-08
  1.26247575E+01   2.1130E-01   2.48119352E-08
  1.26247575E+01   2.2390E-01   2.95205489E-08
  1.26247575E+01   2.3710E-01   3.50555519E-08
  1.26247575E+01   2.5120E-01   4.16889592E-08
  1.26247575E+01   2.6610E-01   4.95560601E-08
  1.26247575E+01   2.8180E-01   5.88552371E-08
  1.26247575E+01   2.9850E-01   6.99511976E-08
  1.26247575E+01   3.1620E-01   8.31472221E-08
  1.26247575E+01   3.3500E-01   9.88772932E-08
  1.26247575E+01   3.5480E-01   1.17466217E-07
