# DH21 astrodust SED for Mathis ISRF, U = 1.585
# Enthalpy stage: S1
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  1.22836294E-052
  9.226000E-02  1.95605365E-052
  9.332000E-02  3.09367231E-052
  9.441000E-02  4.93241267E-052
  9.550000E-02  7.83783719E-052
  9.661000E-02  1.25338857E-051
  9.772000E-02  2.00584416E-051
  9.886000E-02  3.26041785E-051
  1.000000E-01  5.32268727E-051
  1.012000E-01  8.97220863E-051
  1.023000E-01  1.45702314E-050
  1.035000E-01  2.49068325E-050
  1.047000E-01  4.28482734E-050
  1.059000E-01  7.40834114E-050
  1.072000E-01  1.34508438E-049
  1.084000E-01  2.33469894E-049
  1.097000E-01  4.23509990E-049
  1.109000E-01  7.31301492E-049
  1.122000E-01  1.31431776E-048
  1.135000E-01  2.34639607E-048
  1.148000E-01  4.15613761E-048
  1.161000E-01  7.28174917E-048
  1.175000E-01  1.31437966E-047
  1.189000E-01  2.34175776E-047
  1.202000E-01  3.95743566E-047
  1.216000E-01  6.87411288E-047
  1.230000E-01  1.17877469E-046
  1.244000E-01  1.99709209E-046
  1.259000E-01  3.46794749E-046
  1.274000E-01  5.93606427E-046
  1.288000E-01  9.67950085E-046
  1.303000E-01  1.61317154E-045
  1.318000E-01  2.65654895E-045
  1.333000E-01  4.31690562E-045
  1.349000E-01  7.13664500E-045
  1.365000E-01  1.16249954E-044
  1.380000E-01  1.81017575E-044
  1.396000E-01  2.84509815E-044
  1.412000E-01  4.40993340E-044
  1.429000E-01  6.91940286E-044
  1.445000E-01  1.04192795E-043
  1.462000E-01  1.58444251E-043
  1.479000E-01  2.37363706E-043
  1.496000E-01  3.51199554E-043
  1.514000E-01  5.24298479E-043
  1.531000E-01  7.54863727E-043
  1.549000E-01  1.09362070E-042
  1.567000E-01  1.57130902E-042
  1.585000E-01  2.23416578E-042
  1.603000E-01  3.14251990E-042
  1.622000E-01  4.45605249E-042
  1.641000E-01  6.24542687E-042
  1.660000E-01  8.72594357E-042
  1.679000E-01  1.22358713E-041
  1.698000E-01  1.70474463E-041
  1.718000E-01  2.40199427E-041
  1.738000E-01  3.36748593E-041
  1.758000E-01  4.70474067E-041
  1.778000E-01  6.49972333E-041
  1.799000E-01  8.93032809E-041
  1.820000E-01  1.21787516E-040
  1.841000E-01  1.65035273E-040
  1.862000E-01  2.22403856E-040
  1.884000E-01  3.02688882E-040
  1.905000E-01  4.04942315E-040
  1.928000E-01  5.70407965E-040
  1.950000E-01  7.91906521E-040
  1.972000E-01  1.09712009E-039
  1.995000E-01  1.53982869E-039
  2.018000E-01  2.15745548E-039
  2.042000E-01  3.06146247E-039
  2.065000E-01  4.27348282E-039
  2.089000E-01  5.91031043E-039
  2.113000E-01  8.10634221E-039
  2.138000E-01  1.11826559E-038
  2.163000E-01  1.53133119E-038
  2.188000E-01  2.08219758E-038
  2.213000E-01  2.81192815E-038
  2.239000E-01  3.81694760E-038
  2.265000E-01  5.14552293E-038
  2.291000E-01  6.89210529E-038
  2.317000E-01  9.17382125E-038
  2.344000E-01  1.22622308E-037
  2.371000E-01  1.62820333E-037
  2.399000E-01  2.16867460E-037
  2.427000E-01  2.86865035E-037
  2.455000E-01  3.77067647E-037
  2.483000E-01  4.92500246E-037
  2.512000E-01  6.45608899E-037
  2.541000E-01  8.40865140E-037
  2.570000E-01  1.08828386E-036
  2.600000E-01  1.41209664E-036
  2.630000E-01  1.82062239E-036
  2.661000E-01  2.35241239E-036
  2.691000E-01  2.99610281E-036
  2.723000E-01  3.85447154E-036
  2.754000E-01  4.89035618E-036
  2.786000E-01  6.21515404E-036
  2.818000E-01  7.85432133E-036
  2.851000E-01  9.93794407E-036
  2.884000E-01  1.25031979E-035
  2.917000E-01  1.56449135E-035
  2.951000E-01  1.95961075E-035
  2.985000E-01  2.44172341E-035
  3.020000E-01  3.04479575E-035
  3.055000E-01  3.77662727E-035
  3.090000E-01  4.65997405E-035
  3.126000E-01  5.75370168E-035
  3.162000E-01  7.06771331E-035
  3.199000E-01  8.68863531E-035
  3.236000E-01  1.06263866E-034
  3.273000E-01  1.29308270E-034
  3.311000E-01  1.57451701E-034
  3.350000E-01  1.91756969E-034
  3.388000E-01  2.31267155E-034
  3.428000E-01  2.80352643E-034
  3.467000E-01  3.36663425E-034
  3.507000E-01  4.04372171E-034
  3.548000E-01  4.85677242E-034
  3.589000E-01  5.80702294E-034
  3.631000E-01  6.94310284E-034
  3.673000E-01  8.26354004E-034
  3.715000E-01  9.79563125E-034
  3.758000E-01  1.16081875E-033
  3.802000E-01  1.37546072E-033
  3.846000E-01  1.62268063E-033
  3.891000E-01  1.91379719E-033
  3.936000E-01  2.24826717E-033
  3.981000E-01  2.63036508E-033
  4.027000E-01  3.07644290E-033
  4.074000E-01  3.59612747E-033
  4.121000E-01  4.18723387E-033
  4.169000E-01  4.87332870E-033
  4.217000E-01  5.65088121E-033
  4.266000E-01  6.54865372E-033
  4.315000E-01  7.56193059E-033
  4.365000E-01  8.72432131E-033
  4.416000E-01  1.00606450E-032
  4.467000E-01  1.15604650E-032
  4.519000E-01  1.32726296E-032
  4.571000E-01  1.51885967E-032
  4.624000E-01  1.73648999E-032
  4.677000E-01  1.97917006E-032
  4.732000E-01  2.25899286E-032
  4.786000E-01  2.56400348E-032
  4.842000E-01  2.91478240E-032
  4.898000E-01  3.30274947E-032
  4.954000E-01  3.73096549E-032
  5.012000E-01  4.21967627E-032
  5.070000E-01  4.75870057E-032
  5.129000E-01  5.36097551E-032
  5.188000E-01  6.02133433E-032
  5.248000E-01  6.75621272E-032
  5.309000E-01  7.57393624E-032
  5.370000E-01  8.46611005E-032
  5.433000E-01  9.47161970E-032
  5.495000E-01  1.05488212E-031
  5.559000E-01  1.17562446E-031
  5.623000E-01  1.30676249E-031
  5.688000E-01  1.45106872E-031
  5.754000E-01  1.60964669E-031
  5.821000E-01  1.78366506E-031
  5.888000E-01  1.97144895E-031
  5.957000E-01  2.17989465E-031
  6.026000E-01  2.40412496E-031
  6.095000E-01  2.64516409E-031
  6.166000E-01  2.91107306E-031
  6.237000E-01  3.19547905E-031
  6.310000E-01  3.50924395E-031
  6.383000E-01  3.84384937E-031
  6.457000E-01  4.20580648E-031
  6.531000E-01  4.59143651E-031
  6.607000E-01  5.01382379E-031
  6.683000E-01  5.46332338E-031
  6.761000E-01  5.95286270E-031
  6.839000E-01  6.47263010E-031
  6.918000E-01  7.02974035E-031
  6.998000E-01  7.62716614E-031
  7.079000E-01  8.26583787E-031
  7.161000E-01  8.94831389E-031
  7.244000E-01  9.67904970E-031
  7.328000E-01  1.04555445E-030
  7.413000E-01  1.12821094E-030
  7.499000E-01  1.21608561E-030
  7.586000E-01  1.30948705E-030
  7.674000E-01  1.40844021E-030
  7.763000E-01  1.51336418E-030
  7.852000E-01  1.62325250E-030
  7.943000E-01  1.74048801E-030
  8.035000E-01  1.86439892E-030
  8.128000E-01  1.99482980E-030
  8.222000E-01  2.13199362E-030
  8.318000E-01  2.27776888E-030
  8.414000E-01  2.42948119E-030
  8.511000E-01  2.58845300E-030
  8.610000E-01  2.75695661E-030
  8.710000E-01  2.93318365E-030
  8.810000E-01  3.11633064E-030
  8.913000E-01  3.31095017E-030
  9.016000E-01  3.51265554E-030
  9.120000E-01  3.72356109E-030
  9.226000E-01  3.94468033E-030
  9.333000E-01  4.17576143E-030
  9.441000E-01  4.41492940E-030
  9.550000E-01  4.66431751E-030
  9.661000E-01  4.92456996E-030
  9.772000E-01  5.19002574E-030
  9.886000E-01  5.46137475E-030
  1.000000E+00  5.74635756E-030
  1.012000E+00  6.08650443E-030
  1.023000E+00  6.40879903E-030
  1.035000E+00  6.77089095E-030
  1.047000E+00  7.14594282E-030
  1.059000E+00  7.53243184E-030
  1.071000E+00  7.92984406E-030
  1.084000E+00  8.37579661E-030
  1.097000E+00  8.83438744E-030
  1.109000E+00  9.26996708E-030
  1.122000E+00  9.75578158E-030
  1.135000E+00  1.02564547E-029
  1.148000E+00  1.07695261E-029
  1.161000E+00  1.12973975E-029
  1.175000E+00  1.18801146E-029
  1.189000E+00  1.24788587E-029
  1.202000E+00  1.30449456E-029
  1.216000E+00  1.36692270E-029
  1.230000E+00  1.43045599E-029
  1.245000E+00  1.49981016E-029
  1.259000E+00  1.56542211E-029
  1.273000E+00  1.63175076E-029
  1.288000E+00  1.70398070E-029
  1.303000E+00  1.77680685E-029
  1.318000E+00  1.85062214E-029
  1.334000E+00  1.93047527E-029
  1.349000E+00  2.00560593E-029
  1.365000E+00  2.08682012E-029
  1.380000E+00  2.16339878E-029
  1.396000E+00  2.24591497E-029
  1.413000E+00  2.33439538E-029
  1.429000E+00  2.41819195E-029
  1.445000E+00  2.50227172E-029
  1.462000E+00  2.59218138E-029
  1.479000E+00  2.68264184E-029
  1.496000E+00  2.77376932E-029
  1.514000E+00  2.87072020E-029
  1.531000E+00  2.96326087E-029
  1.549000E+00  3.06135968E-029
  1.567000E+00  3.15957821E-029
  1.585000E+00  3.25861316E-029
  1.603000E+00  3.35871491E-029
  1.622000E+00  3.46453146E-029
  1.641000E+00  3.57097459E-029
  1.660000E+00  3.67840842E-029
  1.679000E+00  3.78654365E-029
  1.698000E+00  3.89540646E-029
  1.718000E+00  4.01094965E-029
  1.738000E+00  4.12772163E-029
  1.758000E+00  4.24516487E-029
  1.778000E+00  4.36431613E-029
  1.799000E+00  4.49035886E-029
  1.820000E+00  4.61787515E-029
  1.841000E+00  4.74687768E-029
  1.862000E+00  4.87727675E-029
  1.884000E+00  5.01574774E-029
  1.906000E+00  5.15544920E-029
  1.928000E+00  5.29751535E-029
  1.950000E+00  5.44124532E-029
  1.972000E+00  5.58640637E-029
  1.995000E+00  5.73999338E-029
  2.018000E+00  5.89525473E-029
  2.042000E+00  6.05940175E-029
  2.065000E+00  6.21805855E-029
  2.089000E+00  6.38473880E-029
  2.114000E+00  6.55956860E-029
  2.138000E+00  6.72760389E-029
  2.163000E+00  6.90387851E-029
  2.188000E+00  7.07868111E-029
  2.213000E+00  7.25503531E-029
  2.239000E+00  7.43663745E-029
  2.265000E+00  7.61853538E-029
  2.291000E+00  7.80037941E-029
  2.317000E+00  7.98159317E-029
  2.344000E+00  8.16803517E-029
  2.371000E+00  8.36116200E-029
  2.399000E+00  8.55931292E-029
  2.427000E+00  8.75603012E-029
  2.455000E+00  8.95042004E-029
  2.483000E+00  9.14307675E-029
  2.512000E+00  9.34921399E-029
  2.541000E+00  9.55241454E-029
  2.570000E+00  9.75322865E-029
  2.600000E+00  9.96806486E-029
  2.630000E+00  1.01796839E-028
  2.661000E+00  1.04052055E-028
  2.691000E+00  1.06116306E-028
  2.723000E+00  1.08475384E-028
  2.754000E+00  1.10642300E-028
  2.786000E+00  1.12937263E-028
  2.818000E+00  1.15294618E-028
  2.851000E+00  1.17679670E-028
