# DH21 astrodust enthalpy table
# Stage 1 (silicate-only, literal DL01 prefactor, rho=3.5)
# NT = 201   NA = 169
# T[K]            a_eff[um]       U[erg]
  2.70000000E+00   3.1620E-04   7.15556455E-19
  2.70000000E+00   3.3500E-04   8.90495311E-19
  2.70000000E+00   3.5480E-04   1.09722832E-18
  2.70000000E+00   3.7580E-04   1.34319554E-18
  2.70000000E+00   3.9810E-04   1.63626715E-18
  2.70000000E+00   4.2170E-04   1.98430525E-18
  2.70000000E+00   4.4670E-04   2.39799866E-18
  2.70000000E+00   4.7310E-04   2.88810350E-18
  2.70000000E+00   5.0120E-04   3.47342049E-18
  2.70000000E+00   5.3090E-04   4.16764329E-18
  2.70000000E+00   5.6230E-04   4.99107449E-18
  2.70000000E+00   5.9570E-04   5.97386965E-18
  2.70000000E+00   6.3100E-04   7.13947170E-18
  2.70000000E+00   6.6830E-04   8.52121067E-18
  2.70000000E+00   7.0790E-04   1.01669352E-17
  2.70000000E+00   7.4990E-04   1.21255288E-17
  2.70000000E+00   7.9430E-04   1.44487403E-17
  2.70000000E+00   8.4140E-04   1.72139447E-17
  2.70000000E+00   8.9120E-04   2.04943277E-17
  2.70000000E+00   9.4410E-04   2.44042584E-17
  2.70000000E+00   1.0000E-03   2.90403039E-17
  2.70000000E+00   1.0590E-03   3.45289162E-17
  2.70000000E+00   1.1220E-03   4.11047627E-17
  2.70000000E+00   1.1880E-03   4.88327262E-17
  2.70000000E+00   1.2590E-03   5.81615556E-17
  2.70000000E+00   1.3340E-03   6.92269372E-17
  2.70000000E+00   1.4130E-03   8.23080030E-17
  2.70000000E+00   1.4960E-03   9.77201229E-17
  2.70000000E+00   1.5850E-03   1.16258563E-16
  2.70000000E+00   1.6790E-03   1.38233478E-16
  2.70000000E+00   1.7780E-03   1.64195091E-16
  2.70000000E+00   1.8840E-03   1.95387063E-16
  2.70000000E+00   1.9950E-03   2.32035889E-16
  2.70000000E+00   2.1130E-03   2.75731852E-16
  2.70000000E+00   2.2390E-03   3.28097762E-16
  2.70000000E+00   2.3710E-03   3.89654197E-16
  2.70000000E+00   2.5120E-03   4.63426316E-16
  2.70000000E+00   2.6610E-03   5.50918714E-16
  2.70000000E+00   2.8180E-03   6.54337661E-16
  2.70000000E+00   2.9850E-03   7.77739177E-16
  2.70000000E+00   3.1620E-03   9.24496139E-16
  2.70000000E+00   3.3500E-03   1.09943499E-15
  2.70000000E+00   3.5480E-03   1.30616801E-15
  2.70000000E+00   3.7580E-03   1.55213522E-15
  2.70000000E+00   3.9810E-03   1.84520683E-15
  2.70000000E+00   4.2170E-03   2.19324493E-15
  2.70000000E+00   4.4670E-03   2.60693835E-15
  2.70000000E+00   4.7320E-03   3.09900761E-15
  2.70000000E+00   5.0120E-03   3.68236017E-15
  2.70000000E+00   5.3090E-03   4.37658297E-15
  2.70000000E+00   5.6230E-03   5.20001417E-15
  2.70000000E+00   5.9570E-03   6.18280933E-15
  2.70000000E+00   6.3100E-03   7.34841138E-15
  2.70000000E+00   6.6830E-03   8.73015035E-15
  2.70000000E+00   7.0790E-03   1.03758749E-14
  2.70000000E+00   7.4990E-03   1.23344685E-14
  2.70000000E+00   7.9430E-03   1.46576800E-14
  2.70000000E+00   8.4140E-03   1.74228843E-14
  2.70000000E+00   8.9120E-03   2.07032673E-14
  2.70000000E+00   9.4410E-03   2.46131981E-14
  2.70000000E+00   1.0000E-02   2.92492435E-14
  2.70000000E+00   1.0590E-02   3.47378559E-14
  2.70000000E+00   1.1220E-02   4.13137024E-14
  2.70000000E+00   1.1890E-02   4.91656132E-14
  2.70000000E+00   1.2590E-02   5.83704953E-14
  2.70000000E+00   1.3330E-02   6.92798408E-14
  2.70000000E+00   1.4120E-02   8.23418710E-14
  2.70000000E+00   1.4960E-02   9.79290626E-14
  2.70000000E+00   1.5850E-02   1.16467503E-13
  2.70000000E+00   1.6790E-02   1.38442418E-13
  2.70000000E+00   1.7780E-02   1.64404031E-13
  2.70000000E+00   1.8840E-02   1.95596003E-13
  2.70000000E+00   1.9950E-02   2.32244829E-13
  2.70000000E+00   2.1140E-02   2.76332753E-13
  2.70000000E+00   2.2390E-02   3.28306702E-13
  2.70000000E+00   2.3710E-02   3.89863137E-13
  2.70000000E+00   2.5120E-02   4.63635256E-13
  2.70000000E+00   2.6610E-02   5.51127654E-13
  2.70000000E+00   2.8180E-02   6.54546601E-13
  2.70000000E+00   2.9850E-02   7.77948117E-13
  2.70000000E+00   3.1620E-02   9.24705078E-13
  2.70000000E+00   3.3500E-02   1.09964393E-12
  2.70000000E+00   3.5480E-02   1.30637695E-12
  2.70000000E+00   3.7580E-02   1.55234416E-12
  2.70000000E+00   3.9810E-02   1.84541577E-12
  2.70000000E+00   4.2170E-02   2.19345387E-12
  2.70000000E+00   4.4670E-02   2.60714729E-12
  2.70000000E+00   4.7320E-02   3.09921655E-12
  2.70000000E+00   5.0120E-02   3.68256911E-12
  2.70000000E+00   5.3090E-02   4.37679191E-12
  2.70000000E+00   5.6230E-02   5.20022311E-12
  2.70000000E+00   5.9570E-02   6.18301827E-12
  2.70000000E+00   6.3100E-02   7.34862032E-12
  2.70000000E+00   6.6830E-02   8.73035929E-12
  2.70000000E+00   7.0790E-02   1.03760838E-11
  2.70000000E+00   7.4990E-02   1.23346775E-11
  2.70000000E+00   7.9430E-02   1.46578889E-11
  2.70000000E+00   8.4140E-02   1.74230933E-11
  2.70000000E+00   8.9120E-02   2.07034763E-11
  2.70000000E+00   9.4410E-02   2.46134070E-11
  2.70000000E+00   1.0000E-01   2.92494525E-11
  2.70000000E+00   1.0590E-01   3.47380649E-11
  2.70000000E+00   1.1220E-01   4.13139113E-11
  2.70000000E+00   1.1890E-01   4.91658222E-11
  2.70000000E+00   1.2590E-01   5.83707042E-11
  2.70000000E+00   1.3330E-01   6.92800498E-11
  2.70000000E+00   1.4120E-01   8.23420800E-11
  2.70000000E+00   1.4960E-01   9.79292715E-11
  2.70000000E+00   1.5850E-01   1.16467712E-10
  2.70000000E+00   1.6790E-01   1.38442627E-10
  2.70000000E+00   1.7780E-01   1.64404240E-10
  2.70000000E+00   1.8840E-01   1.95596212E-10
  2.70000000E+00   1.9950E-01   2.32245038E-10
  2.70000000E+00   2.1130E-01   2.75941001E-10
  2.70000000E+00   2.2390E-01   3.28306911E-10
  2.70000000E+00   2.3710E-01   3.89863346E-10
  2.70000000E+00   2.5120E-01   4.63635465E-10
  2.70000000E+00   2.6610E-01   5.51127863E-10
  2.70000000E+00   2.8180E-01   6.54546809E-10
  2.70000000E+00   2.9850E-01   7.77948326E-10
  2.70000000E+00   3.1620E-01   9.24705287E-10
  2.70000000E+00   3.3500E-01   1.09964414E-09
  2.70000000E+00   3.5480E-01   1.30637716E-09
  2.70000000E+00   3.7580E-01   1.55234437E-09
  2.70000000E+00   3.9810E-01   1.84541598E-09
  2.70000000E+00   4.2170E-01   2.19345408E-09
  2.70000000E+00   4.4670E-01   2.60714750E-09
  2.70000000E+00   4.7320E-01   3.09921676E-09
  2.70000000E+00   5.0120E-01   3.68256932E-09
  2.70000000E+00   5.3090E-01   4.37679212E-09
  2.70000000E+00   5.6230E-01   5.20022332E-09
  2.70000000E+00   5.9570E-01   6.18301848E-09
  2.70000000E+00   6.3100E-01   7.34862053E-09
  2.70000000E+00   6.6830E-01   8.73035950E-09
  2.70000000E+00   7.0790E-01   1.03760841E-08
  2.70000000E+00   7.4990E-01   1.23346777E-08
  2.70000000E+00   7.9430E-01   1.46578891E-08
  2.70000000E+00   8.4140E-01   1.74230935E-08
  2.70000000E+00   8.9130E-01   2.07104466E-08
  2.70000000E+00   9.4410E-01   2.46134072E-08
  2.70000000E+00   1.0000E+00   2.92494527E-08
  2.70000000E+00   1.0590E+00   3.47380651E-08
  2.70000000E+00   1.1220E+00   4.13139115E-08
  2.70000000E+00   1.1890E+00   4.91658224E-08
  2.70000000E+00   1.2590E+00   5.83707044E-08
  2.70000000E+00   1.3340E+00   6.94360861E-08
  2.70000000E+00   1.4130E+00   8.25171519E-08
  2.70000000E+00   1.4960E+00   9.79292717E-08
  2.70000000E+00   1.5850E+00   1.16467712E-07
  2.70000000E+00   1.6790E+00   1.38442627E-07
  2.70000000E+00   1.7780E+00   1.64404240E-07
  2.70000000E+00   1.8840E+00   1.95596212E-07
  2.70000000E+00   1.9950E+00   2.32245038E-07
  2.70000000E+00   2.1140E+00   2.76332963E-07
  2.70000000E+00   2.2390E+00   3.28306911E-07
  2.70000000E+00   2.3710E+00   3.89863346E-07
  2.70000000E+00   2.5120E+00   4.63635465E-07
  2.70000000E+00   2.6610E+00   5.51127863E-07
  2.70000000E+00   2.8180E+00   6.54546810E-07
  2.70000000E+00   2.9850E+00   7.77948326E-07
  2.70000000E+00   3.1620E+00   9.24705287E-07
  2.70000000E+00   3.3500E+00   1.09964414E-06
  2.70000000E+00   3.5480E+00   1.30637716E-06
  2.70000000E+00   3.7580E+00   1.55234437E-06
  2.70000000E+00   3.9810E+00   1.84541598E-06
  2.70000000E+00   4.2170E+00   2.19345408E-06
  2.70000000E+00   4.4670E+00   2.60714750E-06
  2.70000000E+00   4.7320E+00   3.09921676E-06
  2.70000000E+00   5.0120E+00   3.68256932E-06
  2.80350797E+00   3.1620E-04   8.01059437E-19
  2.80350797E+00   3.3500E-04   9.96902014E-19
  2.80350797E+00   3.5480E-04   1.22833789E-18
  2.80350797E+00   3.7580E-04   1.50369612E-18
  2.80350797E+00   3.9810E-04   1.83178732E-18
  2.80350797E+00   4.2170E-04   2.22141305E-18
  2.80350797E+00   4.4670E-04   2.68453935E-18
  2.80350797E+00   4.7310E-04   3.23320759E-18
  2.80350797E+00   5.0120E-04   3.88846504E-18
  2.80350797E+00   5.3090E-04   4.66564163E-18
  2.80350797E+00   5.6230E-04   5.58746593E-18
  2.80350797E+00   5.9570E-04   6.68769685E-18
  2.80350797E+00   6.3100E-04   7.99257855E-18
  2.80350797E+00   6.6830E-04   9.53942371E-18
  2.80350797E+00   7.0790E-04   1.13817985E-17
  2.80350797E+00   7.4990E-04   1.35744276E-17
  2.80350797E+00   7.9430E-04   1.61752433E-17
  2.80350797E+00   8.4140E-04   1.92708663E-17
  2.80350797E+00   8.9120E-04   2.29432275E-17
  2.80350797E+00   9.4410E-04   2.73203621E-17
  2.80350797E+00   1.0000E-03   3.25103760E-17
  2.80350797E+00   1.0590E-03   3.86548315E-17
  2.80350797E+00   1.1220E-03   4.60164363E-17
  2.80350797E+00   1.1880E-03   5.46678264E-17
  2.80350797E+00   1.2590E-03   6.51113725E-17
  2.80350797E+00   1.3340E-03   7.74989743E-17
  2.80350797E+00   1.4130E-03   9.21431175E-17
  2.80350797E+00   1.4960E-03   1.09396856E-16
  2.80350797E+00   1.5850E-03   1.30150484E-16
  2.80350797E+00   1.6790E-03   1.54751217E-16
  2.80350797E+00   1.7780E-03   1.83815024E-16
  2.80350797E+00   1.8840E-03   2.18734175E-16
  2.80350797E+00   1.9950E-03   2.59762227E-16
  2.80350797E+00   2.1130E-03   3.08679490E-16
  2.80350797E+00   2.2390E-03   3.67302687E-16
  2.80350797E+00   2.3710E-03   4.36214598E-16
  2.80350797E+00   2.5120E-03   5.18801865E-16
  2.80350797E+00   2.6610E-03   6.16748869E-16
  2.80350797E+00   2.8180E-03   7.32525511E-16
  2.80350797E+00   2.9850E-03   8.70672471E-16
  2.80350797E+00   3.1620E-03   1.03496566E-15
  2.80350797E+00   3.3500E-03   1.23080823E-15
  2.80350797E+00   3.5480E-03   1.46224410E-15
  2.80350797E+00   3.7580E-03   1.73760233E-15
  2.80350797E+00   3.9810E-03   2.06569354E-15
  2.80350797E+00   4.2170E-03   2.45531926E-15
  2.80350797E+00   4.4670E-03   2.91844556E-15
  2.80350797E+00   4.7320E-03   3.46931297E-15
  2.80350797E+00   5.0120E-03   4.12237126E-15
  2.80350797E+00   5.3090E-03   4.89954785E-15
  2.80350797E+00   5.6230E-03   5.82137215E-15
  2.80350797E+00   5.9570E-03   6.92160307E-15
  2.80350797E+00   6.3100E-03   8.22648477E-15
  2.80350797E+00   6.6830E-03   9.77332993E-15
  2.80350797E+00   7.0790E-03   1.16157047E-14
  2.80350797E+00   7.4990E-03   1.38083338E-14
  2.80350797E+00   7.9430E-03   1.64091495E-14
  2.80350797E+00   8.4140E-03   1.95047726E-14
  2.80350797E+00   8.9120E-03   2.31771337E-14
  2.80350797E+00   9.4410E-03   2.75542683E-14
  2.80350797E+00   1.0000E-02   3.27442823E-14
  2.80350797E+00   1.0590E-02   3.88887377E-14
  2.80350797E+00   1.1220E-02   4.62503425E-14
  2.80350797E+00   1.1890E-02   5.50404907E-14
  2.80350797E+00   1.2590E-02   6.53452788E-14
  2.80350797E+00   1.3330E-02   7.75581994E-14
  2.80350797E+00   1.4120E-02   9.21810324E-14
  2.80350797E+00   1.4960E-02   1.09630762E-13
  2.80350797E+00   1.5850E-02   1.30384390E-13
  2.80350797E+00   1.6790E-02   1.54985123E-13
  2.80350797E+00   1.7780E-02   1.84048931E-13
  2.80350797E+00   1.8840E-02   2.18968081E-13
  2.80350797E+00   1.9950E-02   2.59996134E-13
  2.80350797E+00   2.1140E-02   3.09352194E-13
  2.80350797E+00   2.2390E-02   3.67536593E-13
  2.80350797E+00   2.3710E-02   4.36448505E-13
  2.80350797E+00   2.5120E-02   5.19035772E-13
  2.80350797E+00   2.6610E-02   6.16982775E-13
  2.80350797E+00   2.8180E-02   7.32759417E-13
  2.80350797E+00   2.9850E-02   8.70906377E-13
  2.80350797E+00   3.1620E-02   1.03519956E-12
  2.80350797E+00   3.3500E-02   1.23104214E-12
  2.80350797E+00   3.5480E-02   1.46247801E-12
  2.80350797E+00   3.7580E-02   1.73783624E-12
  2.80350797E+00   3.9810E-02   2.06592744E-12
  2.80350797E+00   4.2170E-02   2.45555317E-12
  2.80350797E+00   4.4670E-02   2.91867947E-12
  2.80350797E+00   4.7320E-02   3.46954688E-12
  2.80350797E+00   5.0120E-02   4.12260517E-12
  2.80350797E+00   5.3090E-02   4.89978175E-12
  2.80350797E+00   5.6230E-02   5.82160606E-12
  2.80350797E+00   5.9570E-02   6.92183697E-12
  2.80350797E+00   6.3100E-02   8.22671867E-12
  2.80350797E+00   6.6830E-02   9.77356383E-12
  2.80350797E+00   7.0790E-02   1.16159386E-11
  2.80350797E+00   7.4990E-02   1.38085677E-11
  2.80350797E+00   7.9430E-02   1.64093834E-11
  2.80350797E+00   8.4140E-02   1.95050065E-11
  2.80350797E+00   8.9120E-02   2.31773677E-11
  2.80350797E+00   9.4410E-02   2.75545022E-11
  2.80350797E+00   1.0000E-01   3.27445162E-11
  2.80350797E+00   1.0590E-01   3.88889716E-11
  2.80350797E+00   1.1220E-01   4.62505764E-11
  2.80350797E+00   1.1890E-01   5.50407246E-11
  2.80350797E+00   1.2590E-01   6.53455127E-11
  2.80350797E+00   1.3330E-01   7.75584333E-11
  2.80350797E+00   1.4120E-01   9.21812663E-11
  2.80350797E+00   1.4960E-01   1.09630996E-10
  2.80350797E+00   1.5850E-01   1.30384624E-10
  2.80350797E+00   1.6790E-01   1.54985357E-10
  2.80350797E+00   1.7780E-01   1.84049164E-10
  2.80350797E+00   1.8840E-01   2.18968315E-10
  2.80350797E+00   1.9950E-01   2.59996368E-10
  2.80350797E+00   2.1130E-01   3.08913631E-10
  2.80350797E+00   2.2390E-01   3.67536827E-10
  2.80350797E+00   2.3710E-01   4.36448738E-10
  2.80350797E+00   2.5120E-01   5.19036005E-10
  2.80350797E+00   2.6610E-01   6.16983009E-10
  2.80350797E+00   2.8180E-01   7.32759651E-10
  2.80350797E+00   2.9850E-01   8.70906611E-10
  2.80350797E+00   3.1620E-01   1.03519980E-09
  2.80350797E+00   3.3500E-01   1.23104237E-09
  2.80350797E+00   3.5480E-01   1.46247824E-09
  2.80350797E+00   3.7580E-01   1.73783647E-09
  2.80350797E+00   3.9810E-01   2.06592768E-09
  2.80350797E+00   4.2170E-01   2.45555340E-09
  2.80350797E+00   4.4670E-01   2.91867970E-09
  2.80350797E+00   4.7320E-01   3.46954711E-09
  2.80350797E+00   5.0120E-01   4.12260540E-09
  2.80350797E+00   5.3090E-01   4.89978199E-09
  2.80350797E+00   5.6230E-01   5.82160629E-09
  2.80350797E+00   5.9570E-01   6.92183721E-09
  2.80350797E+00   6.3100E-01   8.22671891E-09
  2.80350797E+00   6.6830E-01   9.77356407E-09
  2.80350797E+00   7.0790E-01   1.16159389E-08
  2.80350797E+00   7.4990E-01   1.38085680E-08
  2.80350797E+00   7.9430E-01   1.64093836E-08
  2.80350797E+00   8.4140E-01   1.95050067E-08
  2.80350797E+00   8.9130E-01   2.31851708E-08
  2.80350797E+00   9.4410E-01   2.75545025E-08
  2.80350797E+00   1.0000E+00   3.27445164E-08
  2.80350797E+00   1.0590E+00   3.88889718E-08
  2.80350797E+00   1.1220E+00   4.62505766E-08
  2.80350797E+00   1.1890E+00   5.50407249E-08
  2.80350797E+00   1.2590E+00   6.53455129E-08
  2.80350797E+00   1.3340E+00   7.77331146E-08
  2.80350797E+00   1.4130E+00   9.23772578E-08
  2.80350797E+00   1.4960E+00   1.09630996E-07
  2.80350797E+00   1.5850E+00   1.30384624E-07
  2.80350797E+00   1.6790E+00   1.54985357E-07
  2.80350797E+00   1.7780E+00   1.84049165E-07
  2.80350797E+00   1.8840E+00   2.18968315E-07
  2.80350797E+00   1.9950E+00   2.59996368E-07
  2.80350797E+00   2.1140E+00   3.09352429E-07
  2.80350797E+00   2.2390E+00   3.67536827E-07
  2.80350797E+00   2.3710E+00   4.36448739E-07
  2.80350797E+00   2.5120E+00   5.19036006E-07
  2.80350797E+00   2.6610E+00   6.16983009E-07
  2.80350797E+00   2.8180E+00   7.32759651E-07
  2.80350797E+00   2.9850E+00   8.70906611E-07
  2.80350797E+00   3.1620E+00   1.03519980E-06
  2.80350797E+00   3.3500E+00   1.23104237E-06
  2.80350797E+00   3.5480E+00   1.46247824E-06
  2.80350797E+00   3.7580E+00   1.73783647E-06
  2.80350797E+00   3.9810E+00   2.06592768E-06
  2.80350797E+00   4.2170E+00   2.45555340E-06
  2.80350797E+00   4.4670E+00   2.91867970E-06
  2.80350797E+00   4.7320E+00   3.46954711E-06
  2.80350797E+00   5.0120E+00   4.12260540E-06
  2.91098405E+00   3.1620E-04   8.96779839E-19
  2.91098405E+00   3.3500E-04   1.11602409E-18
  2.91098405E+00   3.5480E-04   1.37511475E-18
  2.91098405E+00   3.7580E-04   1.68337616E-18
  2.91098405E+00   3.9810E-04   2.05067172E-18
  2.91098405E+00   4.2170E-04   2.48685471E-18
  2.91098405E+00   4.4670E-04   3.00532102E-18
  2.91098405E+00   4.7310E-04   3.61955087E-18
  2.91098405E+00   5.0120E-04   4.35310651E-18
  2.91098405E+00   5.3090E-04   5.22314969E-18
  2.91098405E+00   5.6230E-04   6.25512486E-18
  2.91098405E+00   5.9570E-04   7.48682486E-18
  2.91098405E+00   6.3100E-04   8.94762982E-18
  2.91098405E+00   6.6830E-04   1.06793110E-17
  2.91098405E+00   7.0790E-04   1.27418353E-17
  2.91098405E+00   7.4990E-04   1.51964666E-17
  2.91098405E+00   7.9430E-04   1.81080596E-17
  2.91098405E+00   8.4140E-04   2.15735857E-17
  2.91098405E+00   8.9120E-04   2.56847656E-17
  2.91098405E+00   9.4410E-04   3.05849339E-17
  2.91098405E+00   1.0000E-03   3.63951143E-17
  2.91098405E+00   1.0590E-03   4.32737846E-17
  2.91098405E+00   1.1220E-03   5.15150442E-17
  2.91098405E+00   1.1880E-03   6.12002085E-17
  2.91098405E+00   1.2590E-03   7.28916776E-17
  2.91098405E+00   1.3340E-03   8.67595018E-17
  2.91098405E+00   1.4130E-03   1.03153507E-16
  2.91098405E+00   1.4960E-03   1.22468934E-16
  2.91098405E+00   1.5850E-03   1.45702460E-16
  2.91098405E+00   1.6790E-03   1.73242790E-16
  2.91098405E+00   1.7780E-03   2.05779497E-16
  2.91098405E+00   1.8840E-03   2.44871215E-16
  2.91098405E+00   1.9950E-03   2.90801803E-16
  2.91098405E+00   2.1130E-03   3.45564300E-16
  2.91098405E+00   2.2390E-03   4.11192514E-16
  2.91098405E+00   2.3710E-03   4.88338866E-16
  2.91098405E+00   2.5120E-03   5.80794672E-16
  2.91098405E+00   2.6610E-03   6.90445585E-16
  2.91098405E+00   2.8180E-03   8.20056639E-16
  2.91098405E+00   2.9850E-03   9.74711091E-16
  2.91098405E+00   3.1620E-03   1.15863604E-15
  2.91098405E+00   3.3500E-03   1.37788029E-15
  2.91098405E+00   3.5480E-03   1.63697096E-15
  2.91098405E+00   3.7580E-03   1.94523236E-15
  2.91098405E+00   3.9810E-03   2.31252792E-15
  2.91098405E+00   4.2170E-03   2.74871091E-15
  2.91098405E+00   4.4670E-03   3.26717722E-15
  2.91098405E+00   4.7320E-03   3.88386901E-15
  2.91098405E+00   5.0120E-03   4.61496272E-15
  2.91098405E+00   5.3090E-03   5.48500589E-15
  2.91098405E+00   5.6230E-03   6.51698106E-15
  2.91098405E+00   5.9570E-03   7.74868106E-15
  2.91098405E+00   6.3100E-03   9.20948602E-15
  2.91098405E+00   6.6830E-03   1.09411672E-14
  2.91098405E+00   7.0790E-03   1.30036915E-14
  2.91098405E+00   7.4990E-03   1.54583228E-14
  2.91098405E+00   7.9430E-03   1.83699158E-14
  2.91098405E+00   8.4140E-03   2.18354419E-14
  2.91098405E+00   8.9120E-03   2.59466218E-14
  2.91098405E+00   9.4410E-03   3.08467901E-14
  2.91098405E+00   1.0000E-02   3.66569705E-14
  2.91098405E+00   1.0590E-02   4.35356408E-14
  2.91098405E+00   1.1220E-02   5.17769004E-14
  2.91098405E+00   1.1890E-02   6.16174033E-14
  2.91098405E+00   1.2590E-02   7.31535338E-14
  2.91098405E+00   1.3330E-02   8.68258039E-14
  2.91098405E+00   1.4120E-02   1.03195952E-13
  2.91098405E+00   1.4960E-02   1.22730790E-13
  2.91098405E+00   1.5850E-02   1.45964316E-13
  2.91098405E+00   1.6790E-02   1.73504646E-13
  2.91098405E+00   1.7780E-02   2.06041353E-13
  2.91098405E+00   1.8840E-02   2.45133071E-13
  2.91098405E+00   1.9950E-02   2.91063659E-13
  2.91098405E+00   2.1140E-02   3.46317387E-13
  2.91098405E+00   2.2390E-02   4.11454371E-13
  2.91098405E+00   2.3710E-02   4.88600723E-13
  2.91098405E+00   2.5120E-02   5.81056529E-13
  2.91098405E+00   2.6610E-02   6.90707441E-13
  2.91098405E+00   2.8180E-02   8.20318495E-13
  2.91098405E+00   2.9850E-02   9.74972948E-13
  2.91098405E+00   3.1620E-02   1.15889790E-12
  2.91098405E+00   3.3500E-02   1.37814215E-12
  2.91098405E+00   3.5480E-02   1.63723281E-12
  2.91098405E+00   3.7580E-02   1.94549422E-12
  2.91098405E+00   3.9810E-02   2.31278978E-12
  2.91098405E+00   4.2170E-02   2.74897277E-12
  2.91098405E+00   4.4670E-02   3.26743908E-12
  2.91098405E+00   4.7320E-02   3.88413087E-12
  2.91098405E+00   5.0120E-02   4.61522457E-12
  2.91098405E+00   5.3090E-02   5.48526775E-12
  2.91098405E+00   5.6230E-02   6.51724292E-12
  2.91098405E+00   5.9570E-02   7.74894291E-12
  2.91098405E+00   6.3100E-02   9.20974788E-12
  2.91098405E+00   6.6830E-02   1.09414291E-11
  2.91098405E+00   7.0790E-02   1.30039534E-11
  2.91098405E+00   7.4990E-02   1.54585847E-11
  2.91098405E+00   7.9430E-02   1.83701777E-11
  2.91098405E+00   8.4140E-02   2.18357038E-11
  2.91098405E+00   8.9120E-02   2.59468837E-11
  2.91098405E+00   9.4410E-02   3.08470520E-11
  2.91098405E+00   1.0000E-01   3.66572324E-11
  2.91098405E+00   1.0590E-01   4.35359027E-11
  2.91098405E+00   1.1220E-01   5.17771623E-11
  2.91098405E+00   1.1890E-01   6.16176652E-11
  2.91098405E+00   1.2590E-01   7.31537956E-11
  2.91098405E+00   1.3330E-01   8.68260658E-11
  2.91098405E+00   1.4120E-01   1.03196214E-10
  2.91098405E+00   1.4960E-01   1.22731052E-10
  2.91098405E+00   1.5850E-01   1.45964578E-10
  2.91098405E+00   1.6790E-01   1.73504908E-10
  2.91098405E+00   1.7780E-01   2.06041615E-10
  2.91098405E+00   1.8840E-01   2.45133333E-10
  2.91098405E+00   1.9950E-01   2.91063921E-10
  2.91098405E+00   2.1130E-01   3.45826418E-10
  2.91098405E+00   2.2390E-01   4.11454633E-10
  2.91098405E+00   2.3710E-01   4.88600984E-10
  2.91098405E+00   2.5120E-01   5.81056790E-10
  2.91098405E+00   2.6610E-01   6.90707703E-10
  2.91098405E+00   2.8180E-01   8.20318757E-10
  2.91098405E+00   2.9850E-01   9.74973209E-10
  2.91098405E+00   3.1620E-01   1.15889816E-09
  2.91098405E+00   3.3500E-01   1.37814241E-09
  2.91098405E+00   3.5480E-01   1.63723307E-09
  2.91098405E+00   3.7580E-01   1.94549448E-09
  2.91098405E+00   3.9810E-01   2.31279004E-09
  2.91098405E+00   4.2170E-01   2.74897303E-09
  2.91098405E+00   4.4670E-01   3.26743934E-09
  2.91098405E+00   4.7320E-01   3.88413113E-09
  2.91098405E+00   5.0120E-01   4.61522483E-09
  2.91098405E+00   5.3090E-01   5.48526801E-09
  2.91098405E+00   5.6230E-01   6.51724318E-09
  2.91098405E+00   5.9570E-01   7.74894318E-09
  2.91098405E+00   6.3100E-01   9.20974814E-09
  2.91098405E+00   6.6830E-01   1.09414293E-08
  2.91098405E+00   7.0790E-01   1.30039537E-08
  2.91098405E+00   7.4990E-01   1.54585849E-08
  2.91098405E+00   7.9430E-01   1.83701780E-08
  2.91098405E+00   8.4140E-01   2.18357040E-08
  2.91098405E+00   8.9130E-01   2.59556193E-08
  2.91098405E+00   9.4410E-01   3.08470522E-08
  2.91098405E+00   1.0000E+00   3.66572327E-08
  2.91098405E+00   1.0590E+00   4.35359029E-08
  2.91098405E+00   1.1220E+00   5.17771625E-08
  2.91098405E+00   1.1890E+00   6.16176654E-08
  2.91098405E+00   1.2590E+00   7.31537959E-08
  2.91098405E+00   1.3340E+00   8.70216202E-08
  2.91098405E+00   1.4130E+00   1.03415625E-07
  2.91098405E+00   1.4960E+00   1.22731052E-07
  2.91098405E+00   1.5850E+00   1.45964578E-07
  2.91098405E+00   1.6790E+00   1.73504908E-07
  2.91098405E+00   1.7780E+00   2.06041615E-07
  2.91098405E+00   1.8840E+00   2.45133334E-07
  2.91098405E+00   1.9950E+00   2.91063921E-07
  2.91098405E+00   2.1140E+00   3.46317649E-07
  2.91098405E+00   2.2390E+00   4.11454633E-07
  2.91098405E+00   2.3710E+00   4.88600985E-07
  2.91098405E+00   2.5120E+00   5.81056791E-07
  2.91098405E+00   2.6610E+00   6.90707703E-07
  2.91098405E+00   2.8180E+00   8.20318757E-07
  2.91098405E+00   2.9850E+00   9.74973210E-07
  2.91098405E+00   3.1620E+00   1.15889816E-06
  2.91098405E+00   3.3500E+00   1.37814241E-06
  2.91098405E+00   3.5480E+00   1.63723307E-06
  2.91098405E+00   3.7580E+00   1.94549448E-06
  2.91098405E+00   3.9810E+00   2.31279004E-06
  2.91098405E+00   4.2170E+00   2.74897303E-06
  2.91098405E+00   4.4670E+00   3.26743934E-06
  2.91098405E+00   4.7320E+00   3.88413113E-06
  2.91098405E+00   5.0120E+00   4.61522483E-06
  3.02258037E+00   3.1620E-04   1.00393871E-18
  3.02258037E+00   3.3500E-04   1.24938110E-18
  3.02258037E+00   3.5480E-04   1.53943127E-18
  3.02258037E+00   3.7580E-04   1.88452775E-18
  3.02258037E+00   3.9810E-04   2.29571254E-18
  3.02258037E+00   4.2170E-04   2.78401632E-18
  3.02258037E+00   4.4670E-04   3.36443570E-18
  3.02258037E+00   4.7310E-04   4.05206168E-18
