# DH21 PAH SED for Mathis ISRF, U = 1.585
# DL07 PAH cross sections, neutral + cation mixed by f_ion(a)
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  7.37376393E-055
  9.226000E-02  1.34717426E-054
  9.332000E-02  2.43047695E-054
  9.441000E-02  4.40166768E-054
  9.550000E-02  7.86962486E-054
  9.661000E-02  1.40370589E-053
  9.772000E-02  2.47203545E-053
  9.886000E-02  4.36412818E-053
  1.000000E-01  7.60883204E-053
  1.012000E-01  1.33097014E-052
  1.023000E-01  2.20528426E-052
  1.035000E-01  3.77612487E-052
  1.047000E-01  6.38204152E-052
  1.059000E-01  1.06520925E-051
  1.072000E-01  1.83037508E-051
  1.084000E-01  2.98057850E-051
  1.097000E-01  4.99138331E-051
  1.109000E-01  7.94442341E-051
  1.122000E-01  1.29950748E-050
  1.135000E-01  2.10239833E-050
  1.148000E-01  3.36713007E-050
  1.161000E-01  5.34317429E-050
  1.175000E-01  8.70425644E-050
  1.189000E-01  1.40599765E-049
  1.202000E-01  2.18044320E-049
  1.216000E-01  3.47763293E-049
  1.230000E-01  5.52153478E-049
  1.244000E-01  8.74027416E-049
  1.259000E-01  1.42733154E-048
  1.274000E-01  2.33102154E-048
  1.288000E-01  3.68974690E-048
  1.303000E-01  5.97331043E-048
  1.318000E-01  9.88671900E-048
  1.333000E-01  1.64465204E-047
  1.349000E-01  2.84566739E-047
  1.365000E-01  4.94809811E-047
  1.380000E-01  8.34048296E-047
  1.396000E-01  1.45914932E-046
  1.412000E-01  2.55523351E-046
  1.429000E-01  4.63118289E-046
  1.445000E-01  8.08822951E-046
  1.462000E-01  1.45737070E-045
  1.479000E-01  2.61296156E-045
  1.496000E-01  4.65711601E-045
  1.514000E-01  8.52490914E-045
  1.531000E-01  1.49772925E-044
  1.549000E-01  2.69748396E-044
  1.567000E-01  4.81567328E-044
  1.585000E-01  8.52062429E-044
  1.603000E-01  1.49413900E-043
  1.622000E-01  2.67709200E-043
  1.641000E-01  4.74989735E-043
  1.660000E-01  8.34708625E-043
  1.679000E-01  1.45317006E-042
  1.698000E-01  2.50691843E-042
  1.718000E-01  4.40600107E-042
  1.738000E-01  7.66515217E-042
  1.758000E-01  1.32066439E-041
  1.778000E-01  2.25462998E-041
  1.799000E-01  3.91670741E-041
  1.820000E-01  6.74282978E-041
  1.841000E-01  1.15096819E-040
  1.862000E-01  1.94883098E-040
  1.884000E-01  3.35576932E-040
  1.905000E-01  5.59468515E-040
  1.928000E-01  9.71123540E-040
  1.950000E-01  1.63226092E-039
  1.972000E-01  2.72073583E-039
  1.995000E-01  4.59756729E-039
