# DH21 astrodust enthalpy table
# Stage 1 (silicate-only, literal DL01 prefactor, rho=3.5)
# NT = 201   NA = 169
# T[K]            a_eff[um]       U[erg]
  4.74716396E+00   8.4140E-01   1.21000593E-07
  4.74716396E+00   8.9130E-01   1.43830733E-07
  4.74716396E+00   9.4410E-01   1.70936169E-07
  4.74716396E+00   1.0000E+00   2.03132762E-07
  4.74716396E+00   1.0590E+00   2.41250296E-07
  4.74716396E+00   1.1220E+00   2.86918496E-07
  4.74716396E+00   1.1890E+00   3.41448759E-07
  4.74716396E+00   1.2590E+00   4.05375189E-07
  4.74716396E+00   1.3340E+00   4.82222492E-07
  4.74716396E+00   1.4130E+00   5.73068398E-07
  4.74716396E+00   1.4960E+00   6.80103100E-07
  4.74716396E+00   1.5850E+00   8.08849598E-07
  4.74716396E+00   1.6790E+00   9.61461863E-07
  4.74716396E+00   1.7780E+00   1.14176110E-06
  4.74716396E+00   1.8840E+00   1.35838435E-06
  4.74716396E+00   1.9950E+00   1.61290458E-06
  4.74716396E+00   2.1140E+00   1.91908815E-06
  4.74716396E+00   2.2390E+00   2.28003889E-06
  4.74716396E+00   2.3710E+00   2.70753847E-06
  4.74716396E+00   2.5120E+00   3.21987402E-06
  4.74716396E+00   2.6610E+00   3.82749470E-06
  4.74716396E+00   2.8180E+00   4.54572271E-06
  4.74716396E+00   2.9850E+00   5.40272647E-06
  4.74716396E+00   3.1620E+00   6.42193005E-06
  4.74716396E+00   3.3500E+00   7.63685237E-06
  4.74716396E+00   3.5480E+00   9.07258003E-06
  4.74716396E+00   3.7580E+00   1.07807829E-05
  4.74716396E+00   3.9810E+00   1.28161183E-05
  4.74716396E+00   4.2170E+00   1.52331871E-05
  4.74716396E+00   4.4670E+00   1.81062216E-05
  4.74716396E+00   4.7320E+00   2.15235638E-05
  4.74716396E+00   5.0120E+00   2.55748539E-05
  4.92915260E+00   3.1620E-04   5.91638792E-18
  4.92915260E+00   3.3500E-04   7.27649925E-18
  4.92915260E+00   3.5480E-04   8.88380319E-18
  4.92915260E+00   3.7580E-04   1.07961445E-17
  4.92915260E+00   3.9810E-04   1.30747121E-17
  4.92915260E+00   4.2170E-04   1.57806322E-17
  4.92915260E+00   4.4670E-04   1.89970080E-17
  4.92915260E+00   4.7310E-04   2.28074658E-17
  4.92915260E+00   5.0120E-04   2.73581774E-17
  4.92915260E+00   5.3090E-04   3.27556077E-17
  4.92915260E+00   5.6230E-04   3.91576051E-17
  4.92915260E+00   5.9570E-04   4.67986225E-17
  4.92915260E+00   6.3100E-04   5.58609234E-17
  4.92915260E+00   6.6830E-04   6.66036415E-17
  4.92915260E+00   7.0790E-04   7.93987898E-17
  4.92915260E+00   7.4990E-04   9.46264267E-17
  4.92915260E+00   7.9430E-04   1.12688887E-16
  4.92915260E+00   8.4140E-04   1.34187746E-16
  4.92915260E+00   8.9120E-04   1.59692006E-16
  4.92915260E+00   9.4410E-04   1.90090862E-16
  4.92915260E+00   1.0000E-03   2.26135101E-16
  4.92915260E+00   1.0590E-03   2.68807862E-16
  4.92915260E+00   1.1220E-03   3.19933629E-16
  4.92915260E+00   1.1880E-03   3.80016854E-16
  4.92915260E+00   1.2590E-03   4.52546462E-16
  4.92915260E+00   1.3340E-03   5.38577383E-16
  4.92915260E+00   1.4130E-03   6.40279808E-16
  4.92915260E+00   1.4960E-03   7.60105667E-16
  4.92915260E+00   1.5850E-03   9.04237984E-16
  4.92915260E+00   1.6790E-03   1.07508814E-15
  4.92915260E+00   1.7780E-03   1.27693400E-15
  4.92915260E+00   1.8840E-03   1.51944476E-15
  4.92915260E+00   1.9950E-03   1.80438136E-15
  4.92915260E+00   2.1130E-03   2.14410791E-15
  4.92915260E+00   2.2390E-03   2.55124141E-15
  4.92915260E+00   2.3710E-03   3.02982922E-15
  4.92915260E+00   2.5120E-03   3.60339130E-15
  4.92915260E+00   2.6610E-03   4.28362555E-15
  4.92915260E+00   2.8180E-03   5.08768524E-15
  4.92915260E+00   2.9850E-03   6.04710502E-15
  4.92915260E+00   3.1620E-03   7.18810829E-15
  4.92915260E+00   3.3500E-03   8.54821961E-15
  4.92915260E+00   3.5480E-03   1.01555236E-14
  4.92915260E+00   3.7580E-03   1.20678648E-14
  4.92915260E+00   3.9810E-03   1.43464325E-14
  4.92915260E+00   4.2170E-03   1.70523526E-14
  4.92915260E+00   4.4670E-03   2.02687283E-14
  4.92915260E+00   4.7320E-03   2.40944592E-14
  4.92915260E+00   5.0120E-03   2.86298977E-14
  4.92915260E+00   5.3090E-03   3.40273281E-14
  4.92915260E+00   5.6230E-03   4.04293255E-14
  4.92915260E+00   5.9570E-03   4.80703428E-14
  4.92915260E+00   6.3100E-03   5.71326437E-14
  4.92915260E+00   6.6830E-03   6.78753619E-14
  4.92915260E+00   7.0790E-03   8.06705102E-14
  4.92915260E+00   7.4990E-03   9.58981470E-14
  4.92915260E+00   7.9430E-03   1.13960608E-13
  4.92915260E+00   8.4140E-03   1.35459467E-13
  4.92915260E+00   8.9120E-03   1.60963727E-13
  4.92915260E+00   9.4410E-03   1.91362583E-13
  4.92915260E+00   1.0000E-02   2.27406822E-13
  4.92915260E+00   1.0590E-02   2.70079582E-13
  4.92915260E+00   1.1220E-02   3.21205349E-13
  4.92915260E+00   1.1890E-02   3.82252239E-13
  4.92915260E+00   1.2590E-02   4.53818182E-13
  4.92915260E+00   1.3330E-02   5.38635957E-13
  4.92915260E+00   1.4120E-02   6.40190384E-13
  4.92915260E+00   1.4960E-02   7.61377387E-13
  4.92915260E+00   1.5850E-02   9.05509704E-13
  4.92915260E+00   1.6790E-02   1.07635986E-12
  4.92915260E+00   1.7780E-02   1.27820572E-12
  4.92915260E+00   1.8840E-02   1.52071648E-12
  4.92915260E+00   1.9950E-02   1.80565308E-12
  4.92915260E+00   2.1140E-02   2.14842705E-12
  4.92915260E+00   2.2390E-02   2.55251313E-12
  4.92915260E+00   2.3710E-02   3.03110094E-12
  4.92915260E+00   2.5120E-02   3.60466302E-12
  4.92915260E+00   2.6610E-02   4.28489727E-12
  4.92915260E+00   2.8180E-02   5.08895696E-12
  4.92915260E+00   2.9850E-02   6.04837674E-12
  4.92915260E+00   3.1620E-02   7.18938001E-12
  4.92915260E+00   3.3500E-02   8.54949133E-12
  4.92915260E+00   3.5480E-02   1.01567953E-11
  4.92915260E+00   3.7580E-02   1.20691366E-11
  4.92915260E+00   3.9810E-02   1.43477042E-11
  4.92915260E+00   4.2170E-02   1.70536243E-11
  4.92915260E+00   4.4670E-02   2.02700001E-11
  4.92915260E+00   4.7320E-02   2.40957309E-11
  4.92915260E+00   5.0120E-02   2.86311695E-11
  4.92915260E+00   5.3090E-02   3.40285998E-11
  4.92915260E+00   5.6230E-02   4.04305972E-11
  4.92915260E+00   5.9570E-02   4.80716145E-11
  4.92915260E+00   6.3100E-02   5.71339155E-11
  4.92915260E+00   6.6830E-02   6.78766336E-11
  4.92915260E+00   7.0790E-02   8.06717819E-11
  4.92915260E+00   7.4990E-02   9.58994187E-11
  4.92915260E+00   7.9430E-02   1.13961879E-10
  4.92915260E+00   8.4140E-02   1.35460738E-10
  4.92915260E+00   8.9120E-02   1.60964998E-10
  4.92915260E+00   9.4410E-02   1.91363854E-10
  4.92915260E+00   1.0000E-01   2.27408094E-10
  4.92915260E+00   1.0590E-01   2.70080854E-10
  4.92915260E+00   1.1220E-01   3.21206621E-10
  4.92915260E+00   1.1890E-01   3.82253510E-10
  4.92915260E+00   1.2590E-01   4.53819454E-10
  4.92915260E+00   1.3330E-01   5.38637229E-10
  4.92915260E+00   1.4120E-01   6.40191656E-10
  4.92915260E+00   1.4960E-01   7.61378659E-10
  4.92915260E+00   1.5850E-01   9.05510976E-10
  4.92915260E+00   1.6790E-01   1.07636113E-09
  4.92915260E+00   1.7780E-01   1.27820699E-09
  4.92915260E+00   1.8840E-01   1.52071775E-09
  4.92915260E+00   1.9950E-01   1.80565435E-09
  4.92915260E+00   2.1130E-01   2.14538090E-09
  4.92915260E+00   2.2390E-01   2.55251440E-09
  4.92915260E+00   2.3710E-01   3.03110221E-09
  4.92915260E+00   2.5120E-01   3.60466430E-09
  4.92915260E+00   2.6610E-01   4.28489854E-09
  4.92915260E+00   2.8180E-01   5.08895823E-09
  4.92915260E+00   2.9850E-01   6.04837801E-09
  4.92915260E+00   3.1620E-01   7.18938128E-09
  4.92915260E+00   3.3500E-01   8.54949260E-09
  4.92915260E+00   3.5480E-01   1.01567966E-08
  4.92915260E+00   3.7580E-01   1.20691378E-08
  4.92915260E+00   3.9810E-01   1.43477055E-08
  4.92915260E+00   4.2170E-01   1.70536255E-08
  4.92915260E+00   4.4670E-01   2.02700013E-08
  4.92915260E+00   4.7320E-01   2.40957322E-08
  4.92915260E+00   5.0120E-01   2.86311707E-08
  4.92915260E+00   5.3090E-01   3.40286011E-08
  4.92915260E+00   5.6230E-01   4.04305985E-08
  4.92915260E+00   5.9570E-01   4.80716158E-08
  4.92915260E+00   6.3100E-01   5.71339167E-08
  4.92915260E+00   6.6830E-01   6.78766349E-08
  4.92915260E+00   7.0790E-01   8.06717832E-08
  4.92915260E+00   7.4990E-01   9.58994200E-08
  4.92915260E+00   7.9430E-01   1.13961881E-07
  4.92915260E+00   8.4140E-01   1.35460740E-07
  4.92915260E+00   8.9130E-01   1.61019191E-07
  4.92915260E+00   9.4410E-01   1.91363856E-07
  4.92915260E+00   1.0000E+00   2.27408095E-07
  4.92915260E+00   1.0590E+00   2.70080855E-07
  4.92915260E+00   1.1220E+00   3.21206622E-07
  4.92915260E+00   1.1890E+00   3.82253512E-07
  4.92915260E+00   1.2590E+00   4.53819455E-07
  4.92915260E+00   1.3340E+00   5.39850376E-07
  4.92915260E+00   1.4130E+00   6.41552801E-07
  4.92915260E+00   1.4960E+00   7.61378660E-07
  4.92915260E+00   1.5850E+00   9.05510977E-07
  4.92915260E+00   1.6790E+00   1.07636114E-06
  4.92915260E+00   1.7780E+00   1.27820699E-06
  4.92915260E+00   1.8840E+00   1.52071775E-06
  4.92915260E+00   1.9950E+00   1.80565436E-06
  4.92915260E+00   2.1140E+00   2.14842832E-06
  4.92915260E+00   2.2390E+00   2.55251440E-06
  4.92915260E+00   2.3710E+00   3.03110221E-06
  4.92915260E+00   2.5120E+00   3.60466430E-06
  4.92915260E+00   2.6610E+00   4.28489855E-06
  4.92915260E+00   2.8180E+00   5.08895823E-06
  4.92915260E+00   2.9850E+00   6.04837802E-06
  4.92915260E+00   3.1620E+00   7.18938128E-06
  4.92915260E+00   3.3500E+00   8.54949260E-06
  4.92915260E+00   3.5480E+00   1.01567966E-05
  4.92915260E+00   3.7580E+00   1.20691378E-05
  4.92915260E+00   3.9810E+00   1.43477055E-05
  4.92915260E+00   4.2170E+00   1.70536256E-05
  4.92915260E+00   4.4670E+00   2.02700013E-05
  4.92915260E+00   4.7320E+00   2.40957322E-05
  4.92915260E+00   5.0120E+00   2.86311707E-05
  5.11811800E+00   3.1620E-04   6.62343139E-18
  5.11811800E+00   3.3500E-04   8.14608408E-18
  5.11811800E+00   3.5480E-04   9.94547039E-18
  5.11811800E+00   3.7580E-04   1.20863478E-17
  5.11811800E+00   3.9810E-04   1.46372178E-17
  5.11811800E+00   4.2170E-04   1.76665114E-17
  5.11811800E+00   4.4670E-04   2.12672631E-17
  5.11811800E+00   4.7310E-04   2.55330933E-17
  5.11811800E+00   5.0120E-04   3.06276419E-17
  5.11811800E+00   5.3090E-04   3.66700972E-17
  5.11811800E+00   5.6230E-04   4.38371713E-17
  5.11811800E+00   5.9570E-04   5.23913355E-17
  5.11811800E+00   6.3100E-04   6.25366352E-17
  5.11811800E+00   6.6830E-04   7.45631719E-17
  5.11811800E+00   7.0790E-04   8.88874163E-17
  5.11811800E+00   7.4990E-04   1.05934846E-16
  5.11811800E+00   7.9430E-04   1.26155878E-16
  5.11811800E+00   8.4140E-04   1.50223978E-16
  5.11811800E+00   8.9120E-04   1.78776149E-16
  5.11811800E+00   9.4410E-04   2.12807848E-16
  5.11811800E+00   1.0000E-03   2.53159588E-16
  5.11811800E+00   1.0590E-03   3.00931996E-16
  5.11811800E+00   1.1220E-03   3.58167596E-16
  5.11811800E+00   1.1880E-03   4.25431123E-16
  5.11811800E+00   1.2590E-03   5.06628449E-16
  5.11811800E+00   1.3340E-03   6.02940576E-16
  5.11811800E+00   1.4130E-03   7.16797044E-16
  5.11811800E+00   1.4960E-03   8.50942804E-16
  5.11811800E+00   1.5850E-03   1.01229979E-15
  5.11811800E+00   1.6790E-03   1.20356755E-15
  5.11811800E+00   1.7780E-03   1.42953519E-15
  5.11811800E+00   1.8840E-03   1.70102742E-15
  5.11811800E+00   1.9950E-03   2.02001564E-15
  5.11811800E+00   2.1130E-03   2.40034153E-15
  5.11811800E+00   2.2390E-03   2.85612989E-15
  5.11811800E+00   2.3710E-03   3.39191179E-15
  5.11811800E+00   2.5120E-03   4.03401794E-15
  5.11811800E+00   2.6610E-03   4.79554422E-15
  5.11811800E+00   2.8180E-03   5.69569381E-15
  5.11811800E+00   2.9850E-03   6.76976995E-15
  5.11811800E+00   3.1620E-03   8.04712988E-15
  5.11811800E+00   3.3500E-03   9.56978257E-15
  5.11811800E+00   3.5480E-03   1.13691689E-14
  5.11811800E+00   3.7580E-03   1.35100463E-14
  5.11811800E+00   3.9810E-03   1.60609163E-14
  5.11811800E+00   4.2170E-03   1.90902099E-14
  5.11811800E+00   4.4670E-03   2.26909616E-14
  5.11811800E+00   4.7320E-03   2.69738900E-14
  5.11811800E+00   5.0120E-03   3.20513404E-14
  5.11811800E+00   5.3090E-03   3.80937957E-14
  5.11811800E+00   5.6230E-03   4.52608698E-14
  5.11811800E+00   5.9570E-03   5.38150340E-14
  5.11811800E+00   6.3100E-03   6.39603337E-14
  5.11811800E+00   6.6830E-03   7.59868704E-14
  5.11811800E+00   7.0790E-03   9.03111148E-14
  5.11811800E+00   7.4990E-03   1.07358545E-13
  5.11811800E+00   7.9430E-03   1.27579576E-13
  5.11811800E+00   8.4140E-03   1.51647677E-13
  5.11811800E+00   8.9120E-03   1.80199847E-13
  5.11811800E+00   9.4410E-03   2.14231547E-13
  5.11811800E+00   1.0000E-02   2.54583286E-13
  5.11811800E+00   1.0590E-02   3.02355695E-13
  5.11811800E+00   1.1220E-02   3.59591294E-13
  5.11811800E+00   1.1890E-02   4.27933649E-13
  5.11811800E+00   1.2590E-02   5.08052148E-13
  5.11811800E+00   1.3330E-02   6.03006150E-13
  5.11811800E+00   1.4120E-02   7.16696933E-13
  5.11811800E+00   1.4960E-02   8.52366503E-13
  5.11811800E+00   1.5850E-02   1.01372349E-12
  5.11811800E+00   1.6790E-02   1.20499125E-12
  5.11811800E+00   1.7780E-02   1.43095889E-12
  5.11811800E+00   1.8840E-02   1.70245112E-12
  5.11811800E+00   1.9950E-02   2.02143934E-12
  5.11811800E+00   2.1140E-02   2.40517683E-12
  5.11811800E+00   2.2390E-02   2.85755359E-12
  5.11811800E+00   2.3710E-02   3.39333549E-12
  5.11811800E+00   2.5120E-02   4.03544164E-12
  5.11811800E+00   2.6610E-02   4.79696792E-12
  5.11811800E+00   2.8180E-02   5.69711751E-12
  5.11811800E+00   2.9850E-02   6.77119365E-12
  5.11811800E+00   3.1620E-02   8.04855358E-12
  5.11811800E+00   3.3500E-02   9.57120627E-12
  5.11811800E+00   3.5480E-02   1.13705926E-11
  5.11811800E+00   3.7580E-02   1.35114700E-11
  5.11811800E+00   3.9810E-02   1.60623400E-11
  5.11811800E+00   4.2170E-02   1.90916336E-11
  5.11811800E+00   4.4670E-02   2.26923853E-11
  5.11811800E+00   4.7320E-02   2.69753137E-11
  5.11811800E+00   5.0120E-02   3.20527641E-11
  5.11811800E+00   5.3090E-02   3.80952194E-11
  5.11811800E+00   5.6230E-02   4.52622935E-11
  5.11811800E+00   5.9570E-02   5.38164577E-11
  5.11811800E+00   6.3100E-02   6.39617574E-11
  5.11811800E+00   6.6830E-02   7.59882941E-11
  5.11811800E+00   7.0790E-02   9.03125385E-11
  5.11811800E+00   7.4990E-02   1.07359968E-10
  5.11811800E+00   7.9430E-02   1.27581000E-10
  5.11811800E+00   8.4140E-02   1.51649100E-10
  5.11811800E+00   8.9120E-02   1.80201271E-10
  5.11811800E+00   9.4410E-02   2.14232970E-10
  5.11811800E+00   1.0000E-01   2.54584710E-10
  5.11811800E+00   1.0590E-01   3.02357118E-10
  5.11811800E+00   1.1220E-01   3.59592718E-10
  5.11811800E+00   1.1890E-01   4.27935073E-10
  5.11811800E+00   1.2590E-01   5.08053571E-10
  5.11811800E+00   1.3330E-01   6.03007574E-10
  5.11811800E+00   1.4120E-01   7.16698357E-10
  5.11811800E+00   1.4960E-01   8.52367926E-10
  5.11811800E+00   1.5850E-01   1.01372491E-09
  5.11811800E+00   1.6790E-01   1.20499268E-09
  5.11811800E+00   1.7780E-01   1.43096031E-09
  5.11811800E+00   1.8840E-01   1.70245254E-09
  5.11811800E+00   1.9950E-01   2.02144076E-09
  5.11811800E+00   2.1130E-01   2.40176665E-09
  5.11811800E+00   2.2390E-01   2.85755501E-09
  5.11811800E+00   2.3710E-01   3.39333691E-09
  5.11811800E+00   2.5120E-01   4.03544307E-09
  5.11811800E+00   2.6610E-01   4.79696934E-09
  5.11811800E+00   2.8180E-01   5.69711893E-09
  5.11811800E+00   2.9850E-01   6.77119508E-09
  5.11811800E+00   3.1620E-01   8.04855500E-09
  5.11811800E+00   3.3500E-01   9.57120770E-09
  5.11811800E+00   3.5480E-01   1.13705940E-08
  5.11811800E+00   3.7580E-01   1.35114714E-08
  5.11811800E+00   3.9810E-01   1.60623414E-08
  5.11811800E+00   4.2170E-01   1.90916350E-08
  5.11811800E+00   4.4670E-01   2.26923868E-08
  5.11811800E+00   4.7320E-01   2.69753152E-08
  5.11811800E+00   5.0120E-01   3.20527655E-08
  5.11811800E+00   5.3090E-01   3.80952208E-08
  5.11811800E+00   5.6230E-01   4.52622949E-08
  5.11811800E+00   5.9570E-01   5.38164591E-08
  5.11811800E+00   6.3100E-01   6.39617588E-08
  5.11811800E+00   6.6830E-01   7.59882955E-08
  5.11811800E+00   7.0790E-01   9.03125399E-08
  5.11811800E+00   7.4990E-01   1.07359970E-07
  5.11811800E+00   7.9430E-01   1.27581002E-07
  5.11811800E+00   8.4140E-01   1.51649102E-07
  5.11811800E+00   8.9130E-01   1.80261939E-07
  5.11811800E+00   9.4410E-01   2.14232972E-07
  5.11811800E+00   1.0000E+00   2.54584711E-07
  5.11811800E+00   1.0590E+00   3.02357120E-07
  5.11811800E+00   1.1220E+00   3.59592720E-07
  5.11811800E+00   1.1890E+00   4.27935074E-07
  5.11811800E+00   1.2590E+00   5.08053573E-07
  5.11811800E+00   1.3340E+00   6.04365700E-07
  5.11811800E+00   1.4130E+00   7.18222167E-07
  5.11811800E+00   1.4960E+00   8.52367928E-07
  5.11811800E+00   1.5850E+00   1.01372491E-06
  5.11811800E+00   1.6790E+00   1.20499268E-06
  5.11811800E+00   1.7780E+00   1.43096031E-06
  5.11811800E+00   1.8840E+00   1.70245254E-06
  5.11811800E+00   1.9950E+00   2.02144077E-06
  5.11811800E+00   2.1140E+00   2.40517825E-06
  5.11811800E+00   2.2390E+00   2.85755501E-06
  5.11811800E+00   2.3710E+00   3.39333691E-06
  5.11811800E+00   2.5120E+00   4.03544307E-06
  5.11811800E+00   2.6610E+00   4.79696935E-06
  5.11811800E+00   2.8180E+00   5.69711893E-06
  5.11811800E+00   2.9850E+00   6.77119508E-06
  5.11811800E+00   3.1620E+00   8.04855500E-06
  5.11811800E+00   3.3500E+00   9.57120770E-06
  5.11811800E+00   3.5480E+00   1.13705940E-05
  5.11811800E+00   3.7580E+00   1.35114714E-05
  5.11811800E+00   3.9810E+00   1.60623414E-05
  5.11811800E+00   4.2170E+00   1.90916350E-05
  5.11811800E+00   4.4670E+00   2.26923868E-05
  5.11811800E+00   4.7320E+00   2.69753152E-05
  5.11811800E+00   5.0120E+00   3.20527655E-05
  5.31432764E+00   3.1620E-04   7.41497878E-18
  5.31432764E+00   3.3500E-04   9.11959936E-18
  5.31432764E+00   3.5480E-04   1.11340252E-17
  5.31432764E+00   3.7580E-04   1.35307528E-17
  5.31432764E+00   3.9810E-04   1.63864699E-17
  5.31432764E+00   4.2170E-04   1.97777858E-17
  5.31432764E+00   4.4670E-04   2.38088531E-17
  5.31432764E+00   4.7310E-04   2.85844805E-17
  5.31432764E+00   5.0120E-04   3.42878641E-17
  5.31432764E+00   5.3090E-04   4.10524360E-17
  5.31432764E+00   5.6230E-04   4.90760266E-17
  5.31432764E+00   5.9570E-04   5.86524746E-17
  5.31432764E+00   6.3100E-04   7.00102101E-17
  5.31432764E+00   6.6830E-04   8.34740039E-17
  5.31432764E+00   7.0790E-04   9.95100980E-17
  5.31432764E+00   7.4990E-04   1.18594817E-16
  5.31432764E+00   7.9430E-04   1.41232407E-16
  5.31432764E+00   8.4140E-04   1.68176818E-16
  5.31432764E+00   8.9120E-04   2.00141176E-16
  5.31432764E+00   9.4410E-04   2.38239907E-16
  5.31432764E+00   1.0000E-03   2.83413968E-16
  5.31432764E+00   1.0590E-03   3.36895521E-16
  5.31432764E+00   1.1220E-03   4.00971184E-16
  5.31432764E+00   1.1880E-03   4.76273184E-16
  5.31432764E+00   1.2590E-03   5.67174171E-16
  5.31432764E+00   1.3340E-03   6.74996285E-16
  5.31432764E+00   1.4130E-03   8.02459414E-16
  5.31432764E+00   1.4960E-03   9.52636552E-16
  5.31432764E+00   1.5850E-03   1.13327685E-15
  5.31432764E+00   1.6790E-03   1.34740248E-15
  5.31432764E+00   1.7780E-03   1.60037487E-15
  5.31432764E+00   1.8840E-03   1.90431236E-15
  5.31432764E+00   1.9950E-03   2.26142195E-15
  5.31432764E+00   2.1130E-03   2.68719950E-15
  5.31432764E+00   2.2390E-03   3.19745783E-15
  5.31432764E+00   2.3710E-03   3.79726950E-15
  5.31432764E+00   2.5120E-03   4.51611193E-15
  5.31432764E+00   2.6610E-03   5.36864604E-15
  5.31432764E+00   2.8180E-03   6.37636993E-15
  5.31432764E+00   2.9850E-03   7.57880586E-15
  5.31432764E+00   3.1620E-03   9.00881942E-15
  5.31432764E+00   3.3500E-03   1.07134400E-14
  5.31432764E+00   3.5480E-03   1.27278658E-14
  5.31432764E+00   3.7580E-03   1.51245934E-14
  5.31432764E+00   3.9810E-03   1.79803106E-14
  5.31432764E+00   4.2170E-03   2.13716264E-14
  5.31432764E+00   4.4670E-03   2.54026938E-14
  5.31432764E+00   4.7320E-03   3.01974627E-14
  5.31432764E+00   5.0120E-03   3.58817047E-14
  5.31432764E+00   5.3090E-03   4.26462766E-14
  5.31432764E+00   5.6230E-03   5.06698673E-14
  5.31432764E+00   5.9570E-03   6.02463153E-14
  5.31432764E+00   6.3100E-03   7.16040508E-14
  5.31432764E+00   6.6830E-03   8.50678446E-14
  5.31432764E+00   7.0790E-03   1.01103939E-13
  5.31432764E+00   7.4990E-03   1.20188658E-13
  5.31432764E+00   7.9430E-03   1.42826248E-13
  5.31432764E+00   8.4140E-03   1.69770658E-13
  5.31432764E+00   8.9120E-03   2.01735017E-13
  5.31432764E+00   9.4410E-03   2.39833748E-13
  5.31432764E+00   1.0000E-02   2.85007809E-13
  5.31432764E+00   1.0590E-02   3.38489362E-13
  5.31432764E+00   1.1220E-02   4.02565025E-13
  5.31432764E+00   1.1890E-02   4.79074779E-13
  5.31432764E+00   1.2590E-02   5.68768011E-13
  5.31432764E+00   1.3330E-02   6.75069695E-13
  5.31432764E+00   1.4120E-02   8.02347340E-13
  5.31432764E+00   1.4960E-02   9.54230393E-13
  5.31432764E+00   1.5850E-02   1.13487069E-12
  5.31432764E+00   1.6790E-02   1.34899632E-12
  5.31432764E+00   1.7780E-02   1.60196871E-12
  5.31432764E+00   1.8840E-02   1.90590620E-12
  5.31432764E+00   1.9950E-02   2.26301579E-12
  5.31432764E+00   2.1140E-02   2.69261265E-12
  5.31432764E+00   2.2390E-02   3.19905167E-12
  5.31432764E+00   2.3710E-02   3.79886334E-12
  5.31432764E+00   2.5120E-02   4.51770577E-12
  5.31432764E+00   2.6610E-02   5.37023988E-12
  5.31432764E+00   2.8180E-02   6.37796378E-12
  5.31432764E+00   2.9850E-02   7.58039970E-12
  5.31432764E+00   3.1620E-02   9.01041327E-12
  5.31432764E+00   3.3500E-02   1.07150338E-11
  5.31432764E+00   3.5480E-02   1.27294597E-11
  5.31432764E+00   3.7580E-02   1.51261872E-11
  5.31432764E+00   3.9810E-02   1.79819044E-11
  5.31432764E+00   4.2170E-02   2.13732203E-11
  5.31432764E+00   4.4670E-02   2.54042876E-11
  5.31432764E+00   4.7320E-02   3.01990566E-11
  5.31432764E+00   5.0120E-02   3.58832985E-11
  5.31432764E+00   5.3090E-02   4.26478705E-11
  5.31432764E+00   5.6230E-02   5.06714611E-11
  5.31432764E+00   5.9570E-02   6.02479091E-11
  5.31432764E+00   6.3100E-02   7.16056446E-11
  5.31432764E+00   6.6830E-02   8.50694384E-11
  5.31432764E+00   7.0790E-02   1.01105532E-10
  5.31432764E+00   7.4990E-02   1.20190252E-10
  5.31432764E+00   7.9430E-02   1.42827842E-10
  5.31432764E+00   8.4140E-02   1.69772252E-10
  5.31432764E+00   8.9120E-02   2.01736611E-10
  5.31432764E+00   9.4410E-02   2.39835342E-10
  5.31432764E+00   1.0000E-01   2.85009403E-10
  5.31432764E+00   1.0590E-01   3.38490956E-10
  5.31432764E+00   1.1220E-01   4.02566619E-10
  5.31432764E+00   1.1890E-01   4.79076373E-10
  5.31432764E+00   1.2590E-01   5.68769605E-10
  5.31432764E+00   1.3330E-01   6.75071289E-10
  5.31432764E+00   1.4120E-01   8.02348934E-10
  5.31432764E+00   1.4960E-01   9.54231987E-10
  5.31432764E+00   1.5850E-01   1.13487228E-09
  5.31432764E+00   1.6790E-01   1.34899792E-09
  5.31432764E+00   1.7780E-01   1.60197030E-09
  5.31432764E+00   1.8840E-01   1.90590779E-09
  5.31432764E+00   1.9950E-01   2.26301739E-09
  5.31432764E+00   2.1130E-01   2.68879494E-09
  5.31432764E+00   2.2390E-01   3.19905326E-09
  5.31432764E+00   2.3710E-01   3.79886493E-09
  5.31432764E+00   2.5120E-01   4.51770736E-09
  5.31432764E+00   2.6610E-01   5.37024147E-09
  5.31432764E+00   2.8180E-01   6.37796537E-09
  5.31432764E+00   2.9850E-01   7.58040129E-09
  5.31432764E+00   3.1620E-01   9.01041486E-09
  5.31432764E+00   3.3500E-01   1.07150354E-08
  5.31432764E+00   3.5480E-01   1.27294613E-08
  5.31432764E+00   3.7580E-01   1.51261888E-08
  5.31432764E+00   3.9810E-01   1.79819060E-08
  5.31432764E+00   4.2170E-01   2.13732218E-08
  5.31432764E+00   4.4670E-01   2.54042892E-08
  5.31432764E+00   4.7320E-01   3.01990582E-08
  5.31432764E+00   5.0120E-01   3.58833001E-08
  5.31432764E+00   5.3090E-01   4.26478721E-08
  5.31432764E+00   5.6230E-01   5.06714627E-08
  5.31432764E+00   5.9570E-01   6.02479107E-08
  5.31432764E+00   6.3100E-01   7.16056462E-08
  5.31432764E+00   6.6830E-01   8.50694400E-08
  5.31432764E+00   7.0790E-01   1.01105534E-07
  5.31432764E+00   7.4990E-01   1.20190254E-07
  5.31432764E+00   7.9430E-01   1.42827843E-07
  5.31432764E+00   8.4140E-01   1.69772254E-07
  5.31432764E+00   8.9130E-01   2.01804530E-07
  5.31432764E+00   9.4410E-01   2.39835343E-07
  5.31432764E+00   1.0000E+00   2.85009404E-07
  5.31432764E+00   1.0590E+00   3.38490957E-07
  5.31432764E+00   1.1220E+00   4.02566620E-07
  5.31432764E+00   1.1890E+00   4.79076375E-07
  5.31432764E+00   1.2590E+00   5.68769607E-07
