# DH21 astrodust SED for Mathis ISRF, U = 1.585
# Enthalpy stage: S2
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  1.54134849E-063
  9.226000E-02  2.63840244E-062
  9.332000E-02  1.15525436E-061
  9.441000E-02  3.81771426E-061
  9.550000E-02  1.10022087E-060
  9.661000E-02  2.98824871E-060
  9.772000E-02  7.73454275E-060
  9.886000E-02  1.98145530E-059
  1.000000E-01  4.93233358E-059
  1.012000E-01  1.25402754E-058
  1.023000E-01  2.88642454E-058
  1.035000E-01  7.01012002E-058
  1.047000E-01  1.66522028E-057
  1.059000E-01  3.87290512E-057
  1.072000E-01  9.44327367E-057
  1.084000E-01  2.10653356E-056
  1.097000E-01  4.91649557E-056
  1.109000E-01  1.05481418E-055
  1.122000E-01  2.36463013E-055
  1.135000E-01  5.20056757E-055
  1.148000E-01  1.12300892E-054
  1.161000E-01  2.37749119E-054
  1.175000E-01  5.21715657E-054
  1.189000E-01  1.12147915E-053
  1.202000E-01  2.24282697E-053
  1.216000E-01  4.64399319E-053
  1.230000E-01  9.44275607E-053
  1.244000E-01  1.88785773E-052
  1.259000E-01  3.89542961E-052
  1.274000E-01  7.88600386E-052
  1.288000E-01  1.49800765E-051
  1.303000E-01  2.92855260E-051
  1.318000E-01  5.63522927E-051
  1.333000E-01  1.06606318E-050
  1.349000E-01  2.06460844E-050
  1.365000E-01  3.92472648E-050
  1.380000E-01  7.04003121E-050
  1.396000E-01  1.28234885E-049
  1.412000E-01  2.29577347E-049
  1.429000E-01  4.18330766E-049
  1.445000E-01  7.22805583E-049
  1.462000E-01  1.26792201E-048
  1.479000E-01  2.18392763E-048
  1.496000E-01  3.70349723E-048
  1.514000E-01  6.36664896E-048
  1.531000E-01  1.04412949E-047
  1.549000E-01  1.73096035E-047
  1.567000E-01  2.83713429E-047
  1.585000E-01  4.58818284E-047
  1.603000E-01  7.31919220E-047
  1.622000E-01  1.18174741E-046
  1.641000E-01  1.88030772E-046
  1.660000E-01  2.97385096E-046
  1.679000E-01  4.70729645E-046
  1.698000E-01  7.38339413E-046
  1.718000E-01  1.17521084E-045
  1.738000E-01  1.85603509E-045
  1.758000E-01  2.91328576E-045
  1.778000E-01  4.51002362E-045
  1.799000E-01  6.96440393E-045
  1.820000E-01  1.06460395E-044
  1.841000E-01  1.61289632E-044
  1.862000E-01  2.42398332E-044
  1.884000E-01  3.68867303E-044
  1.905000E-01  5.47658542E-044
  1.928000E-01  8.62439671E-044
  1.950000E-01  1.32884376E-043
  1.972000E-01  2.03847588E-043
  1.995000E-01  3.17502647E-043
  2.018000E-01  4.92508081E-043
  2.042000E-01  7.75284094E-043
  2.065000E-01  1.19266133E-042
  2.089000E-01  1.82135997E-042
  2.113000E-01  2.75223459E-042
  2.138000E-01  4.19016948E-042
  2.163000E-01  6.31820974E-042
  2.188000E-01  9.43910540E-042
  2.213000E-01  1.39757413E-041
  2.239000E-01  2.08305921E-041
  2.265000E-01  3.07679268E-041
  2.291000E-01  4.50613152E-041
  2.317000E-01  6.54508750E-041
  2.344000E-01  9.55907799E-041
  2.371000E-01  1.38407603E-040
  2.399000E-01  2.01255984E-040
  2.427000E-01  2.90038263E-040
  2.455000E-01  4.14543634E-040
  2.483000E-01  5.87637215E-040
  2.512000E-01  8.36868122E-040
  2.541000E-01  1.18188595E-039
  2.570000E-01  1.65560909E-039
  2.600000E-01  2.32714083E-039
  2.630000E-01  3.24433645E-039
  2.661000E-01  4.53619922E-039
  2.691000E-01  6.22512405E-039
  2.723000E-01  8.65644222E-039
  2.754000E-01  1.18219988E-038
  2.786000E-01  1.61830335E-038
  2.818000E-01  2.19906595E-038
  2.851000E-01  2.99355948E-038
  2.884000E-01  4.04523218E-038
  2.917000E-01  5.42775751E-038
  2.951000E-01  7.29369061E-038
  2.985000E-01  9.73429224E-038
  3.020000E-01  1.30067141E-037
  3.055000E-01  1.72592884E-037
  3.090000E-01  2.27479792E-037
  3.126000E-01  3.00117547E-037
  3.162000E-01  3.93320971E-037
  3.199000E-01  5.16012353E-037
  3.236000E-01  6.72485952E-037
  3.273000E-01  8.70730430E-037
  3.311000E-01  1.12839286E-036
  3.350000E-01  1.46280827E-036
  3.388000E-01  1.87228319E-036
  3.428000E-01  2.41278100E-036
  3.467000E-01  3.07117721E-036
  3.507000E-01  3.91060387E-036
  3.548000E-01  4.97964047E-036
  3.589000E-01  6.30383521E-036
  3.631000E-01  7.98037700E-036
  3.673000E-01  1.00433849E-035
  3.715000E-01  1.25729065E-035
  3.758000E-01  1.57349570E-035
  3.802000E-01  1.96895760E-035
  3.846000E-01  2.44996101E-035
  3.891000E-01  3.04745520E-035
  3.936000E-01  3.77110700E-035
  3.981000E-01  4.64193323E-035
  4.027000E-01  5.71172148E-035
  4.074000E-01  7.02337982E-035
  4.121000E-01  8.59255104E-035
  4.169000E-01  1.05064021E-034
  4.217000E-01  1.27844625E-034
  4.266000E-01  1.55452929E-034
  4.315000E-01  1.88138808E-034
  4.365000E-01  2.27464041E-034
  4.416000E-01  2.74831710E-034
