# DH21 astrodust SED for Mathis ISRF, U = 1.585
# Enthalpy stage: S2
# columns: lambda[um]    lambda*I_lambda / N_H [erg s^-1 cm^-2 sr^-1 H^-1]
  9.120000E-02  6.75108377E-054
  9.226000E-02  1.10130833E-053
  9.332000E-02  1.77848357E-053
  9.441000E-02  2.88530577E-053
  9.550000E-02  4.64348065E-053
  9.661000E-02  7.48134448E-053
  9.772000E-02  1.19901102E-052
  9.886000E-02  1.93910581E-052
  1.000000E-01  3.12912619E-052
  1.012000E-01  5.17760445E-052
  1.023000E-01  8.22870529E-052
  1.035000E-01  1.36969589E-051
  1.047000E-01  2.29232968E-051
  1.059000E-01  3.86140379E-051
  1.072000E-01  6.84370036E-051
  1.084000E-01  1.16801152E-050
  1.097000E-01  2.09469896E-050
  1.109000E-01  3.60257426E-050
  1.122000E-01  6.48997682E-050
  1.135000E-01  1.16859610E-049
  1.148000E-01  2.09866452E-049
  1.161000E-01  3.74380070E-049
  1.175000E-01  6.91533097E-049
  1.189000E-01  1.26437222E-048
  1.202000E-01  2.19265834E-048
  1.216000E-01  3.92140718E-048
  1.230000E-01  6.92966942E-048
  1.244000E-01  1.21047938E-047
  1.259000E-01  2.17250991E-047
  1.274000E-01  3.84340039E-047
  1.288000E-01  6.46202951E-047
  1.303000E-01  1.11253018E-046
  1.318000E-01  1.89184914E-046
  1.333000E-01  3.17302109E-046
  1.349000E-01  5.42243479E-046
  1.365000E-01  9.12481741E-046
  1.380000E-01  1.46402797E-045
  1.396000E-01  2.37421073E-045
  1.412000E-01  3.79462145E-045
  1.429000E-01  6.14679270E-045
  1.445000E-01  9.53159889E-045
  1.462000E-01  1.49436435E-044
  1.479000E-01  2.30648796E-044
  1.496000E-01  3.51366235E-044
  1.514000E-01  5.40622470E-044
  1.531000E-01  8.00359885E-044
  1.549000E-01  1.19346342E-043
  1.567000E-01  1.76377404E-043
  1.585000E-01  2.57785220E-043
  1.603000E-01  3.72488639E-043
  1.622000E-01  5.43056391E-043
  1.641000E-01  7.82052602E-043
  1.660000E-01  1.12200387E-042
  1.679000E-01  1.61459226E-042
  1.698000E-01  2.30717131E-042
  1.718000E-01  3.33655944E-042
  1.738000E-01  4.79818170E-042
  1.758000E-01  6.87222054E-042
  1.778000E-01  9.72751182E-042
  1.799000E-01  1.37022632E-041
  1.820000E-01  1.91466823E-041
  1.841000E-01  2.65698982E-041
  1.862000E-01  3.66473432E-041
  1.884000E-01  5.10763996E-041
  1.905000E-01  6.98628750E-041
  1.928000E-01  1.00772507E-040
  1.950000E-01  1.43039372E-040
  1.972000E-01  2.02508740E-040
  1.995000E-01  2.90584928E-040
  2.018000E-01  4.16036915E-040
  2.042000E-01  6.03515279E-040
  2.065000E-01  8.60004146E-040
  2.089000E-01  1.21468776E-039
  2.113000E-01  1.70061054E-039
  2.138000E-01  2.39555686E-039
  2.163000E-01  3.34810845E-039
  2.188000E-01  4.64425199E-039
  2.213000E-01  6.39533170E-039
  2.239000E-01  8.85473029E-039
  2.265000E-01  1.21699471E-038
  2.291000E-01  1.66118384E-038
  2.317000E-01  2.25234963E-038
  2.344000E-01  3.06755315E-038
  2.371000E-01  4.14839588E-038
  2.399000E-01  5.62882052E-038
  2.427000E-01  7.58164418E-038
  2.455000E-01  1.01434483E-037
  2.483000E-01  1.34796107E-037
  2.512000E-01  1.79818228E-037
  2.541000E-01  2.38236145E-037
  2.570000E-01  3.13523697E-037
  2.600000E-01  4.13729349E-037
  2.630000E-01  5.42282413E-037
  2.661000E-01  7.12424471E-037
  2.691000E-01  9.21738420E-037
  2.723000E-01  1.20539024E-036
  2.754000E-01  1.55321792E-036
  2.786000E-01  2.00507172E-036
  2.818000E-01  2.57285749E-036
  2.851000E-01  3.30583329E-036
  2.884000E-01  4.22208553E-036
  2.917000E-01  5.36105314E-036
  2.951000E-01  6.81488922E-036
  2.985000E-01  8.61486424E-036
  3.020000E-01  1.08995097E-035
  3.055000E-01  1.37120513E-035
  3.090000E-01  1.71549333E-035
  3.126000E-01  2.14777297E-035
  3.162000E-01  2.67433013E-035
  3.199000E-01  3.33276851E-035
  3.236000E-01  4.13064933E-035
  3.273000E-01  5.09218913E-035
  3.311000E-01  6.28187542E-035
  3.350000E-01  7.75120441E-035
  3.388000E-01  9.46528896E-035
  3.428000E-01  1.16219315E-034
  3.467000E-01  1.41272665E-034
  3.507000E-01  1.71768077E-034
  3.548000E-01  2.08839851E-034
  3.589000E-01  2.52696596E-034
  3.631000E-01  3.05760715E-034
  3.673000E-01  3.68175552E-034
  3.715000E-01  4.41432812E-034
  3.758000E-01  5.29103024E-034
